,PSPTO_4738
SRX1828913,0.5555432803
SRX1828914,-0.039479333900000003
SRX1828915,-0.4436300903
SRX1828916,-0.43013080060000003
SRX1828917,-0.11191319
SRX1828918,-0.471922167
SRX3983989,0.42868759030000003
SRX3983990,0.7023427377
SRX3983993,1.1498233478
SRX3983994,1.5240050194
SRX3983995,0.1677754595
SRX3983996,1.9262331348
SRX3983997,1.7521775872
SRX3983998,0.2965957647
SRX3983999,0.012891217100000001
SRX3984000,0.5184978995
SRX3984001,2.0042090717
SRX3984002,1.6944292390000002
SRX3984003,0.0957196798
SRX3984004,0.0190841435
SRX3984005,0.5748956838
SRX3984006,1.2783457434
SRX3984007,0.7821686413000001
SRX3984008,0.2912362562
SRX3984009,-0.2298882766
SRX3984010,1.8568587793
SRX3984011,0.5615841829
SRX3984012,0.48909362800000006
SRX3984013,-1.2124110632
SRX3984014,0.1771759005
SRX3984015,0.7990268027
SRX3984016,0.0585037745
SRX3984017,2.2279351474
SRX3984019,-0.0070619186000000006
SRX3984020,1.6665412814
SRX3984021,2.3035498593
SRX3984022,2.1025024488
SRX3984023,-0.1319918119
SRX3984024,-0.0827642833
SRX3984025,0.40135226230000004
SRX3984026,-0.2672352858
SRX3984027,0.6770254352
SRX3984028,0.5213070578
SRX3984029,0.6831823449000001
SRX3984031,1.9981213676
SRX3984032,1.7452490068
SRX3984034,-0.045800373500000005
SRX3984035,1.1589436016
SRX3984036,2.3482251029
SRX3984037,1.9038166621000001
SRX3984038,2.1713846128
SRX3984039,2.3385550616
SRX3984040,0.3935804859
SRX3984041,2.0202081155
SRX3984042,1.1136876602
SRX3984043,1.05020171
SRX3984045,0.3348769927
SRX3984046,0.3424117901
SRX3984047,1.4779200292
SRX3984048,0.7400469229000001
SRX3984049,0.9221214615000001
SRX3984050,0.5036114387
SRX3984051,1.4974009136
SRX3984052,-0.7709561351
SRX3984056,1.6210952390000002
SRX3984057,1.6130531288
SRX3984058,1.6811335948
SRX3984059,-0.4776776123
SRX3984061,0.1339102431
SRX3984062,0.3462998131
SRX3984063,0.1513884872
SRX3984064,0.7165751683
SRX3984065,0.4895991195
SRX3984066,0.3803280164
SRX3984067,-0.4798640229
SRX3984068,-0.24713885470000002
SRX3984069,1.0816668158
SRX3984070,1.5108178621000001
SRX3984071,1.2616018063
SRX3984073,0.0664368355
SRX3984074,0.8740410787
SRX3984077,0.7250909403
SRX3984078,0.712189468
SRX3984079,2.1381649834
SRX3984080,-0.1646196047
SRX3984082,0.016348903300000002
SRX3984084,1.8954976193
SRX6997963,0.1868976077
SRX6997964,0.1271105598
SRX6997965,-0.46915795870000004
SRX6997967,-0.14532173410000002
SRX6997968,-0.7478083333000001
SRX6997969,0.1002499818
SRX6997971,-0.0415758735
SRX6997972,-2.2057217535
SRX6997973,-0.48814419880000004
SRX3159100,0.13133366200000002
SRX3159101,-1.2990498712
SRX3159102,0.3254802786
SRX3159103,0.8422359306
SRX3159000,-0.3783704987
SRX3159001,-0.0541544642
SRX3159002,-0.7067368805
SRX3159003,-0.2971399221
SRX3159004,-0.737397886
SRX3159005,-0.0978484669
SRX3159006,0.31577312290000004
SRX3159007,0.4416148049
SRX3159008,0.3415912514
SRX3159009,-1.7543602078
SRX3159010,-1.7543602078
SRX3159012,-0.7801242355
SRX3159013,-0.599901315
SRX3159014,0.3519876946
SRX3159015,0.8304700617
SRX3159016,-0.47002374480000003
SRX3159017,0.0442497486
SRX3159018,0.7760709386
SRX3159019,0.9027118672000001
SRX3159020,0.6199537374
SRX3159021,0.2276542561
SRX3159022,-0.0310676215
SRX3159023,-0.5548681018
SRX3159024,0.5441032773
SRX3159025,0.1829039785
SRX3159026,-1.7543602078
SRX3159027,-1.7543602078
SRX3159028,0.28475017
SRX3159029,-0.1764744724
SRX3159030,0.9306343377
SRX3159034,0.8491095774
SRX3159036,1.0472454987
SRX3159037,0.8421947737000001
SRX3159041,0.9295556157
SRX3159042,0.20623649430000002
SRX3159043,1.3346010704
SRX3159045,0.5458137510000001
SRX3159047,0.5573349561000001
SRX3159048,0.5063511194
SRX3159049,-1.7543602078
SRX3159050,-0.7027636719
SRX3159051,0.5695338056
SRX3159052,-1.7543602078
SRX3159053,-0.6768629825
SRX3159054,0.0821325062
SRX3159055,1.2216449486
SRX3159056,1.6328861799999999
SRX3159057,1.0607946378
SRX3159058,0.25673780420000003
SRX3159060,-0.3189419357
SRX3159061,0.43408006400000004
SRX3159062,-0.1769383103
SRX3159063,-0.1710559435
SRX3159066,-0.0975682398
SRX3159069,-1.7543602078
SRX3159070,-1.7543602078
SRX3159071,0.45151571290000003
SRX3159073,-0.6097390992
SRX3159074,-1.7543602078
SRX3159075,-0.19589456330000002
SRX3159076,0.395172811
SRX3159080,0.0165043898
SRX3159082,0.21444432100000002
SRX3159083,0.5043803516
SRX3159086,0.0857972991
SRX3159087,0.9923207056000001
SRX3159088,-0.3657648381
SRX3159089,-0.1027581572
SRX3159090,-1.7543602078
SRX3159091,-0.1921648035
SRX3159092,0.44523643620000003
SRX3159093,0.5265895188
SRX3159094,0.3435222428
SRX3159095,0.1944296279
SRX3159096,1.1299697522
SRX3159097,1.1873485953
SRX3159098,-1.7543602078
SRX3159099,-1.7543602078
SRX3158988,0.7907127738
SRX3158989,-0.3953563869
SRX3158990,-0.3953563869
SRX3158991,-0.3953563869
SRX3158992,-0.3953563869
SRX3158996,-0.3953563869
SRX3644656,-0.1320804616
SRX3644657,0.0444518106
SRX3644658,0.087628651
SRX3644659,-0.0710635416
SRX3644660,0.1753381185
SRX3644661,0.2345187253
SRX3644662,-0.0620856163
SRX3644663,-0.3469429993
SRX3644664,0.4721810201
SRX3644665,-0.0521326835
SRX3644666,-0.073463741
SRX3644667,0.45194709390000004
SRX3644668,-0.24257423760000002
SRX3644669,0.1025298504
SRX3644670,0.2359944319
SRX3644671,0.1277046651
SRX3644672,0.1048762582
SRX3644673,0.0332893193
