,-0.10070358409038407,-0.0839196534086534,-0.06713572272692273,-0.05035179204519205,-0.033567861363461377,-0.016783930681730702,-2.7755575615628914e-17,0.016783930681730647,0.03356786136346132,0.050351792045191995,0.06713572272692267,0.08391965340865334,0.10070358409038402,0.11748751477211469,0.13427144545384537,0.15105537613557604,0.16783930681730672,0.1846232374990374,0.20140716818076806,0.21819109886249874
thresh,-0.058743757386057374,0.058743757386057374,1,,,,,,,,,,,,,,,,,
unreg,3,6,7,16,50,713,2405,521,95,38,20,6,4,0,0,1,1,0,0,0
unreg_genes,['rpoS' 'sptP' 'sicP'],['invJ' 'fliC' 'yjcC' 'yjbJ' 'spaO' 'sipA'],['iacP' 'sipC' 'sipD' 'yghA' 'yeaH' 'sicA' 'nlpD'],[],[],[],[],[],[],[],"['metC' 'leuO' 'gsp' 'vacJ' 'glgX' 'rob' 'folP' 'ydaA' 'glgB' 'prgH'
 'prgJ' 'gldA' 'sinR' 'yfbQ' 'prgK' 'ftnB' 'ychM' 'STM3130' 'mug' 'invE']",['STM4044' 'ycaM' 'invG' 'ansP' 'glgC' 'ynfB'],['ybbK' 'STM3131' 'speG' 'yfbK'],[],[],['slsA'],['invF'],[],[],[]
