,BSU25830
M9exp_1,9.777
M9exp_2,9.5716
M9exp_3,9.2469
M9tran_1,9.7389
M9tran_2,9.69
M9tran_3,9.9354
M9stat_1,9.5834
M9stat_2,9.34
M9stat_3,9.0129
MG-0.1_1,9.1925
MG-0.1_2,8.2755
MG-0.1_3,9.2478
MG-0.2_2,8.6265
MG-0.2_3,9.0764
MG+5_1,9.3022
MG+5_2,8.7559
MG+5_3,9.1114
MG+10_1,9.2412
MG+10_2,8.7429
MG+10_3,8.4887
MG+15_1,8.5853
MG+15_2,9.4862
MG+15_3,8.8375
MG+25_1,9.0878
MG+25_2,8.6246
MG+25_3,9.0637
MG+45_1,9.162
MG+45_2,8.2865
MG+45_3,9.2161
MG+60_2,8.7064
MG+60_3,8.7093
MG+90_2,8.5111
MG+90_3,9.1618
MG+120_1,9.3956
MG+120_2,10.6187
MG+120_3,9.9708
MG+150_1,9.6416
MG+150_3,9.8842
GM-0.1_1,9.2895
GM-0.1_2,9.0975
GM-0.1_3,9.7695
GM-0.2_1,9.1176
GM-0.2_2,9.6731
GM-0.2_3,9.6494
GM+5_1,8.9687
GM+5_2,8.6664
GM+5_3,9.2994
GM+10_2,8.502
GM+10_3,8.3375
GM+15_1,9.1958
GM+15_2,8.649
GM+15_3,9.2078
GM+25_1,9.3037
GM+25_2,8.7822
GM+25_3,8.9712
GM+45_1,9.5447
GM+45_2,8.2258
GM+45_3,8.9367
GM+60_1,9.3913
GM+60_2,8.6586
GM+60_3,8.7763
GM+90_1,9.3694
GM+90_2,9.6924
GM+90_3,9.5803
GM+120_1,8.9496
GM+120_3,9.7206
GM+150_1,9.5585
GM+150_2,8.9146
GM+150_3,9.5587
BT_1,9.3643
BT_2,9.0703
B36_1,9.4805
B36_2,9.6291
B60_1,9.4842
B60_2,10.2383
S0_1,10.4672
S0_2,9.6687
S0_3,9.3371
S1_1,11.3504
S1_2,11.0581
S1_3,11.0881
S2_1,11.3034
S2_2,11.5751
S2_3,11.0345
S3_1,12.3522
S3_2,12.3021
S4_1,11.7993
S4_2,11.0259
S4_3,10.7299
S5_1,11.304
S5_2,11.3209
S5_3,11.4961
S6_1,9.8423
S6_2,7.6761
S6_3,10.1564
S6/t_1,9.8234
S6/t_2,7.6886
S6_4,10.0427
S6_5,10.319
S6_6,10.4027
S7_4,11.1897
S7_5,10.8118
S7_6,10.9629
S8_4,10.3656
S8_5,9.701
G135_1,7.7277
G135_3,7.5772
G150_1,7.6971
G150_2,7.4899
G150_3,7.7324
G180_1,7.504
G180_2,7.2275
G180_3,7.1643
T-5.40H_1,10.215
T-4.40H_1,10.0233
T-3.40H_1,10.0783
T-2.40H_1,9.9004
T-1.40H_1,10.0762
T-1.10H_1,10.3493
T-0.40H_1,10.5508
T0.0H_1,10.0786
T0.30H_1,8.7903
