,-0.052000878501646114,-0.03466725233443074,-0.01733362616721537,0.0,0.01733362616721537,0.03466725233443074,0.052000878501646114,0.06933450466886149,0.08666813083607686,0.10400175700329223,0.1213353831705076,0.13866900933772297,0.15600263550493834,0.1733362616721537,0.19066988783936908,0.20800351400658448,0.22533714017379983,0.24267076634101517,0.2600043925082306,0.27733801867544594
thresh,-0.0606676915852538,0.0606676915852538,1,,,,,,,,,,,,,,,,,
unreg,0,36,879,3921,663,37,12,5,4,0,2,4,1,0,6,1,1,0,0,0
unreg_genes,[],[],[],[],[],[],[],['htpX' 'PA4474' 'lon' 'ftsJ' 'PA4475'],['rsmA' 'PA4061' 'PA4870' 'PA5055'],[],['PA1597' 'PA3952'],['dapB' 'groEL' 'groES' 'PA4387'],['dnaJ'],[],['clpB' 'PA0779' 'dnaK' 'grpE' 'hslV' 'htpG'],['hslU'],['ibpA'],[],[],[]
