,0
gene_id,entD
name,entD
operon,fepA-entD
gene_product,"Secondary metabolites biosynthesis, transport and catabolism"
cog,<i>Not Available</i>
regulator,"['crp', 'fur', 'rpoD']"
link,<i>Not Available</i>
