,-0.036607722599999996,-0.024405148399999996,-0.012202574199999996,6.938893903907228e-18,0.012202574200000003,0.0244051484,0.03660772260000001,0.04881029680000001,0.061012871,0.0732154452,0.08541801939999999,0.0976205936,0.10982316780000001,0.12202574199999999,0.1342283162,0.14643089039999999,0.1586334646,0.1708360388,0.183038613,0.1952411872
thresh,-0.030506435499999998,0.030506435499999998,3,,,,,,,,,,,,,,,,,
unreg,3,53,1389,3270,551,101,47,33,28,21,7,6,1,5,2,1,0,0,0,0
RpoN,0,1,12,11,13,6,3,1,2,1,0,0,0,0,0,0,0,0,0,0
AlgU,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
unreg_genes,['PA5460' 'fppA' 'PA2367'],[],[],[],[],[],"['PA4390' 'fepB' 'algZ' 'PA5352' 'PA2895' 'PA2987' 'PA0588' 'pcaT' 'mdoH'
 'PA2988' 'PA4786' 'pcs' 'PA3762' 'PA1870' 'PA4972' 'PA2107' 'galU'
 'PA0332' 'fusA2' 'PA1680' 'PA3031' 'wzz' 'PA3886a' 'PA4575' 'PA2896'
 'PA3461' 'PA1797a' 'PA2417' 'pslN' 'PA4346' 'PA1921' 'PA5183' 'PA2747'
 'phaF' 'PA0536' 'PA2177' 'PA0060' 'PA2778' 'PA2883' 'PA3739' 'PA5481'
 'PA5423' 'PA0853' 'PA1606' 'PA3796' 'PA4788' 'pqqA']","['PA0553' 'blc' 'PA0537' 'PA4344' 'PA1242' 'PA2708' 'PA5484' 'PA3945'
 'PA4338' 'PA4785' 'PA3962' 'PA5482' 'PA3273' 'PA3952' 'PA4738' 'PA5108'
 'poxB' 'PA2569' 'PA1745' 'PA5182' 'PA2651' 'PA2559a' 'algR' 'PA2022'
 'PA5061' 'algU' 'PA4879' 'PA4345' 'PA3460' 'PA0329' 'PA1408' 'PA2415'
 'PA1889']","['PA4713' 'PA3788' 'PA3902' 'fumC2' 'PA3069' 'PA3459' 'PA3598' 'PA1114'
 'PA4739' 'PA2815' 'PA1605' 'PA0062' 'PA5473' 'PA5178' 'PA2562' 'PA2414'
 'PA3274' 'algB' 'PA0543' 'PA0833' 'PA3795' 'acnA' 'PA0038' 'PA1111'
 'PA4311' 'PA4394' 'PA3403a' 'PA4154']","['PA3023' 'PA0489' 'PA2779' 'PA0460' 'PA5526' 'PA1404' 'PA2777' 'PA4877'
 'PA3733a' 'PA2486' 'PA2485' 'PA2433' 'PA5424' 'PA2751' 'ppgL' 'PA3819'
 'PA3040' 'PA3042' 'PA0462' 'PA2021' 'PA0490']",['PA3890' 'PA0737' 'PA1471' 'plcR' 'PA3041' 'PA1592' 'PA2754'],['PA0736a' 'osmE' 'PA3891' 'PA2176' 'PA3889' 'PA3888'],['PA0567'],['PA4880' 'osmC' 'PA1324' 'PA5212' 'pfpI'],['lptF' 'PA1323'],['PA3691'],[],[],[],[]
RpoN_genes,[],['PA2141'],"['PA2187' 'PA2135' 'PA2140' 'PA2156' 'PA2154' 'katE' 'PA2136' 'PA2157'
 'PA2160' 'PA2155' 'PA2146' 'PA2158']","['PA2181' 'PA2173a' 'exaC' 'glgP' 'PA2173' 'PA2162' 'PA2192' 'PA4025'
 'PA4023' 'eutB' 'PA2179']","['PA2152' 'PA2184' 'PA2172' 'PA2142' 'PA2170' 'PA2163' 'PA2134' 'PA2178'
 'PA2171' 'PA2161' 'PA2165' 'glgB' 'PA2190']",['PA2164' 'PA2149' 'PA2159' 'PA2180' 'PA2169' 'PA2166'],['PA2175' 'PA2150' 'PA2151'],['PA2148'],['PA2168' 'PA2143'],['PA2167'],[],[],[],[],[],[],[],[],[],[]
AlgU_genes,[],[],[],[],[],[],['mucC' 'mucD'],['mucB'],['mucA'],[],[],[],[],[],[],[],[],[],[],[]
