,new_3966685_3966776_c
M9exp_1,8.4436
M9exp_2,8.1336
M9exp_3,7.8355
M9tran_1,8.3374
M9tran_2,8.2
M9tran_3,8.6486
M9stat_1,9.2225
M9stat_2,9.0404
M9stat_3,8.7823
MG-0.1_1,8.5464
MG-0.1_2,7.1331
MG-0.1_3,8.5289
MG-0.2_2,7.6753
MG-0.2_3,8.2566
MG+5_1,8.2073
MG+5_2,7.7594
MG+5_3,8.1948
MG+10_1,8.2887
MG+10_2,8.0456
MG+10_3,7.4132
MG+15_1,7.9475
MG+15_2,8.5485
MG+15_3,8.1677
MG+25_1,8.0631
MG+25_2,7.7646
MG+25_3,7.9685
MG+45_1,8.0375
MG+45_2,7.5302
MG+45_3,8.2142
MG+60_2,7.8408
MG+60_3,8.217
MG+90_2,7.7952
MG+90_3,7.9804
MG+120_1,8.025
MG+120_2,8.7988
MG+120_3,7.5858
MG+150_1,8.0391
MG+150_3,7.8204
GM-0.1_1,8.4663
GM-0.1_2,8.193
GM-0.1_3,9.2338
GM-0.2_1,8.726
GM-0.2_2,8.7402
GM-0.2_3,8.9056
GM+5_1,7.7222
GM+5_2,8.1048
GM+5_3,8.5298
GM+10_2,7.9
GM+10_3,7.3766
GM+15_1,8.1324
GM+15_2,7.7065
GM+15_3,8.3536
GM+25_1,8.0096
GM+25_2,7.9221
GM+25_3,7.9794
GM+45_1,7.9836
GM+45_2,6.857
GM+45_3,7.8763
GM+60_1,7.8461
GM+60_2,7.0462
GM+60_3,7.7346
GM+90_1,8.3176
GM+90_2,8.5333
GM+90_3,8.0058
GM+120_1,7.7919
GM+120_3,8.9049
GM+150_1,8.3805
GM+150_2,7.6605
GM+150_3,8.2045
BT_1,9.3798
BT_2,8.6984
B36_1,9.0915
B36_2,9.0786
B60_1,10.375
B60_2,9.9756
S0_1,8.4083
S0_2,8.6341
S0_3,8.7178
S1_1,8.9648
S1_2,9.1325
S1_3,9.668
S2_1,9.51
S2_2,9.2424
S2_3,8.529
S3_1,8.536
S3_2,8.7625
S4_1,9.6265
S4_2,9.6208
S4_3,8.9268
S5_1,9.4431
S5_2,10.1786
S5_3,10.1883
S6_1,10.6858
S6_2,11.3427
S6_3,11.1187
S6/t_1,11.0481
S6/t_2,11.0376
S6_4,9.8497
S6_5,10.6061
S6_6,10.2626
S7_4,10.8069
S7_5,10.5168
S7_6,10.8914
S8_4,10.3829
S8_5,11.0125
G135_1,8.4196
G135_3,7.9211
G150_1,8.0435
G150_2,7.9716
G150_3,8.2744
G180_1,7.4908
G180_2,7.1498
G180_3,7.3909
T-5.40H_1,9.8171
T-4.40H_1,9.8316
T-3.40H_1,9.8268
T-2.40H_1,9.6558
T-1.40H_1,10.2161
T-1.10H_1,11.0577
T-0.40H_1,12.3669
T0.0H_1,12.8433
T0.30H_1,14.7098
T1.0H_1,13.9902
T1.30H_1,13.7949
T2.0H_1,13.349
T2.30H_1,13.2727
T3.0H_1,12.2064
T3.30H_1,12.7354
T4.0H_1,12.6426
T5.0H_1,11.6126
LBexp_1,8.8775
LBexp_2,8.648
LBexp_3,8.3216
LBtran_1,8.9795
LBtran_2,8.8034
LBtran_3,8.822000000000003
LBstat_1,8.9385
LBstat_2,9.0954
LBstat_3,8.8413
LBGexp_1,7.5964
LBGexp_2,7.2857
LBGexp_3,7.9227
LBGtran_2,7.7851
LBGtran_3,7.8924
LBGstat_1,7.649
LBGstat_2,8.3534
LBGstat_3,7.8546
Mt0_1,9.1588
Mt0_3,8.3899
M0t45_1,8.1754
M0t45_2,8.6322
M0t45_3,8.5872
M0t90_1,8.1044
M0t90_2,8.8465
M0t90_3,8.6821
M40t45_1,8.1636
M40t45_2,9.1395
M40t45_3,8.1784
M40t90_1,8.2205
M40t90_2,9.296
M40t90_3,9.3612
dia0_1,8.55
dia0_2,8.9406
dia0_3,8.6516
dia5_1,8.2932
dia5_2,8.9952
dia5_3,8.5733
dia15_1,9.872
dia15_2,9.2338
dia15_3,7.6781
C30_1,9.315
C30_2,9.1598
C90_1,9.7007
C90_2,7.7703
SMM_1,8.9006
SMM_2,8.8466
SMM_3,8.7652
Salt_1,8.8901
Salt_2,8.9146
Salt_3,8.8971
M+G_1,9.8481
M+G_2,7.9626
M+G_3,8.1632
Glu_1,8.77
Glu_2,8.5152
Glu_3,8.6234
Fru_1,8.8594
Fru_2,8.761000000000001
Fru_3,8.2597
Mal_1,8.4014
Mal_2,8.5229
Mal_3,8.5546
G+S_2,9.0387
G+S_3,9.102
Pyr_1,9.7415
Pyr_2,9.3936
Pyr_3,9.747
Gly_1,9.029
Gly_2,9.1889
Gly_3,8.3107
Glucon_1,9.275
Glucon_2,8.8407
Glucon_3,8.2634
BI_1,7.9162
BI_2,8.2102
BC_2,9.9331
BC/t_1,9.7762
BC/t_2,10.7156
BC_1,9.5215
Sw_1,9.5554
Sw_2,10.1056
BMM_1,7.4975
BMM_2,7.5315
BMM_3,7.6112
Heat_1,8.6021
Heat_2,8.4804
Heat_3,8.5767
Cold_1,8.4226
Cold_2,8.0995
Cold_3,8.1974
Etha_1,8.5372
Etha_2,8.7547
Etha_3,8.3767
SMMPr_1,8.8354
SMMPr_2,9.0605
SMMPr_3,9.3557
HiTm_1,10.452
HiTm_2,10.161
HiTm_3,10.2008
LoTm_1,8.7484
LoTm_2,8.6466
LoTm_3,8.5345
HiOs_1,10.0091
HiOs_2,9.9359
HiOs_3,9.8706
Oxctl_1,8.2606
Oxctl_2,8.6126
Oxctl_3,9.0002
Diami_1,8.6939
Diami_2,8.9376
Diami_3,8.8678
Paraq_1,8.4281
Paraq_2,8.9981
Paraq_3,8.2989
H2O2_1,9.2422
H2O2_2,9.3874
H2O2_3,9.4609
HPh_1,8.5498
HPh_2,8.0297
HPh_3,8.6273
LPh_1,8.2759
LPh_2,8.3508
LPh_3,8.2517
LPhT_1,9.2909
LPhT_2,9.2626
LPhT_3,9.3683
aero_1,9.0152
