,PSPTO_RS29985
SRX1828913,0.2012108105
SRX1828914,-0.3850005034
SRX1828915,-0.314607216
SRX1828916,0.009916551400000001
SRX1828917,0.1133964055
SRX1828918,-0.3618032705
SRX3983989,2.9778826594
SRX3983990,0.2835346876
SRX3983993,0.6756211556
SRX3983994,0.1630045498
SRX3983995,1.4556703354
SRX3983996,-0.3110811063
SRX3983997,0.2792375281
SRX3983998,1.8929779689
SRX3983999,2.0876722192
SRX3984000,2.4785783829
SRX3984001,0.3764649068
SRX3984002,0.2099620891
SRX3984003,0.72213871
SRX3984004,2.2922887923
SRX3984005,2.4272811604
SRX3984006,-0.9557360540000001
SRX3984007,-0.2322227256
SRX3984008,1.7706997136
SRX3984009,0.940066751
SRX3984010,2.0312532765
SRX3984011,2.1240116294
SRX3984012,0.7777535827000001
SRX3984013,1.4435995352
SRX3984014,2.2122306422
SRX3984015,-0.2162817346
SRX3984016,2.0104542519
SRX3984017,2.0926125712
SRX3984019,1.2300563327
SRX3984020,1.7663316617
SRX3984021,2.3799122099
SRX3984022,1.9668034201000002
SRX3984023,0.20789660540000002
SRX3984024,1.7734320751000001
SRX3984025,2.2288241208
SRX3984026,3.1442759961
SRX3984027,2.751293157
SRX3984028,2.7961782201
SRX3984029,2.9778132738
SRX3984031,1.6305165837
SRX3984032,1.1669397559
SRX3984034,-0.17820455600000001
SRX3984035,-0.8353954193
SRX3984036,2.4207037654
SRX3984037,3.0714531255
SRX3984038,2.1539556072
SRX3984039,2.7401925426
SRX3984040,2.9785582111
SRX3984041,2.6364593451
SRX3984042,-0.0348140944
SRX3984043,-1.4829554354
SRX3984045,-2.7805178951
SRX3984046,-0.3893624465
SRX3984047,0.4678514728
SRX3984048,0.5230552119
SRX3984049,-0.3183119693
SRX3984050,-2.7805178951
SRX3984051,1.1970465484
SRX3984052,0.9246518273000001
SRX3984056,1.166795139
SRX3984057,1.3785941471
SRX3984058,1.7400758727
SRX3984059,1.0602860712
SRX3984061,0.7012474356
SRX3984062,1.6983001677
SRX3984063,1.6617731097
SRX3984064,1.9121179112000002
SRX3984065,1.7067102202000002
SRX3984066,2.1708865585
SRX3984067,1.842649179
SRX3984068,1.5612263239000002
SRX3984069,-0.6767985847
SRX3984070,0.5883920414
SRX3984071,0.7419394763
SRX3984073,2.5876463125
SRX3984074,2.3326046377000003
SRX3984077,0.5288529059
SRX3984078,0.7155086872
SRX3984079,0.9883827858
SRX3984080,0.35967039710000004
SRX3984082,1.4010942694000001
SRX3984084,1.0032270866
SRX6997963,0.5629634715
SRX6997964,-0.09740144220000001
SRX6997965,0.0746916866
SRX6997967,1.3802667221
SRX6997968,-0.0153406713
SRX6997969,0.6699933839000001
SRX6997971,-1.9432301936
SRX6997972,1.9083794538
SRX6997973,0.2770669083
SRX3159100,-0.7531689577
SRX3159101,0.1948683809
SRX3159102,0.5646316762
SRX3159103,-0.0063310994
SRX3159000,-1.3343173588
SRX3159001,0.0085676603
SRX3159002,-0.97239748
SRX3159003,-2.0295614015
SRX3159004,-1.0249937427
SRX3159005,0.9021140079000001
SRX3159006,-4.0179151606
SRX3159007,-0.2977709458
SRX3159008,-4.0179151606
SRX3159009,0.027708199200000002
SRX3159010,-0.0414715739
SRX3159012,-0.5797653727000001
SRX3159013,0.1256179507
SRX3159014,-4.0179151606
SRX3159015,-4.0179151606
SRX3159016,0.9027726081
SRX3159017,0.6982119018
SRX3159018,1.0475974002
SRX3159019,1.4119115878000001
SRX3159020,0.39666816120000004
SRX3159021,0.9406732404
SRX3159022,-4.0179151606
SRX3159023,0.8722686628
SRX3159024,-4.0179151606
SRX3159025,-1.2581700856
SRX3159026,-0.0014492429
SRX3159027,1.7928992335
SRX3159028,0.8498137879000001
SRX3159029,-1.0637022703
SRX3159030,-0.6628520657
SRX3159034,-0.7501260135000001
SRX3159036,0.09013045800000001
SRX3159037,-0.5838432183
SRX3159041,1.6315716877000002
SRX3159042,-0.0406014014
SRX3159043,-0.2349807676
SRX3159045,-1.5720487258
SRX3159047,0.6410802694000001
SRX3159048,-1.6124907262
SRX3159049,0.8029658886000001
SRX3159050,1.343978064
SRX3159051,-1.0522988204
SRX3159052,-0.0648394907
SRX3159053,-0.008831651000000001
SRX3159054,-4.0179151606
SRX3159055,-4.0179151606
SRX3159056,0.3258366952
SRX3159057,0.8084823497
SRX3159058,-1.0415488136
SRX3159060,-4.0179151606
SRX3159061,-0.3066820919
SRX3159062,-4.0179151606
SRX3159063,-4.0179151606
SRX3159066,-0.9612108868
SRX3159069,-4.0179151606
SRX3159070,-4.0179151606
SRX3159071,0.0139712783
SRX3159073,-1.6626186149
SRX3159074,0.22107045220000002
SRX3159075,1.0725941458000001
SRX3159076,1.3022398708
SRX3159080,1.0615117509
SRX3159082,-0.5704572201
SRX3159083,0.9771893620000001
SRX3159086,-0.7290147728
SRX3159087,0.7312488158
SRX3159088,0.11186334860000001
SRX3159089,-4.0179151606
SRX3159090,-4.0179151606
SRX3159091,1.5513962016
SRX3159092,0.9614163362
SRX3159093,-4.0179151606
SRX3159094,-0.4144679915
SRX3159095,2.0922817521
SRX3159096,0.7961440771
SRX3159097,-4.0179151606
SRX3159098,0.2191899431
SRX3159099,-4.0179151606
SRX3158988,-0.5751147908
SRX3158989,-2.2387067986
SRX3158990,-2.2387067986
SRX3158991,-2.2387067986
SRX3158992,-0.0509420053
SRX3158996,0.6260567962
SRX3644656,-0.1120828145
SRX3644657,-0.1417092158
SRX3644658,0.2537920303
SRX3644659,0.350070245
SRX3644660,-0.2172192232
SRX3644661,-0.2777425055
SRX3644662,-0.5632099665
SRX3644663,-0.6757728088
SRX3644664,1.080846566
SRX3644665,0.2569487813
SRX3644666,-0.29303673350000004
SRX3644667,-0.0935101997
SRX3644668,-0.115792081
SRX3644669,0.1272118486
SRX3644670,0.133925664
SRX3644671,0.5853031282
SRX3644672,-0.1822650369
SRX3644673,0.7734709587
