,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X
0,LB__LBexp,14.947899999999999,0.3527230783490071,3.0,0.0,15.0496,1.0,15.2386,2.0,14.5555,,,,,,,,,,
1,LB__LBtran,12.701533333333332,0.4460904093716132,3.0,3.0,12.3174,4.0,13.1908,5.0,12.5964,,,,,,,,,,
2,LB__LBstat,13.166200000000002,0.03234362379202374,3.0,6.0,13.2013,7.0,13.1597,8.0,13.1376,,,,,,,,,,
3,LB__LBGexp,14.141933333333334,0.1318421151731627,3.0,9.0,13.9995,10.0,14.1666,11.0,14.2597,,,,,,,,,,
4,LB__LBGtran,12.4124,0.9524728342582804,2.0,12.0,11.7389,13.0,13.0859,,,,,,,,,,,,
5,LB__LBGstat,13.006433333333334,1.0616882326433377,3.0,14.0,13.5504,15.0,13.6859,16.0,11.783,,,,,,,,,,
6,Life Cycle__S0,14.767766666666667,0.32294987743198306,3.0,17.0,14.4524,18.0,14.7531,19.0,15.0978,,,,,,,,,,
7,Life Cycle__S1,14.629399999999999,0.15800882886725093,3.0,20.0,14.5931,21.0,14.8024,22.0,14.4927,,,,,,,,,,
8,Life Cycle__S2,13.817900000000002,0.5943867511982409,3.0,23.0,14.452,24.0,13.7283,25.0,13.2734,,,,,,,,,,
9,Life Cycle__S3,14.30445,0.3868581199871592,2.0,26.0,14.578,27.0,14.0309,,,,,,,,,,,,
10,Life Cycle__S4,13.478499999999999,0.45205593680428574,3.0,28.0,13.9961,29.0,13.2782,30.0,13.1612,,,,,,,,,,
11,Life Cycle__S5,13.571599999999998,0.15270641767784407,3.0,31.0,13.5401,32.0,13.4371,33.0,13.7376,,,,,,,,,,
12,Life Cycle__S6,12.838975,0.6920889512400642,8.0,34.0,12.9901,35.0,11.6604,36.0,12.4576,37.0,12.8627,38.0,12.8747,39.0,12.3993,40.0,13.7399,41.0,13.7271
13,Life Cycle__S7,13.017933333333334,0.18899879188326388,3.0,42.0,13.2005,43.0,12.8231,44.0,13.0302,,,,,,,,,,
14,Life Cycle__S8,13.33755,0.4978738846334484,2.0,45.0,12.9855,46.0,13.6896,,,,,,,,,,,,
15,Life Cycle__G135,14.57535,0.37045324266363305,2.0,47.0,14.8373,48.0,14.3134,,,,,,,,,,,,
16,Life Cycle__G150,14.507,0.6103082745629462,3.0,49.0,14.1337,50.0,15.2113,51.0,14.175999999999998,,,,,,,,,,
17,Life Cycle__G180,14.424066666666667,0.548534067614158,3.0,52.0,14.3791,53.0,14.9937,54.0,13.8994,,,,,,,,,,
18,Stress Time Course__C30,14.15315,0.6957223620094443,2.0,55.0,13.6612,56.0,14.6451,,,,,,,,,,,,
19,Stress Time Course__C90,13.0425,0.141421356237309,2.0,57.0,12.9425,58.0,13.1425,,,,,,,,,,,,
20,Biofilm__BI,13.59355,0.09722718241314979,2.0,59.0,13.6623,60.0,13.5248,,,,,,,,,,,,
21,Biofilm__BC,13.038675,0.6030618562801001,4.0,61.0,13.2082,62.0,13.4577,63.0,13.3417,64.0,12.1471,,,,,,,,
22,Biofilm__Sw,12.8188,0.13717871555019082,2.0,65.0,12.7218,66.0,12.9158,,,,,,,,,,,,
23,Life Cycle__BT,14.0033,0.2968434267421129,2.0,67.0,14.2132,68.0,13.7934,,,,,,,,,,,,
24,Life Cycle__B36,12.59835,0.014354267658086119,2.0,69.0,12.6085,70.0,12.5882,,,,,,,,,,,,
25,Life Cycle__B60,13.3103,0.45410397487800014,2.0,71.0,12.9892,72.0,13.6314,,,,,,,,,,,,
26,M9__M9exp,14.344433333333333,0.36037447652869775,3.0,73.0,14.7593,74.0,14.165,75.0,14.109000000000002,,,,,,,,,,
27,M9__M9tran,13.657866666666665,0.3655579343049929,3.0,76.0,13.417,77.0,13.4781,78.0,14.0785,,,,,,,,,,
28,M9__M9stat,11.543766666666668,0.3289736970235358,3.0,79.0,11.9207,80.0,11.3961,81.0,11.3145,,,,,,,,,,
29,Supplement__M+G,14.081833333333334,0.9473200110487124,3.0,82.0,12.9892,83.0,14.6732,84.0,14.5831,,,,,,,,,,
30,Supplement__Glu,14.813733333333333,0.35681284076295977,3.0,85.0,14.4257,86.0,14.8878,87.0,15.1277,,,,,,,,,,
31,Supplement__Fru,14.7494,0.6040812279818008,3.0,88.0,14.9673,89.0,15.2143,90.0,14.0666,,,,,,,,,,
32,Supplement__Mal,13.857,0.8119551280705113,3.0,91.0,12.9621,92.0,14.5466,93.0,14.0623,,,,,,,,,,
33,Supplement__G+S,14.6434,0.09998489885977843,2.0,94.0,14.5727,95.0,14.7141,,,,,,,,,,,,
