,A,EvgA
SRX4705217,3.094186969,0.3522466856
SRX4705218,2.0293471481,0.148383971
SRX4705219,-2.2716527801,0.6202818069
SRX4705220,-2.5616014828,0.5134784226
SRX4705221,-0.8534131736,-0.2651774898
SRX4705222,-2.901695558,0.3417411722
SRX4705223,2.693184078,0.4841031213
SRX4705224,2.3522815923,0.5523967773
SRX4705225,-0.5628889880000001,-0.7278445761
SRX4705226,-0.5551931537,-0.9242658017000001
SRX4705227,-0.8614559066,-0.8690074201
SRX4705228,-0.3835312128,0.2846540287
SRX4705229,-0.8250564336,0.3931554356
SRX4705230,0.2421144301,0.47035152830000004
SRX4705231,-0.5016199308,-0.0202927286
SRX4705232,-0.7529548378,-0.0755608724
SRX4705233,-1.9098921453000002,0.5809536635
SRX4705234,-3.059755763,0.41290875720000003
SRX4705235,-2.6462792458,-0.13425662200000002
SRX4705236,-2.558104542,0.8209617188
SRX4705237,-2.0061112786,0.1032221056
SRX4705238,-2.3431268643,-0.07209403710000001
SRX2038319,0.2554605206,-0.8755605445
SRX2038320,2.8274592598,-0.5779096749
SRX2038321,1.2328565023,-0.7589894504
SRX2038322,3.6932181545000002,0.18468986950000002
SRX2038323,1.3668879624999999,-0.2434402153
SRX2038324,0.3599610172,-0.8313432695
SRX2038325,0.5066202369,-1.4156422051
SRX2038326,2.0276980545,-1.4057389367
SRX2038327,0.9474290663,-1.0632767966
SRX2038328,2.0633545291,-1.6865225272000002
SRX2038329,1.2087419358,-0.1236297764
SRX2038330,-0.4525437202,-0.38009532160000004
SRX2038331,-1.3226008578,0.140230205
SRX2038332,-0.1969904059,-1.7542605537
SRX2038334,-2.2080188191,-0.5983996309
SRX2038335,-0.1383965307,-1.1444102797
SRX2038336,-0.9061176498,-1.3073319378
SRX2038337,-1.0458175554,-1.2303285486
SRX2038338,0.2517637823,0.48085050220000003
SRX2038339,5.5993571946,-0.8865926938
SRX2038340,1.2505032229,-2.2718597443
SRX2038341,2.6169377569,-0.0870028612
SRX2038342,-0.0565166686,0.6327528825000001
SRX2038343,-0.5406116433,-1.2113531307
SRX2038344,-0.1389893993,-0.22015965580000002
SRX2038345,1.0620100709,0.3366950721
SRX2038346,3.7447012996,-0.5108018689
SRX2038347,4.9888529008999996,-0.9790550913
SRX2038348,4.9174906126,-1.0149796564
SRX2038349,-0.8863060401,-0.0640917337
SRX2038350,-1.5455099875,-1.040954542
SRX2038351,0.7987177577,-0.5563242471000001
SRX2038352,-0.7418133855,-0.32178582110000004
SRX2038353,-2.2552291804,-0.4523754532
SRX2038354,-0.6412371483,-0.7440381818
SRX2038355,-1.0429707242,-0.014124389000000001
SRX2038356,-0.43609115330000003,0.031207189200000002
SRX2038357,-0.5072243029,0.3947100423
SRX2038358,1.1517936974,-0.38738755150000004
SRX2038359,0.06725142370000001,-2.0348859584
SRX2038360,2.8567774676,0.3666758858
SRX2038361,-1.5496271073,0.5656326909
SRX2038362,-1.6164737789,-0.2508498402
SRX2038363,-0.3485575705,-0.3554222292
SRX2038364,0.6232411884,0.3071422781
SRX2038365,3.366461148,-0.5539104758
SRX2038366,5.2261804932,-0.5638220731
SRX2038367,3.6492469071,-0.7392970211000001
SRX2038368,-1.4160172851000001,-0.8029351126000001
SRX2038369,-1.9564442165,0.4246963268
SRX2038370,-0.098602097,0.1313859574
SRX2038371,-0.012048822800000001,-0.6771259717
SRX2038372,-2.3907742269,-0.6948528414
SRX2038373,-1.6115235806000001,-0.4027201373
SRX2038374,-1.2421115461,0.33153007090000003
SRX2038375,-0.1686976021,-0.48881008810000004
ERX530520,0.434841792,0.13794479240000002
ERX530521,-0.0245788053,0.3155298306
ERX530522,0.030619444000000003,0.36523413600000004
ERX530523,0.10832624660000001,0.5761645116
ERX530524,-0.434841792,-0.13794479240000002
ERX530525,-0.2618546496,0.4390209786
ERX530526,0.46393885890000003,0.4563310252
ERX530527,0.4825543954,0.3080311276
ERX3212443,0.17047888900000002,-1.4787637134
ERX3212444,0.2866635701,-1.3246599763
ERX3212445,0.3531338717,-1.6479650541000002
ERX3212446,-1.0183321091,-1.1175221841
ERX3212447,0.0238977314,-0.9856071217000001
ERX3212448,-0.06781545400000001,-0.9007524934000001
ERX3212449,-0.0085231918,-0.0157505069
ERX3212450,0.1380596633,-0.1119621197
ERX3212451,-0.1295364715,0.12771262660000002
ERX3212452,0.0507527579,1.4700885684
ERX3212453,-0.1536841226,1.6017387250000001
ERX3212454,-0.031647054,1.691439146
SRX7478973,-0.2140921059,-0.1357877753
SRX7478974,0.0283662633,0.0762873951
SRX7478975,0.1857258426,0.0595003802
SRX7478976,-0.15498890980000002,0.1291355597
SRX7478977,-0.34955929820000003,0.1920012908
SRX7478978,-0.2515404704,-0.019929888200000002
SRX7478979,0.0312715966,-0.5062661569
SRX7478980,0.336811112,-0.3325187692
SRX7478981,0.5377001983,-0.29551342280000004
SRX7478982,-0.1385910198,-0.4589727911
SRX7478983,0.5563431611,-0.6517308934
SRX7478984,0.5777023907000001,-0.4610220292
ERX1521038,11.5933531868,2.5085741818000002
ERX1521039,10.3052759505,3.2868997456
ERX1521040,12.0862489297,2.6338422676
ERX1521041,9.8641580277,2.805660574
ERX1521042,0.2161425616,0.5308712904
ERX1521043,-1.3342654307,0.35426089920000003
ERX1521044,0.2815563746,0.4525659644
ERX1521045,-0.2815563746,-0.4525659644
SRX621182,20.5039549622,0.0287709913
SRX621183,20.6808048004,0.0466344945
SRX621184,22.2833820311,-0.0312673424
SRX621185,22.0457473512,-0.0121475872
SRX621188,21.2257848473,0.38794176550000004
SRX621189,22.1563252653,-0.01590784
SRX621190,0.23802771120000002,-0.2581998472
SRX621191,-0.23802771120000002,0.2581998472
SRX621192,22.3365129763,0.6755499129
SRX621193,21.8438914912,0.6550862707
SRX6489436,1.0511922168,-1.6627362425
SRX6489437,0.8005961526,-1.2456490375
SRX6489438,0.15892749080000002,-1.5381764345
SRX6489439,0.201025274,-0.1369141488
SRX6489440,0.8249601349,-0.0227707675
SRX6489441,-1.0259854089,0.15968491640000002
SRX6489442,-0.582231983,-0.3916930327
SRX6489443,0.4229147149,-0.2346972084
SRX6489444,-1.4689878122,0.14824650450000001
SRX6489445,-0.3193542788,-0.030831404000000003
SRX6489446,0.5516694152,-0.1526364775
SRX6489447,-0.8401133512000001,0.09828049400000001
SRX6489448,-0.1886592796,-0.9527387012
SRX6489449,0.0659201424,-1.00196868
SRX6489450,-0.7288826429,-0.424956013
SRX6489451,-0.1616713036,-0.38369112600000005
SRX6489452,0.15994739360000002,-0.5626932749
SRX6489453,-0.6364485136,-0.1651422897
SRX6489454,-0.6706767714,-0.1636867515
SRX6489455,-0.0209675248,-0.5238455795
SRX6489456,-1.1204348536,-0.12239413600000001
SRX6489457,0.876036204,-0.2624027068
SRX6489458,0.6474991212,-0.48849217250000004
SRX6489459,-0.044606079,0.16799912420000002
SRX6489460,-0.0292988613,-0.4700622466
SRX6489461,-0.335237769,-0.6915617827
SRX6489462,-0.07737628490000001,-0.279245854
SRX6489463,0.6863170712000001,-0.5495401851
SRX6489464,-0.1331718425,-1.0045920079
SRX6489465,0.24922506630000002,0.2926248274
SRX6489466,1.1006260381,-0.36797609670000003
SRX6489467,2.1431847173,-0.32386322430000003
SRX6489468,0.9104135413000001,-0.042153089000000005
SRX6489469,0.6141985171000001,-0.200719097
SRX6489470,-0.2457128869,-0.7095138630000001
SRX6489471,-0.9836075326,-0.1741812052
SRX6452027,5.3060781741,2.5375807286
SRX6452029,0.31627780780000003,-0.0336331838
SRX6452030,6.4990968029000005,2.9036261532000003
SRX6452031,2.8461750534,0.07863128500000001
SRX6452044,4.8163851103,-0.2010490866
SRX6452045,1.5960080802,0.4403018231
SRX6452046,1.9842173809,0.3466476282
SRX6452047,6.9877298072,2.9760071119
SRX6452048,-0.31627780780000003,0.0336331838
SRX6452059,5.6569212878,2.8147043991
SRX1828491,-0.9282906766000001,0.5952223908000001
SRX1828492,-1.6788169187,0.7228088668
SRX1828493,-1.3775115692,0.6770095559
SRX1828494,-1.8383702432,1.471917374
SRX1828495,-0.3351500573,-0.453258724
SRX1828496,-0.5944273216,-0.3275641841
SRX1828497,-1.8734872961,-0.1465757094
SRX1828498,-0.7758837452,-0.3079450405
SRX1828499,-0.4917179861,0.2960669165
SRX1828500,-1.8542484605,0.5402265067
SRX1828501,-1.7345192301,-0.5194113435000001
SRX1828502,-0.5355561332000001,-0.8097915438000001
SRX1828503,-1.0182386673,-0.5639852798
SRX1828504,-0.6119882775000001,-0.31726718260000003
SRX1828505,-0.1144456206,-0.2885422686
SRX1828506,-0.9863861872,-0.1773073025
SRX1828507,-0.26150202,-0.218657434
SRX1828508,0.26150202,0.218657434
SRX3796953,-0.28161824480000003,-0.0091168615
SRX3796954,0.28161824480000003,0.0091168615
SRX3796955,1.6365842935,0.6139898813
SRX3796956,1.2121575883,1.4209763913
SRX3796957,1.6004887934,-1.1008208452
SRX3796958,1.4130544901,-0.880159796
SRX3796959,-0.44843899410000004,1.3678055032
SRX3796960,0.556376654,1.2617960433
SRX3796961,0.0364282337,0.5690136724
SRX3796962,1.5925553076,0.36646569230000003
SRX3796963,3.51901809,-1.2396066163000001
SRX3796964,2.7858749697,-1.2394183811000001
SRX3796965,-0.4998831362,-0.228878241
SRX3796966,-0.20911603380000002,-0.35736426320000003
SRX3796967,-1.7724142963,-0.9162346574
SRX3796968,0.0298638911,0.09963777950000001
SRX3796969,-1.4416271792,-0.0585715938
SRX3796970,0.2390403438,0.6350407756
SRX3796971,1.0500348224,0.6657183853
SRX3796972,0.7409288006,0.5730547460000001
SRX3796973,2.3805513968,0.8027893506
SRX3796974,3.8046500664,0.6367983594000001
SRX3796975,2.2696108611,-0.5285333511
SRX3796976,2.9200315379,-0.9110899560000001
SRX3796977,-0.2827102959,1.3613766493
SRX3796978,-0.7806942958,1.1648244152
SRX3796979,0.8691860211,0.7236026011000001
SRX3796980,0.3952065912,0.8823864777
SRX3796981,3.9404172743,-0.565616338
SRX3796982,2.5551795272,-0.4790477762
SRX3796983,-0.2608070912,-0.0888706925
SRX3796984,0.0014483137000000001,-0.14426134370000002
SRX3796985,-0.6017985395000001,-1.2908916534000001
SRX3796986,0.040462387700000005,-0.4858874091
SRX3796987,0.42295899200000003,0.06426522200000001
SRX3796988,-0.0174905796,-0.6403179604
SRX2568270,-1.0167627973,-0.1537780728
SRX2568271,-2.548695345,-0.0513612865
SRX2568272,-0.55677993,0.1270797178
SRX2568273,-0.8397985106,-0.035396025500000004
SRX2568274,-0.2196331988,-0.43245916100000004
SRX2568275,1.0167627973,0.1537780728
SRX2568276,0.582245984,-0.4759910905
SRX2568277,2.0152538201,-0.43610012880000004
SRX2568278,-1.1446636493,-0.6632259671
SRX2568279,-0.8933752194000001,-0.704018598
SRX3421856,0.08235445050000001,0.0099196195
SRX3421857,-0.08235445050000001,-0.0099196195
SRX3421858,0.41841953200000004,0.4646194791
SRX3421859,0.7823973992000001,0.6157914751
SRX3421860,1.1607968871,0.5007650851000001
SRX3421861,0.6359436107,0.43939854780000004
SRX3421868,5.9163806761,-0.24552804720000002
SRX3421869,5.4972932103,0.0020500703
SRX2606337,0.8542796391,-0.2270563315
SRX2606338,0.0036388325,-0.2707596226
SRX2606339,-0.6983355428,0.4085412197
SRX2606340,0.0654575662,0.539233266
SRX2606341,-0.971966811,-1.3765148294
SRX2606342,-1.4948336099000001,-1.3645425028
SRX2606343,-0.7087929015000001,0.8866752197000001
SRX2606344,-0.099837225,0.9455303766
SRX2606345,2.3435373214,1.7838208781
SRX2606346,0.0677963823,0.7609416471
SRX2606347,-0.051644344700000004,0.12754414050000001
SRX2606348,0.031090320600000002,-0.410534186
SRX2606349,0.3388503598,0.3739770431
SRX2606350,0.14065629570000002,0.513849864
SRX2606351,-1.4603470633,-1.4499518462
SRX2606352,-1.1773064811,-0.645196124
SRX2606353,0.4468112147,0.8637698865000001
SRX2606354,-0.0242774877,0.9636057736
SRX2606355,2.1659430084,2.2915718665
SRX2606356,0.0466628287,0.9327533147
SRX2606357,-0.8026352943,0.0995121909
SRX2606358,-0.06319381810000001,-0.0942344501
SRX2606359,-0.2694065024,0.4023323784
SRX2606360,0.3878970185,0.9237835643000001
SRX2606361,-1.1181582078,-1.3239007929
SRX2606362,-1.2344570102,-1.5832487858
SRX2606363,-0.3974364043,0.97764885
SRX2606364,0.2069226894,1.0305585494
SRX2606365,2.5708736105,2.0692017149
SRX2606366,0.231048425,1.198464459
SRX3648427,-0.7516504949,0.2230258152
SRX3648428,-0.3931876405,0.1151356357
SRX3648429,-0.1819617899,0.8980907495
SRX3648430,-0.5901045274,0.14601723390000002
SRX3648431,-0.8195954629000001,0.1683881246
SRX3648432,0.0067520586,0.5023999011
SRX3648433,-0.8671257482,0.5470934728
SRX3648434,0.0142444734,0.0001729592
SRX3648435,0.700833523,0.051516525800000004
SRX3648436,3.5758835933,0.536342485
SRX3648437,3.5537378662,0.8667739322
SRX3648438,4.4951076606,0.5506107734
SRX3648439,-0.5732000797,-0.3466165679
SRX3648440,-0.9809139249000001,-0.3485520433
SRX3648441,0.9797538794,-0.7528906347000001
SRX3648442,4.3713167428,0.11700234570000001
SRX3648443,3.5047154302,0.2707942138
SRX3648444,4.1858206445,0.10610361580000001
SRX3648445,0.1376537347,0.5061766226000001
SRX3648446,-0.0389050855,-0.2533992071
SRX3648447,0.7885069589,0.4149084624
SRX3648448,-0.2608519714,0.0990775344
SRX3648449,-0.42216318700000005,0.347861172
SRX3648450,-0.07905193740000001,0.3392158054
SRX3648451,-0.1559943643,0.0465279804
SRX3648452,0.42708142800000004,-0.3021504956
SRX3648453,0.4909800321,-0.5305319965
SRX3648454,3.6814366528,0.7123780253
SRX3648455,3.6082068801,0.8430054261000001
SRX3648456,3.9656149587,0.6663319593
SRX3648457,-0.19286624100000002,0.1804572505
SRX3648458,-0.1447531618,0.2579103125
SRX3648459,0.9600639975,-0.0048121653
SRX3648460,-0.168291579,-1.0089073133
SRX3648461,-0.054255221900000004,-1.2153564479
SRX3648462,0.8344091847,-1.0400044877
SRX3648463,-0.704844879,0.4739990504
SRX3648464,0.1417761388,0.2814415261
SRX3648465,0.2931202332,0.1373033267
SRX3648466,0.0290590789,0.4725664238
SRX3648467,-0.0615260581,-0.0941662904
SRX3648468,0.690431951,-0.13694641130000001
SRX3648469,-0.0655279862,-2.5834118224
SRX3648470,0.46341751810000004,-3.3658302589
SRX3648471,0.627642417,-4.513827648
SRX3648472,2.9378934457,-0.3553177695
SRX3648473,3.4695233158,-0.5151518141
SRX3648475,0.21379703760000002,-0.9072421649
SRX3648476,-0.6940169521,-0.8168435121000001
SRX3648477,0.4826351345,-1.079756161
SRX3648478,0.7258491299000001,0.28655026170000003
SRX3648479,-0.1162738989,0.07120341150000001
SRX3648480,0.2052250572,0.36400932350000004
SRX3648481,0.034835325800000004,0.3716093145
SRX3648482,1.3275739912,0.5340347482
SRX3648483,2.1844313179,0.2969229935
SRX1429221,-2.6946101313,-0.20129515010000001
SRX1429222,0.8480289236,-0.0740360477
SRX1429223,1.8465812077,0.2753311978
SRX1429224,-1.3894119765,-0.256658438
SRX1429225,-3.1108970849,-0.3214259531
SRX1429226,-3.1196149415,-0.42468327
SRX1429227,-3.1515268592,-1.0990479007
SRX1429228,-1.0546103891,-0.7223488854
SRX1429229,-3.465576523,-0.9400582190000001
SRX1429230,-2.398019481,-0.8418219243
SRX1429231,-0.1800700533,-0.9712158173000001
SRX1429232,-2.4964312324,-1.0699288139
SRX1429233,-1.7491324954,-0.5690708553
SRX1429234,-1.9185785893,-0.6496915313
SRX1429235,-2.2849415554,-0.8292032486
SRX1429236,-1.5530983584,-0.5641363477
SRX1429237,-1.5066678974999999,-0.3384272236
SRX1429238,-0.8799929193,-0.1744848738
SRX1429239,-1.9558965675,-0.4478090697
SRX1429240,-2.0415702475,0.0016165922
SRX1429241,-1.9282797433,-0.3165214633
SRX1429242,-1.0714264724,0.1156910393
SRX1429243,-2.2797570914,-0.17346138
SRX1429244,-2.2016899098,-0.09248884140000001
ERX2339161,0.4117277709,-0.5029258588000001
ERX2339162,-0.4117277709,0.5029258588000001
ERX2339163,-3.0177131486,-1.5260731197
ERX2339164,-5.1744305211,-1.1793489889
ERX2339165,1.7962569598,-2.7736879146
ERX2339166,-1.6036184865,-2.9757894224
ERX2339167,-0.07135686150000001,-1.4611040646
ERX2339168,0.1840879035,-0.0955959633
ERX2339169,-0.8823766577000001,0.2852492216
ERX2339170,-2.6342535187,-1.4074064962000001
ERX2339171,-4.3673525131,-1.3826796131
SRX7656012,2.5856711741,-0.4505495222
SRX7656013,0.28949376730000004,-0.2741786077
SRX7656014,0.0022216884,-0.2128261575
SRX7656015,-0.7564275084000001,-0.5846380452000001
SRX7656016,-0.8565452324,-0.5492981366
SRX7656017,-0.4235024972,-0.4099306696
SRX7656018,0.5154101606,-0.48789842720000004
SRX7656019,0.2910357883,-0.3725246146
SRX7656020,0.3280806429,-0.3703145995
SRX7656021,-1.3989965063,-0.34685503100000004
SRX7656022,-0.9002289684,-0.3843788722
SRX7656023,-1.88174686,-0.5133546245
SRX7656024,-1.2036300578999999,-2.2251518808
SRX7656025,-0.11446653100000001,-2.2068881185
SRX7656026,2.0573295907,-2.1865394935
SRX7656027,-0.5541781527,-0.1492319601
SRX7656028,2.721132951,-0.4393234312
SRX7656029,-0.7095860097000001,-0.35510579140000004
SRX7656030,0.0366549845,-0.554310048
SRX7656031,-0.5984767741,-0.41133483730000003
SRX7656032,-0.21642064860000002,-0.3712455196
SRX7656033,0.2545708491,-0.2276397979
SRX7656034,-0.0224233543,-0.4029953744
SRX7656035,-0.1994298204,-0.36803184170000003
SRX7656036,-0.4187145434,-0.12319098860000001
SRX7656037,0.2484417724,-0.3164515202
SRX7656038,-0.009510867400000001,-0.40520721390000003
SRX7656039,-0.6378410731,-0.0175140701
SRX7656040,0.0375870028,0.0745256881
SRX7656041,0.6002540703,-0.05701161800000001
SRX7656042,2.2528526657,0.7991041956
SRX7656043,3.4435632262,0.5313093849
SRX7656044,0.0778556176,0.5456894227
SRX7656045,1.732167821,0.6693793476000001
SRX7656046,1.1223440396,0.5041793046
SRX7656047,0.9982089904,0.6379361702
SRX7656048,0.9877009178,0.5817835266
SRX7656049,3.0147910892,0.6741521944000001
SRX7656050,3.2500587717,0.5591856841
SRX7656051,0.7669475777,-1.2518083630999999
SRX7656052,1.367127427,-1.4240192354
SRX7656053,4.5584648551,-1.0918239527
SRX7656054,-0.6828999745000001,-0.36835898580000004
SRX7656055,1.9348687673,-0.3315749334
SRX7656056,-0.44874583900000004,-0.0768408166
SRX7656057,-0.8203429074,-0.2551309202
SRX7656058,-1.0973603174,-0.1944900574
SRX7656059,-0.0883701217,-0.46051589800000003
SRX7656060,1.2151851764,-0.17361385840000002
SRX7656061,-2.0445406075,-0.1638850886
SRX7656062,-0.2181804044,-0.4255448304
SRX7656063,1.0560955773,-1.9805466488
SRX7656064,1.4873200786,-2.2204992966
SRX7656065,2.0762184662,-2.0886055358
SRX7656066,1.0524934903,-0.6989690671000001
SRX7656067,0.9476980492,-0.8708349429000001
SRX7656068,-0.3624248392,-0.8792927536
SRX7656069,1.6501501993,-0.5515389014000001
SRX7656070,2.7678646811,-0.7279311105
SRX7656071,4.5667114323,-0.6779267487
SRX7656072,-0.1197206616,-0.5680137701
SRX7656073,-0.153130544,-0.3678725516
SRX7656074,4.791660453,-0.7258161467
SRX7656075,4.5938546461000005,-2.5884836827
SRX7656076,6.3396729955,-2.0853013747
SRX7656077,5.0249326698,-1.9862287732000001
SRX7656078,1.1504858722,1.244044009
SRX7656079,1.1981170038,0.9229127504
SRX7656080,3.9619876925,1.1631035646
SRX7656081,1.5534151899,0.8921617667
SRX7656082,4.7363329582,1.1396315494
SRX7656083,0.7379494091000001,0.9282841030000001
SRX7656084,0.878818011,1.0730739265
SRX7656085,0.4411917751,1.0974407603
SRX7656086,6.7680035169,1.2376692084
SRX7656087,0.7851088289,-0.9302406217
SRX7656088,1.2140625015,-1.4610418968
SRX7656089,1.4666136359,-1.2933746642
SRX7656090,1.755124142,-0.49583000390000004
SRX7656091,2.7248019183,-0.2045693476
SRX7656092,1.1120761132,-0.022118020800000002
SRX7656093,-0.32961310200000005,-0.2047154059
SRX7656094,2.1854841913,-0.1742993834
SRX7656095,1.1604179743,-0.1835093674
SRX7656096,-0.38203719280000004,-0.4504772574
SRX7656097,-0.2916196145,-0.1231574267
SRX7656098,-0.8916906756,-0.5901653226
SRX7656099,1.1515881015,-2.032736604
SRX7656100,-1.2091982826,-2.2477313002
SRX7656101,-0.06390206350000001,-2.4085937349
SRX7656102,-0.9985177444000001,-0.363625513
SRX7656103,-1.3353936054,-0.3134922403
SRX7656104,-1.0625607324,-0.4088073394
SRX7656105,0.3711319509,-2.7053289347
SRX7656106,0.36534474710000003,-2.0318642784
SRX7656107,-0.49285672500000005,-2.7731269794999998
SRX7656108,1.3981652292,0.89369986
SRX7656109,0.5573309032,0.6528542416
SRX7656110,3.6755015222000003,0.5725758389
SRX7656111,-2.1857085351,0.3288881812
SRX7656112,-0.9159998667,0.37906234180000004
SRX7656113,1.7834522942,0.9192156910000001
SRX7656114,2.3278425744,0.8817955852
SRX7656115,0.7161366282,0.8236497314000001
SRX7656116,0.5539704351,0.6244533905
SRX7656117,1.7030990519,-1.7951234468
SRX7656118,1.5459228064000001,-1.7745976928
SRX7656119,1.9065334161,-1.7420460516
SRX7656120,-1.2204160886,-0.3253880867
SRX7656121,-0.5193348675,-0.2767399404
SRX7656122,0.24301408160000001,-0.5826505344
SRX7656123,3.0098736534,-0.09687738380000001
SRX7656124,0.5898833941,-0.3587421162
SRX7656125,0.8792059511,-0.2603074332
SRX7656126,-0.6244934788000001,-0.22739154050000002
SRX7656127,-0.8777977986000001,-0.4069165475
SRX7656128,-1.9139492242,-0.24049234590000002
SRX7656129,1.1485549445,-1.8610309629000001
SRX7656130,2.0289312153,-1.8569101752
SRX7656131,1.0155974237,-1.8753348407
SRX7656132,3.3559012932,-1.7650361721
SRX7656133,3.8254273473,-2.4199871864
SRX7656134,3.249918112,-2.1343535972
SRX7656135,0.8946887223000001,-0.41288421680000004
SRX7656136,0.26658101,0.051069344
SRX7656137,-0.3700934319,-0.0622254531
SRX7656138,1.6799876334000001,-0.0769010931
SRX7656139,1.364632184,-0.0562543924
SRX7656140,0.2772562071,0.0030782356
SRX7656141,-0.0051082433,-0.20451490590000002
SRX7656142,-0.6752663014,-0.1832281554
SRX7656143,-1.7620210807,-0.1193261364
SRX7656144,2.0380539189,-2.337183302
SRX7656145,3.6136773517,-2.1187587009
SRX7656146,1.6888033246,-2.5651075863
SRX5388319,0.38062271210000004,-0.43874606400000005
SRX5388320,0.038364488200000005,-0.1626293111
SRX5388321,-0.41898720030000003,0.6013753751
SRX5388322,1.0257864684,-0.6140721898
SRX5388323,0.13699374420000002,-0.3516769444
SRX5388324,0.1459349041,0.7521424822
SRX5388325,1.493276645,-0.2270791084
SRX5388326,1.0695629153,-0.6782881692
SRX5388327,0.5136675144,0.8074535068
SRX8708326,0.24841439,-0.6155757162000001
SRX8708328,1.0839572738,-1.4087827361
SRX8708335,-0.16400207660000002,0.25694142810000004
SRX8708336,-0.40858309460000003,0.564590618
SRX8708337,-0.5113721026,0.58725069
SRX8708338,-0.4757101943,-0.4848394056
SRX8708339,-0.8171458555000001,-0.7434563422
SRX8708340,-0.5738624628,-0.4908832295
SRX8708365,-0.6995422273,0.33199358500000004
SRX8708366,-0.7852000012,0.1976990946
SRX8708368,-0.9667862579000001,0.117834932
SRX8708369,-0.3922774603,0.2361529766
SRX8708370,-0.6104171692,0.4461934516
SRX8708371,0.2102622253,0.5123924013
SRX4166001,0.2462843253,0.1806296623
SRX4166002,0.2041403168,-0.3767722589
SRX4166003,-0.4504246421,0.1961425966
SRX4166004,-0.9101066608,0.0069189238
SRX4166005,-1.1289915551,0.1125885559
SRX4166006,-1.0893207255,0.2686541477
SRX4166007,-0.35542570030000004,-0.9535247774000001
SRX4166008,-0.7374076412,0.0946864116
SRX4166009,-0.3408448128,-0.20417863830000002
SRX4166010,0.9788495931000001,-0.7399623442000001
SRX4166011,2.6062812505,-0.30217463840000003
SRX4166012,2.6302687970000003,-0.6191139202
SRX5000481,0.0312590673,-0.2425144821
SRX5000482,-0.663710009,-0.2879188642
SRX5000483,-1.9430983730000002,-0.5792126506
SRX5000484,-0.6474726334,-0.4470598884
SRX5000485,-1.3338731033,-0.413891222
SRX5000486,-1.6043289189,-0.2975758301
SRX5000487,-0.8237795553,-0.6160914992000001
SRX5000488,-1.0479350112,-0.6981162135
SRX5000489,-1.2264893847,-0.6560059754
SRX5000490,-1.1670064649,-0.7946383828
SRX5000491,-0.9221882771000001,-1.0052441549
SRX5000492,-1.5730719639,1.5506951720000002
SRX5000493,-1.0870835888000001,1.5585532318
SRX5000494,-1.1482625932000001,1.4658748738
SRX5000495,-1.5444187653,1.3708854098
SRX5000496,-2.5167498205000003,1.4344047443
SRX5000497,-0.153597445,-0.0524952213
SRX5000498,0.3136180402,0.0036180747
SRX5000499,-1.8143692373,1.5404501358
SRX5000500,-0.1600205952,0.048877146600000004
SRX5000501,0.1534294068,-0.7693137750000001
SRX5000502,-0.4359987756,-0.3694130121
SRX5000503,-0.1961791052,-0.5425857236
SRX5000504,-0.0812286779,-0.1738647905
SRX5000505,-0.44921212190000004,0.0264767552
SRX5000506,0.47296039440000004,0.0562623516
SRX5000507,-0.7147752611,-0.4506972725
SRX5000508,0.2821355518,-0.104723542
SRX5000509,-0.0112276223,-0.3027370556
SRX5000510,0.38553968800000005,-0.1621180667
SRX5000511,-0.0381267696,-0.1634119587
SRX5000512,-0.6250645453,-0.7417493496
SRX5000513,-0.5285876970000001,-0.604796597
SRX5000514,-0.1321714314,-0.6269358647000001
SRX5000515,-0.0872489587,-0.6280918955
SRX5000516,-0.0701759807,-0.5430732055
SRX4124772,0.1341873242,-0.5578107896
SRX4124773,0.2626873852,-0.4483065922
SRX4124774,-0.0254368622,0.0317634263
SRX4124775,0.0254368622,-0.0317634263
SRX5323946,-0.0279729939,0.023592143200000002
SRX5323947,0.0279729939,-0.023592143200000002
SRX5323948,0.25549556290000003,0.4770137924
SRX5323949,-0.6606925686,0.3611560211
SRX5323950,-0.0875488685,-0.0405808342
SRX5323951,-0.4085536161,-0.1010448785
SRX5323952,0.632176476,0.0122601538
SRX5323953,0.0941937728,0.2249580803
SRX5323954,0.16547016450000002,0.19665732390000001
SRX5323955,0.1673809991,0.3181739529
DRX093856,-0.4102586754,-0.1044980514
DRX093857,-2.030810846,-1.5013387101
DRX093858,-1.41938253,-1.7259917457
DRX093859,-0.6242757034,-0.9133256097
DRX093860,-0.5296063872,-0.8779490637
DRX093861,0.4466099361,0.08672690620000001
DRX093862,-1.0844526124,-1.806670382
DRX093863,-1.473761477,-1.3482453746
DRX093864,-1.1911616352,-1.3463860503
DRX093865,-0.158837064,-1.1173971351
DRX093866,-0.0363512607,0.0177711452
DRX093867,-1.8700933376000002,-1.6577764934
DRX093868,-1.5115724348000001,-1.3434157241
DRX093869,-1.7821366598,-1.4828073343
DRX093870,-0.7286855772,-1.1244555525
SRX6366242,3.2858025924,-0.36882873720000003
SRX6366243,0.7007222980000001,-0.581238963
SRX6366244,0.46646369,0.6724904338000001
SRX6366245,0.1434803202,0.36248210550000004
SRX6366246,1.4493533663,0.13314501280000002
SRX6366247,-1.7040965324,1.0735128461
SRX6366248,-0.7102725755,-0.3796614406
SRX6366249,1.5512676113000001,0.1585754713
SRX6366250,2.4235418659,-0.4307461353
SRX6366251,2.9561271657,-0.2289289796
SRX6366252,0.3665847098,-0.0871979708
SRX6366253,-0.3665847098,0.0871979708
