,-0.12020662643999999,-0.08013775095999999,-0.04006887547999999,1.3877787807814457e-17,0.040068875480000016,0.08013775096,0.12020662644000002,0.16027550192000004,0.20034437740000002,0.24041325288,0.28048212835999997,0.32055100384,0.36061987932000006,0.4006887548,0.44075763028000003,0.48082650575999997,0.52089538124,0.56096425672,0.6010331322,0.64110200768
thresh,-0.1001721887,0.1001721887,1,,,,,,,,,,,,,,,,,
unreg,2,4,155,3875,170,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
unreg_genes,['yqeJ' 'yncJ'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['yfaH'],[],[]
