,A,Fnr
R2,,0.41065150960330443
xmin,,-3.873067926575313
xmid,,-2.167306379089716
xmax,,3.8362983653665736
ystart,,-8.588203494950807
yend,,13.710391252359845
amb:ctrl:1,2.215238732310393,0.5655732240732491
amb:ctrl:2,-1.3873656218469372,-0.465766554030361
amb:ctrl:3,-0.8278731104634528,-0.09980667004288746
amb:amb:1,-1.136353175905145,-0.3124395097514121
amb:amb:2,-0.9594961143685072,0.7190597215281982
amb:amb:3,-2.122654448220885,0.4671933449946617
ave1:ctrl_5m:1,-0.047450790888240266,0.16848187157295014
ave1:vdave1_5m:1,0.5580838629151909,-0.13124842876079068
ave1:ctrl_20m:1,0.2938965453339089,1.5833890670409003
ave1:vdave1_20m:1,0.6603335941844485,-0.12944427151274196
ave1:supernatant_5m:1,-0.4282500526138123,0.1984895008504388
ave1:vnave1_20m:1,0.14497321059128326,1.0469471318037131
ave1:supernatant_20m:1,0.14500891445388545,1.0391251794902807
ave1:ctrl_5m:2,0.04745079088826362,-0.1684818715729497
ave1:vdave1_5m:2,0.0745477227701253,-0.8769192645336084
ave1:ctrl_20m:2,-0.04757710098955222,0.9935118053977172
ave1:vdave1_20m:2,1.6112970111066978,0.32839355853014673
ave1:supernatant_5m:2,1.1609870081238218,-0.2236366494429487
ave1:vnave1_20m:2,0.4375314900338912,0.6941260090069825
ave1:supernatant_20m:2,0.32178908514805343,0.6392241315201677
biofilm_time:8h:1,-1.7890580276553327,-0.4813998690873689
biofilm_time:8h:2,0.5612823516576196,0.28893519557115965
biofilm_time:8h:3,0.8510164376044661,0.11200216555215016
biofilm_time:8h:4,0.3767592383932339,0.08046250796405907
biofilm_time:12h:1,-9.541995698365577,0.18162828745794
biofilm_time:12h:2,-9.650900561747582,0.2267109262474696
biofilm_time:12h:3,-10.698645549980654,0.680825455508157
biofilm_time:12h:4,-10.974251727963145,0.7627810648829634
biofilm_time:16h:1,-8.059867656783616,0.1150052103010042
biofilm_time:16h:2,-12.288266231104489,-0.2652820217121148
biofilm_time:16h:3,-6.21573953645916,0.3297639130494767
biofilm_time:16h:4,-5.808987337994878,0.26532073862868266
biofilm_time:20h:1,-3.5604686157261725,0.9264045911525232
biofilm_time:20h:2,-8.995543943715713,0.20284909911490967
biofilm_time:20h:3,-2.4429090976799466,1.2766080840137013
biofilm_time:20h:4,-6.037563461247264,1.2396909810718704
biofilm_time:24h:1,-3.993582240504393,0.9324759265449264
biofilm_time:24h:2,-7.515735612554289,0.971969127584864
biofilm_time:24h:3,-6.469109941970609,1.392469599195489
biofilm_time:24h:4,-6.4190842500250875,1.5358239919855758
biofilm_time:28h:1,-0.05398223204271047,1.5080387346985864
biofilm_time:28h:2,-5.4716044927833565,0.8734181752660399
biofilm_time:28h:3,-7.694889714599426,0.980840308623394
biofilm_time:28h:4,-1.386793669127702,1.6451592950940404
biofilm_time:32h:1,-4.8731704856073605,2.0817996322020376
biofilm_time:32h:2,-1.8557625799986224,1.9307746900256653
biofilm_time:32h:3,-0.059885835624904224,1.9807035994347395
biofilm_time:32h:4,-1.0859184538630493,2.0446522745034885
