,A,Fur
GM+150_1,-21.6690264892,-0.3966333333
GM-0.1_2,0.6722326892,-0.0895333333
GM-0.2_2,0.25486340620000003,0.3057666667
GM+5_2,4.8854863208,0.18456666670000002
GM+10_2,7.4586175104,-0.0419333333
GM+15_2,8.1826494836,-0.2787333333
GM+25_2,9.1628266692,-0.15983333330000002
GM+45_2,6.8253278591,-1.0252333333
GM+60_2,3.1414477887,-0.8857333333
GM+90_2,-11.9623986705,0.0567666667
GM+150_2,-24.9694049981,-1.0259333333
GM-0.1_3,4.3477577938,0.09356666670000001
GM-0.2_3,5.6604127975,0.0341666667
GM+5_3,6.8238546272,0.36516666670000003
GM+10_3,8.2693889732,-1.0235333333
GM+15_3,9.083456164,-0.4488333333
GM+25_3,8.6125211444,-0.7742333333
GM+45_3,6.5796308927,-1.3104333333
GM+60_3,5.9822190652,-0.9554333333
GM+90_3,-0.6899477005,-0.2410333333
GM+120_3,-18.7836337621,-0.1195333333
GM+150_3,-22.4586778431,0.16546666670000001
MG-0.1_1,-12.3327294003,-0.09993333330000001
MG+5_1,-14.0879623431,-0.0954333333
MG+10_1,-17.3659446306,0.39286666670000003
MG+15_1,-19.2219269444,-0.2531333333
MG+25_1,-17.4718386001,0.2801666667
MG+45_1,-9.3272287285,-0.1257333333
MG+120_1,-12.2005490659,-1.0841333333
MG+150_1,-14.426987884,-0.2513333333
MG-0.1_2,-10.4313774051,-1.1430333333
MG-0.2_2,-10.073148041,-0.4198333333
MG+5_2,-11.9299876811,-0.2486333333
MG+10_2,-15.0120134518,-0.0371333333
MG+15_2,-16.296736965,0.7672666667
MG+25_2,-14.6760866958,-0.0758333333
MG+45_2,-9.3774784245,-0.5516333333
MG+60_2,-6.6061445239,-0.3710333333
MG+90_2,-7.5217256757,-0.7821333333
MG+120_2,-11.1012709439,-0.2862333333
MG-0.1_3,-12.2156755714,0.4394666667
MG-0.2_3,-13.1090318781,0.0459666667
MG+5_3,-15.5295718262,-0.41443333330000004
MG+10_3,-17.2769706606,-0.9793333333
MG+15_3,-17.540823435,0.4485666667
MG+25_3,-15.727087527,0.4872666667
MG+45_3,-7.8784533371,0.3089666667
MG+60_3,-6.9308965833,-0.5308333333
MG+90_3,-8.9896440829,-0.0581333333
MG+120_3,-10.1025319664,-0.5959333333
MG+150_3,-15.9113255593,-0.3415333333
