,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,7.195928426600001,2.907605470837468,3.0,0.0,3.8387087688,1.0,8.8432860395,2.0,8.9057904715,,,,,,,,,,
1,LB__LBtran,-14.900566281566668,1.2326651669102715,3.0,3.0,-16.2983867044,4.0,-14.4341145887,5.0,-13.9691975516,,,,,,,,,,
2,LB__LBstat,-27.00339710413333,1.4644634385751645,3.0,6.0,-28.6632596873,7.0,-26.4532788156,8.0,-25.8936528095,,,,,,,,,,
3,LB__LBGexp,2.760865709533333,1.0390698104970237,3.0,9.0,2.4849017454,10.0,3.9100593356,11.0,1.8876360476,,,,,,,,,,
4,LB__LBGtran,-26.5302431006,2.442106907251438,2.0,12.0,-28.2570734551,13.0,-24.8034127461,,,,,,,,,,,,
5,LB__LBGstat,-31.40392272513333,1.5487344399679353,3.0,14.0,-33.1000748891,15.0,-31.046641145,16.0,-30.0650521413,,,,,,,,,,
6,Life Cycle__S0,-20.207429974133333,0.6974802352954106,3.0,17.0,-20.9051791625,18.0,-20.2068917565,19.0,-19.5102190034,,,,,,,,,,
7,Life Cycle__S1,-10.523332186066666,1.2553075908666267,3.0,20.0,-11.889233533,21.0,-9.4202240653,22.0,-10.2605389599,,,,,,,,,,
8,Life Cycle__S2,-4.2250072298,1.2287181936870157,3.0,23.0,-2.9805410510000003,24.0,-5.4373473831,25.0,-4.2571332553,,,,,,,,,,
9,Life Cycle__S3,-19.61758303885,1.220286457728596,2.0,26.0,-20.4804558681,27.0,-18.7547102096,,,,,,,,,,,,
10,Life Cycle__S4,-9.111418391766668,1.235233307797792,3.0,28.0,-8.8020664404,29.0,-10.4719249328,30.0,-8.0602638021,,,,,,,,,,
11,Life Cycle__S5,-12.9621893187,3.3559894470605856,3.0,31.0,-11.2396750253,32.0,-16.8296689373,33.0,-10.8172239935,,,,,,,,,,
12,Life Cycle__S6,-18.648415618,2.9178712480440274,8.0,34.0,-18.3970945817,35.0,-24.2246577754,36.0,-15.2713059935,37.0,-18.488248781,38.0,-21.3173300656,39.0,-17.5711324581,40.0,-18.1868351245,41.0,-15.730720164200001
13,Life Cycle__S7,-18.5763170914,0.826350567589674,3.0,42.0,-18.2428117397,43.0,-19.5173022232,44.0,-17.9688373113,,,,,,,,,,
14,Life Cycle__S8,-19.50215010095,1.6147581227180619,2.0,45.0,-18.3603436824,46.0,-20.6439565195,,,,,,,,,,,,
15,Life Cycle__G135,-11.833360969849998,4.230823626001616,2.0,47.0,-8.8417168939,48.0,-14.8250050458,,,,,,,,,,,,
