,A,MtlR
nusA:nusA_induced:5,-0.8056510750932361,-0.4157144982684127
nusA:nusA_induced:6,-0.23798394995247826,-0.5479138278181264
nusA:no_nusA:1,0.4228915688792016,0.10570266960346776
nusA:no_nusA:2,-0.3521785159045105,0.2845229627293344
nusA:no_nusA:3,-0.2269409290439701,0.16648416113559786
nusA:no_nusA:4,0.2482097603059969,-0.05017606180275358
nusA:no_nusA:5,-0.11326662639970347,-0.3472767402857757
nusA:no_nusA:6,0.021284742162983167,-0.15925699137986893
pamR:wt_exp:1,3.801781142183164,0.7784402391113181
pamR:wt_exp:2,-3.801781142183153,-0.7784402391113172
pamR:delydhC_exp:1,-0.8742503798184954,-0.8476853703504448
pamR:delydhC_exp:2,-4.38991861734238,-2.1275052300807946
pamR:delydhC_exp:3,-1.9204635345032028,-1.0888173087537585
pamR:wt_stat:1,-11.532731333501086,-0.020608071107772297
pamR:wt_stat:2,-11.778627553563206,-0.4266284423000792
pamR:wt_stat:3,-11.396680657762852,-0.5853621010851651
pamR:delydhC_stat:1,-13.391149358633866,-0.8531024885855458
pamR:delydhC_stat:2,-13.348171578479171,-1.4411132350793467
rho_strains:ncib3610:1,0.2781502363143194,0.5972918547669392
rho_strains:ncib3610:2,-0.27815023631432023,-0.5972918547669401
rho_strains:ncib3610_delrho:1,1.24929159158251,1.9594986369748308
rho_strains:ncib3610_delrho:2,0.09219355825320924,2.061724423600893
rnase_j1:delrnjA:1,15.705539941659662,1.9642383539464408
rnase_j1:delrnjA:2,14.95094827285588,1.9730102842601296
rnase_j1:delrnjA:3,14.15584214247561,2.0864894419067275
rnase_j1:wt:1,0.544599623148606,-0.19000193607569305
rnase_j1:wt:2,-0.2784542425708699,0.14912837024794445
rnase_j1:wt:3,-0.26614538057773496,0.04087356582774948
sigI:delrsgI_37C:1,9.583547488047218,-0.3687672107584765
sigI:delrsgI_37C:2,-0.9603300170315868,1.3788936500077709
sigI:delrsgI_37C:3,-0.8225508787337678,0.33458398005348045
sigI:delrsgI_52C:1,1.1191681477716102,1.2199040985009189
sigI:delrsgI_52C:2,0.7950367136494236,1.3503724666512884
sigI:delrsgI_52C:3,0.5997475628045819,0.8908478632588741
sigI:delrsgI_sigI_37C:1,7.2001942168561754,-0.055731658820482366
sigI:delrsgI_sigI_37C:2,-0.7785886850972296,1.0565192239899668
sigI:delrsgI_sigI_37C:3,-2.340216154947504,0.07331951129574144
sigI:delrsgI_sigI_52C:1,3.8396910769685286,1.2458827207859915
sigI:delrsgI_sigI_52C:2,6.674254401800648,1.24773535033399
sigI:delrsgI_sigI_52C:3,4.577301001562296,1.342012109236622
sigI:wt_37C:1,2.7142388001171325,-0.19064359108166065
sigI:wt_37C:2,-2.6663088972394564,-0.48780005961535
sigI:wt_37C:3,-0.047929902877675935,0.6784436506970097
sigI:wt_52C:1,0.6356618260783886,1.4029315455422091
sigI:wt_52C:2,0.8530882695208466,0.8620868999609383
sigI:wt_52C:3,2.7206740383923207,1.806452609974737
spbeta:spbeta_nopep_20m:1,-2.16764871883465,-0.6527237771349466
spbeta:spbeta_pep_20m:1,-1.0621624021266485,-0.5690620606554235
spbeta:spbeta_nopep_20m:2,-1.6503125108833516,-0.8184958558596342
spbeta:spbeta_pep_20m:2,-1.1655083984948618,-0.6255179438858836
spbeta:phi3T_pep_10m:1,2.251791925149718,-0.1398473398051019
spbeta:phi3T_pep_20m:1,-2.9149438625949866,-0.5920960805107374
spbeta:phi3T_nopep_10m:1,1.9347074454909765,-0.31488277488409544
spbeta:phi3T_nopep_20m:1,-2.750716093029211,-0.4023769962958079
spbeta:phi3T_pep_10m:2,2.0142098961388424,0.7558282715654832
spbeta:phi3T_pep_20m:2,-2.163005064574091,-0.4347104016931427
spbeta:phi3T_nopep_10m:2,2.17513315272382,0.5930701542183323
spbeta:phi3T_nopep_20m:2,-1.2414289437217934,-0.29791115442298644
spbeta:phi3T_pep_10m:3,-4.266001821288573,-0.6159809317603813
spbeta:phi3T_pep_20m:3,-1.263427441411218,-0.07825574995082363
spbeta:phi3T_nopep_10m:3,-4.607282114813874,-0.5613324092482443
spbeta:phi3T_nopep_20m:3,-0.7703763223061205,0.061981579247283314
spore_genes:wt_0h:1,-1.7846283611084737,0.005356454633078656
spore_genes:delyphF_0h:1,-1.9286478013242143,-0.4370670979401208
spore_genes:delyphF_0h:2,0.7250428352679333,-0.2773815068695562
spore_genes:delyphF_0h:3,1.3540698729769611,0.157152256887386
spore_genes:delygaB_0h:1,-3.5697020164082045,0.4058150340511535
spore_genes:delygaB_0h:2,-3.5921513209250646,0.33707994177333145
spore_genes:delygaB_0h:3,-3.7356899343343866,0.4930505231326405
spore_genes:wt_3h:1,-8.389949499788058,1.3473920352832716
spore_genes:wt_3h:2,-8.586516946871718,1.4665237946287002
spore_genes:wt_3h:3,-9.160450405622237,0.8523634777786021
spore_genes:delyizD_3h:1,-9.488624959261163,1.0595028080369246
spore_genes:wt_0h:2,1.2782345472650731,0.08877199952058222
spore_genes:delyizD_3h:2,-8.102805739129293,0.8554956546135211
spore_genes:delyizD_3h:3,-7.997801282375011,1.0008245214203957
spore_genes:delykzB_3h:1,-8.024042886258307,0.646578785684337
spore_genes:delykzB_3h:2,-10.294195612609915,-0.1965894767527612
spore_genes:delykzB_3h:3,-9.836171075379212,0.006731657093030029
spore_genes:delyphF_3h:1,-6.76027456905276,2.0449769493918
spore_genes:delyphF_3h:2,-7.534036072358428,1.3982303186640817
spore_genes:delyphF_3h:3,-6.0328779955200815,1.9761643544160041
spore_genes:delygaB_3h:1,-7.420235439005794,1.4168421443271262
spore_genes:delygaB_3h:2,-6.9852823666910835,1.6012079311832943
spore_genes:wt_0h:3,0.5063938138433957,-0.09412845415366268
spore_genes:delygaB_3h:3,-7.1897629393326925,1.4143926353798388
spore_genes:delyizD_0h:1,-2.304218772244382,-0.4395307650118872
spore_genes:delyizD_0h:2,-0.09646652974471842,-0.03926544127901899
spore_genes:delyizD_0h:3,0.2078213338667484,-0.4747415201681591
spore_genes:delykzB_0h:1,-1.2877586776747685,-0.2387452201897551
spore_genes:delykzB_0h:2,-1.8893210548805288,-0.7213529550688742
spore_genes:delykzB_0h:3,1.0398010169947367,-0.11042053360000814
swarming:comIQ12L:1,4.136853432387012,1.0357133755207348
swarming:comIQ12L:2,0.20679870994322655,-0.1250111781262131
swarming:comIQ12L:3,-4.3436521423302334,-0.9107021973945201
swarming:comIQ12L_delefp:1,1.6613638484930613,0.4978184355074484
swarming:comIQ12L_delefp:2,2.9052196115695867,0.3543170639522666
swarming:comIQ12L_delefp:3,2.1963882126756866,0.18347022507688934
swarming:comIQ12L_delefp_fliYS164A:1,1.4855662749493632,0.08923529259058505
swarming:comIQ12L_delefp_fliYS164A:2,3.7928699249064897,1.2337589412455878
swarming:comIQ12L_delefp_fliYS164A:3,2.5926844154378768,0.43827541412229465
swarming:comIQ12L_delefp_nusGN21S:1,0.20829010573059695,0.4189110351468486
swarming:comIQ12L_delefp_nusGN21S:2,0.35021970813202075,0.2092323363156927
swarming:comIQ12L_delefp_nusGN21S:3,0.6146714290587224,0.05506905186461975
synant49:ctrl:1,0.2574965878108525,-0.2290660206139901
synant49:ctrl:2,-0.2034353214668994,-0.057490594416755414
synant49:ctrl:3,-0.0540612663439542,0.2865566150307464
synant49:synant49:1,-0.002561818382432945,-0.34775177163184695
synant49:synant49:2,-0.3537624385784071,-0.44623238906756496
synant49:synant49:3,-0.7232835888190793,-0.31915995750747594
tasA:wt_72h:1,-7.066229017832222,1.9297051142771025
tasA:wt_72h:2,-8.067342572617648,1.3502758092039715
tasA:deltasA_72h:1,-6.421682444462223,1.4727806576539275
tasA:deltasA_72h:2,-7.278809717469438,1.164255335904136
tasA:wt_24h:1,-0.1727330795129453,0.0031002940683042546
tasA:wt_24h:2,0.17273307951293368,-0.0031002940683042546
tasA:wt_48h:1,6.163380039044912,2.1676464832211324
tasA:wt_48h:2,6.506400150561537,2.951100731323673
tasA:deltasA_24h:1,1.7497605968047625,0.9606040305815235
tasA:deltasA_24h:2,4.344268434594815,1.1213625008205772
tasA:deltasA_48h:1,0.503759780710483,1.2122283107402543
tasA:deltasA_48h:2,-0.18180720286769012,0.9030856244849416
yacP:wt:1,0.1326020442450652,0.02257594062399715
yacP:delyacP:1,-0.32369387508568365,-0.30394763352263965
yacP:yacP_induced:1,1.2935741079432603,-1.0233041340572049
yacP:yacP_no_induce:1,1.1785289404047583,-0.7949999648852923
yacP:wt:2,-0.1409299149570161,-0.06714347035439694
yacP:delyacP:2,-0.19316260424568804,-0.06415901242850097
yacP:yacP_induced:2,2.013896449738568,-1.2861654315557374
yacP:yacP_no_induce:2,2.774537570426852,-1.1295516948807087
yacP:wt:3,0.008327870711954472,0.04456752973040157
yacP:delyacP:3,-0.1906545500941887,-0.05620806426408365
yacP:yacP_induced:3,1.0383275942849473,-0.3307828081996389
yacP:yacP_no_induce:3,1.8336786002284944,-0.3975360688453957
yonO:wt:1,-2.0876068983358733,-0.27425878038676466
yonO:wt:2,2.317729921687973,0.18322305294263155
yonO:wt:3,-0.2301230233521155,0.09103572744413137
yonO:wt_mmc:1,-0.2243163477534131,-2.7761757000785647
yonO:wt_mmc:2,1.4330843918822282,-1.7319375499485004
yonO:wt_mmc:3,1.3210602416328188,-2.2774844963581793
yonO:delyonO:1,-0.6426660054526707,-0.19354481058983986
yonO:delyonO:2,2.6891695533105464,-0.036013735925588534
yonO:delyonO:3,-2.44069542627603,0.08217942666618683
yonO:delyonO_mmc:1,-1.8921856707713056,-2.5973541478145226
yonO:delyonO_mmc:2,1.282888778813464,-2.4484103454154797
yonO:delyonO_mmc:3,-4.534868777614297,-2.9128349443303163
yydF:ctrl:1,-0.23931865146901055,-0.031492764964271565
yydF:ctrl:2,0.5253973301244467,0.13031789144102654
yydF:ctrl:3,-0.2860786786554347,-0.09882512647675323
yydF:yydF:1,-1.2046317653303478,-0.25528863055792783
yydF:yydF:2,-0.3644580313265172,-0.10437636929259764
yydF:yydF:3,-0.5356934620313972,-0.34227224450522803
