,A,MtlR
R2,,0.03862073372084096
xmin,,-2.9128349443303163
xmid,,1.5748034716805948
xmax,,2.951100731323673
ystart,,-1.3995468140662073
yend,,9.947586940928952
amb:ctrl:1,0.2574700314150691,-0.22906611277932495
amb:ctrl:2,-0.20340331370660436,-0.057490595448109076
amb:ctrl:3,-0.05406671770843786,0.2865567082274349
amb:amb:1,-0.4061635808252564,-0.2886015195806442
amb:amb:2,0.1794919446748837,-0.010203406478697552
amb:amb:3,0.2782590054796044,0.1526271898086975
ave1:ctrl_5m:1,-0.7624055996284198,-0.02937084047734295
ave1:vdave1_5m:1,-2.693377931910905,-0.9837957352571588
ave1:ctrl_20m:1,-12.429473924067128,-0.4574853205142482
ave1:vdave1_20m:1,-14.704644051038484,-0.917399762471108
ave1:supernatant_5m:1,-3.286506551071166,-0.1252740891683235
ave1:vnave1_20m:1,-12.7429427474723,-0.5308455316095033
ave1:supernatant_20m:1,-13.086272367069887,-0.3632759165620128
ave1:ctrl_5m:2,0.7624055996284219,0.02937084047734295
ave1:vdave1_5m:2,-2.074373852378252,-0.3367322989402357
ave1:ctrl_20m:2,-13.608826477125875,-0.4991983669211146
ave1:vdave1_20m:2,-13.267441523679727,-0.8029860489430359
ave1:supernatant_5m:2,-2.559439960744243,-0.4123554579756936
ave1:vnave1_20m:2,-13.478305415285561,-0.4209058055835619
ave1:supernatant_20m:2,-13.659890858415071,-0.3452569912767061
biofilm_time:8h:1,-0.4785185060749854,-0.03559564235821533
biofilm_time:8h:2,0.11391081286305818,-0.046212727835673206
biofilm_time:8h:3,0.24461566911258165,0.038415019625721136
biofilm_time:8h:4,0.1199920240993568,0.0433933505681674
biofilm_time:12h:1,-0.07447567269008347,0.027605588788180317
biofilm_time:12h:2,-0.3596029304690921,0.11425170274039155
biofilm_time:12h:3,-1.2776923411711596,-0.20852765837219334
biofilm_time:12h:4,-1.411739239110012,-0.3932894181731594
biofilm_time:16h:1,-1.9326234058616718,-0.011639181082161444
biofilm_time:16h:2,-2.294503274879835,-0.056753815085910375
biofilm_time:16h:3,-1.7964645138435018,0.4643974177027701
biofilm_time:16h:4,-1.7897457640421632,0.4622244081376374
biofilm_time:20h:1,-2.33355332156405,0.6062785037032139
biofilm_time:20h:2,-2.2701737334714984,-0.6169581385279255
biofilm_time:20h:3,-2.4134705279118047,0.8352625086892065
biofilm_time:20h:4,-3.5768164033324217,-0.29114509061194216
biofilm_time:24h:1,-2.9465434568647164,0.007005030754974939
biofilm_time:24h:2,-3.727334634641125,-0.4605249895309447
biofilm_time:24h:3,-3.783648542007326,-0.4951616976138444
biofilm_time:24h:4,-4.530985882831325,-0.3119073731048685
biofilm_time:28h:1,-0.8965669642947729,1.9217297830711104
biofilm_time:28h:2,-6.110136824327723,-0.0830882189802109
biofilm_time:28h:3,-6.984670910680907,0.0228604017151417
biofilm_time:28h:4,-3.138570955899312,0.9485754264576602
biofilm_time:32h:1,-5.709694835326397,0.8136144215224475
biofilm_time:32h:2,-3.3036236281321307,1.232385888257812
biofilm_time:32h:3,-1.7887700064358194,1.8628441007139316
biofilm_time:32h:4,-3.4017942651617297,1.3054948199600611
codY:wt:1,0.05711719606317636,0.09089943682195578
codY:wt:2,-0.057117196063191364,-0.0908994368219549
codY:ctrl:1,-1.3167588231081102,0.1002623804738132
codY:ctrl:2,-1.4958392811332848,-0.22109775263375475
codY:codYR61K:1,-1.537068995120265,-0.1499818635602237
codY:codYR61K:2,-1.1581276591648757,-0.4059833606579586
codY:codYR61H:1,-1.0647021064423967,-0.410247784572733
codY:codYR61H:2,-1.2345529449091703,-0.2366119805776545
codY:codYF71Y:1,-1.950905929322985,-0.38995194117932375
codY:codYF71Y:2,-1.459805487787002,-0.5503147052900479
decay:wt:1,0.2647934051206965,0.0911219491008719
decay:wt:2,0.21892762248454464,0.16131575424167366
decay:wt:3,-0.4837210276052718,-0.2524377033425447
decay:delpnpA:1,1.9702739520002919,0.3114096887879905
decay:delpnpA:2,1.233597811610095,0.18662518138498466
decay:delpnpA:3,1.5519539778960059,0.3632827245396939
ecm_tasA:deltasA:1,3.3765497587437303,-0.5597791397274611
ecm_tasA:deltasA:2,2.0279456914591893,-0.16610984343207047
ecm_tasA:deltasA:3,2.22652523021319,-0.2718923094715757
ecm_tasA:delcssRS:1,-1.6264165917798081,-0.3435441127333085
ecm_tasA:delcssRS:2,0.7599079079253233,-0.2661242556041445
ecm_tasA:delcssRS:3,-0.2865746361992158,0.003716746583205755
ecm_tasA:wt:1,0.5053509932200388,0.00992730600816927
ecm_tasA:wt:2,-0.5053509932200312,-0.00992730600816927
heatshock:wt_37C:1,0.13558376286348747,0.037432429593057925
heatshock:wt_37C:2,-0.19528832056099396,0.02553000409656292
heatshock:wt_37C:3,0.05970455769750033,-0.06296243368962083
heatshock:wt_48C:1,1.2288469846256114,-0.2988222542207475
heatshock:wt_48C:2,0.9493275526013032,-0.2901638346651909
heatshock:wt_48C:3,1.7539860539553402,-0.5950596749022226
heatshock:wt_53C:1,4.918669433163355,0.2026256460928284
heatshock:wt_53C:2,3.8210661924498823,-0.08899468372881802
heatshock:wt_48_53C:1,2.246778258027605,-1.5825325111824442
heatshock:wt_48_53C:2,2.6000361020522003,-1.2038769072967843
heatshock:wt_48_53C:3,-2.0423828652183933,-0.8620919589361775
heatshock:delrelA_37C:1,3.335700325689128,-0.6571194791973434
heatshock:delrelA_37C:2,1.6539542388597517,-0.3097977812597552
heatshock:delrelA_48C:1,5.428485602223568,-0.3767220053332361
heatshock:delrelA_48C:2,4.13002662167185,-0.2472165282631238
heatshock:delrelA_48C:3,10.133822242065476,0.29074802642792097
heatshock:ppGpp_null_37C:1,-1.5393478420967497,0.2186515003768985
heatshock:ppGpp_null_37C:2,0.10121504802626163,0.3525127182810799
heatshock:ppGpp_null_37C:3,-1.1229896470117349,0.1832751459918427
heatshock:ppGpp_null_48C:1,1.2240246935927166,0.6041723891160666
heatshock:ppGpp_null_48C:2,2.748157536174848,0.882376954399521
heatshock:ppGpp_null_48C:3,3.2199160542725425,0.4610295936483952
ldar:yfiJKplus:1,-14.281696720216576,0.07010823364342222
ldar:yfiJKplus:2,-11.98807671244101,0.3036231143379551
ldar:yfiJ_A152E:1,-12.005405425202913,0.4861141885052725
ldar:yfiJ_A152E:2,-12.017686391315136,0.17558892143245594
ldar:wt:1,-0.2914733305538503,0.08165480858016938
ldar:wt:2,2.125956469520161,-0.005502451083027715
ldar:wt:3,-1.834483138966316,-0.07615235749714255
mk7:shake:1,0.223839223074714,-0.06508170626622789
mk7:shake:2,0.8039564780897092,-0.07520901072294972
mk7:shake:3,-0.5067995272452981,0.08082488649721675
mk7:shake:4,-0.5209961739191344,0.05946583049195998
mk7:static:1,1.3853718305643177,-2.0309080833173514
mk7:static:2,1.2515884117472682,-2.034318143792317
mk7:static:3,1.2669584399715583,-1.0037609377757812
mk7:static:4,0.8305502367150441,-1.0156020304752014
nusA:nusA_induced:1,0.003258304721845613,0.04738010825466876
nusA:nusA_induced:2,1.0093398882338829,0.2546175157323747
nusA:nusA_induced:3,0.8137985982581527,0.006484598834397559
nusA:nusA_induced:4,0.10910408133667243,-0.11647303957073872
