,-0.15499001325,-0.13432467815,-0.11365934304999997,-0.09299400794999996,-0.07232867284999994,-0.05166333774999993,-0.03099800264999991,-0.010332667549999897,0.010332667550000119,0.030998002650000134,0.05166333775000015,0.07232867285000016,0.09299400795000018,0.1136593430500002,0.1343246781500002,0.15499001325000022,0.17565534835000024,0.19632068345000026,0.21698601855000027,0.23765135365000029
thresh,-0.1033266755,0.1033266755,2,,,,,,,,,,,,,,,,,
unreg,1,0,1,3,9,32,167,1239,1117,198,30,3,3,0,0,0,0,0,0,0
PerR,0,0,0,0,0,0,0,1,2,3,4,2,1,0,1,1,1,0,1,0
unreg_genes,[nan],[],[nan],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
PerR_genes,[],[],[],[],[],[],[],['perR'],['bcP' 'pdxB'],['hemG' 'hemH' 'hemE'],['sufB' 'nifU' 'sufS' 'sufD'],['sufC' 'fuR'],['katA'],[],['ftnA'],['ahpF'],['ahpC'],[],['dpS'],[]
