,USA300HOU_RS06130
USA300_LAC_U01-Set001_CAMHB_PreCulture_1,9.3115886619
USA300_LAC_U01-Set001_CAMHB_Control_1,9.1884445457
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_1,9.0690552212
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_1,9.1386581474
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_1,8.9793869313
USA300_LAC_U01-Set001_CAMHB_PreCulture_2,9.3331739881
USA300_LAC_U01-Set001_CAMHB_Control_2,9.3007393598
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_2,9.2253948833
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_2,9.1617246277
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_2,9.0198156092
USA300_TCH1516_U01-Set000_CAMHB_Control_1,7.6102309478
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_1,7.9400063523
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_1,7.6770857451
USA300_LAC_U01-Set001_R10LB_PreCulture_1,9.4728077497
USA300_LAC_U01-Set001_R10LB_PreCulture_2,9.48011542
USA300_LAC_U01-Set001_R10LB_Control_1,8.3513965212
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_1,8.3631571239
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_1,8.5763292917
USA300_LAC_U01-Set001_R10LB_Control_2,8.5017906056
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_2,8.3361375184
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_2,8.445558909
USA300_TCH1516_U01-Set000_R10LB_Control_1,8.3597220144
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_1,7.9839060788000005
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_1,8.2872817171
USA300_TCH1516_U01-Set000_R10LB_Control_2,8.9428247882
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_2,8.0643600244
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_2,8.1577438858
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_1,9.3763292818
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_2,9.4044016861
USA300_TCH1516_U01-Set000_CAMHB_Control_2,7.656656251
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_2,7.7267049413
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_2,7.8619292121
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_1,8.3884766204
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_2,8.1551639718
USA300_LAC_U01-Set004_CAMHB_Control_1,9.273878111
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_1,9.2350274874
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_1,9.3534061195
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_1,9.2487701068
USA300_LAC_U01-Set004_CAMHB_Control_2,9.3773575358
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_2,9.3500981954
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_2,9.3883356721
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_2,9.3348997228
USA300_LAC_U01-Set004_R10LB_Control_1,9.2559975697
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_1,8.9780350678
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_1,9.2580681223
USA300_LAC_U01-Set004_R10LB_Control_2,9.3462171113
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_2,9.042801808
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_2,9.2406811448
USA300_TCH1516_U01-Set003_CAMHB_Control_2,8.2094189024
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_2,8.5281134637
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_2,7.6533769022
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_2,7.7874823397
USA300_TCH1516_U01-Set003_CAMHB_Control_3,8.3655158813
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_3,8.4990850643
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_3,7.6011571504
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_3,7.9750881976
USA300_LAC_ICA-Set001_R10LB_Control_1,7.7888834278
USA300_LAC_ICA-Set001_R10LB_Control_2,7.7669947609
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_1,7.7217199398
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_2,7.6371030551
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_1,8.6287646863
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_2,8.5495039072
USA300_LAC_ICA-Set001_R10LB_5.5pH_1,8.3452155449
USA300_LAC_ICA-Set001_R10LB_5.5pH_2,8.5938733035
USA300_TCH1516_BK-Set001_THB_Control_1,8.0974699436
USA300_TCH1516_BK-Set001_THB_Control_2,8.8688275594
USA300_TCH1516_BK-Set001_THB_0.25ug/mLLinezolid_1,9.7000637671
USA300_TCH1516_BK-Set001_THB_0.25ug/mLLinezolid_2,9.4995161495
USA300_TCH1516_BK-Set001_THB_2.5ug/mLNafcillin_1,8.9645483924
USA300_TCH1516_BK-Set001_THB_2.5ug/mLNafcillin_2,8.6831352852
USA300_TCH1516_BK-Set001_THB_0.5ug/mLVancomycin_1,8.499493664
USA300_TCH1516_BK-Set001_THB_0.5ug/mLVancomycin_2,8.4639222532
USA300_LAC_ICA-Set002_CAMHB_25mMNaCHO3_1,9.1435345384
USA300_LAC_ICA-Set002_CAMHB_25mMNaCHO3_2,9.1989120606
