,A,GadE,GadX,GadW,FliZ,RpoS
ytf__delydcI_ph5__2,-0.9811006984,1.202464264,0.2612386195,0.864305482,0.6827042565,0.21605959200000002
ytf__delydcI_ph8__1,-1.2515402679,-0.49804591000000004,-0.22314194950000002,0.103279828,-0.08064576350000001,0.5150319520000001
ytf__delydcI_ph8__2,-2.2472394793,-1.236279358,-0.4702757265,-0.35893379000000003,-0.28944254750000004,0.075430536
ytf__delyddM__1,-1.5020205125000001,0.5893063580000001,0.46440828850000004,0.604587238,0.7817710325,0.590555552
ytf__delyddM__2,-1.2117548887,0.29246079,0.2945014865,0.37474112600000004,0.25511239550000003,0.554853602
ytf__delyheO__1,-1.0062587138,2.007467044,0.8779873095,0.751779064,0.5790166855000001,0.440513052
ytf__delyheO__2,-1.5455645117999999,1.853988707,0.7393764735,0.5116376530000001,0.5211449105,0.5138055220000001
fps__bw_glc__1,-2.6532631396,-1.603050755,-0.22245717550000002,-0.177066504,-0.0958973545,-0.42322193300000005
fps__bw_glc__2,-2.076295869,0.045894797,-0.0353967495,-0.187221572,-0.1903235925,-0.397225969
fps__fps_thrA_ale1__1,-2.5845849921,0.326365832,0.7113875855,1.017766354,2.2640574355,0.39264833200000004
fps__fps_thrA_ale1__2,-2.6407502368999998,0.321891927,0.5942760135,0.9564244510000001,2.3120933845,0.40612146200000004
fps__fps_thrA_ale2__1,-3.3628725709,-0.177577111,0.5811847715,1.010275802,2.2611567085,0.563901842
fps__fps_thrA_ale2__2,-3.3323238292,-0.24079397900000002,0.4354840185,0.899799686,1.8655424905,0.45276521200000003
fps__fps_serB_ale1__1,-2.7814849721,0.27168031200000003,0.40046440250000004,0.3717686,3.8519919155,0.19160315700000002
fps__fps_serB_ale1__2,-2.6325778272,-0.921792114,0.2223255705,0.38896291600000005,3.8830305645000003,0.146452999
fps__fps_serB_ale4__1,-2.0731590893,0.9087658810000001,1.1907886685,0.318527329,0.7855278475,0.361100702
fps__fps_serB_ale4__2,-1.8019734162,1.8781585930000002,1.3902241915,0.463919371,0.7598067245,0.14233325400000002
fps__fps_ptsI_ale1__1,-4.0677852354,-1.907698622,-0.6984725725,-1.205415976,0.5763950335,1.047253142
fps__fps_ptsI_ale1__2,-3.7693310194,-1.918050421,-0.6216534885,-1.073430045,0.6848065915,0.915891192
fps__fps_ptsI_ale3__1,-3.8325408731,-1.93801837,-0.7241060875,-1.4345625910000002,1.3938343935,0.5594406820000001
fps__fps_ptsI_ale3__2,-3.8080848409,-2.205582253,-0.7588548975,-1.318135827,1.0886149975,0.625345122
pal__lyx_ale2_f6__1,-1.208121904,-0.930115342,-0.7624092985,-1.119150655,1.6855815875,1.221120712
pal__lyx_ale2__1,-3.2510016142,-6.07626181,-2.5247343665,-2.375425877,2.1058150695,0.9668986020000001
pal__lyx_ale2__2,-3.6147018766,-5.038893706,-2.6254183175,-2.250966847,2.2599248285,1.011708712
pal__lyx_ale4__1,-4.6954968701,-6.353278126,-3.2007966515,-3.483788867,2.4294127195,-0.31484015
pal__lyx_ale4__2,-4.0645629686,-6.01590514,-3.6088553385,-3.129693314,2.2573404335,-0.48601730600000004
pal__5drib_ale10_f18__1,-3.960710508,-4.446450017,-2.1381204855,-2.810975764,1.0812759225,0.652653732
pal__5drib_ale10_f18__2,-4.306048029,-4.014916979,-2.1636230915,-2.998482937,0.5012196925,0.6990012320000001
pal__5drib_ale10__1,-6.7343355919,-4.813027105,-2.9189051295,-2.640588831,1.7409516535,0.720726312
pal__arab_ale14_f9__1,-2.2435745329,-0.398059912,-0.6759124855,-1.325801725,0.6156035355,0.672899162
pal__arab_ale14_f9__2,-1.8252922361000001,-1.770351877,-1.2943004905,-1.404641653,0.6611020605,0.514171322
pal__arab_ale14__1,-4.0256462369,-1.270042454,-1.1333685825,-1.346458884,0.6534282695,-0.065868839
pal__arab_ale14__2,-4.5267879258,-1.926978051,-1.4114338925,-1.612339761,0.8501143885,-0.171776657
pal__arab_ale16__1,-4.6860602466,-2.86699472,-1.7964047075,-1.477559819,-0.11077237350000001,-0.002671377
pal__arab_ale16__2,-3.6254005866,-2.852463859,-1.3343431365,-1.448755021,0.0186982105,0.191384187
pal__tartr_ale26_f10__1,-2.0547591906,-3.207297789,-2.0021755575,-2.505852778,0.2596342695,1.052987252
pal__tartr_ale26_f10__2,-1.8219754496,-2.918637045,-1.8295724945,-2.061661943,0.1052120765,1.117358552
pal__tartr_ale26__1,-3.3262918238,-4.8969176270000006,-2.4582644025000002,-2.737978688,-0.1787837645,0.389226942
pal__tartr_ale26__2,-3.4102768726,-5.193740836,-2.7993066385,-2.67214088,0.3887927275,0.314109252
pal__tartr_ale28_f10__1,6.5139129488,3.280612898,1.3234171565000001,0.37868495500000005,1.2474067245,1.265058722
pal__tartr_ale28_f10__2,5.1224410619,2.853630458,0.9217125205000001,-0.39925135100000003,1.1124499045,0.9722561120000001
pal__tartr_ale28__1,-1.9556726205000001,-0.7390497020000001,-0.5743875255,-1.580691029,1.2805806125,0.063914889
pal__tartr_ale28__2,-3.8591969194,-0.7614478370000001,-0.3904157375,-1.39812504,1.5867704665,0.36638761200000003
efeU__delmenFentC_citr__1,-0.3213332969,1.199288909,0.7976262955000001,0.757619059,-0.1030315455,0.43246427200000004
efeU__delmenFentC_citr__2,-0.18934484740000002,1.300260974,0.6350549485,0.374658592,-0.1084960385,0.389756152
efeU__delmenFentC__1,2.0421789888,2.8166762480000003,0.9462921125,1.523000587,0.8222710335000001,1.177584972
efeU__delmenFentC__2,1.5802419668,2.60993695,0.8296804475,1.476074463,1.0797173555,1.115352902
efeU__menFentC_ale39__1,-4.4119829922000005,-2.8923047740000003,-1.6532818525000001,-1.794530617,-1.0798524585,-0.068474823
efeU__menFentC_ale39__2,-4.5679978656,-3.06895523,-1.5549126755,-1.584389341,-0.9257474685,-0.114093364
efeU__menFentC_ale29__1,-2.8286260899,-3.574668152,-0.9148278185000001,-1.160226395,-1.6650749815,0.653364402
efeU__menFentC_ale29__2,-2.8423160616,-4.247926919,-1.0554260145,-1.154397208,-1.2324915165,0.730860912
efeU__menFentC_ale30__1,-4.9614245308000005,-4.555108483,-1.8311730245,-1.382123146,-0.1571433805,-0.6166222720000001
efeU__menFentC_ale30__2,-5.014469811,-4.630131511,-2.0313747315,-1.153985685,-0.8643585145,-0.36928399700000003
efeU__menFentCubiC_ale36__1,-2.6967655307,-1.119049755,-0.2365744365,0.32164033200000003,-0.2532979065,0.204656004
efeU__menFentCubiC_ale36__2,-2.8012885139,-1.183402706,-0.2080952475,0.159182274,-0.1707348445,0.245879587
efeU__menFentCubiC_ale37__1,-1.7605264536,0.45895641600000003,0.6232716375,1.156631598,0.0183436885,0.5874251220000001
efeU__menFentCubiC_ale37__2,-1.7316175218,0.527414921,0.6814589805,1.241283481,0.2127772695,0.40229103200000005
efeU__menFentCubiC_ale38__1,-5.0397286423,-1.40199199,-1.3383443145,0.11312646200000001,0.1232133225,0.33760438200000004
efeU__menFentCubiC_ale38__2,-5.1570295827,-1.74610098,-1.7073409394999999,-0.157946899,-0.6002400345000001,0.321729782
misc2__salc_glc__1,0.6636800746,2.140601641,0.8239774805000001,-0.17743699100000002,0.1597609095,0.8863017320000001
misc2__salc_glc__2,0.8980236652,0.38944566900000005,0.3530768395,-0.720482056,-1.1666232135,1.151312292
misc2__dbcn_glc__1,-2.6164700284,-5.717684026,-3.4045219585,-2.406799069,4.0670201895,-0.870570438
misc2__dbcn_glc__2,-2.1667834579,-5.521591707,-2.5408321125,-1.760840277,3.5944672015,-0.053842641000000004
misc2__tyr_glc__1,-2.9008104351,-2.436942348,-2.4634371655000002,-1.2189375820000001,5.9305867175,0.030154189
misc2__tyr_glc__2,-3.3211332003000003,-2.090315367,-2.3430090945,-1.207368087,5.8534148245,0.189315261
misc2__arg_cytd__1,-5.1336918416,-4.684264912,-2.5977299685,-1.520620696,4.9802919745,-0.9715555750000001
misc2__arg_cytd__2,-5.4115144845,-4.54760434,-2.4144484425,-1.59674242,4.8174383925,-0.9203768010000001
misc2__delyheO_pyr__1,-3.2573400679,-0.8865848110000001,-0.3398890935,-0.45720907400000005,0.8853773765,0.746716032
misc2__delyheO_pyr__2,-3.6356702043,-1.055203849,-0.5550009745,-0.501213503,0.9107658145,0.640421412
nquinone__delubiC__1,-4.0498859563,-3.270409608,-1.6773367614999999,-0.937614802,5.3733907815,-0.18854235400000002
nquinone__delubiC__2,-3.5856949079,-3.000283702,-1.5457851535,-0.6374130520000001,5.2681515545,0.030013313000000003
nquinone__ubiC_ale1__1,-1.935444895,-0.634234686,-0.030569382500000002,0.90668247,3.7068586535,0.41317053200000003
nquinone__ubiC_ale1__2,-1.7667466905,0.08388345800000001,0.2102494235,1.164278318,3.9684186735,0.44372140200000004
nquinone__ubiC_ale2__1,-0.067695867,1.487948666,1.0049575165,1.477420323,2.4915319645,0.9644070320000001
nquinone__ubiC_ale2__2,0.0689726636,1.053781892,0.7656772155,1.233037806,2.3297723825,0.825257302
nquinone__ubiC_ale3__1,-3.2608969779,-4.841918846,-3.1584375015,-2.128911433,5.6864006545,-0.490303827
nquinone__ubiC_ale3__2,-3.8251452879,-5.137987584,-3.0311061725,-2.076136975,5.6596834175,-0.46322188700000005
nquinone__ubiC_ale4__1,-0.043470477300000004,1.210190211,0.8257871095,1.401237628,2.4304437795,0.630730562
nquinone__ubiC_ale4__2,0.0158217532,1.337413417,0.8404219115,1.5001658450000002,2.6035764765,0.697185532
nquinone__delpdhR__1,-5.2300436845,-3.762067366,-2.6943264825,-1.880523555,6.0094581295,-0.7608141740000001
nquinone__delpdhR__2,-5.0160312077,-3.527458672,-2.5546141815,-1.75344626,6.0213124045,-0.7927318760000001
quinone__glu_ale4__1,-4.8108854316,-4.735159279,-3.3907812855,-2.634200214,4.9776101125,-0.37281189800000003
quinone__glu_ale4__2,-5.9044735158,-3.734057357,-2.5651576625,-2.944175411,5.1303451875,-0.370992619
quinone__delmenF__1,-0.3551648743,1.051479189,0.5069120205000001,0.95207929,0.7981503315,0.04685425
quinone__delmenF__2,-0.2960518971,0.8915771560000001,0.3972339755,0.43500693900000004,0.6525886435,0.363218242
quinone__menF_ale5__1,-2.2826550643,-0.468788527,-0.3103754655,-0.42275708900000003,0.0024772015000000002,0.414445702
quinone__menF_ale5__2,-2.2229370506,-0.818202489,-0.5030668555,-0.5864222760000001,-0.1374151255,0.635844992
quinone__menF_ale6__1,-2.3875228565,-0.152446867,-0.0625268975,-0.14662601,0.1657836405,0.416631322
quinone__menF_ale6__2,-2.3877592476,-0.016105276,-0.21366946050000002,-0.08268077500000001,-0.5085911295000001,0.349855482
quinone__menF_ale7__1,-2.0576443216,0.536768784,0.1083524595,0.272280792,-9.69935e-05,0.27863103300000003
quinone__menF_ale7__2,-1.9517960888,0.46301385500000003,0.0130464585,0.269462902,-0.2042854385,0.352076192
quinone__menF_ale8__1,-4.8550306495,-1.8036386160000002,-0.9155298515,-0.605294862,0.0157380515,0.081373631
quinone__menF_ale8__2,-4.7138937576,-1.802285528,-0.1402682435,0.112190223,0.0737369925,0.289872226
quinone__delmenFubiC__1,0.0471442672,0.56736796,0.2173478715,0.540640593,-0.21155914950000002,0.434302342
quinone__delmenFubiC__2,0.0096200849,0.611233726,0.3712992335,0.5673190850000001,-0.2706060605,0.44545774200000005
quinone__menFubiC_ale1__1,-2.669631872,-0.875137954,-0.4354938605,-0.035395909,-0.2849497875,-0.592986713
quinone__menFubiC_ale1__2,-3.2125346532,-0.99413839,-0.3101468505,-0.053538131,-0.7200971695,-0.6825730510000001
quinone__menFubiC_ale2__1,-1.14038853,0.7931285260000001,0.25793786550000003,0.551929914,-0.2949784385,-0.48291984600000004
quinone__menFubiC_ale2__2,-0.6854959347,0.73898841,0.1243607585,0.5160121470000001,-0.36267348850000003,-0.666881703
quinone__menFubiC_ale3__1,-4.8368274513,-4.5340457270000005,-2.0091461145,-1.647449492,0.0520914525,0.230084175
quinone__menFubiC_ale3__2,-5.0605123939,-4.423879352,-2.1378836415,-1.509699405,0.2332895265,0.23440550300000002
quinone__menFubiC_ale4__1,-3.9593116047,-2.540259558,-0.5243469175000001,-0.609960335,-0.4898175905,1.010209612
quinone__menFubiC_ale4__2,-3.9722424215,-2.326809356,-0.4873598785,-0.6618542470000001,-0.5071995155,0.9647885620000001
oxyR__wt_glc__1,-3.4330181136,-2.338032672,-2.2019184855,-1.132876532,5.8051035815,0.378515502
oxyR__wt_glc__2,-3.3355551715000002,-2.31158873,-1.9782261825,-1.144646305,5.8930156015,0.446818512
oxyR__wt_h2o2__1,-1.8946709766,-0.48676648800000005,-1.2630418005,-0.7886300700000001,5.6023589685,0.523289032
oxyR__wt_h2o2__2,-0.9737290037,0.053145435000000005,-0.5647255485,-0.128084642,5.8376507845,1.140273702
oxyR__glu_ale4__1,-4.5129355422,-3.148134721,-1.5674874755000001,-1.484630841,2.8654247605,1.471336792
oxyR__glu_ale4__2,-4.520101932,-3.13063182,-1.6419698805,-1.7239335,2.9555479245000003,0.989478182
oxyR__glu_ale4_h2o2__1,-3.9206781082,-1.9596086590000001,-0.9542591845,-0.932372147,3.7120464285,1.105704232
oxyR__glu_ale4_h2o2__2,-3.6677525603000003,-1.810165976,-1.0239043545,-1.060544392,2.4316276545,1.308540662
oxyR__oxyR_ale17__1,-4.2571362408,-1.886799504,-0.2087909385,-0.0034096390000000003,1.2398735845,0.864667662
oxyR__oxyR_ale17__2,-4.7030156977,-1.9081275510000002,-0.4666404985,-0.167777995,0.5693558245,1.044993532
oxyR__oxyR_ale17_h2o2__1,-4.5966925666,-2.731523456,-0.4040261395,-0.40036409500000003,2.5864111605,0.8066634020000001
oxyR__oxyR_ale17_h2o2__2,-5.6191124686,-3.075587645,-1.4946212085,-0.7903472370000001,2.8782200625,0.7939193720000001
oxyR__oxyR_ale18__1,-5.1866372675,-4.404718717,-2.4047770435,-1.9014666290000002,5.2596216705,-0.18988374400000002
oxyR__oxyR_ale18__2,-5.5961826603,-3.743639175,-2.1639725495,-1.488398967,5.3451758525,-0.012120128
oxyR__oxyR_ale18_h2o2__1,-3.6233838754,-0.19461825500000002,-0.6526674225,-0.148464697,4.6763854025,0.380774492
oxyR__oxyR_ale18_h2o2__2,-3.564526494,-0.47445086700000005,-0.6526529945,-0.21537019000000002,5.0541770725,0.425706862
oxyR__oxyR_ale19__1,-5.7171324682,-3.566591813,-1.6291993305,-1.786964023,4.0332640825,-0.28424791600000004
oxyR__oxyR_ale19__2,-5.0770603327,-2.786071194,-0.7954169875,-0.7879267750000001,4.3023297965000005,-0.020286427000000003
oxyR__oxyR_ale19_h2o2__1,-5.7903592139,-4.072281147,-1.9723728605000002,-1.723423801,4.4130149835,-0.353377109
oxyR__oxyR_ale19_h2o2__2,-5.8169542146,-3.9952623220000003,-2.1519356455,-1.78845851,4.5354116015,-0.353964906
oxyR__oxyR_ale20__1,-4.7813657323,-1.077194658,-0.3012293775,-0.10791590300000001,-1.2540702934999999,0.292686165
oxyR__oxyR_ale20__2,-4.4738134783,-1.078098769,-0.26157538550000003,0.044917878,-0.7454482845,0.284491559
oxyR__oxyR_ale20_h2o2__1,-5.0365049263,-1.745273578,-0.5587236515,-0.37937634200000003,0.1829346795,0.461398122
oxyR__oxyR_ale20_h2o2__2,-4.5697935307,-1.638854462,-0.6518127225,-0.32626138800000004,0.2329690005,0.5234612820000001
svns_pgi__BmePgi24_15__1,-1.9191723391000002,-0.18850717800000003,-0.1543816975,-0.09487389,-0.5871232415000001,1.136906472
svns_pgi__BmePgi24_15__2,-1.3685586915,0.022539356,-0.1050935425,0.079199251,-0.0653631805,1.106938532
svns_pgi__BmePgi24_26__1,-4.6104820543,-2.771806877,-0.7090673635,-0.3823489,-0.6624823975,0.8895994620000001
svns_pgi__BmePgi24_26__2,-4.7557476006,-3.29986021,-0.7048534715,-0.453423248,-0.7667975075,1.002864882
svns_pgi__BmePgi24_41__1,-3.0733923486,-3.731281105,-0.39289340850000004,-0.193987858,-0.3332094235,1.666172602
svns_pgi__BmePgi24_41__2,-5.006793515,-4.739052074,-1.4875947045,-0.781859077,-0.6209623565,0.761387542
svns_pgi__BmePgi24_52__1,-4.3178356931,-2.775993806,-0.6791849755,-0.259728556,-0.4386386775,1.073754122
svns_pgi__BmePgi24_52__2,-4.1947648348,-3.315645069,-1.0084784055,-0.5221780340000001,-0.6530033135000001,0.9053895820000001
svns_pgi__PaePgi2_34__1,-4.0053105098,-2.429100959,-1.0348139375,-1.495300296,0.0703095155,1.278137802
svns_pgi__PaePgi2_34__2,-3.7852833383,-2.390326571,-0.9523703495,-1.546696987,0.3146083525,1.205160902
svns_pgi__PaePgi2_63__1,-3.9731038733,-4.033027577,-1.2434492685,-1.801357926,-0.038765429500000004,1.469231752
svns_pgi__PaePgi2_63__2,-4.0989972811,-3.7183265050000003,-1.0285970265,-1.8129860080000002,-0.2813720575,1.445767052
svns_pgi__PaePgi24_54__1,-5.6604013775,-3.06738841,-1.6844179355,-1.523332188,-0.8383349115000001,0.914250742
svns_pgi__PaePgi24_54__2,-5.9708331273,-2.789971452,-1.6786213785,-1.710951174,-0.7806028635000001,0.839892022
svns_pgi__PaePgi24_90__1,-6.5945146751,-4.186747224,-2.3910121185,-1.8730224930000001,-0.7693220475,0.6100121420000001
svns_pgi__PaePgi24_90__2,-6.9255135051,-3.868468695,-2.0417512255,-1.9607078590000002,-0.9444544535,0.7799764520000001
abx_media__m9_ctrl__1,1.7979050316,1.773331184,1.7543605494999999,1.470252623,1.6730019895,0.780609612
abx_media__m9_ctrl__2,0.6522025156,0.26198276,1.2785649095,1.096747601,1.9789611125,0.949769912
abx_media__rpmi_ctrl__1,-7.5117435063,-2.69923772,-2.5542012015,-3.267590235,3.5909987465,-2.40001744
abx_media__rpmi_ctrl__2,-7.1100133024,-4.12486454,-3.0858233295,-3.5460337710000003,3.9555804135,-1.6442175950000002
abx_media__camhb_ctrl__1,-3.8693845781,-3.349852946,-2.8222592505,-3.689769792,0.8662427815,-2.412374072
abx_media__camhb_ctrl__2,-4.084549832,-3.841590315,-3.5607856985,-4.512560851,0.5823234405000001,-2.437496206
abx_media__m9_mero__1,-2.3607012936,0.22906809800000003,1.1793834155,0.6905471350000001,0.49559358350000005,0.113079119
abx_media__m9_mero__2,-0.2261210719,0.653092204,1.2867231865,0.9401046980000001,1.6176026265,0.5862508120000001
abx_media__rpmi_mero__1,-6.2268609197,-4.234787772,-3.1512241415,-3.576828542,2.5668858625,-2.431478613
abx_media__rpmi_mero__2,-6.9351659986000005,-4.275124243,-3.2363759945,-3.6173238750000003,3.0254435115,-2.200063945
abx_media__camhb_mero__1,-4.5425385432,-4.361151157,-3.8070951395,-4.254496702,0.40664802250000004,-2.479313904
abx_media__camhb_mero__2,-4.1309253161,-4.503306587,-3.9466018225,-4.573696401,0.4778859365,-2.4048321599999998
abx_media__m9_trisulf__1,0.8553331596,0.328452438,0.2829123965,0.42059036200000005,3.7247260155,0.9038694920000001
abx_media__m9_trisulf__2,0.6710440776000001,-0.45139383800000005,-0.10773344850000001,0.296002936,3.6273147725,1.065425372
abx_media__rpmi_trisulf__1,-5.1944276193,-2.559966845,-3.3159992445,-3.614357594,0.3629194045,-0.970301579
abx_media__rpmi_trisulf__2,-5.1156249211,-2.518771373,-3.3844024245,-3.360360812,0.2181000925,-0.922598691
abx_media__camhb_trisulf__1,-5.7460621032,-3.785578814,-3.8432497475,-3.839473969,0.3716502165,-1.479011908
abx_media__camhb_trisulf__2,-5.2149279936,-4.003228359,-3.6479587465,-4.260295307,0.5761301355,-1.453408986
abx_media__m9_cef__1,1.6409274544999999,-0.59869078,0.8842419225,0.884581947,3.3452555925,0.855176342
abx_media__m9_cef__2,1.0545254491,-0.23929002700000002,0.6343994645000001,0.950516836,3.3119404005,0.6537064220000001
abx_media__rpmi_cef__1,-3.5769361549000003,-3.483551704,-3.3793965905,-3.326692312,1.7594230925,-1.312759304
abx_media__rpmi_cef__2,-3.4999707253,-2.7109426819999998,-3.4699665395,-2.809830398,1.5363968845,-1.226735445
abx_media__camhb_cef__1,-3.8654408475,-5.221432608,-4.5628209695,-4.182248851,1.7202100015,-1.396097704
abx_media__camhb_cef__2,-3.9277524585,-5.014568989,-4.1191546185,-4.358526646,1.5825741345000002,-1.393840567
abx_media__m9_cipro__1,1.5588228944,-1.639491792,-0.34966792550000003,0.16776211200000002,3.5821966685,0.6878804820000001
abx_media__m9_cipro__2,1.7979331802,0.125443788,-0.0607847225,0.369946914,3.6548868425,0.7698332320000001
abx_media__rpmi_cipro__1,-2.5716688617,-5.336435902,-2.9914089544999998,-2.8010360800000003,2.1363368005,-1.842582587
abx_media__rpmi_cipro__2,-3.1438260982,-5.568921667,-2.5756930475,-2.822133697,2.1876227605,-1.756150681
abx_media__camhb_cipro__1,-3.7073768927,-4.920526294,-5.0575483215,-4.893868697,0.9561823755000001,-1.8498726840000002
abx_media__camhb_cipro__2,-3.2697301937,-4.848398743,-4.7357063595,-4.917834806,0.5765178465,-1.789965745
hot_tale__42c_ale3_30c__1,-5.064572045,-3.342565922,-3.1895458985,0.38415950400000004,5.9652552195,-1.907963797
hot_tale__42c_ale3_30c__2,-4.6912049436,-3.12019396,-3.3054740445,0.304439081,5.8381375825,-1.944972908
hot_tale__42c_ale3_37c__1,-6.4256512728,-4.933009963,-3.4337416445,-1.844297659,5.9437446015,-1.438491919
hot_tale__42c_ale3_37c__2,-6.1095166185,-5.770378972,-3.2745179155,-1.890106807,6.0022488755,-1.5778546850000001
hot_tale__42c_ale3_44c__1,-4.7630778015,-1.037886058,-0.5305872175,-1.402028499,1.0377491425,-0.44932950800000004
hot_tale__42c_ale3_44c__2,-4.5446290176,-1.476959825,-0.4867010205,-1.6839079,0.8742861125,-0.22272809400000002
hot_tale__hot_ale3_mid_30c__1,-4.4172256129,-2.631806647,-3.7457702775,0.824206933,4.6151449825,-1.351382508
hot_tale__hot_ale3_mid_30c__2,-4.0024269658,-2.624836085,-4.0328969245,0.848559025,6.3270423195,-1.53105376
hot_tale__hot_ale3_mid_37c__1,-5.4282581378,-6.5876320150000005,-4.3788427895,-1.340513485,6.1762713565,-2.061404382
hot_tale__hot_ale3_mid_37c__2,-5.1591437582,-5.525832358,-3.5039167985,-1.119476568,6.1497280715,-1.997902988
hot_tale__hot_ale3_mid_44c__1,-6.2693548323,-0.388931305,-0.8758368695000001,-0.8080799780000001,4.9660656925,-0.378401614
hot_tale__hot_ale3_mid_44c__2,-5.955572322,-1.5175542929999999,-0.9826416715,-2.067601137,4.6513456215,-1.5208829650000002
hot_tale__hot_ale3_30c__1,-4.0437841359,-1.690021239,-3.8160395215,0.9331973450000001,5.8920684145,-0.88529355
hot_tale__hot_ale3_30c__2,-4.4725645499,-1.815499951,-3.9454299775,0.7461494590000001,5.8043861395,-0.702621626
hot_tale__hot_ale3_37c__1,-5.2350048358,-5.416696486,-2.8256511295,-0.820476367,5.4195533385,-1.400893626
hot_tale__hot_ale3_37c__2,-5.558242036,-5.246509004,-3.2561358645,-0.9097587410000001,5.3814243095,-1.261976733
hot_tale__hot_ale3_44c__1,-5.7081542548,-0.550591448,-0.5712976345,-1.484896529,3.1107724555,-1.372628723
hot_tale__hot_ale3_44c__2,-5.3990974912,-0.952093948,-1.0045334675,-1.521393625,2.7740396895,-1.5608087030000002
hot_tale__hot_ale4_30c__1,-5.4561932914,-3.95649414,-3.3093762655,0.24054466300000002,5.3019990235,-1.931304048
hot_tale__hot_ale4_30c__2,-5.5242284666,-3.90633283,-3.4860268235,0.39173577200000004,5.1959628735,-1.859626883
hot_tale__hot_ale4_37c__1,-5.4491502241,-4.908049709,-3.1051855765,-1.304775523,5.9219945345,-1.888368872
hot_tale__hot_ale4_37c__2,-5.092225931,-4.882116456,-3.4675098265,-1.217344158,5.8513224755,-1.830199923
hot_tale__hot_ale4_44c__1,-5.2541321579,-2.100057468,-1.1078724515,-1.9932477690000001,2.9112701885,-1.3972837359999999
hot_tale__hot_ale4_44c__2,-5.5928331241,-2.568644032,-1.0550464685,-1.930761627,4.0816889295,-1.338729662
hot_tale__hot_ale8_30c__1,-2.9614635831,-5.083421184,-4.1969542575,0.171966943,6.0890877895,-1.9839582040000001
hot_tale__hot_ale8_30c__2,-3.6233142244,-4.809653257,-4.3973154865,0.20834207700000001,5.9660606455,-1.9168988690000002
hot_tale__hot_ale8_37c__1,-3.4654358651,-5.756804122,-3.3716601805,-1.459694966,6.1222215215,-1.9041362620000002
hot_tale__hot_ale8_37c__2,-3.4798591381,-6.085160426,-3.4195799005,-1.394790559,6.0042741455,-1.896623705
hot_tale__hot_ale8_44c__1,-3.3018154564,-4.12884677,-1.2553401045,-1.793956023,3.5334206275,-1.426807011
hot_tale__hot_ale8_44c__2,-3.5122680860999997,-4.107387872,-1.3719617085,-1.774621323,4.3903497015,-1.401286403
hot_tale__hot_ale9_mid_30c__1,-4.5422225807,-2.2469499490000002,-3.2431795115,1.245757398,5.2260664815,-1.486259717
hot_tale__hot_ale9_mid_30c__2,-4.2677604873,-2.560603722,-3.5326167705,1.030036352,5.1028895855,-1.602807011
hot_tale__hot_ale9_30c__1,-5.7709008798,-3.779473083,-4.5219660274999995,0.29416849100000003,5.6305496975,-1.7950013550000001
hot_tale__hot_ale9_30c__2,-5.5286260293,-3.86464081,-4.3923327985,0.489778988,5.7080261635,-1.947474307
hot_tale__hot_ale9_mid_37c__1,-4.9818906731,-5.074873951,-3.0364218265,-0.764373344,5.6164642545,-1.652567464
hot_tale__hot_ale9_mid_37c__2,-5.1944291538,-4.815826972,-2.8494140475,-0.503692257,5.6592278455,-1.6748199380000002
hot_tale__hot_ale9_37c__1,-4.5490670804,-6.449061725,-4.0004709705,-1.405265838,5.5504935735,-1.497790775
hot_tale__hot_ale9_37c__2,-4.5713329446,-6.046631506,-3.6069468645000002,-1.356551388,5.6156940495,-1.530303604
hot_tale__hot_ale9_mid_44c__1,-5.4633209882,-2.866714926,-1.1560178965,-1.331543585,0.08058006150000001,-1.164812891
hot_tale__hot_ale9_mid_44c__2,-4.9201093517,-2.868785621,-1.0773072675,-1.319686575,0.20125396450000002,-0.989517818
hot_tale__hot_ale9_44c__1,-5.0233826352,-4.842666395,-2.1676840635,-2.446828205,0.1768457745,-0.86014164
hot_tale__hot_ale9_44c__2,-4.858283307,-4.346977015,-1.8858286725000002,-2.34245527,0.47467328750000004,-0.837791747
hot_tale__hot_ale10_30c__1,-5.4929950744,-2.541987362,-3.6257398265000003,0.978613378,5.5582104144999995,-1.386495954
hot_tale__hot_ale10_30c__2,-5.1679037863,-2.143159929,-3.5884852235,0.9471326860000001,5.4976350755,-1.402138782
hot_tale__hot_ale10_37c__1,-5.3887164392999995,-5.5954091770000005,-3.5244829175,-1.061296514,5.8133705885,-1.471664917
hot_tale__hot_ale10_37c__2,-5.3231529378,-5.069752441,-3.4908774675,-1.206037966,5.8665418925,-1.549020217
hot_tale__hot_ale10_44c__1,-5.8718978777,-1.669919783,-0.6056026815000001,-1.270562554,3.0911386105,-0.9616132070000001
hot_tale__hot_ale10_44c__2,-6.0679788977,-1.943142299,-0.5445547695,-1.063959266,2.5035359165,-0.951745735
hot_tale__hot_ale16_30c__1,-4.2320339847,-2.770999842,-3.2420302425,1.029707535,5.4220262045,-1.531300938
hot_tale__hot_ale16_30c__2,-4.44635103,-2.922287222,-3.2604507415,1.125066344,5.5458400445,-1.634359187
hot_tale__hot_ale16_37c__1,-4.4686845415,-5.093242505,-2.6962256495,-0.862974109,5.6205115225,-1.565068318
hot_tale__hot_ale16_37c__2,-4.656984641,-5.762196497,-2.8921934445,-0.824352068,5.6263790625,-1.614135088
hot_tale__hot_ale16_44c__1,-5.2591293521,-2.443630807,-0.9720535895,-1.514269316,1.7481114325,-1.248922181
