,A,Fnr,ihfB
abx_media__rpmi_cef__1,-10.682934064,-0.830792595,-2.385835026
abx_media__rpmi_cef__2,-10.3259447526,-0.741680714,-2.377511802
abx_media__camhb_cef__1,-10.3454897745,-1.081759613,-1.499025855
abx_media__camhb_cef__2,-10.9539384169,-1.061934583,-1.429627373
abx_media__m9_cipro__1,0.9577117971,-0.775849203,-0.797538743
abx_media__m9_cipro__2,1.0766626886,-0.853964598,-0.715373115
abx_media__rpmi_cipro__1,-9.0965064729,-1.010053522,-1.969755932
abx_media__rpmi_cipro__2,-8.4454963618,-0.9865308030000001,-1.89297845
abx_media__camhb_cipro__1,-11.069375737,-0.659868235,-1.285918855
abx_media__camhb_cipro__2,-11.0458488375,-0.729364565,-1.320916752
hot_tale__42c_ale3_30c__1,-1.951418983,-0.31695025400000004,-0.311726125
hot_tale__42c_ale3_30c__2,-2.3350162959,-0.340003802,-0.313698215
hot_tale__42c_ale3_37c__1,-1.7594472762,-0.375398277,-0.356550505
hot_tale__42c_ale3_37c__2,-1.3138219034,-0.34373242200000004,-0.286844505
hot_tale__42c_ale3_44c__1,2.5421982724000003,-0.629555328,0.8838351350000001
hot_tale__42c_ale3_44c__2,2.3676174783,-0.7233255390000001,0.915693485
hot_tale__hot_ale3_mid_30c__1,3.8509411663,-0.41708877800000005,0.005993265
hot_tale__hot_ale3_mid_30c__2,0.7535233884,-0.416571966,-0.007385775000000001
hot_tale__hot_ale3_mid_37c__1,1.4746859975,-0.35677252800000003,-0.501685806
hot_tale__hot_ale3_mid_37c__2,1.3024605875,-0.5292693580000001,-0.528992617
hot_tale__hot_ale3_mid_44c__1,2.7985290147,-1.1714352350000001,0.11469567500000001
hot_tale__hot_ale3_mid_44c__2,2.5979769303999998,-1.201384863,0.23116971500000003
hot_tale__hot_ale3_30c__1,2.0076256657,-0.6191741980000001,-0.45345180900000004
hot_tale__hot_ale3_30c__2,2.4174902866,-0.571577828,-0.329073775
hot_tale__hot_ale3_37c__1,2.0647055861,-0.722721968,-0.40363830500000003
hot_tale__hot_ale3_37c__2,2.0417127048,-0.68571509,-0.277036345
hot_tale__hot_ale3_44c__1,2.6154057892,-1.597203914,0.227503365
hot_tale__hot_ale3_44c__2,3.9537630778,-1.099440647,0.238396985
hot_tale__hot_ale4_30c__1,-1.2843011666,-0.510796904,-0.546493917
hot_tale__hot_ale4_30c__2,-1.2475587309,-0.444346291,-0.407269425
hot_tale__hot_ale4_37c__1,-1.0013122505,-0.445443578,-0.459973854
hot_tale__hot_ale4_37c__2,-0.22031400880000002,-0.33888177,-0.44517688800000005
hot_tale__hot_ale4_44c__1,3.321690884,-0.36460928,0.082785365
hot_tale__hot_ale4_44c__2,2.3718622647,-0.5246024060000001,0.259213805
hot_tale__hot_ale8_30c__1,0.8263937689,-0.6861498490000001,-0.9095089900000001
hot_tale__hot_ale8_30c__2,0.2613400929,-0.6402435630000001,-0.7777570690000001
hot_tale__hot_ale8_37c__1,0.6347516443,-0.5045901850000001,-0.727489724
hot_tale__hot_ale8_37c__2,0.0832730141,-0.512467405,-0.703668932
hot_tale__hot_ale8_44c__1,5.0665830375,-0.325212596,0.012718265000000001
hot_tale__hot_ale8_44c__2,4.4205153587,-0.332838362,-0.09703083500000001
hot_tale__hot_ale9_mid_30c__1,0.317297598,-0.6325393610000001,-0.049583385
hot_tale__hot_ale9_mid_30c__2,0.9122254685000001,-0.553225578,0.135071655
hot_tale__hot_ale9_30c__1,-2.3051178687,-0.497033549,-0.592842238
hot_tale__hot_ale9_30c__2,-2.6609098069,-0.42973484100000003,-0.58999575
hot_tale__hot_ale9_mid_37c__1,0.9362110392,-0.5066094210000001,-0.367639655
hot_tale__hot_ale9_mid_37c__2,0.2377837236,-0.476166085,-0.29849762500000004
hot_tale__hot_ale9_37c__1,0.24555974460000002,-0.54083384,-0.38001561500000003
hot_tale__hot_ale9_37c__2,-0.07918792420000001,-0.542365552,-0.376293755
hot_tale__hot_ale9_mid_44c__1,3.029078377,-0.446139218,0.19238305500000003
hot_tale__hot_ale9_mid_44c__2,3.4129177134,-0.6800252410000001,0.510890925
hot_tale__hot_ale9_44c__1,2.9481084918000002,-0.6060665230000001,0.24630422500000002
hot_tale__hot_ale9_44c__2,3.2185219276,-0.6258130630000001,0.38751159500000004
hot_tale__hot_ale10_30c__1,2.0255004018,-0.5646101130000001,-0.45869837300000005
hot_tale__hot_ale10_30c__2,2.2921276238,-0.5686878670000001,-0.355403095
hot_tale__hot_ale10_37c__1,2.4475416851,-0.651898806,-0.447231433
hot_tale__hot_ale10_37c__2,2.1032222104,-0.6178540090000001,-0.371389305
hot_tale__hot_ale10_44c__1,2.3237239157,-1.029492911,0.178874645
hot_tale__hot_ale10_44c__2,1.9433202767000002,-0.68996751,0.311857795
hot_tale__hot_ale16_30c__1,-0.3106151514,-0.683328931,-0.467012603
hot_tale__hot_ale16_30c__2,-0.2406053542,-0.47066650200000004,-0.372629985
hot_tale__hot_ale16_37c__1,-0.0663520101,-0.720102758,-0.431921053
hot_tale__hot_ale16_37c__2,0.0354814233,-0.757716979,-0.424432715
hot_tale__hot_ale16_44c__1,2.6428730229,-0.613270037,0.140553845
hot_tale__hot_ale16_44c__2,1.7795409512,-0.634533915,0.24958026500000002
pdhr_ale__pdhR-13_51__1,1.8453245997,-1.473940054,0.670059155
pdhr_ale__pdhR-13_51__2,2.7563540521,-1.567203776,0.584683415
pdhr_ale__pdhR-14_46__1,0.38860959300000003,-1.124824807,1.127235165
pdhr_ale__pdhR-14_46__2,0.9382895048000001,-1.181267665,1.086679905
pdhr_ale__pdhR-15_51__1,3.4375702956,-1.3757046910000001,0.419866055
pdhr_ale__pdhR-15_51__2,3.2392083977,-1.376913207,0.633658665
pdhr_ale__pdhR-16_49__1,1.1037613193,-1.441781878,0.992749325
pdhr_ale__pdhR-16_49__2,1.8064835544000002,-1.43565696,0.978565255
tcs__del_atoC_LiAcet__1,1.7750820970999999,-1.529352188,0.07488206500000001
tcs__del_atoC_LiAcet__2,2.2758450882,-1.4608699120000002,0.076697995
tcs__del_atoC_LiCl__1,1.271363777,-1.573940725,0.35601839500000004
tcs__del_atoC_LiCl__2,1.1131753902,-1.587397541,-0.003665175
tcs__del_atoC_m9__1,1.2504129608,-1.610960337,0.390416185
tcs__del_atoC_m9__2,1.402159641,-1.537168137,0.45289707500000004
tcs__del_baeR_etoh__1,-10.4083652573,-0.7947728310000001,-1.004696949
tcs__del_baeR_etoh__2,-10.0716714847,-0.711595816,-1.039493529
tcs__del_baeR_lb__1,-5.6516198826,-1.959879614,0.560565675
tcs__del_baeR_lb__2,-5.5602882463,-1.992148699,0.6126008350000001
tcs__del_btsR_01xlb__1,0.7307546659,-0.9138769640000001,0.9432713450000001
tcs__del_btsR_01xlb__2,0.8862095295,-0.8770422170000001,0.936693195
tcs__del_btsR_lb__1,-6.9939249473,-1.8100021380000002,-0.685354248
tcs__del_btsR_lb__2,-7.0918329474,-1.911786533,-0.7342108110000001
tcs__del_btsR_pyruvate__1,0.09485997930000001,-0.7551962090000001,1.100573585
tcs__del_btsR_pyruvate__2,0.0345341354,-0.8057040050000001,1.042834665
tcs__del_cpxR_etoh__1,-7.456630646,-1.272700713,-1.245766886
tcs__del_cpxR_etoh__2,-7.831679148,-1.285143709,-1.365107315
tcs__del_cpxR_lb__1,-7.9408543368,-1.767592873,0.496570985
tcs__del_cpxR_lb__2,-8.0523839793,-1.663140319,0.521179295
tcs__del_cusR_CuSO4__1,-9.2211314907,-1.092642111,0.18434866500000002
tcs__del_cusR_CuSO4__2,-8.8590347503,-1.03221939,0.172252555
tcs__del_cusR_lb__1,-5.6094971063,-1.824259277,-1.04493152
tcs__del_cusR_lb__2,-5.933425114,-1.824737212,-0.94008373
tcs__del_kdpE_01-kcl__1,-2.9194013342,-0.49775268800000005,1.188748505
tcs__del_kdpE_01-kcl__2,-2.8054273463,-0.48845080900000004,1.132852455
tcs__del_kdpE_115-kcl__1,-2.3493800165,-0.629519641,0.315758295
tcs__del_kdpE_115-kcl__2,-2.3991119253,-0.510347726,0.327461795
tcs__del_phoB_m9__1,-0.5585357253000001,-1.330013863,0.34490785500000004
tcs__del_phoB_m9__2,-0.1400904138,-1.340629176,0.359382225
tcs__del_phoB_m9p__1,-0.8452309019,-2.154292839,0.042946165
tcs__del_phoB_m9p__2,-1.4566785464,-2.186921256,0.148344995
tcs__del_rcsB_etoh__1,-1.6131401711,-0.363607589,-1.113655764
tcs__del_rcsB_etoh__2,-1.5231021815,-0.26936122900000004,-1.286862524
tcs__del_rcsB_lb__1,-10.3117510899,-1.5861596310000001,-0.130483775
tcs__del_rcsB_lb__2,-10.7611358957,-1.554112041,-0.11948199500000001
tcs__del_zraR_lb__1,-0.10291735240000001,-0.982470728,-1.008928745
tcs__del_zraR_lb__2,-0.7327743277000001,-0.9951957260000001,-1.091690486
tcs__del_zraR_zncl2__1,-1.4930715452,-1.358499992,-0.38165406500000004
tcs__del_zraR_zncl2__2,-1.1015311035,-1.388633639,-0.349034975
tcs__wt_01-kcl__1,-6.6618326748,-0.989835321,1.455038345
tcs__wt_01-kcl__2,-6.8958745671,-1.046526627,1.366600795
tcs__wt_01xlb__1,0.4514954136,-0.627626621,1.232707105
tcs__wt_01xlb__2,0.2669342859,-0.594704153,1.196058335
tcs__wt_115-kcl__1,-2.818844101,-0.6038745640000001,0.32144473500000004
tcs__wt_115-kcl__2,-2.8098786857,-0.619591071,0.254998695
tcs__wt_CuSO4__1,-7.3652221287,-0.9148683420000001,-0.34763808500000004
tcs__wt_CuSO4__2,-7.2887116234,-0.9852227830000001,-0.33729100500000003
tcs__wt_etoh__1,-3.3518197921,-0.49219957300000006,-0.748208975
tcs__wt_etoh__2,-3.0805514798,-0.5109897880000001,-0.77338142
tcs__wt_lb__1,-10.8908469642,-1.3424401160000001,0.7751741050000001
tcs__wt_lb__2,-11.1932828351,-1.381257632,0.778722075
tcs__wt_LiAcet__1,0.9635847157,-1.647171522,0.017340905
tcs__wt_LiAcet__2,0.9178111391,-1.672436319,0.268100265
tcs__wt_LiCl__1,0.0509009428,-1.592588379,0.29628289500000005
tcs__wt_LiCl__2,0.042594767900000004,-1.618416323,0.39963469500000004
tcs__wt_m9p__1,1.3926274953,-1.822635071,0.076579375
tcs__wt_m9p__2,1.4958440986000001,-1.744095974,0.131004705
tcs__wt_pyr__1,0.2261518119,-0.5684677490000001,1.210572895
tcs__wt_pyr__2,0.3521099855,-0.546228793,1.222105615
tcs__wt_zncl2__1,-2.6990199217,-1.034137505,-0.7767742820000001
tcs__wt_zncl2__2,-2.8961366195,-1.030251514,-0.85283599
ros_tale__0_0_0pq__1,-0.12341784730000001,-0.654336129,-0.29706712500000004
ros_tale__0_0_0pq__2,0.4923530694,-0.677531934,-0.29380178500000004
ros_tale__0_0_250pq__1,-1.7228211381,-0.275686384,1.463623175
ros_tale__0_0_250pq__2,-1.5219940216999999,-0.23889179400000002,1.494380965
ros_tale__1_mid_250pq__1,5.2956235167,-0.44488061100000004,-0.322763075
ros_tale__1_mid_250pq__2,5.8137595437,-0.566406158,-0.293092475
ros_tale__1_0_0pq__1,2.2520680392,-0.623195319,0.34716982500000004
ros_tale__1_0_0pq__2,2.0289329176,-0.482923786,0.33392048500000004
ros_tale__1_0_0pq__3,1.8357963038,-0.717700459,-0.291864605
ros_tale__1_0_0pq__4,1.2273370317,-0.64186743,-0.29224345500000004
ros_tale__1_0_250pq__1,1.5340229906,-0.679187866,-0.465235485
ros_tale__1_0_250pq__2,1.7927842663,-0.6098498250000001,-0.483834904
ros_tale__1_0_750pq__1,2.5161710099,-0.366249486,-0.230275895
ros_tale__1_0_750pq__2,3.7962223277,-0.163033003,0.08051488500000001
ros_tale__1_1_0pq__1,5.6426434941,-0.029437925,-1.0700173099999999
ros_tale__1_1_0pq__2,5.8976276143,0.023303834000000002,-1.103072573
ros_tale__1_1_250pq__1,5.3579686346,-0.12311351100000001,-1.148855377
ros_tale__1_1_250pq__2,5.9629635473,-0.25887170600000003,-0.9061221570000001
ros_tale__1_1_750pq__1,6.5518647834,-0.12083388,-0.9090295740000001
ros_tale__1_1_750pq__2,5.8253525697,-0.140030082,-0.6581965830000001
ros_tale__1_2_0pq__1,3.6232466136,-0.746910359,-1.130481859
ros_tale__1_2_0pq__2,2.7252407841,-0.46070500500000006,-1.097951499
ros_tale__1_2_250pq__1,2.4533874596,-0.561469801,-0.7678107230000001
ros_tale__1_2_250pq__2,2.6591225676,-0.629128047,-0.501428296
ros_tale__1_2_750pq__1,1.7445697948,-0.506875812,-0.539670415
ros_tale__1_2_750pq__2,1.8482581790000001,-0.46959708200000005,-0.418458545
ros_tale__1_3_0pq__1,0.16748342830000001,-1.778704773,0.414410155
ros_tale__1_3_0pq__2,0.7406603798,-1.87458859,0.420775255
ros_tale__1_3_250pq__1,3.4280333331,-0.870340709,-0.091196495
ros_tale__1_3_250pq__2,2.9608494746,-0.9554763430000001,0.18637689500000001
ros_tale__1_3_250pq__3,2.4082276666,-1.000417803,-0.25625172500000004
ros_tale__1_3_250pq__4,2.808094871,-0.683897696,0.16089092500000002
ros_tale__1_3_750pq__1,1.9065044309,-0.948053416,-0.5423704530000001
ros_tale__1_3_750pq__2,2.2333500297,-0.945781996,-0.41065191500000003
ros_tale__1_4_0pq__1,1.0957705061,-1.900315751,0.732289525
ros_tale__1_4_0pq__2,1.2194046718,-1.906916504,0.43077015500000004
ros_tale__1_4_250pq__1,2.2752439651,-1.496060902,0.394077915
ros_tale__1_4_250pq__2,2.5959453655,-1.77884102,-0.033236975
ros_tale__1_4_750pq__1,4.7131033375,-1.362481013,-0.08328756500000001
ros_tale__1_4_750pq__2,2.4497934147000002,-1.310339443,-0.444519447
ros_tale__1_4_750pq__3,6.0101659528,-0.630128715,0.360943715
ros_tale__1_4_750pq__4,3.6745362567,-0.791538139,-0.0008650550000000001
ros_tale__2_mid_250pq__1,4.7521472455,-0.6740969290000001,0.556681175
ros_tale__2_mid_250pq__2,5.1446899617,-0.770029595,0.044054445000000005
ros_tale__2_0_0pq__1,1.9605480132,-1.033200047,0.150418815
ros_tale__2_0_0pq__2,1.8316063918,-1.203083779,0.296173185
ros_tale__2_0_0pq__3,-0.062297572,-1.047631244,-0.39758026500000004
ros_tale__2_0_0pq__4,1.4358806633,-0.9799620080000001,-0.7291996590000001
ros_tale__2_0_250pq__1,0.4787622576,-0.89488495,-0.535026925
ros_tale__2_0_250pq__2,-0.0696866824,-0.9689770120000001,-0.47481011500000003
ros_tale__2_0_750pq__1,-1.0668802936,-0.641609003,0.676957735
ros_tale__2_0_750pq__2,-1.2990451269,-0.582725383,0.760018115
ros_tale__2_1_0pq__1,0.9382600376,-0.004000038,-0.8659966050000001
ros_tale__2_1_0pq__2,2.0097615917,-0.298286875,-0.9510845130000001
ros_tale__2_1_250pq__1,1.3455801962,-0.390843082,-0.892650067
ros_tale__2_1_250pq__2,0.6652028106,-0.357732802,-0.650211917
ros_tale__2_1_750pq__1,1.2364127338,-0.113309328,-0.449078336
ros_tale__2_1_750pq__2,0.0260503991,-0.344769418,-0.756018851
ros_tale__2_1_750pq__3,1.4639087363,-0.24647739000000002,-0.9738206110000001
ros_tale__2_2_0pq__1,1.8538560092,-0.8299582590000001,-0.8101516240000001
ros_tale__2_2_0pq__2,2.9012809305,-0.8454112730000001,-0.821579228
ros_tale__2_2_250pq__1,4.9716711524,-0.647607354,-0.6815045200000001
ros_tale__2_2_250pq__2,3.5471567792,-0.612683498,-1.030650892
ros_tale__2_2_750pq__1,4.4429092851,-0.618440988,-0.91410638
ros_tale__2_2_750pq__2,3.0021373113,-0.6966102150000001,-0.396619785
ros_tale__2_3_0pq__1,1.9781685172999999,-0.240071578,-1.143270606
ros_tale__2_3_0pq__2,1.2594110943,-0.594975123,-0.5396704520000001
ros_tale__2_3_250pq__1,1.8292351471,-0.596275301,-0.460564228
ros_tale__2_3_250pq__2,2.3076629679,-0.163952428,-1.3851055859999999
ros_tale__2_3_750pq__1,2.1231052975,-0.109945651,-0.664774753
ros_tale__2_3_750pq__2,1.4827111425,-0.35768003600000003,-0.693988244
ros_tale__3_0_0pq__1,4.2773389031,-0.021811511000000002,-0.859777644
ros_tale__3_0_0pq__2,4.9669022234,0.12091694500000001,-0.8969574320000001
ros_tale__3_0_250pq__1,6.0398645222,0.583430698,-0.7157152090000001
ros_tale__3_0_250pq__2,6.1675301334,0.684444928,-0.827818583
ros_tale__3_0_750pq__1,-2.1675179569,2.044364118,1.084884585
ros_tale__3_0_750pq__2,-4.1384390544,2.007240748,1.110534925
ros_tale__3_1_0pq__1,5.4334828925,0.808790208,-1.239469425
ros_tale__3_1_0pq__2,4.7815010972,-0.15626136300000001,-0.906114233
ros_tale__3_1_250pq__1,4.847942066,0.052103735000000005,-0.664380941
ros_tale__3_1_250pq__2,4.8876737652,-0.18145813,-0.751543803
ros_tale__3_1_750pq__1,6.1309148536,0.812325618,-0.582283069
ros_tale__3_1_750pq__2,4.9164589893,0.179824972,-0.6685993090000001
ros_tale__3_2_0pq__1,6.5679896259,0.529609298,0.609933425
ros_tale__3_2_0pq__2,6.6454719074,0.48756842800000005,0.5490627650000001
ros_tale__3_2_0pq__3,6.1669066153,0.392257358,0.20033556500000002
ros_tale__3_2_0pq__4,6.2147351322,0.350241148,0.21333680500000002
ros_tale__3_2_250pq__1,-1.4254290282,0.9029290280000001,-0.101637155
ros_tale__3_2_250pq__2,-3.1492675862,0.609610548,-0.49744366
ros_tale__3_2_750pq__1,3.5611898855,0.641891428,-1.24988038
ros_tale__3_2_750pq__2,-1.6723818145,0.6362542680000001,-1.09819233
ros_tale__3_3_0pq__1,2.4253982536,-0.069928169,-0.10574536500000001
ros_tale__3_3_0pq__2,0.8638908393,-0.356938888,-0.101382835
ros_tale__3_3_0pq__3,2.3366466362000002,-0.20300362200000002,-0.140543905
ros_tale__3_3_0pq__4,1.1642158005,-0.56719329,-0.151116715
ros_tale__3_3_250pq__1,3.5354646682,0.176819585,-0.28454211500000004
ros_tale__3_3_250pq__2,3.3705199996,-0.014051734000000001,-0.218709975
ros_tale__3_3_750pq__1,3.3486969275,0.16454690600000002,0.059289785000000005
ros_tale__3_3_750pq__2,3.4308415517,0.04942089,0.08908384500000001
ros_tale__3_4_0pq__1,-3.8597746421,1.140941988,-0.518450237
ros_tale__3_4_0pq__2,-4.3007721891,1.045733608,-0.47543456700000003
ros_tale__3_4_250pq__1,-3.3790786127,1.687118618,-0.869744331
ros_tale__3_4_250pq__2,-2.2696967963,1.924601218,-1.050985093
ros_tale__3_4_750pq__1,-2.7485566054,1.2535135880000001,-0.72520451
ros_tale__3_4_750pq__2,-4.1318749971,1.4200948580000001,-0.7641835720000001
pcoli__atASMT_325G__1,3.3663254939,-0.460226424,0.22948868500000003
pcoli__atASMT_325G__2,3.2021944336,-0.44076187600000005,0.23820617500000002
pcoli__bpTDC__1,2.7470978606000003,-0.39054706100000003,0.514330825
pcoli__bpTDC__2,3.2051338703,-0.33950688700000003,0.370737925
pcoli__BRCA__1,2.6892222562,-0.43615873400000005,0.083314765
pcoli__BRCA__2,2.8934991719000003,-0.46865413,0.069082845
pcoli__BRCActrl__1,3.7361569917,-0.403988891,0.18947349500000002
pcoli__BRCActrl__2,3.8342672046,-0.444489053,0.133589245
pcoli__BRCAswap__1,1.094763187,-0.5007945340000001,0.917496175
pcoli__BRCAswap__2,0.6989806783,-0.5053284840000001,1.035549985
pcoli__btAANAT__1,1.0640281419,-0.466470657,0.5520848150000001
pcoli__btAANAT__2,0.8862184293,-0.37675922300000003,0.555115985
pcoli__btASMT__1,0.4958867175,-0.500119204,0.686704335
pcoli__btASMT__2,0.9419435706,-0.415345976,0.7940552550000001
pcoli__CC1__1,0.45037159930000004,-0.511825053,1.138283835
pcoli__CC1__2,0.27181429960000003,-0.31485701400000005,1.028434795
pcoli__ccCOMT__1,3.403709432,-0.482160317,0.410782715
pcoli__ccCOMT__2,3.462326553,-0.40976297300000003,0.35958486500000003
pcoli__ckDDC__1,2.7601853867,-0.630122988,1.098912665
pcoli__ckDDC__2,3.1058637424,-0.638148942,0.8824161150000001
pcoli__CNTF_belt__1,0.8374216186000001,-0.298386825,0.47925305500000004
pcoli__CNTF_belt__2,0.477947483,-0.38006166300000005,0.6728564450000001
pcoli__cobPNMT__1,3.0551306791,-0.40089768800000003,0.284564975
pcoli__cobPNMT__2,3.1095945985,-0.42101342,0.28185787500000004
pcoli__cvPhhB__1,3.4497330927,-0.5254932990000001,0.254282775
pcoli__cvPhhB__2,3.6371332911,-0.743997498,0.485982265
pcoli__ggAANAT__1,3.2611331518,-0.46272072300000006,0.260959535
pcoli__ggAANAT__2,3.5509076777,-0.420530377,0.295162105
pcoli__ggTPH__1,2.3975252423,-0.454985071,0.224120605
pcoli__ggTPH__2,3.1034038777,-0.497514312,0.11325776500000001
pcoli__hsAANAT__1,0.5964322032,0.022332146,1.246747625
pcoli__hsAANAT__2,1.0910977499,-0.17518171200000002,1.262952225
pcoli__hsASMT__1,2.9572167009,-0.48296065600000004,0.464873735
pcoli__hsASMT__2,2.941234326,-0.402594561,0.37343606500000004
pcoli__hsPNMT_mb__1,3.1151142237,-0.3763032,0.291465275
pcoli__hsPNMT_mb__2,2.764847562,-0.42449361100000005,0.276043525
pcoli__hsTPH__1,2.6214695461,-0.43643012200000003,0.064708835
pcoli__hsTPH__2,3.135922193,-0.5736641880000001,0.09849440500000001
pcoli__hsTPH_E2K__1,1.2110430085,-0.125359269,0.9019469250000001
pcoli__hsTPH_E2K__2,1.113509915,-0.087385535,0.8548870150000001
pcoli__hsTPH_E2K_N91I_P99C__1,2.6431365552,-0.329506452,0.24889085500000002
pcoli__hsTPH_E2K_N91I_P99C__2,2.8601491334,-0.42721245100000005,0.167138795
pcoli__hsTPH_N158trunc__1,1.8035937845,-0.040118541,0.30525573500000003
pcoli__hsTPH_N158trunc__2,1.7954379572999999,-0.089151637,0.36285334500000005
pcoli__hsTPH_N174trunc__1,1.3972856943,-0.45094076,0.9229170050000001
pcoli__hsTPH_N174trunc__2,0.8699454128,-0.25446565200000004,0.6854901050000001
pcoli__hsTPH_Ntermtrunc__1,0.7156011301,0.081208522,1.094570805
pcoli__hsTPH_Ntermtrunc__2,0.7604426494000001,-0.36300764,1.385971565
pcoli__hsTPH1__1,0.1050975193,-0.457813974,0.893005295
pcoli__hsTPH1__2,0.6298073999,-0.416483586,0.8963619450000001
pcoli__MBP__1,2.1889202778,-0.911700291,0.107615625
pcoli__MBP__2,1.2390702653,-0.326153116,0.8126329750000001
pcoli__msCOMT__1,1.7782231821,-0.417527969,0.146692115
pcoli__msCOMT__2,1.8678027681,-0.350991349,0.008338235000000001
pcoli__ocAANAT__1,2.8275825046,-0.39319892100000003,0.343833905
pcoli__ocAANAT__2,2.9905372579,-0.40912006900000003,0.31392150500000005
pcoli__osTDC_K374H__1,1.5449515204000002,-0.486733729,1.283960655
pcoli__osTDC_K374H__2,1.3765546020000001,-0.540014471,1.646649845
pcoli__osTDC_K374L__1,1.6704505453,-0.341437437,-0.0025753950000000003
pcoli__osTDC_K374L__2,1.1928384804,-0.278014552,0.044617885
pcoli__osTDC_K374Q__1,1.3397330307,-0.554256646,0.7409232450000001
pcoli__osTDC_K374Q__2,1.181000848,-0.5038226680000001,0.7893113850000001
pcoli__osTDC_L360V__1,3.4088879911,-0.557847917,0.213034735
pcoli__osTDC_L360V__2,3.9797258397,-0.462101802,0.286647295
pcoli__pmTPH__1,1.0040878593,-0.361514938,-0.542287796
pcoli__pmTPH__2,0.7388782759,-0.25580899,-0.41813227500000005
pcoli__RFC__1,2.9210550047,-0.39788874500000004,-0.042492765
pcoli__RFC__2,3.1895833265,-0.392249092,-0.05563172500000001
pcoli__RFCctrl__1,1.1262301033,-0.444479887,1.244599755
pcoli__RFCctrl__2,0.9731765339,-0.440878498,1.195212395
pcoli__RFCnopause__1,1.5321606034,-0.286424479,1.277978395
pcoli__RFCnopause__2,2.0645532175,-0.08273235300000001,1.2688223650000001
pcoli__RFCpluspause__1,1.9905708275,0.15455127,0.7064890450000001
pcoli__RFCpluspause__2,2.0928497475,0.07042016200000001,0.7123646450000001
pcoli__rnCOMT_sol__1,0.3417109531,-0.172748066,1.321847665
pcoli__rnCOMT_sol__2,0.2768862025,-0.433783454,1.358654825
pcoli__rnPNMT__1,2.6628104587,-0.317963561,-0.138566415
pcoli__rnPNMT__2,2.6396619632,-0.187636618,-0.260910865
pcoli__rnTDC__1,2.7355525914000003,-0.426911403,0.15724927500000002
pcoli__rnTDC__2,3.2232592047,-0.374873799,0.24430457500000002
pcoli__rnTDC_trunc__1,1.8928011941,-0.404417173,0.35363555500000005
pcoli__rnTDC_trunc__2,2.2837684109,-0.444723462,0.359096935
pcoli__saCOMT_T2A__1,3.9904062187,-0.428602874,0.20285039500000002
pcoli__saCOMT_T2A__2,3.7617003434000003,-0.37812269,0.17900243500000002
pcoli__sfCOMT__1,2.2803355209,-0.449602194,0.018296925000000002
pcoli__sfCOMT__2,2.6481915750000002,-0.503153504,-0.126603595
pcoli__sgAANAT_D63G__1,3.153652915,-0.504442709,0.21465630500000002
pcoli__sgAANAT_D63G__2,2.740754933,-0.505781927,0.056648645000000004
pcoli__ssDDC__1,2.6688354919,-0.487620437,0.579620345
pcoli__ssDDC__2,2.4675902094,-0.440656914,0.548219425
pcoli__TP53B__1,3.1024455385,-0.37519571700000004,0.479602405
pcoli__TP53B__2,3.2453950171,-0.39368933300000003,0.5183036950000001
pcoli__WT__1,1.4085056985,-0.017957380000000002,1.518822565
pcoli__WT__2,2.1053403733,0.065247204,1.598293755
cck__glu_ale4__1,1.436751037,-0.359452357,0.842483995
cck__glu_ale4__2,2.1086331419,-0.830568478,0.388702445
cck__cck_ale1__1,3.2262346558,-0.9610595980000001,0.128377715
cck__cck_ale1__2,3.6337951994,-0.9317755310000001,0.157465675
cck__cck_ale2__1,2.5789469946,-0.968537508,0.013104265
cck__cck_ale2__2,2.380323531,-0.9813371310000001,-0.029159615000000003
cck_pgi__gmos_delpgi__1,0.1161602867,-0.462809046,0.27706467500000004
cck_pgi__gmos_delpgi__2,1.4904594926999999,-0.16406430800000002,0.050797045000000006
cck_pgi__pgi_ale1__1,-2.0135573619,-0.428273263,0.190522785
cck_pgi__pgi_ale1__2,-1.7588085718,-0.763997408,0.026093085000000002
cck_pgi__pgi_ale2__2,-3.2631592894,-0.7069345330000001,0.44689495500000004
cck_pgi__pgi_ale3__1,-1.7116224681,-0.32058263600000003,0.310244735
cck_pgi__pgi_ale3__2,-1.5574634401,-0.846577046,-0.08744309500000001
cck_pgi__pgi_ale4__1,-0.4476132752,-0.45959830300000004,0.5186149950000001
cck_pgi__pgi_ale4__2,1.0407189426,-1.119133921,0.035103995
cck_pgi__pgi_ale4__3,1.2795864182,-1.059300256,0.074921925
cck_pgi__pgi_ale5__1,-1.5011233771999999,-0.22886420100000002,0.387921505
cck_pgi__pgi_ale5__2,-0.4630280565,-0.698604067,0.089578665
cck_pgi__pgi_ale6__1,-1.0626146615,-0.39119517,0.6129683850000001
cck_pgi__pgi_ale6__2,-0.061304611,-0.8692978560000001,0.15115166500000002
cck_pgi__pgi_ale7__1,-1.1420061356,-0.355468852,0.7453702050000001
cck_pgi__pgi_ale7__2,-0.2089380237,-0.788864768,0.295785625
cck_pgi__pgi_ale8__1,0.7875854472,-0.15190588100000002,0.703560815
cck_pgi__pgi_ale8__2,1.3030768406,-0.5813522750000001,0.249876495
cck_sdh__gmos_delsdhCB__1,1.4069977874,-2.153072614,1.046529055
cck_sdh__gmos_delsdhCB__2,2.780132734,-1.833458404,0.9514397750000001
cck_sdh__sdh_ale1__1,3.6245511924000002,-0.8717332860000001,0.8348676650000001
