,0
name,Fnr+IHF+gcvB
TF,Fnr+IHF+gcvB
regulator,"<a href=""http://regulondb.ccg.unam.mx/regulon?term=ECK120011229&organism=ECK12&format=jsp&type=regulon"" target=""_blank"">Fnr</a> and <a href=""http://regulondb.ccg.unam.mx/regulon?term=ECK125257183&organism=ECK12&format=jsp&type=regulon"" target=""_blank"">IHF</a> and <a href=""http://regulondb.ccg.unam.mx/smallRNA?term=ECK120002579&organism=ECK12&format=jsp&type=srna"" target=""_blank"">gcvB</a>"
function,
category,Carbon Metabolism
has_venn,True
scatter,2
exp_var,0.00230176503
precision,0.625
recall,0.833333
