,A,CsgD,ihfB,MlrA,MqsA,CpxR,RstA,hns,BtsR,FliZ,Cra,rcsB,OmpR,BasR,Crp,RcdA
ecoli_00631,1.6103792283,0.6041254020000001,1.035549985,-0.49432308,0.7144781325,-0.778530169,0.0732258615,0.43697588,-0.07176097050000001,0.5088732935,-0.4391806895,-0.162856586,0.31474774850000004,0.038385008000000005,0.5975511530000001,0.5843580875000001
ecoli_00632,0.199248171,-0.044343199,0.5520848150000001,-0.962100594,-0.0871849325,-0.806418877,0.3232533165,0.12777388,0.0026831585,0.026793386500000002,-0.2918731385,-0.239624585,0.1641696575,-0.200628939,0.44156927300000004,-0.22692291150000002
ecoli_00633,0.2826266846,-0.092025064,0.555115985,-1.281457689,0.0279209405,-0.7578245210000001,0.16087544750000002,0.24692619999999998,-0.0362509335,-0.0353306855,-0.4243901335,-0.183220668,0.29233978850000003,-0.03943865,0.593116823,0.1882913755
ecoli_00634,1.4568621104,0.48497724000000003,0.686704335,-1.192756026,0.4182825415,-1.030277194,0.22872196250000001,0.15977965,-0.5283633105000001,0.0596107025,-0.3907064275,-0.23947101,0.2513552405,-0.272385155,0.526768513,0.1320731215
ecoli_00635,1.4476346766,0.583373189,0.7940552550000001,-1.07252098,0.43996546750000004,-0.9329740430000001,0.024483453500000002,0.15604984,-0.10631225550000001,-0.1007246145,-0.3939355525,-0.133259077,0.1977285725,-0.22606457700000002,0.43985790300000005,0.3158136775
ecoli_00636,1.1994958403,0.649145893,1.138283835,0.160125486,0.48527614550000003,-0.28620348,0.7047880835,0.28163042,0.0140211725,0.6805085635,-0.5075404345,-0.11455931800000001,0.5045727305000001,0.397048177,0.525016043,-0.0928334485
ecoli_00637,1.5307412434,0.821002235,1.028434795,-0.14303976000000002,0.44085841950000004,-0.304313266,0.9990433285,0.4350714,-0.2590708585,0.7917871915,-0.4155527295,0.01509838,0.5464359125,0.220890192,0.7535511330000001,-0.1531050895
ecoli_00638,0.3574998407,0.161871031,0.410782715,-0.9626163360000001,0.5047763055,-0.7992336050000001,0.5096242165,0.10507285,-0.0060175315,0.15831807050000002,-0.0059533115,-0.21785083900000002,0.1412483825,-0.20893967900000002,0.324298403,-0.0161006495
ecoli_00639,0.3098459807,0.10635293500000001,0.35958486500000003,-1.173412296,0.3934344555,-0.798929301,0.5695299915,0.12359447,-0.0958721435,0.3039331485,-0.0902870305,-0.22952250400000002,0.0412165155,-0.301717644,0.324672993,0.1369560205
ecoli_00640,0.40127818860000003,-0.05265196,1.098912665,-0.056834267,1.2340587735,-0.47100303400000004,-0.0987616345,0.20161313,-0.0957563295,0.2325845005,-0.44826330750000004,-0.263605409,0.5906137605,0.335220497,0.44124815300000003,0.1155396345
ecoli_00641,-0.7237784969000001,-0.630533497,0.8824161150000001,-0.23878837800000002,1.3592094335,-0.355907737,-0.6353262685000001,0.031313640000000004,-0.09521048850000001,0.22436633350000001,-0.3031650215,-0.37036460200000004,0.8413805105000001,0.5138632120000001,0.327799773,0.1003913735
ecoli_00642,-0.1042807976,0.015317389,0.47925305500000004,-0.746722214,0.3477698815,-0.6871489380000001,0.34188485750000003,0.37522121,-0.2808291585,0.13601441150000002,-0.3959299195,-0.138941323,0.1753122615,-0.020104444000000003,0.45389948300000005,0.18818481450000002
ecoli_00643,1.0913239121,0.610532729,0.6728564450000001,-0.8785181940000001,0.5613413705,-0.735527229,0.46668298350000004,0.46287082,-0.5807261345,0.4569914565,-0.5517080185000001,-0.059901081,0.3496050155,0.035304082,0.769870103,-0.2645615905
ecoli_00644,-0.3621841021,-0.025015423000000002,0.284564975,-0.638210538,0.14901089650000002,-0.7034452280000001,0.2590794855,0.10402256,-0.1083890185,0.4411139985,-0.4505728425,-0.23941767700000002,0.1563007565,0.002353969,0.319938133,-0.09918742850000001
ecoli_00645,-0.2915868874,-0.161689825,0.28185787500000004,-0.579548394,0.2254834885,-0.6607070220000001,0.1848581155,0.11131192000000001,-0.0182194235,0.25484984650000003,-0.3180246335,-0.20944610300000002,0.1438203635,-0.137931571,0.31512674300000004,-0.1455002155
ecoli_00646,-0.20519916100000002,-0.085375742,0.254282775,-0.866201102,0.23417660850000002,-0.538389373,0.8518792745,0.0949116,0.2147103605,0.3020475185,-0.0298774355,-0.20285091200000002,-0.051836123500000005,-0.19094429999999998,0.310797363,0.0654783405
ecoli_00647,-0.17755770140000002,-0.311486188,0.485982265,-1.1617614330000001,0.47415791350000003,-0.5396617930000001,0.5345062465,0.18808276000000002,0.1899276765,0.1891266475,-0.0773141755,-0.17189937500000002,0.1860374195,-0.139503194,0.447846893,0.0987967595
ecoli_00648,-0.6138546597,-0.304471529,0.260959535,-1.288679802,-0.10197199550000001,-0.874878813,0.2747370045,0.02941484,0.1722825675,-0.1123897855,-0.0780439325,-0.26414300900000004,0.0611418025,-0.28265470600000003,0.307534513,0.3339909565
ecoli_00649,-0.9750385073000001,-0.35521999400000004,0.295162105,-1.3863324270000001,-0.0953482065,-0.9443709680000001,0.27572480450000003,-0.06818959000000001,0.3109911675,-0.0898444245,-0.1007848135,-0.35037458200000005,0.0475235595,-0.369648254,0.222644383,0.2856379325
ecoli_00650,-0.18077651520000002,0.153102711,0.224120605,-1.174797837,0.1775953305,-0.656485269,0.5223286825,0.11046797,-0.0809501755,-0.1635231625,-0.23930687850000001,-0.19201901400000002,0.1279344305,-0.44526263800000004,0.341263333,0.2609823725
ecoli_00651,0.4771366489,0.30059608800000004,0.11325776500000001,-1.115473729,0.1810062275,-0.6502151150000001,0.6318425115,-0.11812801,0.0686238695,-0.07867170750000001,-0.1298938775,-0.24106753500000003,0.07170618150000001,-0.317578923,0.27857460300000003,0.15181695850000002
ecoli_00652,0.33109634790000003,0.435466552,1.246747625,0.8477923610000001,1.2224631145,-0.051196321,-0.5043661385,-0.19725606,-0.3428249935,0.3206910465,-1.2549768925,-0.043687271,0.7323579185,0.5635124930000001,0.729185823,-0.5832730905
ecoli_00653,0.9481520432,0.5578862840000001,1.262952225,0.48944916200000005,0.7475815425,-0.11709514300000001,0.3027422645,-0.08252239,-0.6688789355,0.8646041005,-1.0062410225,0.018535648000000002,0.8189308355,0.6454453840000001,0.851554463,-0.3371876795
ecoli_00654,0.4810624578,0.051471733000000006,0.464873735,-1.474956807,0.8928230545,-0.8769752780000001,0.2224178685,-0.05976733,0.2571376245,-0.9208966795,-0.1182674875,-0.235515297,0.18527525150000002,-0.36046829500000005,0.358384973,0.7876441265
ecoli_00655,-0.056908604,-0.3110595,0.37343606500000004,-1.430357208,1.0937244785,-0.930013838,0.0766965295,-0.09576574,0.2503300825,-0.2273453035,-0.1310490315,-0.26412533800000004,0.1907881535,-0.25575311700000003,0.436830013,0.9627253485
ecoli_00656,-1.6723251564,-0.479797839,0.291465275,-0.6905924990000001,-0.2477522135,-0.6597496650000001,0.6309295085000001,-0.008111150000000001,0.1125480585,0.1260173335,-0.24581995550000002,-0.265245558,0.0303393795,-0.083862831,0.303904393,-0.19410699250000002
ecoli_00657,-1.7197401579,-0.672200294,0.276043525,-0.8508152920000001,-0.2089331405,-0.561625848,0.6061293515,-0.00095964,-0.012553871500000001,-0.1720887075,-0.2672729775,-0.240473756,0.0610744825,-0.20995966500000002,0.315796993,-0.0932358815
ecoli_00658,-1.5724186739000001,-0.945642968,0.064708835,-1.330543151,0.3054383385,-1.031707194,0.4324073645,0.05740071,-0.004701083500000001,0.1487178295,-0.4479507995,-0.361743386,-0.3435681995,-0.625771599,0.05462642,0.3998155795
ecoli_00659,-1.7260052239,-1.129196601,0.09849440500000001,-1.746713088,0.6176230005000001,-0.9930566630000001,0.2682430395,0.02857757,-0.0670509745,-0.1452449305,-0.3329615755,-0.44221652,-0.055869748500000004,-0.601596581,0.23617991300000002,0.6229056975
ecoli_00660,-0.6982501467000001,-0.5019063770000001,0.9019469250000001,-0.92532898,1.2385790815,-0.603316399,0.09300053850000001,0.46607023000000003,-0.3909824825,0.1319982075,-0.4795134935,-0.005084028,0.5042841485,0.10628900100000001,0.708976563,0.3842873445
ecoli_00661,-0.9581232811,-0.566816693,0.8548870150000001,-0.9978474810000001,1.6073880875,-0.6767883690000001,-0.2378311055,0.5321971600000001,-0.1747279175,0.3073943665,-0.6385117715,-0.017525623,0.5419820545,0.240587401,0.661218473,0.10989586350000001
ecoli_00662,-0.6904405463000001,-0.725432736,0.24889085500000002,-1.5915197060000001,0.5657747925000001,-0.9519543920000001,0.3119963155,0.02676608,0.1718722895,0.0847181765,-0.3112332625,-0.23905892,-0.1114776175,-0.552882482,0.188410083,0.2003892585
ecoli_00663,-0.4191527652,-0.601036698,0.167138795,-1.414479144,0.27501509350000003,-1.001633031,0.1003626225,-0.14944072,0.0678639555,-0.2230737415,-0.28910934650000003,-0.38957747200000004,-0.2324715035,-0.61068811,0.048706611000000004,0.3264483305
ecoli_00664,-1.4444967964,-0.9078666820000001,0.30525573500000003,-1.270201978,1.8351821765,-0.7343660240000001,-0.9088020125,0.08426084,0.2667485805,-0.1089094305,-0.5380165845,-0.034307164,0.5615313075,0.017899982000000002,0.450496543,0.5152835155000001
ecoli_00665,-1.5438434034,-1.120461704,0.36285334500000005,-1.600766973,2.0014276225,-0.7440339220000001,-0.7995422625,0.18949544000000001,0.30065575850000004,-0.2918327965,-0.3179384205,0.016624634000000003,0.6423436425,-0.110254366,0.38589769300000004,0.3961777045
ecoli_00666,0.3378184661,0.060944861,0.9229170050000001,-0.943186838,0.4481596695,-0.6503933670000001,0.5670898395,0.35768782,0.0838487235,0.2198120155,-0.42690148850000004,-0.150614411,0.2128356815,-0.076042232,0.383639033,0.0618075945
ecoli_00667,-1.0447154288,-0.682535006,0.6854901050000001,-1.2252064200000001,1.0454798285,-0.683517832,0.011968049500000001,0.27970441,0.0174581475,-0.3206409435,-0.3229992045,-0.168912253,0.3769410465,0.136077007,0.653379393,0.6205771395
ecoli_00668,1.4447691556,0.359811873,1.094570805,-0.269153961,2.2928028325,-0.41424029900000003,-0.4396018775,-0.02709501,0.0462004795,0.1916185235,-0.6174020625000001,-0.403369786,0.7552258975,0.8118774110000001,0.507616873,1.0870133905000001
ecoli_00669,3.2101276891,1.408629788,1.385971565,-0.5126999640000001,1.3337874625000001,-0.39282706100000003,0.3476937995,0.5914325300000001,-0.3642838625,0.0750925095,-0.6844888675,-0.071231501,0.5128240055000001,0.47395257100000004,0.580596903,0.3659707005
ecoli_00670,0.5928275386,0.355761201,0.893005295,-0.7532155930000001,0.4109202665,-0.565087404,0.2622310545,0.42080976000000003,-0.1668521745,0.4864898405,-0.31323234450000004,-0.09021862200000001,0.5280738665,0.17335286,0.525567793,0.0790206175
ecoli_00671,0.8773230094000001,0.672550948,0.8963619450000001,-0.45587630900000004,0.5226676505,-0.653241485,0.1614447135,0.42748417,-0.3667635875,0.3641724605,-0.3735665535,-0.062234652,0.4212173775,-0.029549533000000003,0.541530923,0.0261037115
ecoli_00672,-0.0441707749,-0.31895932200000005,0.107615625,-1.402625028,-0.3712222955,-1.129022146,0.9743648725,0.018879860000000002,-0.1116063825,-0.26496592550000003,-0.2203023745,-0.467403343,0.0905192425,-0.39805713,-0.3459771,-0.10214016050000001
ecoli_00673,-1.0075676015,-0.7326846410000001,0.8126329750000001,-1.160706007,0.7283947855,-0.7798633140000001,0.6032864385000001,0.39366731,-0.013681183500000001,0.4495654565,-0.6244880495,-0.307153809,0.4407645895,-0.082209055,0.026489270000000002,0.1797079355
ecoli_00674,-2.192387943,-1.046331867,0.146692115,-1.563809959,0.5973928625,-0.99654473,0.0856599965,-0.19776785,0.3366805315,-0.0256663365,-0.0322700805,-0.3095851,-0.0553935465,-0.513471714,-0.10757295,1.5761908225
ecoli_00675,-2.2788888123,-1.009165377,0.008338235000000001,-1.615691949,0.4401869645,-0.9988061920000001,0.2450059825,-0.27181677,0.4079856785,-0.3409833155,-0.09055434350000001,-0.275586631,-0.1217387665,-0.47618622800000004,-0.092380891,1.5757985845
ecoli_00676,-0.6502190245,-0.35401003000000003,0.343833905,-1.251523627,-0.0966761155,-0.97579028,0.0830131715,0.03006476,0.10590421650000001,0.0092569455,-0.1464369335,-0.29725850200000004,-0.0161494635,-0.434428749,0.31963151300000003,-0.1021849645
ecoli_00677,-0.7734618079000001,-0.373594358,0.31392150500000005,-1.189504098,-0.1287707495,-1.019713194,0.21646366050000002,-0.00306605,-0.0581286305,0.1267294445,-0.12132427350000001,-0.305196279,0.0026723375,-0.330594367,0.29391968300000004,0.14280834450000002
ecoli_00678,0.5842309814000001,0.39292375100000004,1.283960655,-0.29953143800000004,0.5073007955000001,-0.36431494600000003,0.2696780435,0.64039163,-0.41814092750000004,0.6430433695000001,-0.45769461250000004,0.103203918,0.7392818415,0.596347426,0.686319663,0.1675746635
ecoli_00679,1.7629346496,0.855555061,1.646649845,-0.206479722,0.9258518005,-0.27457942300000004,-0.0508406865,0.7851935,-0.5711774185,0.5898957245,-0.5149108415,0.08220747,0.8531921445,0.812457082,0.6933763230000001,-0.0757937435
ecoli_00680,-3.1714342631,-1.166108419,-0.0025753950000000003,-2.088359841,0.3377206685,-0.8205802050000001,0.6009384625,-0.42465149,0.3787139225,-0.11665682250000001,0.11737051450000001,-0.269279928,0.1283671445,-0.29753470400000004,-0.030107003,2.0963819025
ecoli_00681,-3.6328425234,-1.438859386,0.044617885,-2.054963908,0.5338353185,-0.7272556840000001,0.5449157465,-0.35511538,0.1802075065,-0.35243743250000004,-0.0193505995,-0.23102919400000002,0.3035168335,-0.438044029,0.15281107300000002,2.0487318015
ecoli_00682,1.0118882151,0.363158562,0.7409232450000001,-0.958059243,0.6689565835,-0.6822556710000001,0.0815177215,0.18077612,-0.1802901385,0.2448444005,-0.3896166835,-0.166695061,0.1798566905,8.6043e-05,0.448557103,0.1594004745
ecoli_00683,1.2422367621000001,0.532167585,0.7893113850000001,-0.688764574,0.4683005615,-0.69920028,0.1734522675,0.24076854,-0.1608680805,0.39014958250000004,-0.39900950550000003,-0.142263819,0.3224886815,-0.05332749,0.464314863,0.0818206935
ecoli_00684,0.043621261,-0.255899825,0.213034735,-1.564326999,0.4824804385,-0.9896972420000001,0.0933567205,0.02602755,-0.0205538885,-0.0404830635,-0.21113180950000002,-0.34175266800000004,-0.010628700500000001,-0.380716437,0.296624173,0.7716842375
ecoli_00685,-0.6407009897,-0.596571108,0.286647295,-1.7908706090000002,0.6335727025,-0.96335198,-0.2389407995,-0.07627837,0.0369851895,-0.07398429150000001,-0.23261660250000002,-0.335853322,0.2678390675,-0.238710153,0.38201686300000004,0.9640375085
ecoli_00686,-4.6171106001,-1.919250015,-0.542287796,-2.204370032,-0.24072250850000002,-1.039286974,0.2324764825,-0.50040237,0.5993541145,-0.44161903750000003,-0.0799609865,-0.43337378400000004,-0.2657508695,-0.811931928,-0.100263604,0.9929233955000001
ecoli_00687,-5.4043578188,-2.538530252,-0.41813227500000005,-2.532654087,0.5640251365,-1.008548684,-0.2775134995,-0.52183585,0.37152720850000004,-1.0871001905,-0.1009678865,-0.369742565,-0.1200439995,-0.604528472,0.082263955,1.3334568885
ecoli_00688,-2.071588245,-1.006072952,-0.042492765,-1.5261996560000002,-0.0420267695,-0.708155846,0.0762788335,-0.16637142,-0.2725549275,0.09700051750000001,-0.4363782805,-0.404823863,0.053161413500000004,-0.462977371,0.068137152,-0.1903885015
ecoli_00689,-1.9784014664,-0.76367863,-0.05563172500000001,-1.729992929,-0.1873904075,-0.7294685550000001,0.2071872155,-0.11145325,-0.3101009655,-0.2834215775,-0.3421102535,-0.39373675100000005,-0.0771045075,-0.670114109,0.008882816,-0.1885107745
ecoli_00690,1.7826104732,1.008597599,1.244599755,0.953566291,0.2509655495,-0.015211897,0.3890660595,-0.020325,-0.4619062305,0.7261965265,-1.0692868685,-0.144207748,0.6422696345000001,0.7673018020000001,0.452268993,-0.2249253115
ecoli_00691,1.6060576546,0.965254802,1.195212395,0.668965808,0.3478206585,-0.060799382000000006,0.4376043375,-0.18291644,-0.5137800815,0.7105365255,-1.3051590585000001,-0.11147768100000001,0.5938830665,0.5173940610000001,0.516558493,-0.0738447245
ecoli_00692,0.7260635155,0.621100473,1.277978395,0.84872062,0.4456776645,-0.041506,0.1597059835,-0.07552866,-0.3151013425,0.6608427685,-1.1486698065,-0.07896667,0.7120293875,0.720688059,0.670868723,-0.2130447725
ecoli_00693,-0.7338247619,-0.115447355,1.2688223650000001,0.5107392980000001,1.2110090495,-0.11553060200000001,-0.7193749405000001,-0.04524775,-0.7001429765,-0.2793302145,-1.3585629915,-0.10415673900000001,0.8381832915,0.6988699140000001,0.6748039730000001,-0.3433827755
ecoli_00694,-1.3020951953,-0.198957176,0.7064890450000001,0.418109765,1.5679146605,-0.278313939,-1.0306838345,-0.35391653,-0.2384581905,0.2052988735,-0.9141675615,-0.053281378000000004,0.9492870615000001,0.753006975,0.764061093,0.2853020235
ecoli_00695,-2.0110967617,-0.39224225500000004,0.7123646450000001,0.28105990200000003,1.6815049085,-0.37823869,-1.7855868975,-0.45206175,0.0160978505,-0.1237611425,-0.7883406125,-0.18536121300000002,1.0660787455,0.9620916780000001,0.521421413,0.6467548475
ecoli_00696,1.8431507391,1.076430359,1.321847665,0.6520216550000001,0.8354082305,0.006054255000000001,0.2539085655,0.0807589,-0.5309690095,0.7621020455,-1.0786107555,-0.027887778000000002,0.7858030425,0.668873248,0.8270174130000001,-0.46021434650000004
ecoli_00697,2.5919519487000002,1.272010903,1.358654825,0.651861317,0.4927929915,-0.017737728,0.4820551555,0.08679232,-0.2203561825,0.9327941055000001,-1.1564564395,-0.05901187,0.6951328555,0.7997711230000001,0.6395325230000001,-0.1615670355
ecoli_00698,-2.3209521263,-0.9394336400000001,-0.138566415,-2.013046922,0.47714193250000003,-1.152709086,-0.1805499555,-0.34096387,0.1593868135,-0.5338329195,0.0021429315,-0.43435869400000005,0.0905269605,-0.574509422,0.16358693300000002,1.4922078085
ecoli_00699,-3.367447642,-1.48533976,-0.260910865,-2.110144617,0.7713291995,-1.154532951,-0.5632828665,-0.46547649,0.2859621365,-0.2934498475,0.07630186950000001,-0.49239822200000005,0.1135056655,-0.66992186,0.07451194300000001,1.6193974855
ecoli_00700,-0.8145355602000001,-0.551637025,0.15724927500000002,-1.484142158,0.5497750215,-1.066463564,0.6238463795,-0.20696612,0.2879429405,-0.7296857265000001,-0.1678007745,-0.27984016,-0.0843375655,-0.46336557500000003,0.087983618,1.0855388355
ecoli_00701,-0.6379437623,-0.412280892,0.24430457500000002,-1.687921212,0.4862190585,-0.9739135040000001,0.4835479025,-0.17118503000000002,0.1778772445,-0.0951517845,-0.17603646050000002,-0.23091802300000003,-0.0326266195,-0.543097303,0.171146073,0.9365115215
ecoli_00702,-2.1365667734000002,-0.675293935,0.35363555500000005,-1.726362677,0.4709011765,-0.535432134,0.9541278535000001,-0.25815406,0.2447533995,0.1377519605,0.0290134925,-0.18278861300000002,0.2790650975,-0.038212563000000005,0.30755714300000003,1.0531697585
ecoli_00703,-2.6900695595,-1.0988979190000001,0.359096935,-1.477250623,0.6138106075,-0.47222792900000005,1.0622543485,-0.3138141,0.2681867545,-0.1779598175,0.037046314500000004,-0.238379374,0.4492052905,-0.060818688,0.43504015300000004,1.3166567685000001
ecoli_00704,-1.008433425,-0.47497621900000003,0.20285039500000002,-1.265081074,0.37661506450000004,-0.505980218,0.7891091815,0.052621999999999995,0.39199783650000003,-0.1132878725,0.046489893500000004,-0.13525409800000002,0.1320127485,-0.32865193,0.333583893,0.1104669005
ecoli_00705,-0.6229458717,-0.279271325,0.17900243500000002,-1.131982323,0.1707615555,-0.618961556,0.8786181765000001,0.02301405,0.2105808025,0.050703477500000003,0.0535411385,-0.061808896,0.12300888850000001,-0.305932548,0.403870763,0.0247074815
ecoli_00706,-0.7301922149000001,-0.534918333,0.018296925000000002,-1.636453431,-0.0926797205,-1.175137484,-0.07109734050000001,0.29473335,-0.1410711095,-0.5630355455,-0.42329244850000003,-0.396224964,-0.062003235500000003,-0.502883875,0.157244413,0.0667245795
ecoli_00707,-1.4248841584,-0.6880940440000001,-0.126603595,-1.7093324970000001,-0.0023898695,-1.2386025,-0.09048819350000001,0.23900908,-0.0728540525,-0.1905782955,-0.35858088250000003,-0.434974167,-0.1754241675,-0.568935784,0.06503750800000001,-0.09682412650000001
ecoli_00708,-1.1185237793,-0.570769391,0.21465630500000002,-1.082490574,-0.0468184155,-0.645930109,0.4598055675,-0.04198711,0.2630648605,0.2036859725,-0.1751983355,-0.27108239900000003,-0.052402843500000004,-0.302518657,0.18900217300000002,-0.08411687550000001
ecoli_00709,-1.043320647,-0.557011645,0.056648645000000004,-1.338419117,0.0420608435,-0.7551897820000001,0.5433877605,0.01127055,0.0626086515,-0.2814621235,-0.08475152650000001,-0.12775154700000002,0.0933688825,-0.514083678,0.430522603,-0.0134562245
ecoli_00710,1.0225159125,0.016721645,0.579620345,-1.032567304,0.5956493375,-0.8346730360000001,0.3282256955,-0.02985856,0.21928796750000001,0.16252769150000002,-0.0924200195,-0.266093601,0.0174380905,-0.282131303,0.20759201300000002,0.8175790745
ecoli_00711,0.5003042873,-0.201830415,0.548219425,-1.146901446,1.1131918555,-0.811642178,-0.0465915955,-0.09669539,0.3285882755,-0.19800955150000002,-0.1918927075,-0.216443759,0.15875379150000002,-0.15317138800000002,0.325140303,0.9268779975
ecoli_00712,1.1716024177,0.548148203,0.479602405,-0.747654239,0.2525184515,-0.492893189,0.9759879695,-0.04023976,0.0673764195,-0.0599999675,-0.2322266925,-0.28926308700000003,0.2027466285,-0.23659175100000002,0.423739103,0.44395996050000003
ecoli_00713,1.4727984383,0.5204507810000001,0.5183036950000001,-0.32589896500000004,0.2997731835,-0.5093344160000001,1.0381609735,-0.02112288,0.1938112085,-0.17169665850000002,-0.29222066350000003,-0.23081567200000003,0.2258449925,-0.070387459,0.44374538300000005,0.5390034695
ecoli_00714,0.9612275680000001,0.355325875,1.518822565,0.5165262340000001,1.9959699865,-0.255685641,-0.5341287555,0.35755899,-0.0438922715,0.6523901625,-0.6626199635000001,-0.33765590500000003,0.7667618145,0.739842929,0.547181673,-0.3910351975
ecoli_00715,1.4706746715,0.6123850390000001,1.598293755,0.467134906,2.1320666035,-0.23374973400000001,-0.48427475350000004,0.43869551,0.2111808665,0.8768127835,-0.5518119805,-0.154082949,0.6336829315,0.7266511130000001,0.433431683,-0.23825002850000002
ecoli_00716,-3.6200449228,-1.708825006,0.842483995,-1.807346731,-0.5693020785,-0.807082233,-0.0682889025,0.85817168,0.3509639895,1.4748945285000001,-0.2689649585,-0.100256837,0.0529988835,-0.225883518,0.10431546100000001,0.11396929950000001
ecoli_00717,-2.9365160761,-1.396258055,0.388702445,-2.3182128410000002,0.33703501550000003,-1.399566679,-0.7619952525,0.81925843,-0.4232787545,0.3990839735,-0.5186773875,-0.184259051,-0.2213364465,-0.741071327,0.212229043,-0.3719160655
ecoli_00718,-3.6569315066,-1.744698432,0.128377715,-2.804309268,0.1306721555,-1.338304529,-0.6533295885,0.84517804,-0.6231444055,0.3396389225,-0.5003678425,-0.25271681100000004,-0.3048231075,-0.8924251390000001,0.14875797300000002,-0.5959590715
ecoli_00719,-4.035082427,-1.43434523,0.157465675,-2.144130872,0.2782923815,-1.271300965,-0.5558575145,0.8136276,-0.18579032950000002,0.5967349425,-0.5049330885000001,-0.2707388,-0.3050149935,-1.175451964,0.21173196300000002,-0.7891698955
ecoli_00720,-3.4938861884,-1.652719368,0.013104265,-2.310079194,0.2701623005,-1.25330869,-0.9132645145,0.9004827999999999,-0.2465269605,0.4328915995,-0.6694244875,-0.319503716,-0.28389614350000003,-0.8458755480000001,0.24320085300000002,-0.37625891650000004
ecoli_00721,-3.454572359,-1.333291193,-0.029159615000000003,-2.472732052,0.47164770650000004,-1.2698372390000001,-0.7152468275,0.86554895,-0.3323593715,0.18869342050000001,-0.6482969055000001,-0.28451459100000004,-0.2938543725,-0.7498212080000001,0.21966280300000002,-0.3854802975
ecoli_00722,-0.6129058653,0.154119008,0.27706467500000004,-0.611520523,1.5326448165,-0.423489559,0.6418727275,0.35673339,0.1220357405,0.9573732855,-0.5053467015,-0.087656281,0.2659552765,-0.050481143000000006,0.6099491930000001,-0.32102386450000003
ecoli_00723,-2.4907022886,-0.7452314080000001,0.050797045000000006,-0.53187041,0.07728520650000001,-0.140367652,0.4507232105,0.36628705,0.6743364795,3.2021740105,-0.1422311275,-0.10563536800000001,0.4962174575,0.053430319000000004,0.5151660730000001,0.2114626325
ecoli_00724,-7.6478008656,-2.561681611,0.190522785,-0.9157843280000001,-1.4352006355,-0.490680031,0.8416381055000001,0.50726276,0.9404724475,0.7301221245,-0.1942388005,-0.101964077,0.3213545085,0.07647285300000001,0.087196909,0.1981487325
ecoli_00725,-7.2555193638,-2.06237905,0.026093085000000002,-1.696064839,-0.4981671895,-0.7342471190000001,0.32624256150000003,0.63888313,0.1826780815,-0.0103577945,-0.3963984005,-0.09254173900000001,0.32738845050000004,-0.364747327,0.47036157300000003,-0.0936741755
ecoli_00727,-4.9288330999,-1.056601646,0.44689495500000004,-0.49320169900000005,0.1701094635,-0.48200847900000005,0.5006599175,1.01210104,0.17295968850000001,0.2566762785,-0.34675106650000004,0.027002633,0.5438607365,0.45605182,0.645027843,0.0470633935
ecoli_00728,-8.644055541,-2.878875217,0.310244735,-1.25320363,-1.3941103675,-0.483164272,0.6554030055,0.57438828,0.6348459435,1.2374794494999999,-0.3342527415,-0.13177053,0.3046911945,-0.189174857,0.257702043,0.2368149495
ecoli_00729,-7.7643757647000005,-2.4890208,-0.08744309500000001,-1.533825046,-0.6780803015,-0.9506666960000001,0.1879633545,0.71347931,0.2006337625,0.4119777985,-0.4355092025,-0.115816756,0.1194585655,-0.488121519,0.527121343,-0.14904987050000001
ecoli_00730,-6.0137214567,-2.356086521,0.5186149950000001,-2.135166367,-1.2615490305,-0.44578877600000005,0.6165562655,0.8612274400000001,-0.0010978375000000001,0.5479397115,-0.5013595555,0.12225648900000001,0.1565189565,-0.5393427310000001,0.02567041,0.07445236150000001
ecoli_00731,-6.1983530479,-1.8953354550000001,0.035103995,-2.523216208,-0.7193180465,-1.123385442,-0.14966102950000001,0.72514034,-0.44328787750000004,0.1787627785,-0.8678637295,-0.175434841,-0.1130457445,-1.201505482,0.149264913,-0.3598883845
ecoli_00732,-6.1317987019,-2.043359474,0.074921925,-2.40428249,-0.8850338555,-1.045617718,-0.0802174975,0.77374784,-0.23669413350000001,0.22869152250000002,-0.7653597695000001,-0.12403614800000001,-0.0165009495,-0.8439489520000001,0.23104943300000003,-0.2616517385
ecoli_00733,-8.2133061259,-3.084852777,0.387921505,-1.227762629,-1.5692793755,-0.6427065070000001,0.0255233035,0.61098352,0.39844853150000004,1.0202431725,-0.0822006035,0.07666122,0.4754802715,0.035829118,0.264446703,0.4950739085
ecoli_00734,-7.4767530356,-2.477329844,0.089578665,-1.48506909,-0.5004642975,-1.055830967,-0.5384143495,0.81746511,0.3385861985,1.1296215125,-0.22570723650000002,-0.05037052,0.2498273285,-0.47255939100000005,0.491011093,-0.31727148050000004
ecoli_00735,-6.3276010745,-2.234057594,0.6129683850000001,-1.296976547,-0.4860526665,-0.67583512,-0.26142784150000004,0.66846408,0.6118672745,1.7703777175000002,-0.3492184615,-0.06724661900000001,0.0789552515,0.00433609,0.40659345300000005,0.2409878055
ecoli_00736,-6.1927524291000005,-2.014367226,0.15115166500000002,-1.487846744,0.33008062250000003,-0.761549004,-0.7376060215,0.94931314,0.2662726545,0.8612925515000001,-0.45643096050000004,-0.07763695200000001,0.0330823635,-0.389588323,0.629358233,0.0704632775
