,STM0622
SRX3136375,0.0869790542
SRX3136376,-0.4169292546
SRX3136377,0.3211799971
SRX3136378,0.0087702032
SRX3136379,-0.1759052076
SRX3136380,-0.1159124118
SRX3136381,-0.25252864950000004
SRX3136382,-0.0850927501
SRX8914620,0.16451420760000002
SRX8914621,0.0301014548
SRX8914622,-0.1946156624
SRX8914623,-0.32272133140000003
SRX8914625,-0.1643555952
ERX3503512,-0.10605840100000001
ERX3503513,-0.0292496769
ERX3503514,0.13530807790000002
ERX3503515,0.3458866519
ERX3503516,0.09175829320000001
ERX3503517,0.4141233761
ERX3503518,-0.0213435238
ERX3503519,0.0498160879
ERX3503520,0.0021447740000000003
SRX2195704,0.1088851859
SRX2195705,-0.1088851859
SRX2195706,-0.9493586669
SRX2195707,-0.6145989436
SRX2195708,1.010873592
SRX2195709,1.4271542262999999
SRX2195710,5.5303525208
SRX2195711,5.2478951385
ERX3467881,0.11903453700000001
ERX3467883,-0.11903453700000001
SRX3798491,0.4651048018
SRX3798492,0.5367853095
SRX3798499,-0.0426856739
SRX3798500,0.2391462615
SRX3798501,0.0006106052
SRX3798502,0.0658123107
SRX3798503,0.7701270544000001
SRX3798504,0.2558324266
SRX3798506,0.0941458294
SRX3798507,0.262308643
SRX3798508,0.0599401093
SRX3798509,-0.0821061059
SRX3798510,0.0837848872
SRX3798517,0.5703045419
SRX3798518,-0.0016787813000000002
SRX4341761,-1.5060923898
SRX4341762,-0.9070211309
SRX4341763,-2.0453948852
SRX4341764,-1.8479642284
SRX4341765,-1.3342938003
SRX4341766,-0.7018967631
SRX4341767,-0.1142870393
SRX4341768,-0.0181291827
SRX4341769,0.132416222
SRX1258665,3.4334474811
SRX1258666,3.5323291509
SRX1258667,2.7642903201999998
SRX1258669,-1.1263215704
SRX1258670,1.1263215704
ERX2079594,-0.33032275110000003
ERX2079595,-0.5403514785
ERX2079596,-1.0906686393
ERX2079597,0.6308137607000001
ERX2079598,-0.3263386129
ERX2079599,-0.3044751479
SRX2804001,3.1470741302
SRX2804004,-3.5640093987
SRX2804005,-3.5074611506
SRX2804006,-3.2556940281
SRX2804007,-2.6832166743
SRX2804008,-3.0073503207
SRX2804009,-1.0736540643
SRX2804010,2.1160527279
SRX2804011,3.6050437
SRX2804012,-3.2207619083
SRX2804013,-2.7993315466
SRX2804014,-3.0323862833
SRX2804015,-3.5106779973
SRX2804016,-3.5522684605
SRX2804017,-1.5456970353
SRX2804019,-0.7561723399
SRX2804020,3.2503964697
SRX2804021,-0.4441453803
SRX2804022,1.1864851212
SRX2804023,-1.5354179478
SRX2804024,1.7603611115
SRX2804027,0.2391841526
SRX2804028,-3.3262119586
SRX2804029,3.087027806
SRX2804030,-2.9046734222
SRX2804031,-3.7540779837000002
SRX2804032,-3.5518471596
SRX2804033,0.3334499856
