,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A
0,RichMedia__BHIN_Growth_Late,1.3833603252104223,2.418629183212804,2.0,0.0,3.0935894218358766,1.0,-0.3268687714150321
1,RichMedia__BHIN_Growth_Mid,1.680328925540569,1.4617211755092978,2.0,2.0,0.6467359701339729,3.0,2.713921880947165
2,RichMedia__BHIN_Growth_Stat,-0.5688538389534015,0.4720995262186031,2.0,4.0,-0.2350290625692709,5.0,-0.902678615337532
3,RichMedia__LBv2_Growth_Late,-6.033435957620439,0.7954843178642995,2.0,6.0,-6.59592831310984,7.0,-5.470943602131038
4,RichMedia__LBv2_Growth_Mid,-8.798517470154366e-15,0.3986962450096485,2.0,8.0,0.2819208184799269,9.0,-0.2819208184799445
5,RichMedia__LBv2_Growth_Stat,-2.5144504506601764,2.849116722237789,2.0,10.0,-4.5290802053465065,11.0,-0.4998206959738466
6,RichMedia__MHB_Rich_Mid,1.310840971335379,0.6059972899234193,2.0,12.0,0.882336178249859,13.0,1.7393457644208992
7,RichMedia__NBO_Rich_Mid,0.8382013533342835,0.5963613887487965,2.0,14.0,1.2598925353563843,15.0,0.4165101713121826
8,Carbon__M9Na_Arabinose_Mid,-4.722888418937282,0.4461657895807378,2.0,16.0,-5.038375274283273,17.0,-4.407401563591293
9,Carbon__M9Na_Galactose_Mid,2.466703615344621,2.2969254434316193,2.0,18.0,0.8425320584142052,19.0,4.0908751722750365
10,Carbon__M9Na_GlcNAcGrowth_Late,-0.4620543771444047,0.15139813923279952,2.0,20.0,-0.3549997262338671,21.0,-0.5691090280549423
11,Carbon__M9Na_GlcNAcGrowth_Mid,-0.29525954677132693,0.4957068216688913,2.0,22.0,-0.6457772018538306,23.0,0.0552581083111767
12,Carbon__M9Na_GlcNAcGrowth_Stat,1.5292302294317608,0.16386716014737213,2.0,24.0,1.6451018095857497,25.0,1.413358649277772
13,Carbon__M9Na_GlcNAc_Mid,1.4638783035912448,0.30265465119906043,2.0,26.0,1.6778874598117497,27.0,1.24986914737074
14,Carbon__M9Na_Gluconate_Mid,4.936238066781149,1.2646343284273047,2.0,28.0,5.830469576133392,29.0,4.042006557428906
15,Carbon__M9Na_Glucosamine_Mid,4.028025564985507,0.002494470386532056,2.0,30.0,4.029789421911293,31.0,4.026261708059721
16,Carbon__M9Na_Glycerol_Mid,1.850286883572067,0.8570387571032434,2.0,32.0,1.2442689666846731,33.0,2.4563048004594608
17,Carbon__M9Na_Maltose_Mid,0.13570630820669938,1.2580016819279636,2.0,34.0,-0.753835211828646,35.0,1.0252478282420447
18,Carbon__M9Na_Mannitol_Mid,-1.0316343361665343,1.1127959006893957,2.0,36.0,-0.2447688087124706,37.0,-1.818499863620598
19,Carbon__M9Na_Trehalose_Mid,-0.6902774434079895,0.055673505367747844,2.0,38.0,-0.7296445565859496,39.0,-0.6509103302300293
20,Carbon__M9Na_ethanol_Mid,-0.2348987530246363,1.0869354060447451,2.0,40.0,-1.003478149350629,41.0,0.5336806433013564
21,Carbon__M9Na_fructose_Mid,0.5508711850545088,0.27926879880994643,2.0,42.0,0.7483440464668436,43.0,0.3533983236421741
22,Carbon__M9Na_fumarate_Mid,0.8874234445261537,1.4752867257722717,2.0,44.0,1.9306086925142256,45.0,-0.1557618034619181
23,Carbon__M9Na_glucoseGrowth_Late,-2.6198971609888364,0.7965258372817545,2.0,46.0,-2.0566683400566155,47.0,-3.183125981921058
24,Carbon__M9Na_glucoseGrowth_Mid,5.190292640122607e-15,0.5229932763705907,2.0,48.0,-0.3698120922366096,49.0,0.36981209223662
25,Carbon__M9Na_glucoseGrowth_Stat,3.996238486039318,0.35580707189494665,2.0,50.0,3.744644892708272,51.0,4.247832079370364
26,Carbon__M9Na_ribose_Mid,3.260169989438672,0.6746526426025815,2.0,52.0,2.7831185309089626,53.0,3.737221447968382
27,Carbon__M9Na_succinate_Mid,2.3374716053596005,0.13257171229413878,2.0,54.0,2.4312139621162983,55.0,2.2437292486029032
28,Carbon__M9Na_sucrose_Mid,4.1740272765379824,1.451897264921837,2.0,56.0,3.14738087492555,57.0,5.200673678150414
29,TF__LBv2_HapROver_Late,-13.552748840400456,2.8470369715846617,2.0,58.0,-15.565907989296782,59.0,-11.53958969150413
30,TF__LBv2_HapROver_Mid,2.922198363484707,0.11993148623017662,2.0,60.0,3.007002730675846,61.0,2.837393996293568
31,TF__LBv2_HapROver_Stat,-37.27291938772042,0.2752937292743048,2.0,62.0,-37.46758145050841,63.0,-37.07825732493242
32,TF__LBv2_LuxOOver_Late,-36.330524945555396,0.6243324733949446,2.0,64.0,-35.889055219902865,65.0,-36.771994671207935
33,TF__LBv2_LuxOOver_Mid,3.106030455635191,0.7428056130053493,2.0,66.0,3.631273341694704,67.0,2.580787569575678
34,TF__LBv2_LuxOOver_Stat,7.262346649672381,0.8391281933802395,2.0,68.0,7.855699885496365,69.0,6.668993413848397
35,TF__LBv2_QstROver_Late,3.6662226967111513,0.08027889592891367,2.0,70.0,3.609456945013647,71.0,3.722988448408655
36,TF__LBv2_QstROver_Mid,-7.930632815310113,0.38340453990066864,2.0,72.0,-8.201740765411584,73.0,-7.659524865208642
37,TF__LBv2_QstROver_Stat,1.3158739334448715,0.09953661744670163,2.0,74.0,1.3862569506178053,75.0,1.2454909162719374
38,TF__LBv2_TfoXOver_Late,-4.926650858269683,0.8228297058257006,2.0,76.0,-4.344822393518599,77.0,-5.508479323020769
39,TF__LBv2_TfoXOver_Mid,-25.4127572093845,0.3084140275420099,2.0,78.0,-25.630838859672508,79.0,-25.19467555909649
40,TF__LBv2_TfoXOver_Stat,-14.762181965137058,0.08031420397955362,2.0,80.0,-14.705391246877516,81.0,-14.8189726833966
41,Stress-I__20-300-T1,0.21520625561992182,0.5612532498640864,2.0,82.0,-0.1816597233219614,83.0,0.612072234561805
42,Stress-I__20-300-T2,0.9780886903317312,1.126320646612008,2.0,84.0,0.1816597233219634,85.0,1.774517657341499
43,Stress-II-1__LBv2_LowpH_Mid,-29.482943929169885,0.011720807542523816,2.0,86.0,-29.474656066675585,87.0,-29.491231791664188
44,Stress-II-1__LBv2_highSalt_Mid,-19.24724192514781,0.831243985157684,2.0,88.0,-19.83502018387334,89.0,-18.659463666422283
45,Stress-II-2__M9Na_glucoseKanamycin_Mid,-0.8052757452136097,0.09744190814774366,2.0,90.0,-0.874177579236636,91.0,-0.7363739111905835
46,Stress-III__R_wt,3.552713678800501e-15,0.13862043601850813,2.0,92.0,-0.0980194503197195,93.0,0.0980194503197266
47,Stress-III__R_s,-0.5906741005828353,0.678673946665506,2.0,94.0,-1.070569050484652,95.0,-0.1107791506810187
48,Competence-condition__OSS_TfoXOver_Stat,-8.584008020750094,1.664641551189234,2.0,96.0,-7.406928691659294,97.0,-9.761087349840896
49,Competence-condition__OSS_VectorOnly_Stat,-4.440892098500626e-16,1.0649847586515147,2.0,98.0,0.7530579447028042,99.0,-0.7530579447028051
50,Competence-Recovery__LBv2_TfoXOver_Recov,-10.84002616594048,2.0174977102894647,2.0,100.0,-9.413439853966468,101.0,-12.266612477914494
51,Competence-Recovery__LBv2_VectorOnly_Recov,6.994405055138486e-15,1.404699008213379,2.0,102.0,-0.9932721942336912,103.0,0.9932721942337052
