,-0.059412185000000006,-0.047529748000000004,-0.035647311,-0.023764874,-0.011882436999999996,6.938893903907228e-18,0.01188243700000001,0.02376487400000002,0.035647311000000015,0.04752974800000001,0.05941218500000002,0.07129462200000003,0.08317705900000003,0.09505949600000002,0.10694193300000004,0.11882437000000004,0.13070680700000004,0.14258924400000003,0.15447168100000003,0.16635411800000005
thresh,-0.0534709665,0.0534709665,1,,,,,,,,,,,,,,,,,
unreg,1,4,27,219,1411,2590,976,216,71,23,16,6,9,1,0,1,0,1,0,0
unreg_genes,['PA2109'],[],[],[],[],[],[],[],[],[],"['PA0039' 'PA3326' 'PA0456' 'ahpC' 'infC' 'lptF' 'algP' 'rsmA' 'rpmJ'
 'PA4351' 'pasP' 'oprL' 'PA4352' 'acpP' 'PA1244' 'pilA']",['PA3786' 'PA1323' 'PA3040' 'rmf' 'ansB' 'PA4578'],['PA3691' 'sucC' 'catA' 'oprI' 'ftsZ' 'PA4874' 'PA1041' 'PA4607' 'PA4463'],['oprF'],[],['PA4739'],[],['PA4141'],[],[]
