,Value,list
TF,NfxB/EsrC,
reg_genes,0,[]
comp_genes,14,"['pmrA' 'mexR' 'PA1343' 'PA3720' 'mexA' 'PA4774' 'esrC' 'PA4838' 'PA3718'
 'armR' 'nalC']"
both_genes,0,['mexD' 'oprJ' 'mexC']
reg_genes2,3,
comp_genes2,0,
both_genes2,0,
