,-0.08144074514261858,-0.058171960816156124,-0.03490317648969367,-0.011634392163231214,0.011634392163231241,0.034903176489693696,0.05817196081615615,0.0814407451426186,0.10470952946908106,0.12797831379554353,0.15124709812200599,0.17451588244846844,0.1977846667749309,0.22105345110139335,0.2443222354278558,0.26759101975431826,0.2908598040807807,0.31412858840724317,0.3373973727337056,0.3606661570601681
thresh,-0.06980635297938735,0.06980635297938735,2,,,,,,,,,,,,,,,,,
unreg,2,8,65,2842,2560,75,8,4,0,0,1,1,0,0,2,0,1,0,0,0
EsrC and NfxB,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
unreg_genes,['PA4774' 'pmrA'],[],[],[],[],[],[],['PA1343' 'PA4838' 'mexA' 'mexR'],[],[],['esrC'],['nalC'],[],[],['PA3720' 'PA3718'],[],['armR'],[],[],[]
EsrC and NfxB_genes,[],[],[],[],[],[],[],[],[],[],['oprJ'],['mexD'],['mexC'],[],[],[],[],[],[],[]
