,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A
0,aat__00m_00s,-3.333329908391155e-11,1.0629100672557108,3.0,0.0,0.4482851494,6.0,-1.2136162377,12.0,0.7653310882000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,-0.16158408103333333,0.20970746172290175,3.0,1.0,-0.3286969909,7.0,-0.22979117910000002,13.0,0.0737359269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,-0.7765095117999999,0.2936476619621366,3.0,2.0,-1.0811407052,8.0,-0.4952411083,14.0,-0.7531467219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,-1.1336202511666669,0.31176176013388407,3.0,3.0,-1.4760856718,9.0,-1.0584784969,15.0,-0.8662965848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,-1.7810291431999998,0.5037902088153153,3.0,4.0,-2.0871369308,10.0,-2.0563770366,16.0,-1.1995734622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,-1.1855704004333332,0.40269093661513056,3.0,5.0,-1.2383227124,11.0,-0.7591031478,17.0,-1.5592853411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,3.4362146367,1.1884342446693357,2.0,18.0,4.2765645501,71.0,2.5958647233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,2.8571049839666665,0.21482851470259362,3.0,19.0,2.7904364644,70.0,2.6835146871999997,205.0,3.0973638003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,-1.2881573594625002,1.1249894182835667,8.0,20.0,-3.1626358528,32.0,-1.1371208977,55.0,0.17607513330000002,67.0,-1.3310493243,126.0,-0.1255851945,147.0,-0.6711107238,203.0,-1.6067607273,210.0,-2.4470712886,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,-0.5196858279,0.36874019158360233,3.0,21.0,-0.2929956159,34.0,-0.9451655038000001,61.0,-0.32089636400000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,abx_mega__rif_dmso,1.7747248379375,0.6065679171394595,8.0,22.0,2.7214187022000003,104.0,2.2050613838,111.0,1.8085035868000001,133.0,1.7099376877,165.0,1.3581105203,238.0,1.9870531575000001,265.0,0.6478514780000001,270.0,1.7598621872,,,,,,,,,,,,,,,,,,,,
11,abx_mega__novo_h2o,0.06700420288571433,1.7081752495342166,7.0,23.0,2.2531460017000002,56.0,-0.2274487955,82.0,-0.12348514640000001,118.0,-2.9156001456,134.0,-0.5825421282000001,137.0,1.8759387416000002,227.0,0.18902089260000002,,,,,,,,,,,,,,,,,,,,,,
12,abx_mega__rach_dmso,-2.530370887075,0.6589906741006437,4.0,24.0,-2.402585543,101.0,-2.7613702597,139.0,-1.6952494334,149.0,-3.2622783122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,abx_mega__metro_dmso,-0.7019035590499999,2.359835470522878,4.0,25.0,-0.0835303708,123.0,0.7329360966,155.0,-4.1940199298,191.0,0.7369999678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,abx_mega__dmso-6,1.3121839363666667,1.279477549051349,3.0,26.0,-0.0035015215000000002,59.0,1.3879685664,159.0,2.5520847642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,abx_mega__chl_h2o,-0.62040190372,0.5141379536609226,5.0,27.0,-1.163876882,76.0,0.1911339773,146.0,-0.7420964933,162.0,-0.4962595913,262.0,-0.8909105293,,,,,,,,,,,,,,,,,,,,,,,,,,
16,abx_mega__cst_h2o,-0.06445684915000002,0.775411596150062,4.0,28.0,-0.26164671570000003,94.0,0.9504110328,186.0,-0.9208727221,231.0,-0.0257189916,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,abx_mega__tec_h2o,-1.6368653154000004,0.43013096604283496,3.0,29.0,-1.8587113136000002,49.0,-1.1411035023,260.0,-1.9107811303000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,abx_mega__str_h2o,0.96810470458,2.9968928134679027,5.0,30.0,1.5509419192,77.0,3.1567030218,172.0,-2.2245931808,259.0,4.3813717923,280.0,-2.0239000296,,,,,,,,,,,,,,,,,,,,,,,,,,
19,abx_mega__ctx_h2o,-1.5711441578749998,1.275418273008746,4.0,31.0,-2.0841444787,40.0,0.17078550550000002,138.0,-2.8288247212,192.0,-1.5423929371,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,abx_mega__phos_h2o,-1.4280154796285713,1.7343450973809322,7.0,33.0,-0.9755245754,39.0,-0.9174555874,58.0,-0.148854711,122.0,-3.5617230672,170.0,-4.2196940757,244.0,-0.0952411448,261.0,-0.0776151959,,,,,,,,,,,,,,,,,,,,,,
21,abx_mega__polmyx_h2o,-2.173439395985714,0.9405776170097025,7.0,35.0,-1.4963554835,79.0,-1.9350589898,92.0,-2.7619544318,208.0,-3.3484780664000002,251.0,-2.0604514884,263.0,-2.9854713140999998,299.0,-0.6263059979000001,,,,,,,,,,,,,,,,,,,,,,
22,abx_mega__h2o-8b,-0.4392832611,0.43912189775687643,3.0,36.0,-0.8080758138,234.0,0.0464800355,275.0,-0.556254005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,abx_mega__h2o-6,0.5719635377,0.4390830747334575,3.0,37.0,0.2098362387,214.0,0.4457133232,307.0,1.0603410512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,abx_mega__thio_dmso,-1.06837945985,0.25304398666593436,4.0,38.0,-1.1764914954,102.0,-0.7250679098,248.0,-1.3180461303,269.0,-1.0539123039,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,abx_mega__lzd_dmso,-0.15512890237499996,0.9362340777008186,4.0,41.0,0.2951953083,178.0,-1.5271402709,249.0,0.061131310200000004,309.0,0.5502980429000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,abx_mega__naoh-9,-1.38512408405,0.24978826840497034,2.0,42.0,-1.2084971056,294.0,-1.5617510625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,abx_mega__dox_dmso,-0.86209216245,1.9177915827969196,8.0,43.0,-1.0647595541000001,142.0,2.4384121299,166.0,-0.7063864131,177.0,0.5068494586,221.0,-1.3300980071000001,256.0,-2.6189879785,282.0,-0.22609325870000002,305.0,-3.8956736766,,,,,,,,,,,,,,,,,,,,
28,abx_mega__phos_ethanol,-2.4603147409000004,2.112256123882319,2.0,44.0,-3.9539053697,154.0,-0.9667241121000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,abx_mega__teix_dmso,-0.3593143583055556,0.7682488797808978,18.0,45.0,-0.40501104330000004,54.0,1.2474296951000001,106.0,-0.20663850150000002,108.0,0.8339692172000001,135.0,-1.3715007892,143.0,-1.0735214424,150.0,-0.8005056137000001,183.0,-0.4709751877,204.0,-1.0628421728,226.0,0.0122565699,253.0,-0.1662973029,255.0,-1.6689680239,257.0,-0.8143337420000001,264.0,0.07654388100000001,268.0,-0.9060621082,284.0,-0.0943347819,300.0,-0.2883442728,306.0,0.6914771696
30,abx_mega__dmso-10,-1.5839415036,1.6203838469615104,3.0,46.0,-0.5745616856,57.0,-0.7242604591,66.0,-3.4530023660999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,abx_mega__van_dmso,0.45930285978,0.9018231289975702,5.0,47.0,1.3474291936,72.0,-0.6191163656,112.0,1.2828847086000001,156.0,0.6023152641,212.0,-0.3169985018,,,,,,,,,,,,,,,,,,,,,,,,,,
32,abx_mega__ramo_h2o,-2.7870446970000002,0.14706303131538007,3.0,48.0,-2.9314700925,184.0,-2.7921851765,266.0,-2.6374788220000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,abx_mega__h2o-7,-1.8561168686000002,0.8329144307539891,3.0,50.0,-1.2175486261,245.0,-2.7982327478,258.0,-1.5525692319000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,abx_mega__cro_h2o,-1.75895745305,1.451173915005291,4.0,51.0,-1.6026448432,119.0,-3.6692719556,120.0,-1.6255023171,278.0,-0.1384106963,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,abx_mega__tric_ethanol,0.24437116375,1.1922785337107147,2.0,52.0,-0.5986970725,182.0,1.0874394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,abx_mega__nor_naoh,-0.98205256902,1.1441310556448463,5.0,53.0,0.1136198353,90.0,-0.24879069040000001,100.0,-0.3992225481,216.0,-2.5414726452,293.0,-1.8343967967,,,,,,,,,,,,,,,,,,,,,,,,,,
37,abx_mega__rfp_ethanol,-3.0399467914500002,0.05503489244537914,2.0,60.0,-3.0010312458,78.0,-3.0788623371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,abx_mega__amyc-d_dmso,1.0663460262125,1.8916766116948394,8.0,62.0,3.4659829263,91.0,1.288054726,103.0,2.5570589798,105.0,-0.40785327180000003,117.0,1.3833022668,141.0,-2.4942821407,174.0,2.3398561544,201.0,0.3986485689,,,,,,,,,,,,,,,,,,,,
