sample,new_285988_286047
LBexp_1,7.0254
LBexp_2,6.9206
LBexp_3,7.138
LBtran_1,7.4396
LBtran_2,7.1375
LBtran_3,7.3258
LBstat_1,7.1428
LBstat_2,7.3079
LBstat_3,7.4719
LBGexp_1,7.2049
LBGexp_2,7.0187
LBGexp_3,7.2763
LBGtran_2,7.525
LBGtran_3,7.5391
LBGstat_1,7.1323
LBGstat_2,7.1991
LBGstat_3,7.8124
S0_1,6.7014
S0_2,7.0028
S0_3,7.2172
S1_1,6.8222
S1_2,6.9218
S1_3,6.6389999999999985
S2_1,7.5253
S2_2,7.2066
S2_3,6.8338
S3_1,7.0352
S3_2,6.9276
S4_1,7.4564
S4_2,6.8086
S4_3,6.8626
S5_1,7.1037
S5_2,7.0043
S5_3,7.0764
S6_1,7.3204
S6_2,7.3239
S6_3,6.8635
S6/t_1,8.411
S6/t_2,7.4937
S6_4,7.6444
S6_5,8.0796
S6_6,7.9673
S7_4,8.6412
S7_5,8.4147
S7_6,8.9703
S8_4,8.4013
S8_5,8.9135
G135_1,7.7002
G135_3,7.4331
G150_1,7.3609
G150_2,7.2421
G150_3,7.4945
G180_1,7.2382
G180_2,7.1855
G180_3,7.0257
C30_1,8.5656
C30_2,8.8461
C90_1,8.3528
C90_2,7.151
BI_1,7.5589
BI_2,8.0304
BC_2,6.8711
BC/t_1,7.6826
BC/t_2,8.8865
BC_1,7.0159
Sw_1,6.9496
Sw_2,6.9528
BT_1,7.1545
BT_2,7.0946
B36_1,6.9661
B36_2,6.9026
B60_1,7.1484
B60_2,7.5059
M9exp_1,7.0625
M9exp_2,7.1512
M9exp_3,6.9179
M9tran_1,7.2788
M9tran_2,7.4126
M9tran_3,7.095
M9stat_1,7.7634
M9stat_2,7.8363
M9stat_3,7.5772
M+G_1,8.4828
M+G_2,7.237
M+G_3,7.2103
Glu_1,7.7353
Glu_2,7.225
Glu_3,7.2810000000000015
Fru_1,7.1833
Fru_2,7.6028
Fru_3,7.3837
Mal_1,6.9703
Mal_2,7.3775
Mal_3,7.1684
G+S_2,7.1976
G+S_3,7.6045
Pyr_1,7.8144
Pyr_2,7.4642
Pyr_3,8.0835
Gly_1,7.4735
Gly_2,7.5126
Gly_3,7.9117
Glucon_1,8.2088
Glucon_2,7.6884
Glucon_3,8.0744
aero_1,7.1695
aero_2,7.1998
aero_3,6.8899
nit_1,7.1702
nit_2,7.0337
nit_3,7.0988
ferm_1,7.2167
ferm_2,6.9934
ferm_3,7.3424
T-5.40H_1,7.0051
T-4.40H_1,7.1787
T-3.40H_1,7.1058
T-2.40H_1,7.2127
T-1.40H_1,7.0068
T-1.10H_1,6.8133
T-0.40H_1,6.6706
T0.0H_1,6.9656
T0.30H_1,7.7232
T1.0H_1,7.379
T1.30H_1,7.7557
T2.0H_1,7.8219
T2.30H_1,7.5009
T3.0H_1,7.2474
T3.30H_1,7.5819
T4.0H_1,7.4267
T5.0H_1,7.502000000000002
HPh_1,7.6843
HPh_2,7.1568
HPh_3,7.5966
LPh_1,7.4949
LPh_2,7.3459
LPh_3,7.5323
LPhT_1,12.1699
LPhT_2,11.9184
LPhT_3,12.6684
SMMPr_1,6.6535
SMMPr_2,6.9822
SMMPr_3,7.1924
HiTm_1,7.2691
HiTm_2,7.2886
HiTm_3,7.2257
LoTm_1,7.1492
LoTm_2,7.0741
LoTm_3,6.9342
HiOs_1,7.0092
HiOs_2,7.2129
HiOs_3,7.1768
BMM_1,6.7342
BMM_2,6.9653
BMM_3,7.1153
Heat_1,7.6314
Heat_2,7.1987
Heat_3,7.4047
Cold_1,6.9885
Cold_2,7.2528
Cold_3,7.313
Etha_1,7.7065
Etha_2,7.769
Etha_3,7.4129999999999985
SMM_1,7.1675
SMM_2,6.97
SMM_3,6.8857
Salt_1,7.1613
Salt_2,7.1098
Salt_3,7.0237
Mt0_1,7.0621
Mt0_3,6.7113
M0t45_1,7.1178
M0t45_2,7.3156
M0t45_3,7.1223
M0t90_1,7.4151
M0t90_2,7.355
M0t90_3,7.3262
M40t45_1,7.4647
M40t45_2,7.4219
M40t45_3,6.8903
M40t90_1,7.2976
M40t90_2,7.1815
M40t90_3,7.4633
dia0_1,7.0262
dia0_2,7.1501
dia0_3,6.5408
dia5_1,7.2267
dia5_2,7.3257
dia5_3,7.0141
dia15_1,7.1533
dia15_2,7.3369
dia15_3,7.2288
Diami_1,7.6022
Diami_2,7.3403
Diami_3,7.8552
Paraq_1,7.8248
Paraq_2,7.5714
Paraq_3,7.3794
H2O2_1,7.4755
H2O2_2,7.7311
H2O2_3,7.77
Oxctl_1,7.7578
Oxctl_2,7.8831
Oxctl_3,7.5446
GM-0.1_1,7.1442
GM-0.2_1,7.8353
GM+5_1,6.8875
GM+15_1,7.0436
GM+25_1,6.7709
GM+45_1,7.2059
GM+60_1,6.8184
GM+90_1,7.2152
GM+120_1,8.0752
GM+150_1,7.454
GM-0.1_2,6.7726
GM-0.2_2,7.3845
GM+5_2,6.7454
GM+10_2,6.6468
GM+15_2,7.1227
GM+25_2,6.971
GM+45_2,6.5502
GM+60_2,7.3647
GM+90_2,7.6304
GM+150_2,7.6285
GM-0.1_3,7.2453
GM-0.2_3,6.7027
GM+5_3,7.0333
GM+10_3,6.6069
GM+15_3,7.2221
GM+25_3,7.1589
GM+45_3,7.7576
GM+60_3,7.7209
GM+90_3,7.4625
GM+120_3,8.12
GM+150_3,7.0956
MG-0.1_1,6.9992
MG+5_1,7.7214
MG+10_1,6.9045
MG+15_1,7.0216
MG+25_1,6.9885
MG+45_1,7.6474
MG+120_1,7.2646
MG+150_1,7.3094
MG-0.1_2,6.8006
MG-0.2_2,6.9006
MG+5_2,6.5707
MG+10_2,6.8933
MG+15_2,7.4574
MG+25_2,6.9607
MG+45_2,7.152
MG+60_2,7.1311
MG+90_2,6.6217
MG+120_2,7.0276
MG-0.1_3,7.2524
MG-0.2_3,7.1818
MG+5_3,7.4567
MG+10_3,7.6759
MG+15_3,7.0266
MG+25_3,7.0175
MG+45_3,6.968
MG+60_3,7.3841
MG+90_3,6.7562
MG+120_3,6.8657
MG+150_3,7.1795
