,-0.10384185779040728,-0.08653488149200605,-0.06922790519360483,-0.05192092889520361,-0.03461395259680239,-0.017306976298401167,5.551115123125783e-17,0.017306976298401278,0.0346139525968025,0.05192092889520372,0.06922790519360494,0.08653488149200617,0.10384185779040739,0.12114883408880861,0.13845581038720983,0.15576278668561105,0.17306976298401228,0.1903767392824135,0.20768371558081472,0.22499069187921594
thresh,-0.06057441704440425,0.06057441704440425,1,,,,,,,,,,,,,,,,,
unreg,2,3,24,38,113,599,2583,808,66,13,2,3,1,0,1,0,1,0,0,0
unreg_genes,['yobH' 'gnd'],['uhpT' 'wzzB' 'yajI'],"['mlaB' 'opgC' 'iap' 'epmC' 'yceB' 'iraD' 'ydcF' 'ynjI' 'bhsA' 'mlaC'
 'mltD' 'ycfT' 'crp' 'yfdC' 'yggE' 'yaaX' 'chbR' 'yegS' 'ygfI' 'fkpA'
 'treR' 'dedA' 'galF' 'degQ']",[],[],[],[],[],[],[],['yodB' 'ymiA'],['rcsA' 'yciX' 'bdm'],['ptsH'],[],['ptsI'],[],['crr'],[],[],[]
