,-0.09444359820501726,-0.07083269865376295,-0.047221799102508635,-0.023610899551254325,-1.3877787807814457e-17,0.023610899551254297,0.04722179910250861,0.07083269865376292,0.09444359820501723,0.11805449775627154,0.14166539730752586,0.1652762968587802,0.18888719641003449,0.21249809596128877,0.2361089955125431,0.25971989506379745,0.28333079461505173,0.306941694166306,0.33055259371756035,0.3541634932688147
thresh,-0.10624904798064441,0.10624904798064441,1,,,,,,,,,,,,,,,,,
unreg,1,4,47,536,3050,546,19,2,1,1,0,0,1,0,2,0,1,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],['xanQ'],[],[],['xdhD'],[],['ygfK' 'ssnA'],[],['ygfM'],[],[],[]
