,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X
0,M9__M9exp,15.965233333333336,0.16603244662816183,3.0,0.0,16.1447,1.0,15.9339,2.0,15.8171,,,,,,,,,,
1,M9__M9tran,15.616766666666665,0.3352411718947027,3.0,3.0,15.6107,4.0,15.2846,5.0,15.955,,,,,,,,,,
2,M9__M9stat,13.170866666666667,0.6408882143816762,3.0,6.0,13.9069,7.0,12.8694,8.0,12.7363,,,,,,,,,,
3,Carbon Transition__MG-0.1,15.406133333333335,0.6639843095535711,3.0,9.0,15.4265,10.0,14.7322,11.0,16.0597,,,,,,,,,,
4,Carbon Transition__MG-0.2,15.5851,0.08669129137347091,2.0,12.0,15.5238,13.0,15.6464,,,,,,,,,,,,
5,Carbon Transition__MG+5,15.589933333333335,0.3227582118759081,3.0,14.0,15.7989,15.0,15.2182,16.0,15.7527,,,,,,,,,,
6,Carbon Transition__MG+10,15.390033333333335,1.0478573105787512,3.0,17.0,16.1736,18.0,15.7967,19.0,14.1998,,,,,,,,,,
7,Carbon Transition__MG+15,15.816666666666668,0.5028365572761522,3.0,20.0,15.2367,21.0,16.1306,22.0,16.0827,,,,,,,,,,
8,Carbon Transition__MG+25,15.663466666666666,0.2578247143571251,3.0,23.0,15.6563,24.0,15.4093,25.0,15.9248,,,,,,,,,,
9,Carbon Transition__MG+45,15.662799999999999,0.6610387810106158,3.0,26.0,15.7735,27.0,14.9534,28.0,16.2615,,,,,,,,,,
10,Carbon Transition__MG+60,15.2132,0.014000714267493669,2.0,29.0,15.2033,30.0,15.2231,,,,,,,,,,,,
11,Carbon Transition__MG+90,15.567,0.5125109950040097,2.0,31.0,15.2046,32.0,15.9294,,,,,,,,,,,,
12,Carbon Transition__MG+120,15.347133333333334,0.45457584992312655,3.0,33.0,14.8565,34.0,15.754,35.0,15.4309,,,,,,,,,,
13,Carbon Transition__MG+150,15.870049999999999,0.08350931085813133,2.0,36.0,15.811,37.0,15.9291,,,,,,,,,,,,
14,Carbon Transition__GM-0.1,15.751600000000002,0.24032159703197697,3.0,38.0,15.4769,39.0,15.923,40.0,15.8549,,,,,,,,,,
15,Carbon Transition__GM-0.2,15.674000000000001,0.6826416849270199,3.0,41.0,14.9131,42.0,16.2327,43.0,15.8762,,,,,,,,,,
16,Carbon Transition__GM+5,15.602133333333333,0.5426671570431848,3.0,44.0,15.0233,45.0,15.6837,46.0,16.0994,,,,,,,,,,
17,Carbon Transition__GM+10,15.23715,0.07063996744053601,2.0,47.0,15.2871,48.0,15.1872,,,,,,,,,,,,
18,Carbon Transition__GM+15,15.704300000000002,0.127712058945113,3.0,49.0,15.558,50.0,15.7935,51.0,15.7614,,,,,,,,,,
19,Carbon Transition__GM+25,15.691400000000002,0.5151600819162914,3.0,52.0,16.0639,53.0,15.9068,54.0,15.1035,,,,,,,,,,
20,Carbon Transition__GM+45,15.0035,0.8071681299456758,3.0,55.0,15.9057,56.0,14.755,57.0,14.3498,,,,,,,,,,
21,Carbon Transition__GM+60,14.856499999999999,0.7062693324787649,3.0,58.0,15.6593,59.0,14.3308,60.0,14.5794,,,,,,,,,,
22,Carbon Transition__GM+90,15.659466666666667,0.16231883234342614,3.0,61.0,15.6029,62.0,15.8425,63.0,15.533,,,,,,,,,,
23,Carbon Transition__GM+120,14.7542,0.5188749560346889,2.0,64.0,14.3873,65.0,15.1211,,,,,,,,,,,,
24,Carbon Transition__GM+150,15.438066666666666,0.5760680631082873,3.0,66.0,15.6998,67.0,14.7776,68.0,15.8368,,,,,,,,,,
25,Life Cycle__BT,13.96885,0.39421203051150094,2.0,69.0,14.2476,70.0,13.6901,,,,,,,,,,,,
26,Life Cycle__B36,16.1222,0.2320724455854254,2.0,71.0,16.2863,72.0,15.9581,,,,,,,,,,,,
27,Life Cycle__B60,16.26455,0.1543614103330228,2.0,73.0,16.1554,74.0,16.3737,,,,,,,,,,,,
28,Life Cycle__S0,13.753833333333333,0.21195472000720667,3.0,75.0,13.9916,76.0,13.5847,77.0,13.6852,,,,,,,,,,
29,Life Cycle__S1,16.065566666666665,0.10761214305706054,3.0,78.0,15.9589,79.0,16.1741,80.0,16.0637,,,,,,,,,,
30,Life Cycle__S2,15.26,0.5913867347176465,3.0,81.0,15.8169,82.0,15.3238,83.0,14.6393,,,,,,,,,,
31,Life Cycle__S3,15.565999999999999,0.13717871555019082,2.0,84.0,15.469,85.0,15.663,,,,,,,,,,,,
