,b2641_2
control__wt_glc__1,4.4242986961
control__wt_glc__2,4.2130837763
fur__wt_dpd__1,4.6332064324
fur__wt_dpd__2,4.5460882972
fur__wt_fe__1,4.3784816543
fur__wt_fe__2,4.1790792244
fur__delfur_dpd__1,4.3589840644
fur__delfur_dpd__2,4.5509081
fur__delfur_fe2__1,4.146662763
fur__delfur_fe2__2,4.31058714
acid__wt_ph5__1,4.8760170078
acid__wt_ph5__2,4.8774269526000005
acid__delgadx_ph5__1,4.5498108605
acid__delgadx_ph5__2,5.046391272
acid__delgadw_ph5__1,4.5652019846
acid__delgadw_ph5__2,4.9167124256
acid__delgade_ph5__1,4.4327275578
acid__delgade_ph5__2,5.0080786672
oxidative__wt_pq__1,4.54380422
oxidative__wt_pq__2,4.6340258928
oxidative__deloxyr_pq__1,4.6324543615
oxidative__deloxyr_pq__2,4.7148567478
oxidative__delsoxr_pq__1,5.0412462897
oxidative__delsoxr_pq__2,4.7888201006
oxidative__delsoxs_pq__1,4.4645832268
oxidative__delsoxs_pq__2,5.0142997028
nac_ntrc__wt_csn__1,4.9679136991
nac_ntrc__wt_csn__2,5.0665492415
nac_ntrc__wt_cytd__1,4.4477727003
nac_ntrc__wt_cytd__2,4.218900651
nac_ntrc__wt_gln__1,4.6259379375
nac_ntrc__wt_gln__2,5.0636111052
nac_ntrc__bw_delnac_csn__1,5.5474425606
nac_ntrc__bw_delnac_csn__2,5.3119690379
nac_ntrc__bw_delnac_cytd__1,4.9108447536
nac_ntrc__bw_delnac_cytd__2,4.5859072871
nac_ntrc__bw_delnac_gln__1,5.4379917962
nac_ntrc__bw_delnac_gln__2,5.0974772978
nac_ntrc__bw_delnac_nh4__1,4.6782510918
nac_ntrc__bw_delnac_nh4__2,4.40660142
misc__wt_no_te__1,4.9615443768
misc__wt_no_te__2,5.0078402438
misc__bw_delcbl__1,4.6781361237
misc__bw_delcbl__2,4.4165043687
misc__bw_delfabr__1,4.1911523031
misc__bw_delfabr__2,4.4607345865
misc__bw_delfadr__1,4.6637637781
misc__bw_delfadr__2,4.3646587141
misc__nitr_031__1,4.8909648926
omics__wt_glu__1,4.2004896642
omics__wt_glu__2,4.6650225729
omics__wt_gly__1,4.6908124767
omics__wt_gly__2,4.5113510636
omics__wt_thr__1,4.7094071521
omics__wt_thr__2,4.8253424166
omics__bw_ac__1,4.9222418749
omics__bw_ac__2,5.1340160871
omics__bw_fum__1,5.2961571519
omics__bw_fum__2,5.2495384446
omics__bw_glc__1,5.6195808087
omics__bw_glc__2,5.2904453833
omics__bw_pyr__1,5.05645011
omics__bw_pyr__2,5.2204459036
ompr__wt_nacl__1,3.2301301824
ompr__wt_nacl__2,3.2878446537
ompr__bw_delompr_nacl__1,2.8326165116
ompr__bw_delompr_nacl__2,2.9935574281
minspan__wt_ade__1,4.0307623962
minspan__wt_glc__1,3.6268533122
minspan__wt_glc__2,4.3261696745
minspan__wt_glc__3,4.1025366706
minspan__wt_glc__4,4.3410171729
minspan__wt_glc_anaero__1,4.6149637854000005
minspan__wt_glc_anaero__2,5.5248686191
minspan__wt_trp__1,4.2435417936
minspan__bw_delcra_glc__1,3.7726833404
minspan__bw_delcra_glc__2,4.121701076
minspan__bw_delcra_trp__1,4.0223885673
minspan__bw_delmntr__1,4.1432660595
minspan__bw_delnac_ade__1,4.2063512948
minspan__bw_delnac_glc__1,4.3544697014
cra_crp__wt_ac__1,4.9645679294
cra_crp__wt_ac__2,4.5436470774
cra_crp__wt_fru__1,4.3496094231
cra_crp__wt_fru__2,4.6059974392
cra_crp__delcra_ac__1,4.9171462638
cra_crp__delcra_ac__2,5.0331604786
cra_crp__delcra_fru__1,4.9603741367000005
cra_crp__delcra_fru__2,4.8677685643
cra_crp__delcra_glc__1,4.7666682702
cra_crp__delcra_glc__2,4.5301068631
rpoB__wt_031__1,4.8738722141
rpoB__wt_044__1,4.8736261941
rpoB__wt_lb__1,3.9891842559
rpoB__wt_lb__2,3.903527314
rpoB__rpoBE546V_031__1,3.9790697669
rpoB__rpoBE546V_044__1,4.6839471496
rpoB__rpoBE546V_lb__1,4.2056437903
rpoB__rpoBE546V_lb__2,4.2201421938
rpoB__rpoBE546V_glc__1,3.9031742059
rpoB__rpoBE672K_glc__1,4.5624468103
rpoB__rpoBE672K_glc__2,3.4413211768
rpoB__rpoBE672K_lb__1,3.3190047379
rpoB__rpoBE672K_lb__2,3.8723076114
crp__wt_fru__1,4.3244420142
crp__wt_glyc__1,4.1348397176
crp__wt_glyc__2,4.1307159687
crp__delar1_glyc__1,4.6803906117
crp__delar1_glyc__2,5.0092220113
crp__delar1ar2_glyc__1,5.0119527496
crp__delar1ar2_glyc__2,5.074084452
crp__delar1ar2_glyc__3,5.048202099
crp__delar2_glyc__1,4.6560830487
crp__delar2_glyc__2,4.5903570774
crp__delar2_glyc__3,5.0047379545
crp__delcrp_fru__1,5.2755283833
crp__delcrp_fru__2,5.0581429525
crp__delcrp_fru__3,4.9583683281
crp__delcrp_glc__1,5.4738320862
crp__delcrp_glc__2,5.3529321175
crp__delcrp_glc__3,5.416195892
crp__delcrp_glyc__1,4.7954433585
crp__delcrp_glyc__2,4.6893876073000005
crp__delcrp_glyc__3,5.0564864851
glu__glu_ale3__1,2.8071556009
glu__glu_ale4__1,3.4949323142
glu__glu_ale5__1,3.2396196856
glu__glu_ale6__1,3.7069885274
glu__glu_ale8__1,3.5321759627000002
glu__glu_ale9__1,3.5066034943
glu__glu_ale10__1,3.2755619885
42c__wt_42c__1,4.825632674
42c__42c_ale1__1,3.7739000066
42c__42c_ale2__1,2.9488440032
42c__42c_ale3__1,4.8786446751
42c__42c_ale4__1,4.1221623252
42c__42c_ale5__1,4.5893285705
42c__42c_ale6__1,3.8829321610000003
42c__42c_ale8__1,3.9756314230000003
42c__42c_ale9__1,4.7343971259
42c__42c_ale10__1,4.2077662808
ssw__wt_ac__1,5.0406180437
ssw__wt_glc__1,4.4869191415
ssw__wt_glyc__1,4.6841857309
ssw__wt_xyl__1,4.5406408428
ssw__glc_ale1__1,4.578457204
ssw__glc_ale2__1,4.0305818241
ssw__glc_ale3__1,4.0769316739
ssw__glyc_ale1__1,3.9281269279
ssw__glyc_ale2__1,3.9451885082
ssw__xyl_ale1__1,4.3154221435
ssw__xyl_ale2__1,4.8484812396
ssw__xyl_ale3__1,5.3432273357
ssw__glc_ac_ac2__1,4.8785314555
ssw__glc_ac_glc1__1,4.6554642157
ssw__glc_ac_glc2__1,3.5265543457
ssw__glc_glyc_glc__1,4.2193297017999996
ssw__glc_glyc_glyc__1,3.4817476974
ssw__glc_xyl_glc__1,4.2226834777
ssw__glc_xyl_xyl__1,4.2533380383
pgi__glu4_delpgi__1,4.2986810478
pgi__pgi_ale1__1,4.8408857568
pgi__pgi_ale2__1,5.2876107306
pgi__pgi_ale3__1,4.6269501512
pgi__pgi_ale5__1,4.7116056523
pgi__pgi_ale6__1,4.4883841041
pgi__pgi_ale7__1,4.8021727607999996
pgi__pgi_ale8__1,4.3441250984
ica__wt_glc__1,4.5059320795
ica__wt_glc__2,4.3489677586
ica__wt_glc__3,4.7211499168
ica__wt_glc__4,5.0665196997
ica__arg_sbt__1,4.1955813448
ica__arg_sbt__2,4.4021156327
ica__cytd_rib__1,4.3401303058
ica__cytd_rib__2,4.0714214443
ica__gth__1,5.1491252223
ica__gth__2,5.1959840285
ica__leu_glcr__1,4.7459404696
ica__leu_glcr__2,4.4929859322
ica__met_glc__1,4.0972539771
ica__met_glc__2,3.9126342264
ica__no3_anaero__1,5.3313326356
ica__no3_anaero__2,5.3087106086
ica__phe_acgam__1,4.2289318841
ica__phe_acgam__2,4.2541493883
ica__thm_gal__1,4.8418848984
ica__thm_gal__2,4.6124933371
ica__tyr_glcn__1,4.2197819133
ica__tyr_glcn__2,4.0878528674
ica__ura_pyr__1,4.8683531637
