,b2641_2
ica__ura_pyr__2,4.9579104914
ica__wt_glc__5,4.8974490992
ica__wt_glc__6,4.8808057836
ica__bw_delpurR_cytd__1,4.5303054335
ica__bw_delpurR_cytd__2,4.9070928444
ica__ade_glc__1,5.3913773153
ica__ade_glc__2,5.5757682112
ytf__wt_glc__1,4.5787083218
ytf__wt_glc__2,5.182645731
ytf__delyafC__1,5.2293669231
ytf__delyafC__2,5.0901713709
ytf__delyeiE__1,5.7456557012000005
ytf__delyeiE__2,5.2126418485
ytf__delyiaJ__1,5.1965510455
ytf__delyiaJ__2,5.2396000799
ytf__delyieP__1,5.1217706978
ytf__delyieP__2,5.0448239531
ytf__wt_ph5__1,5.3704415493
ytf__wt_ph5__2,5.1913983236
ytf__wt_ph8__1,4.936255743
ytf__wt_ph8__2,4.8968940011
ytf__delybaO__1,5.1486790249
ytf__delybaO__2,5.1787077505
ytf__delybaQ__1,5.0821282966
ytf__delybaQ__2,5.1936278489
ytf__delybiH__1,4.5935980851
ytf__delybiH__2,5.1137509308
ytf__delydcI_ph5__1,4.8868260116
ytf__delydcI_ph5__2,4.8599100132
ytf__delydcI_ph8__1,5.0815786439
ytf__delydcI_ph8__2,4.7305931238
ytf__delyddM__1,5.2101266122
ytf__delyddM__2,5.2700377715
ytf__delyheO__1,5.2266557489
ytf__delyheO__2,4.9773159181
fps__bw_glc__1,5.0370298698
fps__bw_glc__2,4.8844455251
fps__fps_thrA_ale1__1,5.4326783323
fps__fps_thrA_ale1__2,5.5134663139
fps__fps_thrA_ale2__1,5.3903662446
fps__fps_thrA_ale2__2,5.2661792111
fps__fps_serB_ale1__1,5.3563821844
fps__fps_serB_ale1__2,5.2800666561
fps__fps_serB_ale4__1,6.089366613
fps__fps_serB_ale4__2,5.8703394345
fps__fps_ptsI_ale1__1,5.252490776
fps__fps_ptsI_ale1__2,5.2802070176
fps__fps_ptsI_ale3__1,4.8258141519
fps__fps_ptsI_ale3__2,5.2010341887
pal__lyx_ale2_f6__1,4.9996966667
pal__lyx_ale2__1,4.4659689832
pal__lyx_ale2__2,4.3842408504
pal__lyx_ale4__1,4.4659689832
pal__lyx_ale4__2,4.3842408504
pal__5drib_ale10_f18__1,5.2828199182
pal__5drib_ale10_f18__2,5.5000506216
pal__5drib_ale10__1,5.2523731205
pal__arab_ale14_f9__1,5.2725028992
pal__arab_ale14_f9__2,5.2697775802999995
pal__arab_ale14__1,4.6645442659
pal__arab_ale14__2,4.0959923884
pal__arab_ale16__1,5.7915599778
pal__arab_ale16__2,5.7177264616
pal__tartr_ale26_f10__1,4.7173929849
pal__tartr_ale26_f10__2,4.8540566643
pal__tartr_ale26__1,4.6077191765
pal__tartr_ale26__2,4.3021867227
pal__tartr_ale28_f10__1,4.3889387636
pal__tartr_ale28_f10__2,4.5547082814
pal__tartr_ale28__1,4.5655775148
pal__tartr_ale28__2,5.2787693903
efeU__delmenFentC_citr__1,3.9596628654
efeU__delmenFentC_citr__2,3.9218450261
efeU__delmenFentC__1,5.1259367755
efeU__delmenFentC__2,5.2078344573
efeU__menFentC_ale39__1,4.1720038448
efeU__menFentC_ale39__2,4.3508067893
efeU__menFentC_ale29__1,3.3953555502
efeU__menFentC_ale29__2,3.6639633271000003
efeU__menFentC_ale30__1,4.7994590672
efeU__menFentC_ale30__2,4.2992769648
efeU__menFentCubiC_ale36__1,4.9840628839
efeU__menFentCubiC_ale36__2,4.9889506939
efeU__menFentCubiC_ale37__1,5.5397338889
efeU__menFentCubiC_ale37__2,5.4592299913
efeU__menFentCubiC_ale38__1,4.9181319411
efeU__menFentCubiC_ale38__2,4.8618788332000005
