,condition,X_avg,X_std,n,rep1_idx,rep1_X
0,Cr__1,0.0003087402883160781,,1.0,0.0,0.0003087402883160781
1,Cr__2,0.003385043530467416,,1.0,1.0,0.003385043530467416
2,Cr__3,0.008623999724152152,,1.0,2.0,0.008623999724152152
3,Cr__4,0.014518463513726869,,1.0,3.0,0.014518463513726869
4,Cr__5,0.01820801230048336,,1.0,4.0,0.01820801230048336
5,Cr__6,0.018414564177962715,,1.0,5.0,0.018414564177962715
6,Fe__1,-0.01746380033917037,,1.0,6.0,-0.01746380033917037
7,Fe__2,-0.04196517358838996,,1.0,7.0,-0.04196517358838996
8,Fe__3,-0.06365587540494018,,1.0,8.0,-0.06365587540494018
9,Fe__4,-0.07668887469491288,,1.0,9.0,-0.07668887469491288
10,Fe__5,-0.07779028571420409,,1.0,10.0,-0.07779028571420409
11,Fe__6,-0.07455568772360141,,1.0,11.0,-0.07455568772360141
12,Cd__1,0.005061866122941457,,1.0,12.0,0.005061866122941457
13,Cd__2,0.005129693787873259,,1.0,13.0,0.005129693787873259
14,Cd__3,0.002376360518796045,,1.0,14.0,0.002376360518796045
15,Cd__4,-0.0016635807966682902,,1.0,15.0,-0.0016635807966682902
16,Cd__5,-0.011391121981361364,,1.0,16.0,-0.011391121981361364
17,Cd__6,-0.015567770317199884,,1.0,17.0,-0.015567770317199884
18,Zn__1,0.004501443540561836,,1.0,18.0,0.004501443540561836
19,Zn__2,0.01120674097780922,,1.0,19.0,0.01120674097780922
20,Zn__3,0.03574509954586889,,1.0,20.0,0.03574509954586889
21,Zn__4,0.06342633435405648,,1.0,21.0,0.06342633435405648
22,Zn__5,0.08523145552175825,,1.0,22.0,0.08523145552175825
23,Zn__6,0.09948810761468943,,1.0,23.0,0.09948810761468943
24,Cu__1,-0.005183614699339824,,1.0,24.0,-0.005183614699339824
25,Cu__2,-0.006494609877429976,,1.0,25.0,-0.006494609877429976
26,Cu__3,-0.005030640517224714,,1.0,26.0,-0.005030640517224714
27,Cu__4,-0.004261427830778922,,1.0,27.0,-0.004261427830778922
28,Cu__5,-0.004357472262056625,,1.0,28.0,-0.004357472262056625
29,Cu__6,0.0011276910998707554,,1.0,29.0,0.0011276910998707554
30,Pb__1,0.024106788784033408,,1.0,30.0,0.024106788784033408
31,Pb__2,0.05188131207580995,,1.0,31.0,0.05188131207580995
32,Pb__3,0.07797110610471644,,1.0,32.0,0.07797110610471644
33,Pb__4,0.1060252475126186,,1.0,33.0,0.1060252475126186
34,Pb__5,0.135605079801636,,1.0,34.0,0.135605079801636
35,Pb__6,0.1625354366850754,,1.0,35.0,0.1625354366850754
