,-0.06493903306075588,-0.051951226448604705,-0.03896341983645353,-0.025975613224302356,-0.012987806612151181,0.0,0.012987806612151168,0.025975613224302335,0.03896341983645352,0.0519512264486047,0.06493903306075588,0.07792683967290703,0.09091464628505821,0.1039024528972094,0.11689025950936055,0.12987806612151173,0.1428658727336629,0.1558536793458141,0.16884148595796528,0.18182929257011643
thresh,-0.07143293636683147,0.07143293636683147,1,,,,,,,,,,,,,,,,,
unreg,2,6,31,225,1102,1809,788,254,71,23,10,3,0,0,0,0,0,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],['BSU_25565' 'fbpB' 'yddJ'],[],[],[],[],[],['rsh'],[],[]
