locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
PN96_RS06875,0.1503068276313899,PN96_RS06875,MFS transporter,Amino acid transport and metabolism,Op1744,,
PN96_RS00935,0.141064890947653,PN96_RS00935,LysE/ArgO family amino acid transporter,Function unknown,Op195,,
PN96_RS06880,0.1344815924653486,PN96_RS06880,DUF1415 domain-containing protein,Function unknown,Op1745,,
