locus,gene_weight,gene_name,gene_product,cog,regulator,link
STM0044,0.4238999497,yaaY,putative cytoplasmic protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0044
STM1083,0.2014074107,yccX,putative phosphohydrolase,Energy production and conversion,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1083
