,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,-4.026799143833333,0.6697726207320632,3.0,0.0,-4.7999986942,1.0,-3.6549372439,2.0,-3.6254614934,,,,,,,,,,
1,LB__LBtran,5.019848164266667,2.99577721427116,3.0,3.0,8.3016145067,4.0,4.3261652743,5.0,2.4317647118,,,,,,,,,,
2,LB__LBstat,2.0107506551333336,0.40633376826326084,3.0,6.0,2.4766673767,7.0,1.8257332753000002,8.0,1.7298513134,,,,,,,,,,
3,LB__LBGexp,-8.141862641366666,0.1512283652310829,3.0,9.0,-8.2720341888,10.0,-7.9759723805,11.0,-8.1775813548,,,,,,,,,,
4,LB__LBGtran,-3.7003251341000003,0.9202608293588516,2.0,12.0,-3.0496024612,13.0,-4.3510478070000005,,,,,,,,,,,,
5,LB__LBGstat,-1.8206546116000002,1.7967143197695874,3.0,14.0,-0.39884987920000003,15.0,-1.2231091095,16.0,-3.8400048461000003,,,,,,,,,,
6,Life Cycle__S0,-0.5375611392666667,0.48514400999761487,3.0,17.0,0.022523900200000002,18.0,-0.8272613948,19.0,-0.8079459232,,,,,,,,,,
7,Life Cycle__S1,-0.7195705011999999,0.7235609580820206,3.0,20.0,-1.3300697172,21.0,-0.9082930488000001,22.0,0.0796512624,,,,,,,,,,
8,Life Cycle__S2,-0.6797380119,0.43247762264783735,3.0,23.0,-1.0614092867,24.0,-0.2100078199,25.0,-0.7677969291000001,,,,,,,,,,
9,Life Cycle__S3,-1.06319752115,1.3223840851602757,2.0,26.0,-1.9982642751,27.0,-0.1281307672,,,,,,,,,,,,
10,Life Cycle__S4,2.1066600813,0.3984428392682854,3.0,28.0,2.0616998514000002,29.0,1.7326044104,30.0,2.5256759821,,,,,,,,,,
11,Life Cycle__S5,1.9037943236333332,0.32269940753520576,3.0,31.0,1.7196514379,32.0,1.7153244044,33.0,2.2764071286,,,,,,,,,,
12,Life Cycle__S6,5.04869878185,4.581135207451842,8.0,34.0,3.7950471331,35.0,13.784383182500001,36.0,3.2652511275,37.0,2.2323888793,38.0,10.7324339111,39.0,1.3359273232,40.0,2.7720900963,41.0,2.4720686018
13,Life Cycle__S7,0.6752859572666666,0.4469863643851983,3.0,42.0,1.1647762524,43.0,0.28877957320000003,44.0,0.5723020462,,,,,,,,,,
14,Life Cycle__S8,1.1190684119,2.080279437331445,2.0,45.0,-0.351911285,46.0,2.5900481088,,,,,,,,,,,,
15,Life Cycle__G135,-3.5872615679999997,2.1884997304130516,2.0,47.0,-5.134764568,48.0,-2.039758568,,,,,,,,,,,,
16,Life Cycle__G150,-5.2303287158666665,1.2764130070021702,3.0,49.0,-3.757102089,50.0,-6.0047923115,51.0,-5.9290917471,,,,,,,,,,
17,Life Cycle__G180,-5.573286843199999,1.4134104270985435,3.0,52.0,-4.9557534678,53.0,-7.1903801083,54.0,-4.5737269535,,,,,,,,,,
