,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X
0,Control__wt_glc,3.4131308227500003,0.11231696111969192,2.0,0.0,3.3337107379,1.0,3.4925509076,,,,,,,,
1,Fur__wt_dpd,2.7949160193,0.0362962048771936,2.0,2.0,2.7692507267,3.0,2.8205813119,,,,,,,,
2,Fur__wt_fe,2.7164483031,0.2503193217903868,2.0,4.0,2.5394458132,5.0,2.893450793,,,,,,,,
3,Fur__delfur_dpd,2.8850042165,0.7026174173670223,2.0,6.0,3.3818297569,7.0,2.3881786761,,,,,,,,
4,Fur__delfur_fe2,2.7242351969999996,0.14889270941983,2.0,8.0,2.8295182414999998,9.0,2.6189521525,,,,,,,,
5,Acid__wt_ph5,3.0098773434000003,0.26032043744668565,2.0,10.0,3.19395169,11.0,2.8258029968000002,,,,,,,,
6,Acid__delgadx_ph5,2.7694218024,0.04371962583660217,2.0,12.0,2.7385073585,13.0,2.8003362463,,,,,,,,
7,Acid__delgadw_ph5,3.2786120616,0.2665824099207299,2.0,14.0,3.0901098318,15.0,3.4671142914,,,,,,,,
8,Acid__delgade_ph5,3.41141908805,0.23374468630134038,2.0,16.0,3.5767015408000002,17.0,3.2461366353,,,,,,,,
9,Oxidative__wt_pq,3.4045710566,0.16300766965716762,2.0,18.0,3.5198348852,19.0,3.289307228,,,,,,,,
10,Oxidative__deloxyr_pq,3.392267917,0.058324786294362545,2.0,20.0,3.4335097689,21.0,3.3510260651,,,,,,,,
11,Oxidative__delsoxr_pq,3.28931760765,0.4965332406526207,2.0,22.0,2.9382155861,23.0,3.6404196292,,,,,,,,
12,Oxidative__delsoxs_pq,3.3731597093000003,0.733543636124682,2.0,24.0,3.8918533887,25.0,2.8544660299,,,,,,,,
13,Nac/NtrC__wt_csn,3.9327075335000004,0.06753527313069502,2.0,26.0,3.8849528839,27.0,3.9804621831,,,,,,,,
14,Nac/NtrC__wt_cytd,3.7813667310000003,0.042523921280380544,2.0,28.0,3.8114356841,29.0,3.7512977779,,,,,,,,
15,Nac/NtrC__wt_gln,3.5890167101,0.17533798401982945,2.0,30.0,3.4650340326,31.0,3.7129993876,,,,,,,,
16,Nac/NtrC__bw_delnac_csn,3.1546227132,0.6300761065427555,2.0,32.0,3.6001538008000002,33.0,2.7090916256,,,,,,,,
17,Nac/NtrC__bw_delnac_cytd,2.6389753073,0.0617222964921419,2.0,34.0,2.5953310528999998,35.0,2.6826195617,,,,,,,,
18,Nac/NtrC__bw_delnac_gln,3.2983876183,0.6013681869751665,2.0,36.0,2.8731560953,37.0,3.7236191413,,,,,,,,
19,Nac/NtrC__bw_delnac_nh4,2.8904502284999998,0.18586009793240593,2.0,38.0,2.7590272929,39.0,3.0218731641,,,,,,,,
20,Misc__wt_no_te,3.27651854915,0.2054915044177268,2.0,40.0,3.4218229854,41.0,3.1312141129,,,,,,,,
21,Misc__bw_delcbl,3.1448223621,0.047220402332969924,2.0,42.0,3.1114324954,43.0,3.1782122288,,,,,,,,
22,Misc__bw_delfabr,3.0178638504500004,0.19896818160040106,2.0,44.0,3.1585556009,45.0,2.8771721,,,,,,,,
23,Misc__bw_delfadr,2.68716373615,0.7055509796028687,2.0,46.0,2.188263854,47.0,3.1860636183,,,,,,,,
24,Misc__nitr_031,3.3068661651,,1.0,48.0,3.3068661651,,,,,,,,,,
25,Omics__wt_glu,3.1346747208,0.21754189747958044,2.0,49.0,3.2885000717,50.0,2.9808493699,,,,,,,,
26,Omics__wt_gly,1.8738730237999999,0.45724609875393324,2.0,51.0,2.1971948409,52.0,1.5505512067,,,,,,,,
27,Omics__wt_thr,3.5336188373,0.49380199694037785,2.0,53.0,3.8827895779,54.0,3.1844480967,,,,,,,,
28,Omics__bw_ac,4.0834422533999994,0.0724360794759335,2.0,55.0,4.0322222104,56.0,4.1346622964,,,,,,,,
29,Omics__bw_fum,4.2929307547499995,0.10874899788255993,2.0,57.0,4.2160336009,58.0,4.3698279086,,,,,,,,
30,Omics__bw_glc,4.2810247956000005,0.13451360279757651,2.0,59.0,4.3761402763,60.0,4.1859093149,,,,,,,,
31,Omics__bw_pyr,3.9779325045,0.07677698962086121,2.0,61.0,4.0322220345,62.0,3.9236429745,,,,,,,,
32,OmpR__wt_nacl,3.0534910472999997,0.30201227492352434,2.0,63.0,2.8399361197,64.0,3.2670459749,,,,,,,,
33,OmpR__bw_delompr_nacl,2.7928116833,0.22800144955400561,2.0,65.0,2.9540330544,66.0,2.6315903122,,,,,,,,
34,MinSpan__wt_ade,4.6362167384,,1.0,67.0,4.6362167384,,,,,,,,,,
35,MinSpan__wt_glc,4.237105850400001,0.2957622442346662,4.0,68.0,3.8876548011,69.0,4.2794020208,70.0,4.1769675281,71.0,4.6043990516,,,,
36,MinSpan__wt_glc_anaero,4.36539106275,0.3718931917308597,2.0,72.0,4.6283592605,73.0,4.102422865,,,,,,,,
37,MinSpan__wt_trp,5.014780685,,1.0,74.0,5.014780685,,,,,,,,,,
