,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,ALE__GalactoseA5,0.9284441172500002,0.13746310046255467,2.0,0.0,0.8312430267500002,1.0,1.0256452077500002,,,,
1,ALE__GalactoseA6,-0.037395257749999744,0.4552523254830359,2.0,2.0,-0.3593072642499997,3.0,0.2845167487500002,,,,
2,ALE__GalactoseA8,0.038152520250000405,0.4499587954256393,2.0,4.0,0.3563214357500004,5.0,-0.2800163952499996,,,,
3,ALE__IL_Control,1.249000902703301e-16,0.3199653532234084,4.0,6.0,0.2551554877500002,7.0,0.1803903067500001,8.0,0.02164141575,9.0,-0.4571872102499998
4,ALE__IL_TEOH_OAc,0.24801941125000027,0.6766516588868242,2.0,10.0,-0.2304455652499997,11.0,0.7264843877500002,,,,
5,ALE__IL_TEA_HS,-0.3518565962499997,0.038998282485322215,2.0,12.0,-0.3794325462499996,13.0,-0.3242806462499998,,,,
6,ALE__IL_Mixed,0.08845098575000024,0.29822679064983604,2.0,14.0,-0.1224272002499997,15.0,0.2993291717500002,,,,
7,ALE__IL_PP5350,-1.11572360125,0.24907636680341153,2.0,16.0,-1.29184718925,17.0,-0.9396000132499998,,,,
8,ALE__IL_T8,-0.46573865024999966,0.4872387808555139,2.0,18.0,-0.1212088042499996,19.0,-0.8102684962499997,,,,
9,ALE__IL_T9,-1.11739213175,0.7680296610770674,2.0,20.0,-1.66047111325,21.0,-0.5743131502499998,,,,
10,ALE__IL_Control2,0.1982459082500003,0.12991302437497787,2.0,22.0,0.2901082887500004,23.0,0.1063835277500002,,,,
11,ALE__IL_Glc+Ace,-0.20470780124999985,0.0806799404529389,2.0,24.0,-0.2617571342499998,25.0,-0.1476584682499999,,,,
12,ALE__XyloseA1,0.7963975622500004,0.2588607341494441,2.0,26.0,0.6133553817500004,27.0,0.9794397427500005,,,,
13,ALE__XyloseA2,1.1676297272500002,0.06658384950147882,2.0,28.0,1.12054783575,29.0,1.2147116187500004,,,,
14,ALE__XyloseA3,0.39865939075000023,0.07283543358695754,2.0,30.0,0.4501618197500003,31.0,0.3471569617500001,,,,
15,ALE__XyloseA4,0.4242937287500004,0.7049171331147218,2.0,32.0,0.9227454137500004,33.0,-0.0741579562499996,,,,
16,Aromatic__Coumarate,0.7210406480000001,0.1728806903678851,3.0,34.0,0.7916893296666669,35.0,0.8474083166666666,36.0,0.5240242976666669,,
17,Aromatic__Coumarate+ferulate,0.7597450923333334,0.4862269372531494,3.0,37.0,1.2740366946666668,38.0,0.6976499136666667,39.0,0.3075486686666668,,
18,Aromatic__Ferulate,1.2407139206666669,0.27975028705568405,3.0,40.0,1.2943776046666666,41.0,0.9380191056666668,42.0,1.4897450516666668,,
19,Aromatic__Glucose,9.251858538542972e-17,0.2352125029095909,3.0,43.0,-0.0773955643333332,44.0,-0.1867625613333332,45.0,0.2641581256666667,,
20,Bioreactor1__24h,0.0,0.8741668372388672,2.0,46.0,0.6181292985,47.0,-0.6181292985,,,,
21,Bioreactor2__S_0min,-3.700743415417188e-17,0.14992886975225758,3.0,48.0,-0.168996995,60.0,0.051961169,72.0,0.1170358259999999,,
22,Bioreactor2__S_15min,0.006206851666666661,0.3034619641081738,3.0,49.0,-0.168996995,61.0,0.356614545,73.0,-0.168996995,,
23,Bioreactor2__P1_15min,0.004528762999999991,0.3005554292779016,3.0,50.0,0.351580279,62.0,-0.168996995,74.0,-0.168996995,,
24,Bioreactor2__P3_15min,0.03208382999999995,0.1752744050353158,3.0,51.0,0.1127246589999999,63.0,0.152523826,75.0,-0.168996995,,
25,Bioreactor2__P5_15min,-0.168996995,0.0,3.0,52.0,-0.168996995,64.0,-0.168996995,76.0,-0.168996995,,
26,Bioreactor2__S_1h,-0.07697758400000004,0.1593822951345624,3.0,53.0,-0.168996995,65.0,0.1070612379999999,77.0,-0.168996995,,
27,Bioreactor2__S_3h,-0.08020350900000005,0.15379482913315576,3.0,54.0,-0.168996995,66.0,0.0973834629999999,78.0,-0.168996995,,
28,Bioreactor2__S_9h,-0.01557007233333337,0.26574322530760763,3.0,55.0,0.2912837729999999,67.0,-0.168996995,79.0,-0.168996995,,
