,A,Fur
R2,,0.002873640700177482
xmin,,-9.893921886
xmid,,
xmax,,3.7262191745
ystart,,4.55482623947901
yend,,-1.672541064929161
aat__00m_00s__1,0.9796623573000001,-0.019353005700000002
aat__00m_30s__1,-0.36891565530000003,0.2305871583
aat__01m_00s__1,0.1193084049,0.7275786303
aat__02m_00s__1,5.143187096,1.208661552
aat__05m_00s__1,17.2098647411,1.1169083627
aat__10m_00s__1,15.7283940192,1.0786663615
aat__00m_00s__2,-1.0667731520000001,-0.0089366757
aat__00m_30s__2,-1.5863575412,0.5340986209
aat__01m_00s__2,1.7907970467,0.8046125807000001
aat__02m_00s__2,6.7385844016,1.2652089755
aat__05m_00s__2,17.444948836000002,0.9467520126000001
aat__10m_00s__2,15.0577742945,1.0346662242
aat__00m_00s__3,0.08711079470000001,0.028289681400000002
aat__00m_30s__3,-0.570490182,0.43446716560000004
aat__01m_00s__3,-0.7233254967,0.6134168988
aat__02m_00s__3,3.7251299653,1.29823639
aat__05m_00s__3,13.7492112222,1.3466842796
aat__10m_00s__3,12.3628678919,1.1321686126000001
abx_mega__dmso-2__1,0.2645442861,0.15514151240000001
abx_mega__ery_dmso__1,1.6210510696,0.4377684502
abx_mega__nal_naoh__1,1.3246957356,-0.4062446666
abx_mega__dmso-5__1,0.39306324060000003,0.46838079790000003
abx_mega__rif_dmso__1,3.1787328759,0.6257311257
abx_mega__novo_h2o__1,1.4994156574000002,1.2222652304000001
abx_mega__rach_dmso__1,7.8573971109,0.18962784700000002
abx_mega__metro_dmso__1,0.1981680887,1.1965334314
abx_mega__dmso-6__1,-0.4424012464,0.2926141826
abx_mega__chl_h2o__1,2.0242664685,0.14519100170000002
abx_mega__cst_h2o__1,2.661057013,-0.0246486099
abx_mega__tec_h2o__1,14.2351921781,-1.6263367794999999
abx_mega__str_h2o__1,10.3130888239,-0.8044302194
abx_mega__ctx_h2o__1,5.6720487466,-0.0720290764
abx_mega__nal_naoh__2,2.3542753396,0.463461864
abx_mega__phos_h2o__1,-1.2291531357,-0.5470965469
abx_mega__dmso-5__2,0.91607433,0.30733720410000004
abx_mega__polmyx_h2o__1,8.7125520407,-0.2169944251
abx_mega__h2o-8b__1,0.3472494763,-0.0938650437
abx_mega__h2o-6__1,-0.5440363927,0.2777125167
abx_mega__thio_dmso__1,0.5569845291000001,-0.7033619888
abx_mega__phos_h2o__2,0.1895731446,-0.2520653392
abx_mega__ctx_h2o__2,3.9753970733,-0.7046253372
abx_mega__lzd_dmso__1,0.2512756104,0.0317203545
abx_mega__naoh-9__1,1.2151867863999999,0.233701549
abx_mega__dox_dmso__1,-1.6125601149,-0.40180014550000004
abx_mega__phos_ethanol__1,-1.1077399119,-0.2256123391
abx_mega__teix_dmso__1,13.701213599999999,-0.0690208313
abx_mega__dmso-10__1,-0.8351081988,0.0975378159
abx_mega__van_dmso__1,0.0633575028,0.9722225077000001
abx_mega__ramo_h2o__1,10.2632802406,-0.3926104231
abx_mega__tec_h2o__2,8.2067619207,-0.011125823600000001
abx_mega__h2o-7__1,-0.5866187799,-0.1153333252
abx_mega__cro_h2o__1,3.0869089479,-0.43185484830000004
abx_mega__tric_ethanol__1,4.0504960426,0.4129649769
abx_mega__nor_naoh__1,3.1805736416,-0.2012607397
abx_mega__teix_dmso__2,2.2180543232,0.3114276031
abx_mega__nal_naoh__3,2.2269698928,0.4279505287
abx_mega__novo_h2o__2,3.5251209019000003,1.2267004369
abx_mega__dmso-10__2,-1.1334273237999999,-0.1819792789
abx_mega__phos_h2o__3,-0.0010622720000000002,0.0923447817
abx_mega__dmso-6__2,0.9589179905,0.4137604635
abx_mega__rfp_ethanol__1,9.3443403225,-0.0411889955
abx_mega__dmso-5__3,1.2609986076,0.4465032129
abx_mega__amyc-d_dmso__1,4.8476871136,1.1929509728
abx_mega__sxt_dmso__1,-0.9099063662,-0.24377161500000002
abx_mega__dmso-1__1,-1.8814225041000001,0.1022267718
abx_mega__pen_h2o__1,8.9482055911,-0.08204266710000001
abx_mega__dmso-10__3,0.1293345405,-0.40016228400000003
abx_mega__nal_naoh__4,3.0468703491,-0.1309359008
abx_mega__cip_naoh__1,3.7184413517,0.0090969511
abx_mega__pen_h2o__2,9.68070242,-0.1838030893
