,Value,list
TF,Fur,
reg_genes,127,"['rcnA' 'hmp' 'sufB' 'glnK' 'fecB' 'ygaC' 'flhC' 'garP' 'sucD' 'sodA'
 'fecE' 'nfeF' 'sufS' 'cyoE' 'cyoB' 'gspG' 'pyrC' 'nac' 'oppF' 'sufE'
 'tonB' 'feoC' 'exbB' 'garK' 'katE' 'soxR' 'sdhD' 'gspJ' 'fecA' 'amtB'
 'glnD' 'fecD' 'gnd' 'ydfN' 'lpd' 'tfaQ' 'mntP' 'metH' 'mntH' 'cyoD'
 'sufC' 'fecC' 'feoB' 'rcnB' 'garL' 'gspD' 'sdhC' 'oppC' 'fhuD' 'sucB'
 'sufD' 'fumB' 'gdhA' 'gspH' 'gspF' 'ftnA' 'zinT' 'aspC' 'cyoA' 'oppB'
 'fecI' 'sucC' 'gpmA' 'fur' 'fumC' 'gspC' 'fhuC' 'garR' 'nohA' 'gspE'
 'gspM' 'fepB' 'grcA' 'gspK' 'ndh' 'katG' 'fnr' 'purR' 'soxS' 'ompW'
 'flhD' 'zwf' 'ompF' 'rpoS' 'yjjZ' 'yhhY' 'fhuA' 'sufA' 'nrdI' 'gspO'
 'gltF' 'sdhA' 'gspL' 'gltD' 'gltB' 'feoA' 'nrdH' 'fecR' 'sucA' 'oppA'
 'sdhB' 'oppD' 'metJ' 'exbD' 'cyoC' 'fepD']"
comp_genes,27,['cstA' 'yncE' 'ybiI' 'efeO' 'ybiX' 'efeB']
both_genes,21,"['fepC' 'fhuE' 'fepE' 'entE' 'ybdZ' 'fes' 'entH' 'entC' 'entD' 'fhuB'
 'fhuF' 'fepA' 'entS' 'nrdE' 'fiu' 'entF' 'entA' 'fepG' 'nrdF' 'cirA'
 'entB']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
