,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A
0,control__wt_glc,0.0,0.42986457616761253,2.0,0.0,-0.3039601568,1.0,0.3039601568,,,,,,,,
1,fur__wt_dpd,1.2137980046,0.17205471017524246,2.0,2.0,1.0921369523,3.0,1.3354590569,,,,,,,,
2,fur__wt_fe,-0.4284413563,0.3269326129387119,2.0,4.0,-0.1972650887,5.0,-0.6596176239,,,,,,,,
3,fur__delfur_dpd,0.9446071613,0.3932084939610385,2.0,6.0,1.2226475538,7.0,0.6665667688,,,,,,,,
4,fur__delfur_fe2,-0.12349687585,0.059647021598669976,2.0,8.0,-0.1656736893,9.0,-0.0813200624,,,,,,,,
5,acid__wt_ph5,0.39158109195,0.0992281591929596,2.0,10.0,0.4617459962,11.0,0.3214161877,,,,,,,,
6,acid__delgadx_ph5,0.3972722618,,1.0,12.0,0.3972722618,,,,,,,,,,
7,acid__delgadw_ph5,-0.1621970844,0.334459019616738,2.0,13.0,-0.3986953252,14.0,0.0743011564,,,,,,,,
8,acid__delgade_ph5,0.2566899852,0.20724383713884817,2.0,15.0,0.11014646260000001,16.0,0.4032335078,,,,,,,,
9,oxidative__wt_pq,0.62862795115,0.05450241657325121,2.0,17.0,0.6671669795,18.0,0.5900889228,,,,,,,,
10,oxidative__deloxyr_pq,-0.23278512895,0.07881100143953787,2.0,19.0,-0.2885129225,20.0,-0.17705733540000002,,,,,,,,
11,oxidative__delsoxr_pq,1.1829246833,0.07152673223573137,2.0,21.0,1.1323476459,22.0,1.2335017207,,,,,,,,
12,oxidative__delsoxs_pq,0.93593432175,0.16396695567739478,2.0,23.0,1.051876468,24.0,0.8199921755,,,,,,,,
13,nac_ntrc__wt_csn,2.4496205112,0.055275972653539715,2.0,25.0,2.4105344961,26.0,2.4887065263,,,,,,,,
14,nac_ntrc__wt_cytd,1.3277542267500002,0.15016304704619632,2.0,27.0,1.2215729179,28.0,1.4339355356,,,,,,,,
15,nac_ntrc__wt_gln,1.91385191325,0.3608546843827871,2.0,29.0,1.6586891189,30.0,2.1690147076,,,,,,,,
16,nac_ntrc__bw_delnac_csn,2.65663140585,0.7668170359505462,2.0,31.0,3.1988529319,32.0,2.1144098798,,,,,,,,
