,A,NikR,Fnr,NarL,RpoN
tcs__del_atoC_m9__2,10.615233002372806,-0.27543530599999944,-1.537168137000002,-0.4006434665000001,-0.04076607250000208
tcs__del_baeR_etoh__1,4.00998665611886,-2.234278831,-0.7947728310000013,-1.4537137614999995,-1.3070438615000013
tcs__del_baeR_etoh__2,4.385404986984027,-2.5188164760000005,-0.7115958160000009,-1.1451116345,-0.9103765525000016
tcs__del_baeR_lb__1,7.575730583571225,-1.4245291219999998,-1.9598796140000017,-0.3820145015000005,-0.07423724050000048
tcs__del_baeR_lb__2,8.484687441032543,-2.0525314359999998,-1.9921486990000008,-0.3027732245000001,-0.1987189185000009
tcs__del_btsR_01xlb__1,1.6820919021145222,-2.9094225060000003,-0.9138769640000016,-1.5646758445,-0.42604384950000096
tcs__del_btsR_01xlb__2,1.2330803711021112,-2.2333412060000004,-0.8770422170000014,-1.6569003935,-0.4191549785000008
tcs__del_btsR_lb__1,13.61220022122981,0.7246707269999995,-1.810002138000001,0.2682209975000003,0.19018943349999876
tcs__del_btsR_lb__2,13.65108750144578,0.792907099999999,-1.9117865330000023,0.5264552055000005,0.11265081249999832
tcs__del_btsR_pyruvate__1,0.8676967506066775,-2.842708978,-0.7551962090000011,-1.4637153035,-0.4017095755000009
tcs__del_btsR_pyruvate__2,0.9300810990049884,-2.4344788690000003,-0.8057040050000008,-1.4390991645,-0.4281497185000003
tcs__del_cpxR_etoh__1,1.5256358495856035,-2.354911888,-1.2727007130000008,-1.1978485065000006,-1.3940491065000016
tcs__del_cpxR_etoh__2,2.121237437806522,-2.1211605419999997,-1.2851437090000015,-1.067277462499999,-1.3759399465000008
tcs__del_cpxR_lb__1,7.838320825629023,-1.468654109000001,-1.7675928730000017,-0.5703100065000006,-0.1651914605000009
tcs__del_cpxR_lb__2,8.144794359888772,-1.2116324830000007,-1.6631403190000018,-0.2487453894999998,-0.03692296050000188
tcs__del_cusR_CuSO4__1,10.426209708636224,-0.22472542499999992,-1.0926421110000015,-0.3636793205000002,0.2530436344999991
tcs__del_cusR_CuSO4__2,10.467143593256193,-0.12528743400000053,-1.0322193899999998,-0.18071320550000006,0.2711247094999987
tcs__del_cusR_lb__1,10.84454569541006,-1.2736355330000002,-1.8242592770000008,-0.4904922565000005,0.061099416499999386
tcs__del_cusR_lb__2,10.55769241258869,-1.1242595840000007,-1.8247372120000012,-0.5804042374999998,-0.028130071500001463
tcs__del_kdpE_01-kcl__1,-0.0400993283994886,-0.3175914440000005,-0.4977526880000021,-0.4611358805000005,-0.003697230500000259
tcs__del_kdpE_01-kcl__2,-0.0099222301050801,-0.4991771590000002,-0.4884508090000015,-0.4103342555000005,0.015772499499998816
tcs__del_kdpE_115-kcl__1,-0.6656291703496643,-1.3095827060000005,-0.6295196410000017,-0.6257547715000005,0.01581621549999923
tcs__del_kdpE_115-kcl__2,-1.1586776393828833,-0.9749395210000004,-0.5103477260000009,-0.4813081514999995,0.028188571499999426
tcs__del_phoB_m9__1,5.4617033588650505,-0.7573168400000005,-1.3300138630000014,-0.5446831014999995,-0.30045145750000124
tcs__del_phoB_m9__2,5.716975750075748,-0.8430085210000007,-1.3406291760000002,-0.5484098884999984,-0.2269969835000012
tcs__del_phoB_m9p__1,4.083286236013894,-2.3278089630000003,-2.154292839000002,-2.4385274455,-2.3662006385000005
tcs__del_phoB_m9p__2,3.9709706441068007,-2.111834762,-2.186921256000001,-2.4518684995,-2.3873792415000006
tcs__del_rcsB_etoh__1,3.5342969925223167,-2.5505900840000004,-0.3636075890000008,-1.5638156055000003,-1.1646445325000014
tcs__del_rcsB_etoh__2,2.8832039419336537,-2.0662050169999997,-0.26936122900000115,-1.6198489715000006,-1.0726627075000021
tcs__del_rcsB_lb__1,10.763959984787164,-0.6642273450000005,-1.5861596310000008,-0.4140866384999997,-0.1668512565000011
tcs__del_rcsB_lb__2,10.47788428726118,-0.9699577700000006,-1.5541120410000016,-0.31566760950000017,-0.15283639750000155
tcs__del_zraR_lb__1,2.798442628815978,-0.5990230690000002,-0.9824707280000008,-1.1970788515000006,-0.23083657050000106
tcs__del_zraR_lb__2,2.7016862854405974,-0.4227955440000004,-0.9951957260000004,-1.2487042324999995,-0.23192235050000146
tcs__del_zraR_zncl2__1,6.589013765587366,-0.6393042980000008,-1.3584999920000005,-0.4872285585,0.012596932499999271
tcs__del_zraR_zncl2__2,6.585882970639204,-0.6646695510000002,-1.3886336390000018,-0.4377521274999996,0.060915250499999025
tcs__wt_01-kcl__1,-1.9564597405280344,-0.9397145580000004,-0.9898353210000009,-0.11596214849999953,0.12284508449999974
tcs__wt_01-kcl__2,-1.7722723385325672,-0.6869260869999998,-1.0465266270000004,-0.3606601305000003,0.06872521549999888
tcs__wt_01xlb__1,0.3250057558362293,-2.578654198,-0.627626621000001,-1.2507584405000003,-0.3972351395000011
tcs__wt_01xlb__2,0.3520240049428638,-2.241990037,-0.5947041530000003,-1.3054678684999999,-0.4348531185000004
tcs__wt_115-kcl__1,-0.4926259863779604,-1.202634432,-0.6038745640000016,-0.6241446924999998,-1.140350000028434e-05
tcs__wt_115-kcl__2,-0.525512754051875,-0.8219725699999998,-0.6195910710000003,-0.7729185295000001,-0.0027724815000009784
tcs__wt_CuSO4__1,4.002061792817296,-1.5921427209999999,-0.914868342000002,-1.0277409524999994,-0.18430975450000095
tcs__wt_CuSO4__2,4.690697519914267,-1.4093981190000004,-0.9852227830000012,-0.8030274405000002,-0.12013272350000115
tcs__wt_etoh__1,4.770908203787331,-1.8599930680000003,-0.4921995730000006,-0.7731925864999996,-0.8242077115000024
tcs__wt_etoh__2,4.621654056192853,-1.6071639130000002,-0.5109897880000016,-0.6362122115000002,-0.8636889035000008
tcs__wt_lb__1,10.358347801887826,-0.7864733600000005,-1.3424401160000006,-0.5131804205000003,-0.2947850685000013
tcs__wt_lb__2,10.681819001431837,-1.0478792170000002,-1.3812576320000003,-0.4637121334999996,-0.3596543125000018
tcs__wt_LiAcet__1,7.133853127587115,-0.6975809040000005,-1.6471715220000007,-0.3308512255,0.09347013949999904
tcs__wt_LiAcet__2,7.614813027508466,-0.9290141300000004,-1.672436319000001,-0.5648129184999995,-0.20856981250000214
tcs__wt_LiCl__1,7.300433088831648,-0.6918500219999997,-1.5925883790000022,-0.4023529274999991,-0.17667284350000045
tcs__wt_LiCl__2,7.793116630524798,-0.7512970150000005,-1.6184163230000017,-0.6673889215000006,-0.223818801500002
tcs__wt_m9p__1,7.853408310705554,-1.942677923,-1.822635071,-1.9433092615,-2.049604297500001
tcs__wt_m9p__2,7.870977239691947,-1.7405166530000002,-1.7440959740000022,-1.9217833885,-2.0621163545000005
tcs__wt_pyr__1,0.4880861895349998,-3.2514474250000003,-0.5684677490000016,-1.2674985455000003,-0.4415652435000004
tcs__wt_pyr__2,0.7322865950448387,-2.3105731680000003,-0.5462287930000009,-1.2846637915000008,-0.4725023485000008
tcs__wt_zncl2__1,6.069980106141942,-1.091564826,-1.0341375050000003,-0.8197582784999984,-0.1539710705000008
tcs__wt_zncl2__2,6.139175181631072,-0.9425832930000002,-1.0302515140000017,-0.9198018515000008,-0.08348361150000194
ros_tale__0_0_0pq__1,3.2433441971078256,-0.4657056820000003,-0.6543361290000007,-0.7388326664999996,-0.6619373594999995
ros_tale__0_0_0pq__2,3.3616597450623877,-0.33635000199999965,-0.677531934000001,-0.6087178795000003,-0.6886624015000011
ros_tale__0_0_250pq__1,0.9134741488219452,-0.02487242700000003,-0.2756863840000019,0.7133759504999997,0.3639911734999988
ros_tale__0_0_250pq__2,1.3327250862644158,0.03353460499999894,-0.2388917940000006,0.7126471465000002,0.41815267449999816
ros_tale__1_mid_250pq__1,2.840019337541427,-0.34755601400000025,-0.4448806110000003,-0.7243672665000007,-0.4896045615000011
ros_tale__1_mid_250pq__2,2.818291836350339,-0.05383503300000037,-0.5664061580000013,-0.6857966614999995,-0.5285945645000014
ros_tale__1_0_0pq__3,2.742192693583169,-0.04646954499999989,-0.7177004590000013,-0.8161099874999991,-0.5482217625000017
ros_tale__1_0_0pq__4,2.657683694674463,-0.14588010200000046,-0.6418674300000013,-0.8836127894999999,-0.4986963175000012
ros_tale__1_0_250pq__1,2.7123345586442493,-0.17017817400000013,-0.6791878660000013,-1.1952573895,-0.22059296550000165
ros_tale__1_0_250pq__2,2.2322510282155745,-0.060146564000000964,-0.6098498250000013,-1.0507179024999995,-0.20320184050000198
ros_tale__1_0_750pq__1,4.123171509757359,-2.402558313,-0.36624948600000096,-2.5402709905000003,0.26064417449999944
ros_tale__1_0_750pq__2,3.5784817112919693,-1.830470141,-0.16303300300000068,-1.7915617565000002,0.4255295594999993
ros_tale__1_1_0pq__1,6.390150728663823,-1.3950807240000005,-0.029437925000001638,-1.7465379134999999,0.2163305804999993
ros_tale__1_1_0pq__2,7.025146714898467,-1.4523114230000005,0.023303833999998247,-1.6270249324999997,0.31488359649999964
ros_tale__1_1_250pq__1,6.080050512858022,-1.3588211209999999,-0.12311351100000145,-1.8696774365,0.3723993674999981
ros_tale__1_1_250pq__2,5.696599253625964,-1.4613468680000006,-0.2588717060000008,-1.8244539364999997,0.4228114234999989
ros_tale__1_1_750pq__1,4.702207575395551,-1.3726933180000005,-0.12083388000000105,-1.8934433284999999,0.4767311184999983
ros_tale__1_1_750pq__2,4.94323793893205,-1.6090121570000004,-0.1400300820000009,-1.7726852084999996,0.5364249264999987
ros_tale__1_2_0pq__1,7.272178089347643,-1.0295924960000002,-0.7469103590000009,-2.2244668655,-0.09251059250000182
ros_tale__1_2_0pq__2,7.182518080250508,-1.4092130220000003,-0.4607050050000012,-2.3924394714999995,-0.07681935450000132
ros_tale__1_2_250pq__1,7.199978421726252,-1.0496736450000004,-0.5614698010000012,-2.1940850795,0.5406316014999994
ros_tale__1_2_250pq__2,4.5041178020401205,-1.3921008880000008,-0.6291280470000018,-1.8264850234999999,0.6297644365000004
ros_tale__1_2_750pq__1,5.117961151334689,-1.3390699670000004,-0.5068758120000005,-1.7433209995,0.7798303664999988
ros_tale__1_2_750pq__2,5.043982706203482,-1.6142689470000002,-0.4695970820000017,-2.1714816835,0.7378888004999986
ros_tale__1_3_0pq__1,4.214410100150497,-1.4135277230000003,-1.7787047730000012,-1.7995051445000003,-0.027075578499999864
ros_tale__1_3_0pq__2,3.996194322616528,-1.32087808,-1.874588590000001,-1.6596569795000002,0.06265064049999935
ros_tale__1_3_250pq__1,7.943066309727701,-0.3668110690000006,-0.8703407090000024,-2.1305453955,0.3335942694999989
ros_tale__1_3_250pq__2,7.453636469810172,-0.3243317160000005,-0.9554763430000008,-1.6237211205000002,0.637131974499999
ros_tale__1_3_250pq__3,6.695096330379652,-0.4537482930000003,-1.0004178030000013,-1.571112017499999,0.6821483244999982
ros_tale__1_3_250pq__4,9.385530331008194,-0.0832315269999988,-0.6838976960000007,-1.3911057424999995,0.9801124234999996
ros_tale__1_3_750pq__1,6.270343761499396,-0.7705738000000002,-0.9480534160000004,-2.0511425955,0.4538583304999992
ros_tale__1_3_750pq__2,6.185861982637179,-1.0212512710000006,-0.9457819960000008,-2.0115204375,0.356907323499998
ros_tale__1_4_0pq__1,6.493022831551193,-1.1703991270000005,-1.9003157510000008,-0.8314362334999998,-0.149815321500002
ros_tale__1_4_0pq__2,6.560731996127254,-1.0100626650000004,-1.9069165040000016,-0.9146237704999997,-0.18374484550000147
ros_tale__1_4_250pq__1,6.135575148401899,-0.9509545940000006,-1.4960609020000015,-0.4885653424999994,-0.0036341635000010095
ros_tale__1_4_250pq__2,7.38269003138659,-1.02019985,-1.7788410200000015,-0.7313105465000005,0.16582839049999976
ros_tale__1_4_750pq__1,7.283583899164996,-1.230014851,-1.3624810130000018,-1.2248396305,0.020543328499998736
ros_tale__1_4_750pq__2,6.224672869027436,-1.7642389420000004,-1.310339443000002,-1.248474612499999,0.21667420849999885
ros_tale__1_4_750pq__3,8.427693739831023,-0.5916062120000003,-0.6301287150000014,-1.1090555945,0.011228089499999427
ros_tale__1_4_750pq__4,7.090453829519452,-1.4735832390000008,-0.7915381390000018,-0.9898636015000006,-0.3640552485000006
ros_tale__2_mid_250pq__1,1.9653878010118828,0.06024917399999996,-0.674096929000001,0.002900199499999978,-0.08914684050000155
ros_tale__2_mid_250pq__2,2.210858461623666,-0.07888128999999999,-0.7700295950000005,-0.2337367724999995,-0.2798599834999997
ros_tale__2_0_0pq__1,2.5336508495914867,-1.5967104120000002,-1.0332000470000011,-1.7621037475000003,0.15788087049999966
ros_tale__2_0_0pq__2,2.304761878541701,-1.3444485010000005,-1.2030837790000015,-1.6079884074999995,0.10576513449999858
ros_tale__2_0_250pq__1,3.1485413099729165,-0.20180161800000015,-0.8948849500000016,-0.8817618314999995,-0.02643839849999985
ros_tale__2_0_250pq__2,3.080281604733494,-0.2850448200000004,-0.9689770120000016,-1.0448200934999994,-0.05465272250000197
ros_tale__2_0_750pq__1,1.0183959028816538,-3.13849022,-0.641609003000001,-1.2761237974999995,0.5829297554999986
ros_tale__2_0_750pq__2,0.8264200127927377,-2.5398985380000005,-0.5827253830000014,-1.2702009665,0.5613484904999986
ros_tale__2_1_0pq__1,2.536127849570403,-1.1802879080000004,-0.004000038000000927,-2.2131058125000003,-0.03943915750000215
ros_tale__2_1_0pq__2,5.925103540733679,-1.3709195030000003,-0.2982868750000005,-2.1104281645,0.13776600549999962
ros_tale__2_1_250pq__1,6.565907646800484,-1.2839899030000002,-0.3908430820000017,-1.5516010224999992,0.6510062554999987
ros_tale__2_1_250pq__2,3.259067240269504,-1.5482359060000004,-0.35773280200000107,-1.6620210774999995,0.3599432514999989
ros_tale__2_1_750pq__1,4.774664042204982,-1.2393553210000006,-0.11330932800000147,-1.6107359365000002,0.4836252524999978
ros_tale__2_1_750pq__2,3.676664713383605,-1.5923282040000002,-0.34476941800000205,-1.8849882575,0.3568816364999989
ros_tale__2_1_750pq__3,5.71254101408485,-1.5574032760000005,-0.2464773900000008,-2.1288456344999998,0.5070291984999981
ros_tale__2_2_0pq__1,5.1057200582034445,-2.234450504,-0.8299582590000014,-2.4249442675,-0.0012772825000020305
ros_tale__2_2_0pq__2,6.880065222783892,-1.550362861,-0.8454112730000016,-1.6811806305,0.5333985944999995
ros_tale__2_2_250pq__1,5.657118664042123,-1.7589546270000005,-0.6476073540000016,-2.4917287644999995,0.437522582499998
ros_tale__2_2_250pq__2,6.636919164106384,-1.7697950350000005,-0.6126834980000009,-2.3300522655,0.6292353134999988
ros_tale__2_2_750pq__1,6.504241889187768,-1.4778479610000002,-0.6184409880000015,-1.8987000375000005,0.6935646274999989
ros_tale__2_2_750pq__2,5.701699870283721,-0.6135260469999997,-0.6966102150000015,-1.5359188825,0.7096221444999989
ros_tale__2_3_0pq__1,7.671575850386543,-0.4913252250000006,-0.24007157800000198,-1.8181148945,0.5490633514999992
ros_tale__2_3_0pq__2,5.465877397619305,-1.7601504990000003,-0.5949751230000011,-2.0019324365,0.3827037824999984
ros_tale__2_3_250pq__1,6.539459272207727,-1.4503499800000004,-0.5962753010000004,-2.3994855025,0.5317026174999988
ros_tale__2_3_250pq__2,7.279728311833209,-1.7804175470000003,-0.16395242800000176,-3.0048782075,0.32177281749999764
ros_tale__2_3_750pq__1,5.780740982017039,-1.3404048470000005,-0.10994565100000032,-2.1174233595,1.0387586394999992
ros_tale__2_3_750pq__2,4.52357314442606,-2.2309667090000005,-0.3576800360000014,-2.5786150995000003,0.7807106994999984
ros_tale__3_0_0pq__1,9.68043012164874,-1.0931027010000005,-0.021811511000001005,-2.0453695115,0.003290138499998818
ros_tale__3_0_0pq__2,10.649135000530112,-0.8816447790000002,0.1209169449999994,-2.2734699155,0.04103666550000007
ros_tale__3_0_250pq__1,6.275195721371251,-1.834923111,0.583430697999999,-1.5536719334999995,0.9526409744999996
ros_tale__3_0_250pq__2,6.391692299847824,-1.4591303430000002,0.6844449279999996,-1.5475424205,1.0586750144999986
ros_tale__3_0_750pq__1,0.973385001562974,-2.2134516230000005,2.044364117999999,-0.7174491485000001,0.8617293014999987
ros_tale__3_0_750pq__2,0.7795417303543327,-2.8345873980000005,2.0072407479999987,-0.9698444615,0.6138417665000002
ros_tale__3_1_0pq__1,4.610397013874105,-1.9725307860000003,0.8087902079999996,-2.1821245595,0.3111515254999997
ros_tale__3_1_0pq__2,8.771930727404417,-0.9759074600000002,-0.15626136300000049,-1.8952417805,-0.1095378275000023
ros_tale__3_1_250pq__1,7.178040380529652,-1.3442917100000005,0.05210373499999932,-2.3755801425,0.2006035734999987
ros_tale__3_1_250pq__2,8.143953008056656,-1.134598831,-0.1814581300000011,-2.0647630664999994,0.20446261349999872
ros_tale__3_1_750pq__1,4.154294900165536,-1.5429870330000002,0.8123256179999991,-2.5820372785,0.7214413064999992
ros_tale__3_1_750pq__2,7.969338957139205,-1.450126086,0.1798249719999987,-2.2520674645,0.4750900244999983
ros_tale__3_2_0pq__1,3.431409158430465,0.2100702080000012,0.5296092979999987,-0.8554140595000002,-0.5664110875000024
ros_tale__3_2_0pq__2,3.6958347035814096,-0.0011928619999999055,0.4875684279999994,-1.0307259295,-0.5829658875000012
ros_tale__3_2_0pq__3,2.721729331579175,0.14687618800000113,0.3922573579999984,-1.0543742515000003,-0.4466793015000024
ros_tale__3_2_0pq__4,2.8091235154290417,0.06660456300000117,0.3502411479999985,-0.9881753884999984,-0.4972754544999996
ros_tale__3_2_250pq__1,6.206041551052261,-2.1098469160000004,0.9029290279999992,-2.0783476535,0.17192682049999952
ros_tale__3_2_250pq__2,11.565026501283208,-0.1503839340000006,0.6096105479999991,-2.0746081034999992,-0.28744078150000085
ros_tale__3_2_750pq__1,6.143983862811527,-1.0928462360000006,0.6418914279999992,-2.1275063915,-0.11913751050000165
ros_tale__3_2_750pq__2,10.32678419500789,-0.7729066500000004,0.6362542679999983,-2.3579970185,-0.6057514295000006
ros_tale__3_3_0pq__1,6.053004604445493,-1.7386646470000002,-0.06992816900000065,-1.8370052495,-0.16750983550000065
ros_tale__3_3_0pq__2,5.967757696835654,-1.2564478490000006,-0.35693888800000195,-1.7173618164999995,-0.1861682405000007
ros_tale__3_3_0pq__3,6.615166635420207,-1.857495039,-0.20300362200000066,-1.7870395075000003,-0.10884733950000047
ros_tale__3_3_0pq__4,5.921216515468975,-1.1125729380000005,-0.5671932900000005,-1.6567116115000005,-0.1782246505000007
ros_tale__3_3_250pq__1,3.00555228568495,-1.9853331680000004,0.17681958499999872,-2.4111822805000003,0.25389542249999764
ros_tale__3_3_250pq__2,2.967986913176533,-1.7608392070000003,-0.014051734000000593,-2.2699596575000003,0.3837116364999993
ros_tale__3_3_750pq__1,3.2974336911880457,-2.0615395560000005,0.16454690599999822,-2.3179693285,0.2843778504999985
ros_tale__3_3_750pq__2,4.549254891542636,-1.7488227860000003,0.049420889999998614,-2.0950462524999995,0.3035489374999987
ros_tale__3_4_0pq__1,6.457940687952074,-2.231251889,1.140941987999998,-2.3321637484999997,0.1608315214999987
ros_tale__3_4_0pq__2,6.041393971509421,-1.7685221920000005,1.045733607999999,-2.4009682345,0.07633420449999839
ros_tale__3_4_250pq__1,2.930855345981543,-2.615963401,1.6871186179999995,-2.9070275735,0.3966464374999994
ros_tale__3_4_250pq__2,2.0603353413238783,-2.240498547,1.9246012179999996,-2.7011237664999994,0.5321519474999992
ros_tale__3_4_750pq__1,6.471368253729581,-2.232631047,1.2535135879999988,-2.5270212165,0.4522509105000001
ros_tale__3_4_750pq__2,4.666191901972031,-2.765123266,1.4200948579999988,-2.6169661445,0.29810119249999895
pcoli__atASMT_325G__1,3.038030947259264,0.531569825,-0.4602264240000018,-0.5945350324999996,-0.3027139525000013
pcoli__atASMT_325G__2,3.769773757202572,0.5223216309999996,-0.4407618760000016,-0.6742076345000001,-0.2294121175000008
pcoli__bpTDC__1,3.4724065994124835,0.060162555999999874,-0.3905470610000013,-0.42577327849999946,-0.6752084325000016
pcoli__bpTDC__2,3.049278124373554,0.030451908999999944,-0.33950688700000065,-0.6019739854999999,-0.7001562895000006
pcoli__BRCA__1,2.483517118213156,0.32216604499999946,-0.43615873400000105,-0.8740727555000003,-0.6758072755000013
pcoli__BRCA__2,2.677044630595584,0.15066918900000026,-0.4686541300000009,-1.0234973265000002,-0.6667562165000014
pcoli__BRCActrl__1,5.507887863710511,-0.42551829300000055,-0.4039888910000009,-0.5740491795000002,-0.22445492850000012
pcoli__BRCActrl__2,5.898337161206859,-0.6738687720000005,-0.4444890530000016,-0.5252165024999993,-0.2303831635000009
pcoli__BRCAswap__1,2.037578016503031,0.4095205330000011,-0.5007945340000006,-0.3716597765000005,-0.4698841735000015
pcoli__BRCAswap__2,1.9478682285797055,0.6094713079999998,-0.5053284840000014,-0.2293440545000003,-0.34259508050000065
pcoli__btAANAT__1,2.771631819360058,0.5172458940000002,-0.4664706570000003,-0.4059400894999996,-0.3460908195000014
pcoli__btAANAT__2,2.4017283533832257,0.5490057119999996,-0.3767592230000005,-0.31513347349999954,-0.2931544395000003
pcoli__btASMT__1,2.2560811143423605,0.4397456099999992,-0.5001192040000007,-0.1439362854999997,-0.4103532495000009
pcoli__btASMT__2,2.3315185748195493,0.4891531769999995,-0.4153459760000011,-0.0009237544999995961,-0.4097902645000007
pcoli__CC1__1,2.275995138423005,0.5229539919999997,-0.5118250530000008,-0.043982127499999635,-0.010625480500001672
pcoli__CC1__2,2.241369574772917,0.7722088629999995,-0.3148570140000011,0.09599383349999968,0.10269440449999934
pcoli__ccCOMT__1,3.401170582191075,0.4767090399999994,-0.4821603170000017,-0.5080616015000006,-0.3790837845000006
pcoli__ccCOMT__2,3.822182468741366,0.4756118309999993,-0.4097629730000012,-0.4949952145000003,-0.3653819715000024
pcoli__ckDDC__1,3.584568353206362,0.05515423900000016,-0.6301229880000019,-0.19097546550000025,-0.039029808500000485
pcoli__ckDDC__2,4.091843874561083,-0.2809849900000012,-0.6381489420000008,-0.061367065499999825,-0.07084712450000019
pcoli__CNTF_belt__1,2.457858376479197,0.2969719780000002,-0.2983868250000015,-0.20005541249999936,-0.1678207175000015
pcoli__CNTF_belt__2,2.329129586210546,0.20399856199999974,-0.3800616630000011,0.08148287250000052,-0.1215239884999999
pcoli__cobPNMT__1,3.585836352381727,0.267442269,-0.4008976880000006,-0.4023656715000001,-0.28345464050000224
pcoli__cobPNMT__2,3.9205869994300953,0.2840030379999998,-0.4210134200000013,-0.5218830954999998,-0.2936915055000018
pcoli__cvPhhB__1,3.841907906619914,0.6087621509999996,-0.5254932990000007,-0.44880965449999977,-0.15544303450000108
pcoli__cvPhhB__2,4.720980314207272,0.5003169489999992,-0.7439974980000006,-0.4797649874999994,-0.19092065450000106
pcoli__ggAANAT__1,4.058333490225115,0.3117963690000005,-0.4627207230000003,-0.4959027615,-0.43812727750000136
pcoli__ggAANAT__2,3.7595908501530615,0.3389240879999997,-0.4205303770000004,-0.5030244974999993,-0.5072351155000012
pcoli__ggTPH__1,2.5642068636206794,0.6199976080000011,-0.4549850710000012,-0.6399381774999995,-0.3236103265000025
pcoli__ggTPH__2,3.900597220228037,0.4520117690000003,-0.4975143120000016,-0.8038166894999996,-0.31522817750000165
pcoli__hsAANAT__1,2.274039704586168,-0.13957782400000074,0.02233214599999833,0.17672431550000045,0.37722753449999935
pcoli__hsAANAT__2,2.864810314405084,0.5017227699999989,-0.17518171200000054,0.17797426849999987,0.4713452044999986
pcoli__hsASMT__1,3.329224981815431,0.4419822449999993,-0.4829606560000013,-0.4642016965,-0.4991464315000025
pcoli__hsASMT__2,3.3347206872699844,0.12472456499999927,-0.4025945610000008,-0.5092591385,-0.5765470325000024
pcoli__hsPNMT_mb__1,3.4004396096197262,0.3839867759999995,-0.3763032000000006,-0.4800181165000002,-0.22182578050000146
pcoli__hsPNMT_mb__2,3.756205688251399,0.427941863,-0.4244936110000008,-0.4852757215000008,-0.2626056555000016
pcoli__hsTPH__1,3.85314642578112,0.08689743999999955,-0.4364301220000009,-1.096724342499999,-0.5524234145000007
pcoli__hsTPH__2,5.235015575222167,-0.0892224869999998,-0.5736641880000004,-0.9809825245,-0.6181498235000014
pcoli__hsTPH_E2K__1,2.2469733361437205,-0.10693251100000012,-0.1253592690000005,-0.3183766274999993,-0.2863432065000016
pcoli__hsTPH_E2K__2,2.22530468895797,-0.22589741100000005,-0.08738553500000101,-0.3063947874999995,-0.22348367750000087
pcoli__hsTPH_E2K_N91I_P99C__1,3.2239633626273734,0.3873161749999996,-0.3295064520000004,-0.7407224924999998,-0.5789815825000018
pcoli__hsTPH_E2K_N91I_P99C__2,3.4258335105726805,0.1764381359999998,-0.4272124510000008,-0.7195519345000001,-0.6365236015000013
pcoli__hsTPH_N158trunc__1,2.1032758117122152,-0.22603963599999946,-0.04011854100000178,-0.3692697815000008,-0.3627711165000012
pcoli__hsTPH_N158trunc__2,2.84198433766104,-0.2830451680000001,-0.0891516370000005,-0.4899277475000003,-0.35569791950000074
pcoli__hsTPH_N174trunc__1,2.2912865475810587,0.40919247900000055,-0.4509407600000017,-0.5297338444999999,-0.3680545135000006
pcoli__hsTPH_N174trunc__2,2.8642810257254694,0.1559046740000003,-0.2544656520000004,-0.5399660135000001,-0.2477449405000005
pcoli__hsTPH_Ntermtrunc__1,1.0687808857509398,-0.4552099480000002,0.08120852199999895,0.43524424449999977,0.18574491449999894
pcoli__hsTPH_Ntermtrunc__2,0.8897682589614092,0.27625489199999986,-0.3630076400000011,0.6075804584999993,-0.139755656500002
pcoli__hsTPH1__1,2.1079774277441605,0.9033731759999996,-0.4578139740000005,-0.2607317304999999,-0.20500056150000207
pcoli__hsTPH1__2,2.063085236320916,0.784757699,-0.4164835860000018,-0.27928310450000016,-0.24037411750000184
pcoli__MBP__1,3.100929215834633,0.13895792099999935,-0.9117002910000008,-0.7889837015000003,-0.562568594500001
pcoli__MBP__2,2.447340368290766,-0.1084189259999997,-0.3261531160000004,-0.29348330249999943,-0.2058761545000003
pcoli__msCOMT__1,2.2158608356052363,0.5334756569999994,-0.4175279690000018,-0.5418198754999999,-0.6013450635000002
pcoli__msCOMT__2,2.877371383185324,0.3913289659999997,-0.3509913490000009,-0.5107075374999992,-0.5111193215000025
pcoli__ocAANAT__1,3.328426764423364,0.24599545399999997,-0.3931989210000015,-0.6138434604999999,-0.4546311475000024
pcoli__ocAANAT__2,3.6948140863069994,0.289778686,-0.40912006900000186,-0.6652457934999996,-0.4754433755000012
pcoli__osTDC_K374H__1,1.6922217400010016,0.8050537449999995,-0.4867337290000009,0.3972365025000002,0.09903660650000036
pcoli__osTDC_K374H__2,0.7405301457847366,0.4529360140000005,-0.5400144710000011,0.5434466144999988,-0.04136086849999998
pcoli__osTDC_K374L__1,3.661247721960629,0.5888561529999999,-0.3414374370000015,-0.2198352054999999,-0.3635768115000024
pcoli__osTDC_K374L__2,3.677852924008186,0.06151769900000038,-0.2780145520000019,-0.14079581050000026,-0.38040332450000136
pcoli__osTDC_K374Q__1,1.7443309276779604,0.7105205329999995,-0.5542566460000007,-0.2760847524999992,-0.3731952155000009
pcoli__osTDC_K374Q__2,1.7989393220634533,0.5473023210000001,-0.5038226680000015,-0.12585417549999978,-0.2867861905000009
pcoli__osTDC_L360V__1,4.386133010361517,0.02350990699999933,-0.5578479170000019,-0.7044672034999984,-0.5622381075000016
pcoli__osTDC_L360V__2,4.41121434682083,-0.004072327000000264,-0.4621018020000012,-0.6702064145000001,-0.5448340115000025
pcoli__pmTPH__1,3.530762537115373,0.22388101800000013,-0.3615149380000009,-0.8203616895000003,-0.5518908805000011
pcoli__pmTPH__2,3.618845375139817,0.00384833999999934,-0.25580899000000196,-0.5814454734999996,-0.6164907045000012
pcoli__RFC__1,3.3334049516584345,0.20043583300000112,-0.3978887450000013,-0.7457907865000006,-0.4496087445000008
