sample,new_3105800_3106064_c
LBexp_1,8.6794
LBexp_2,8.8213
LBexp_3,8.5167
LBtran_1,9.5236
LBtran_2,8.6813
LBtran_3,8.6607
LBstat_1,9.0802
LBstat_2,9.0489
LBstat_3,8.9802
LBGexp_1,8.4336
LBGexp_2,9.1038
LBGexp_3,8.4625
LBGtran_2,9.0833
LBGtran_3,9.3129
LBGstat_1,8.6551
LBGstat_2,8.6909
LBGstat_3,9.0859
S0_1,8.4191
S0_2,8.3195
S0_3,8.3672
S1_1,9.3827
S1_2,9.3913
S1_3,9.5107
S2_1,9.436
S2_2,8.9393
S2_3,8.6985
S3_1,10.4745
S3_2,10.9995
S4_1,12.1737
S4_2,11.4163
S4_3,11.5492
S5_1,12.762
S5_2,13.0277
S5_3,13.1308
S6_1,13.9878
S6_2,14.4707
S6_3,14.2132
S6/t_1,13.9336
S6/t_2,13.380999999999998
S6_4,12.7329
S6_5,13.5464
S6_6,13.3755
S7_4,13.1715
S7_5,12.739
S7_6,12.859000000000002
S8_4,12.5333
S8_5,12.7856
G135_1,8.5928
G135_3,7.8221
G150_1,8.2142
G150_2,8.6221
G150_3,8.2263
G180_1,8.3713
G180_2,8.4776
G180_3,8.1751
C30_1,9.4102
C30_2,9.2127
C90_1,8.9615
C90_2,8.5931
BI_1,9.0956
BI_2,8.9407
BC_2,11.2351
BC/t_1,10.2587
BC/t_2,11.3752
BC_1,10.5324
Sw_1,9.2411
Sw_2,10.1684
BT_1,11.7328
BT_2,10.9692
B36_1,11.8065
B36_2,11.6898
B60_1,11.6867
B60_2,12.140999999999998
M9exp_1,10.1869
M9exp_2,9.8542
M9exp_3,8.9569
M9tran_1,9.3156
M9tran_2,9.1676
M9tran_3,9.6607
M9stat_1,9.8167
M9stat_2,10.7581
M9stat_3,10.1398
M+G_1,9.1844
M+G_2,8.9439
M+G_3,8.8655
Glu_1,9.6862
Glu_2,9.1002
Glu_3,9.4828
Fru_1,9.4811
Fru_2,9.2164
Fru_3,8.9936
Mal_1,7.8826
Mal_2,8.7229
Mal_3,8.69
G+S_2,10.4387
G+S_3,11.0095
Pyr_1,10.2418
Pyr_2,11.0679
Pyr_3,10.81
Gly_1,8.8611
Gly_2,9.3125
Gly_3,8.5457
Glucon_1,9.5696
Glucon_2,9.712
Glucon_3,8.7317
aero_1,9.9002
aero_2,8.7428
aero_3,9.6186
nit_1,10.7733
nit_2,9.4618
nit_3,9.9509
ferm_1,10.4765
ferm_2,8.898
ferm_3,10.413
T-5.40H_1,10.5826
T-4.40H_1,10.09
T-3.40H_1,9.8824
T-2.40H_1,9.5602
T-1.40H_1,9.5562
T-1.10H_1,9.4732
T-0.40H_1,9.6861
T0.0H_1,9.308
T0.30H_1,9.4673
T1.0H_1,8.8888
T1.30H_1,9.1433
T2.0H_1,9.298
T2.30H_1,10.0693
T3.0H_1,9.9725
T3.30H_1,10.5554
T4.0H_1,10.7974
T5.0H_1,10.841
HPh_1,9.3088
HPh_2,9.0251
HPh_3,9.5214
LPh_1,9.5804
LPh_2,9.3394
LPh_3,9.1625
LPhT_1,9.9581
LPhT_2,9.9351
LPhT_3,10.0111
SMMPr_1,9.9335
SMMPr_2,9.7585
SMMPr_3,9.9926
HiTm_1,9.1611
HiTm_2,9.2837
HiTm_3,9.4717
LoTm_1,11.2025
LoTm_2,11.2158
LoTm_3,11.372
HiOs_1,10.5409
HiOs_2,10.4631
HiOs_3,10.2548
BMM_1,9.1204
BMM_2,9.2358
BMM_3,10.4849
Heat_1,10.4727
Heat_2,10.3227
Heat_3,10.3427
Cold_1,9.1912
Cold_2,8.9402
Cold_3,8.6604
Etha_1,11.8931
Etha_2,11.6594
Etha_3,12.0451
SMM_1,9.2086
SMM_2,9.172
SMM_3,9.182
Salt_1,11.288
Salt_2,11.154000000000002
Salt_3,11.1778
Mt0_1,8.7006
Mt0_3,8.3071
M0t45_1,8.7301
M0t45_2,8.5098
M0t45_3,8.9901
M0t90_1,8.5751
M0t90_2,9.4542
M0t90_3,9.2665
M40t45_1,8.565
M40t45_2,9.3455
M40t45_3,9.2186
M40t90_1,8.8747
M40t90_2,9.5834
M40t90_3,9.7648
dia0_1,8.3998
dia0_2,8.8944
dia0_3,8.6598
dia5_1,10.2121
dia5_2,10.5168
dia5_3,10.4508
dia15_1,11.643
dia15_2,11.1739
dia15_3,9.8123
Diami_1,9.6382
Diami_2,9.9802
Diami_3,9.9378
Paraq_1,9.123
Paraq_2,9.4142
Paraq_3,8.1668
H2O2_1,9.8477
H2O2_2,10.3802
H2O2_3,10.621
Oxctl_1,8.6929
Oxctl_2,8.7714
Oxctl_3,9.186
GM-0.1_1,9.4108
GM-0.2_1,9.301
GM+5_1,9.0871
GM+15_1,9.5514
GM+25_1,9.4829
GM+45_1,9.5979
GM+60_1,9.2814
GM+90_1,9.2448
GM+120_1,8.5584
GM+150_1,9.083
GM-0.1_2,9.4713
GM-0.2_2,10.0895
GM+5_2,9.5456
GM+10_2,9.331
GM+15_2,9.3261
GM+25_2,9.3923
GM+45_2,8.5115
GM+60_2,8.5767
GM+90_2,9.4403
GM+150_2,8.3665
GM-0.1_3,9.7506
GM-0.2_3,9.3733
GM+5_3,9.7379
GM+10_3,8.6999
GM+15_3,9.4746
GM+25_3,9.1805
GM+45_3,8.9
GM+60_3,8.9843
GM+90_3,9.208
GM+120_3,9.2239
GM+150_3,9.2597
MG-0.1_1,9.4375
MG+5_1,9.5586
MG+10_1,9.7118
MG+15_1,9.039
MG+25_1,9.3888
MG+45_1,9.2723
MG+120_1,8.6068
MG+150_1,9.1895
MG-0.1_2,8.4423
MG-0.2_2,8.9111
MG+5_2,8.987
MG+10_2,9.31
MG+15_2,10.0833
MG+25_2,9.3063
MG+45_2,8.6692
MG+60_2,8.9663
MG+90_2,8.5092
MG+120_2,9.4145
MG-0.1_3,9.4842
MG-0.2_3,9.2206
MG+5_3,9.1703
MG+10_3,8.5653
MG+15_3,9.6824
MG+25_3,9.3441
MG+45_3,9.5233
MG+60_3,9.0322
MG+90_3,9.2116
MG+120_3,9.0843
MG+150_3,9.163
