,STM0969
SRX3136375,-0.1230335994
SRX3136376,-0.391132839
SRX3136377,0.6514712433000001
SRX3136378,-0.1373048049
SRX3136379,0.45676368180000004
SRX3136380,0.4524784317
SRX3136381,0.0954495156
SRX3136382,0.16334275310000002
SRX8914620,0.0989377761
SRX8914621,-0.026412949300000002
SRX8914622,-0.0725248268
SRX8914623,-0.3893524091
SRX8914625,-0.6385104294
ERX3503512,-0.5340393998
ERX3503513,0.42502966410000004
ERX3503514,0.1090097357
ERX3503515,0.40916378010000004
ERX3503516,0.6442286755000001
ERX3503517,0.6149623118
ERX3503518,0.7318743727
ERX3503519,1.0085948125
ERX3503520,1.0391232808
SRX2195704,0.1062225505
SRX2195705,-0.1062225505
SRX2195706,-0.27993076910000003
SRX2195707,-0.06937789800000001
SRX2195708,0.5746277748
SRX2195709,0.2638665662
SRX2195710,-0.2005999926
SRX2195711,0.6956460965
ERX3467881,-0.18441441890000002
ERX3467883,0.18441441890000002
SRX3798491,1.6466389029
SRX3798492,1.8879757486000002
SRX3798499,1.2416582702
SRX3798500,-0.008020878
SRX3798501,1.4546106591
SRX3798502,0.7180524351
SRX3798503,-0.1118147911
SRX3798504,0.18505448730000001
SRX3798506,-0.3721048638
SRX3798507,0.0866409459
SRX3798508,-0.014290706700000001
SRX3798509,0.0605768495
SRX3798510,-0.1317355748
SRX3798517,1.7600394936
SRX3798518,0.0711587253
SRX4341761,0.3677490652
SRX4341762,0.1711712658
SRX4341763,0.2725049821
SRX4341764,0.1366694206
SRX4341765,-0.2569096654
SRX4341766,-0.2569238364
SRX4341767,0.1029831526
SRX4341768,-0.09041375780000001
SRX4341769,-0.0125693948
SRX1258665,2.5997631819
SRX1258666,2.6646679391
SRX1258667,2.1551931897
SRX1258669,-0.4186445627
SRX1258670,0.4186445627
ERX2079594,-0.5047930535
ERX2079595,-0.4639518495
ERX2079596,-0.399420524
ERX2079597,-0.1586505249
ERX2079598,0.1244440517
ERX2079599,0.0342064731
SRX2804001,-0.1369787378
SRX2804004,1.4587981077
SRX2804005,1.4978503727
SRX2804006,-0.3644252979
SRX2804007,1.4915538682
SRX2804008,1.957461575
SRX2804009,1.0678907564
SRX2804010,-0.20436449950000002
SRX2804011,0.5780431074
SRX2804012,1.8304192020999999
SRX2804013,1.6504589685000002
SRX2804014,1.5720635927000002
SRX2804015,1.9177639873999999
SRX2804016,2.2938968363
SRX2804017,2.1579022995
SRX2804019,2.1585965577
SRX2804020,2.1678629339
SRX2804021,2.014913166
SRX2804022,2.1419434133
SRX2804023,1.6571574681999999
SRX2804024,1.939643212
SRX2804027,0.22190780470000002
SRX2804028,-0.5132803046000001
SRX2804029,0.2913724999
SRX2804030,1.8816261929
SRX2804031,2.2032692539
SRX2804032,1.984694943
SRX2804033,-0.3414335637
SRX2804034,1.5389469571999999
SRX2804035,1.7168859528
SRX2804036,2.268814846
SRX2804037,1.7197894372
SRX2804038,1.6227702989
SRX2804039,1.2964511305
SRX2804040,1.1748490227
SRX2804041,1.8014389809
SRX2804042,2.1305932617
SRX2804043,2.1419693396
SRX2804044,1.4838498195
SRX2804045,-0.7553691041
SRX2804046,0.13125510540000002
SRX2804047,2.1988007585
SRX2804048,1.8568825986
SRX2804049,1.461068281
SRX2804050,2.6871134333
SRX2804051,2.1481629792
SRX2804052,1.8115440027
SRX2804053,1.1593116572
SRX2804054,2.1238553647
SRX2804055,2.407579874
SRX2804056,2.1265117448
SRX2804057,1.6802295796000002
SRX2804058,-0.2044979859
SRX2804059,-0.2716080884
SRX2070419,0.0105833837
SRX2070420,0.6440354011
SRX2070421,0.4731651881
SRX2070422,0.015221119000000002
SRX2070423,0.1013958569
SRX2070424,-0.0210043275
SRX2070425,0.019809891200000002
SRX2070426,0.0841688688
SRX2070427,-0.10397876
SRX1470895,0.027744636200000002
SRX1470896,-0.027744636200000002
SRX2409106,-0.0285863584
SRX2409107,-0.036170037200000005
SRX2409108,0.0647563956
SRX2409109,0.23702383500000002
SRX2409110,0.2780116649
SRX2409111,0.3609642442
SRX7973255,-0.24616112080000002
SRX7973256,-0.1062819958
SRX7973257,0.3524431167
SRX7973258,-0.2098288981
SRX7973259,0.1013733763
SRX7973260,0.6384019406
SRX7973261,1.0465741882
SRX7973262,0.8089074660000001
SRX7973264,0.2120715528
SRX7973265,1.3370864789999999
SRX7973266,0.9065967956000001
ERX3475890,-2.227670407
ERX3475891,-1.2270479943
ERX3475892,-1.0604462086
ERX3475894,0.404211855
ERX3475895,-0.6955208219
ERX3475896,0.08857312140000001
ERX3475897,-0.044782254
ERX3475899,-0.0437908674
ERX3475900,-1.1435112162
ERX3475901,-1.1808233053000001
SRX8524961,-0.1346683602
SRX8524962,0.5817032422
SRX8524963,0.6612457377000001
SRX8524964,0.6388996429
SRX8524965,-0.0578518107
SRX8524966,0.0578518107
SRX8524967,0.817962649
SRX8524968,0.7418326849
SRX8524969,0.10380505940000001
