,A,Fur
cra_crp__delcra_fru__2,6.4116130081,-0.45491749600000003
cra_crp__delcra_glc__1,1.4111210191,-0.504451831
cra_crp__delcra_glc__2,1.549161523,-0.5782221740000001
rpoB__wt_031__1,-4.1805152028,-0.06396236200000001
rpoB__wt_044__1,-3.4552657752,-0.48135177
rpoB__wt_lb__1,-3.365810963,-0.40970317
rpoB__wt_lb__2,-3.4470541705,-0.439755649
rpoB__rpoBE546V_031__1,-4.7149408884,-0.028183715
rpoB__rpoBE546V_044__1,-3.4209847032000003,-0.123194439
rpoB__rpoBE546V_lb__1,-2.2771817246,-0.354521452
rpoB__rpoBE546V_lb__2,-2.065770702,-0.336211197
rpoB__rpoBE546V_glc__1,1.7233054007000002,-0.32011369
rpoB__rpoBE672K_glc__1,1.339845229,-0.38510412600000005
rpoB__rpoBE672K_glc__2,1.4983749319,-0.29302495700000003
rpoB__rpoBE672K_lb__1,-3.9495780054000003,-0.5939588210000001
rpoB__rpoBE672K_lb__2,-3.586720992,-0.634140758
crp__wt_fru__1,-1.3813467627,-0.260037938
crp__wt_glyc__1,-2.0586462093,-0.322197604
crp__wt_glyc__2,-0.9689908531,-0.287365826
crp__delar1_glyc__1,2.7799472013,-0.469120586
crp__delar1_glyc__2,3.347580077,-0.348731532
crp__delar1ar2_glyc__1,-3.2325793093,-0.127367114
crp__delar1ar2_glyc__2,-1.802547372,-0.207661863
crp__delar1ar2_glyc__3,-0.7475187037000001,-0.21472747900000003
crp__delar2_glyc__1,-5.9944406926,-0.40980044600000004
crp__delar2_glyc__2,-6.9873460136,-0.317628098
crp__delar2_glyc__3,-8.6700059213,-0.21726345500000002
crp__delcrp_fru__1,0.0054645672,-0.356106085
crp__delcrp_fru__2,0.0534470882,-0.412112491
crp__delcrp_fru__3,-0.046920757300000004,-0.368307158
crp__delcrp_glc__1,0.2111198371,-0.310786963
crp__delcrp_glc__2,0.6278391931,-0.203130993
crp__delcrp_glc__3,0.5500515549,-0.113717757
crp__delcrp_glyc__1,5.8120004894,-0.31081626300000004
crp__delcrp_glyc__2,6.0702985739,-0.272416987
crp__delcrp_glyc__3,5.5607900551,-0.172980614
glu__glu_ale3__1,1.2325235836,-0.11348783900000001
glu__glu_ale4__1,3.0611404199,-0.404231708
glu__glu_ale5__1,2.6794699244,-0.541371818
glu__glu_ale6__1,-6.6527363881,-0.510735197
glu__glu_ale8__1,-0.28759860260000003,-0.174249173
glu__glu_ale9__1,-0.7871093917,-0.448683669
glu__glu_ale10__1,-2.4433479764,-0.341837171
42c__wt_42c__1,-0.09472514480000001,-0.6408752710000001
42c__42c_ale1__1,-11.3687138172,-0.334999313
42c__42c_ale2__1,3.5279882661,-0.700050626
42c__42c_ale3__1,1.8956017103,-0.42708929100000004
42c__42c_ale4__1,6.4665015429,-0.444465149
42c__42c_ale5__1,-0.0470575983,-0.481719369
42c__42c_ale6__1,-10.2510690609,0.29714986400000004
42c__42c_ale8__1,5.5137331459,0.200874984
42c__42c_ale9__1,1.3761642135,-0.52844176
42c__42c_ale10__1,5.2225520028,0.188756154
ssw__wt_ac__1,4.1662905099,-0.30963029400000003
ssw__wt_glc__1,0.22814212450000002,-0.262425489
ssw__wt_glyc__1,-9.989468264,-0.340352881
ssw__wt_xyl__1,1.5525167748,0.022620157000000002
ssw__glc_ale1__1,-9.8110818495,-0.334013147
ssw__glc_ale2__1,-22.1078832492,-0.30422876200000004
ssw__glc_ale3__1,-16.8625393857,-0.069263481
ssw__glyc_ale1__1,-17.2840589283,-0.500832661
ssw__glyc_ale2__1,-17.6030532427,-0.24338409100000002
ssw__xyl_ale1__1,-4.2414767828,-0.042690987
ssw__xyl_ale2__1,0.8708965558,-0.175974286
ssw__xyl_ale3__1,0.1769390952,-0.457388622
ssw__glc_ac_ac2__1,-19.209368593,-0.462616623
ssw__glc_ac_glc1__1,6.1888406352,-0.09846648200000001
ssw__glc_glyc_glc__1,-2.5268565261,-0.35146302500000004
ssw__glc_glyc_glyc__1,1.5756479595,-0.365654229
ssw__glc_xyl_glc__1,-7.4090713764,-0.30815267100000004
ssw__glc_xyl_xyl__1,3.9241949068,-0.283018388
ica__wt_glc__1,-1.9015608087,-0.330674232
ica__wt_glc__2,-1.5264798351,-0.33224142500000003
ica__wt_glc__3,4.9263572455,-0.13704924400000001
ica__wt_glc__4,3.3310219929000002,0.07660196600000001
ica__arg_sbt__1,-3.6408066886,-0.6773337140000001
ica__arg_sbt__2,-1.9871939225,-0.276123999
ica__cytd_rib__1,-9.6863638593,0.271829614
ica__cytd_rib__2,-10.8124414456,0.27839303400000004
ica__gth__1,1.5733788689,0.225799564
ica__gth__2,1.6133842052,0.525403084
ica__leu_glcr__1,-1.8871069877000002,0.247358194
ica__leu_glcr__2,-1.3504153054999999,0.24269203400000003
ica__met_glc__1,-2.4162600072,-0.284150261
ica__met_glc__2,-1.9322023424,-0.296198756
ica__no3_anaero__1,3.6057657213,-0.20281510300000002
ica__no3_anaero__2,4.4291264707,-0.20778574200000002
ica__phe_acgam__1,-0.5427850636,-0.07753241500000001
ica__phe_acgam__2,-0.3733670672,-0.071037353
ica__thm_gal__1,-2.5202405338,-0.038622112
ica__thm_gal__2,-2.596851922,-0.09654379
ica__tyr_glcn__1,-3.1633237552,-0.104564449
ica__tyr_glcn__2,-3.2591827081,-0.05732390800000001
ica__ura_pyr__1,3.1747906461,0.152544684
ica__ura_pyr__2,2.8089735842,0.22290704400000003
ica__wt_glc__5,-6.1100495566,-0.148514853
ica__wt_glc__6,-8.657178746,-0.083556793
ica__bw_delpurR_cytd__1,-2.7210783803,-0.38738019700000004
ica__bw_delpurR_cytd__2,-1.7738486459,0.31847041400000003
ica__ade_glc__1,-1.8633602522000001,0.251592404
ica__ade_glc__2,-2.1232891777,-0.312228202
ytf__wt_glc__1,4.0674499286,-0.11867013500000001
ytf__wt_glc__2,1.4952077581,-0.12107829
ytf__delyafC__1,-12.0932260236,-0.40942488
ytf__delyafC__2,-9.0563484015,-0.317496799
ytf__delyeiE__1,-14.4066133325,-0.131432835
ytf__delyeiE__2,-16.4323830454,-0.201141808
ytf__delyiaJ__1,-16.671348562,-0.32715426000000003
ytf__delyiaJ__2,-14.5047581764,-0.177771805
ytf__delyieP__1,-3.1499386661,0.06414507800000001
ytf__delyieP__2,-1.6957462433,-0.029952843000000003
ytf__wt_ph5__1,1.9269397373000001,-0.02597042
ytf__wt_ph5__2,1.6627459555000002,0.104815375
ytf__wt_ph8__1,4.8892475164,-0.058305663
ytf__wt_ph8__2,5.087754093,-0.056770984000000003
ytf__delybaO__1,-15.8686110162,-0.399775176
ytf__delybaO__2,-10.4139338152,-0.10475038
ytf__delybaQ__1,-0.3205945083,0.017150949000000002
ytf__delybaQ__2,-0.5293263032000001,0.026472562
ytf__delybiH__1,4.3992703095,-0.21315872700000002
ytf__delybiH__2,5.4000314559,-0.154431641
ytf__delydcI_ph5__1,1.2899791331000001,-0.040899528000000004
ytf__delydcI_ph5__2,1.174749566,0.11847004400000001
ytf__delydcI_ph8__1,5.826963335,0.05858913
ytf__delydcI_ph8__2,4.6559294309,0.016115785
ytf__delyddM__1,-10.9074447497,0.07278404100000001
ytf__delyddM__2,-7.6052208422,0.20655213400000003
ytf__delyheO__1,-15.0205987585,-0.450623278
ytf__delyheO__2,-10.3174730218,-0.24639368900000003
fps__bw_glc__1,0.20872496670000001,0.17435339400000002
fps__bw_glc__2,-0.3679002584,-0.023085952
fps__fps_thrA_ale1__1,-1.8056012096,0.062007343000000006
fps__fps_thrA_ale1__2,-2.2116826618,-0.030022829
fps__fps_thrA_ale2__1,-2.8998298529,-0.099545278
fps__fps_thrA_ale2__2,-2.1633961286,-0.15577379300000002
fps__fps_serB_ale1__1,-1.8857712842,0.085860289
fps__fps_serB_ale1__2,-1.3277390888,0.137285174
fps__fps_serB_ale4__1,0.30247999410000004,0.508434594
fps__fps_serB_ale4__2,0.0301678396,0.5725869640000001
fps__fps_ptsI_ale1__1,-2.4943817815,0.178700084
fps__fps_ptsI_ale1__2,-2.4185477299,0.13076157400000002
fps__fps_ptsI_ale3__1,-2.8097455827999998,0.000418054
fps__fps_ptsI_ale3__2,-2.5553473757000003,-0.000360632
pal__lyx_ale2_f6__1,-0.9740612224,0.06253874
pal__lyx_ale2__1,-1.1460541495,-0.038381135000000004
pal__lyx_ale2__2,-1.38273199,-0.015371658000000002
pal__lyx_ale4__1,-0.1662921883,-0.08324728
pal__lyx_ale4__2,0.3466633777,-0.22919684
pal__5drib_ale10_f18__1,-2.7431551287,-0.083564707
pal__5drib_ale10_f18__2,-2.1154509523,-0.024886867
pal__5drib_ale10__1,-1.7689333552000002,0.258599744
pal__arab_ale14_f9__1,-1.4244614691,0.24741131400000002
pal__arab_ale14_f9__2,-1.0731429826,0.23385870400000003
pal__arab_ale14__1,-2.7359906134000003,0.043847517
pal__arab_ale14__2,-1.9794268399,0.0018530730000000002
pal__arab_ale16__1,-0.10242039210000001,-0.14171461900000001
pal__arab_ale16__2,-1.4957502091000001,-0.22532452
pal__tartr_ale26_f10__1,-0.500209409,0.049591953
pal__tartr_ale26_f10__2,0.2059207424,0.07991116300000001
pal__tartr_ale26__1,-0.2448984193,-0.06977634
pal__tartr_ale26__2,1.0118277313,-0.115456971
pal__tartr_ale28_f10__1,-2.688077181,0.234523954
pal__tartr_ale28_f10__2,-2.0141253444,0.24684139400000002
pal__tartr_ale28__1,-1.9306624436000002,0.18696500400000002
pal__tartr_ale28__2,-3.8172600349,0.387008094
efeU__delmenFentC_citr__1,-3.4803055925,-0.018641953000000003
efeU__delmenFentC_citr__2,-3.9758781514,-0.01502615
efeU__delmenFentC__1,5.1879533551,0.24310651400000002
efeU__delmenFentC__2,5.1759508976,0.35714260400000003
efeU__menFentC_ale39__1,-12.0491615023,-0.082820525
efeU__menFentC_ale39__2,-12.5143650369,-0.10374983700000001
efeU__menFentC_ale29__1,-1.6567836766,2.274600604
efeU__menFentC_ale29__2,-2.0504068459,2.295301694
efeU__menFentC_ale30__1,-11.5538630227,1.091283144
efeU__menFentC_ale30__2,-7.3994238597,1.177537604
efeU__menFentCubiC_ale36__1,5.6109477868,-0.056687889000000005
efeU__menFentCubiC_ale36__2,5.0360310673,-0.09964408500000001
efeU__menFentCubiC_ale37__1,5.3370665363,0.041715499999999996
efeU__menFentCubiC_ale37__2,5.2465668094,-0.010025734000000001
efeU__menFentCubiC_ale38__1,-9.9349153457,0.219338364
efeU__menFentCubiC_ale38__2,-3.2513318453,0.124435004
misc2__salc_glc__1,-4.9977398079,-0.020682337000000002
misc2__salc_glc__2,-3.5198519478,0.057284294000000006
misc2__dbcn_glc__1,5.5112146852,-0.242724028
misc2__dbcn_glc__2,0.0487050095,-0.08124758500000001
misc2__tyr_glc__1,4.7391492631,0.062323277
misc2__tyr_glc__2,4.5204446933,0.037503944000000004
misc2__arg_cytd__1,-1.7967216044,-0.223585778
misc2__arg_cytd__2,-1.7409635369,-0.202252126
misc2__delyheO_pyr__1,-5.3326546278,0.017324416000000002
misc2__delyheO_pyr__2,-6.733866034,0.170248434
nquinone__delubiC__1,3.0708799904,-0.14495148600000002
nquinone__delubiC__2,2.8109196425,-0.01509344
nquinone__ubiC_ale1__1,-1.24725728,-0.13617436200000002
nquinone__ubiC_ale1__2,-1.7493703965,-0.015491682000000001
nquinone__ubiC_ale2__1,-2.4436385852,-0.059682626
nquinone__ubiC_ale2__2,-1.8246311732,-0.08582724400000001
nquinone__ubiC_ale3__1,4.7625037055,-0.13988984100000001
nquinone__ubiC_ale3__2,3.8932752857,-0.149769561
nquinone__ubiC_ale4__1,-2.2243610886,0.049095628
nquinone__ubiC_ale4__2,-2.0812197002,-0.014408758
nquinone__delpdhR__1,-3.8721908378,-0.257609396
nquinone__delpdhR__2,-2.6397413298,-0.232478168
quinone__glu_ale4__1,-8.568132350900001,-0.018799261
quinone__glu_ale4__2,-11.0792574479,-0.16800786
quinone__delmenF__1,-2.7659866875,0.09755469100000001
quinone__delmenF__2,-3.15380239,-0.09873353
quinone__menF_ale5__1,0.9200048167,0.20066824400000002
quinone__menF_ale5__2,0.8929129622,0.198687894
quinone__menF_ale6__1,0.2327674432,0.147271054
quinone__menF_ale6__2,0.1634307181,0.19961309400000002
quinone__menF_ale7__1,-9.825328799,0.314659224
quinone__menF_ale7__2,-8.7883702823,0.214827854
quinone__menF_ale8__1,-13.9192144208,0.120816004
quinone__menF_ale8__2,-1.0750224972,0.369381294
quinone__delmenFubiC__1,3.2947791306,-0.13553742700000002
quinone__delmenFubiC__2,2.5636638477,-0.144602477
quinone__menFubiC_ale1__1,-10.1231433839,-0.414547961
quinone__menFubiC_ale1__2,-11.106366517,-0.422223938
quinone__menFubiC_ale2__1,-11.7145032021,-0.404878646
quinone__menFubiC_ale2__2,-10.0126705231,-0.48235188500000004
quinone__menFubiC_ale3__1,-0.9189046693,-0.23587729300000002
quinone__menFubiC_ale3__2,-0.6318194047,-0.18887362300000002
quinone__menFubiC_ale4__1,0.3209701679,-0.06039287
quinone__menFubiC_ale4__2,1.655321038,0.059578161000000004
oxyR__wt_glc__1,-2.6523699416,-0.398396226
oxyR__wt_glc__2,-5.7127176144,-0.41860494000000004
oxyR__wt_h2o2__1,-3.1442994453,-0.40217951700000004
oxyR__wt_h2o2__2,-8.6173394851,-0.20283868900000002
oxyR__glu_ale4__1,-7.4736886226,-0.041962642
oxyR__glu_ale4__2,-9.4973768651,-0.49531299900000003
oxyR__glu_ale4_h2o2__1,-6.2043556319,-0.24189199400000003
oxyR__glu_ale4_h2o2__2,-4.6307767252000005,-0.457263821
oxyR__oxyR_ale17__1,-14.1413511034,1.6546413640000002
oxyR__oxyR_ale17__2,-11.630011482,1.513558554
oxyR__oxyR_ale17_h2o2__1,-11.9522437603,1.579185924
oxyR__oxyR_ale17_h2o2__2,-14.7781903755,1.914808684
oxyR__oxyR_ale18__1,-2.8299053717,0.583810734
oxyR__oxyR_ale18__2,-8.0174358221,1.003154944
oxyR__oxyR_ale18_h2o2__1,-9.8111479048,0.988247564
oxyR__oxyR_ale18_h2o2__2,-13.0606600987,0.850537614
oxyR__oxyR_ale19__1,-3.4021972481000002,1.385596604
oxyR__oxyR_ale19__2,-7.8435877972,1.4068350440000001
oxyR__oxyR_ale19_h2o2__1,-4.4850214056,1.361037814
oxyR__oxyR_ale19_h2o2__2,-2.9456357005,1.391978414
oxyR__oxyR_ale20__1,-24.6864314872,1.9791220040000002
oxyR__oxyR_ale20__2,-25.1400056325,2.012504234
oxyR__oxyR_ale20_h2o2__1,-11.6487819273,1.9179022940000001
oxyR__oxyR_ale20_h2o2__2,-14.3136882535,1.906355264
svns_pgi__BmePgi24_15__1,-6.0674524654,-0.27828637700000003
svns_pgi__BmePgi24_15__2,-4.3723180513,-0.176623005
svns_pgi__BmePgi24_26__1,-5.7840424248,-0.171722799
svns_pgi__BmePgi24_26__2,-2.9896885699,-0.060313785
svns_pgi__BmePgi24_41__1,-12.6447355447,0.132826624
svns_pgi__BmePgi24_41__2,-3.2259343087,-0.08904284
svns_pgi__BmePgi24_52__1,-6.4890608886,-0.250898801
svns_pgi__BmePgi24_52__2,-2.8635728362,-0.17881162
svns_pgi__PaePgi2_34__1,-3.5267671968,0.09023732400000001
svns_pgi__PaePgi2_34__2,-3.2482581987,0.186593734
svns_pgi__PaePgi2_63__1,-3.0069023543,0.183535574
svns_pgi__PaePgi2_63__2,-3.8034133719,0.178282134
svns_pgi__PaePgi24_54__1,-2.3644732198,0.07998654
svns_pgi__PaePgi24_54__2,-2.7236294701,0.180509194
svns_pgi__PaePgi24_90__1,-2.3322179264000003,0.237700244
svns_pgi__PaePgi24_90__2,-1.6662076311,0.398123934
abx_media__m9_ctrl__1,1.4387866630000001,-0.21254789600000001
abx_media__m9_ctrl__2,1.7450300956,-0.060902873
abx_media__rpmi_ctrl__1,-9.4254342332,-0.24266487900000003
abx_media__rpmi_ctrl__2,-7.4571740897,-0.341907147
abx_media__camhb_ctrl__1,4.0906323207,-0.640836599
abx_media__camhb_ctrl__2,2.6091988304,-0.714088546
abx_media__m9_mero__1,3.0798158618,0.33459056400000003
abx_media__m9_mero__2,2.1675687656,-0.073301092
abx_media__rpmi_mero__1,-7.0085744688,-0.205419399
abx_media__rpmi_mero__2,-8.7048542947,-0.17358025200000002
abx_media__camhb_mero__1,5.2323941197,-0.606942002
abx_media__camhb_mero__2,5.1215429619,-0.7505141150000001
abx_media__m9_trisulf__1,0.7792498499,-0.044335219
abx_media__m9_trisulf__2,0.6018686391,-0.222996152
abx_media__rpmi_trisulf__1,-13.2976423963,-0.116637474
abx_media__rpmi_trisulf__2,-13.4383612125,-0.129974022
abx_media__camhb_trisulf__1,4.9327595936,-0.450904393
abx_media__camhb_trisulf__2,4.8334721197,-0.540652111
abx_media__m9_cef__1,-0.4951685088,-0.12820725300000002
abx_media__m9_cef__2,-0.7887827657,-0.278000794
abx_media__rpmi_cef__1,-7.2987944876,-0.49087938200000003
abx_media__rpmi_cef__2,-6.6915445378000005,-0.500481724
abx_media__camhb_cef__1,5.1554940053,-0.9149892780000001
abx_media__camhb_cef__2,4.8616466107,-0.9595740020000001
abx_media__m9_cipro__1,0.1928237998,-0.36009651200000004
abx_media__m9_cipro__2,0.1225586309,-0.425519831
abx_media__rpmi_cipro__1,-14.5008022537,-0.7925083110000001
abx_media__rpmi_cipro__2,-12.2908539138,-0.177744751
abx_media__camhb_cipro__1,6.41869847,-0.393128615
abx_media__camhb_cipro__2,6.0225957445,-0.43113716500000004
hot_tale__42c_ale3_30c__1,-2.1851483642,0.055907798
hot_tale__42c_ale3_30c__2,-2.9949533626,0.077587798
hot_tale__42c_ale3_37c__1,-0.7114792183,0.316737274
hot_tale__42c_ale3_37c__2,-1.3208446714,0.263806364
hot_tale__42c_ale3_44c__1,-1.7029995032,-0.20920929900000002
hot_tale__42c_ale3_44c__2,-2.3484460219,-0.20608352300000002
hot_tale__hot_ale3_mid_30c__1,-13.2594669122,0.058708176
hot_tale__hot_ale3_mid_30c__2,-4.0416243079,0.21249558400000002
hot_tale__hot_ale3_mid_37c__1,-0.879817108,0.38055584400000003
hot_tale__hot_ale3_mid_37c__2,-0.6937680294,0.15306718400000002
hot_tale__hot_ale3_mid_44c__1,-15.1525825544,-0.50127445
hot_tale__hot_ale3_mid_44c__2,-11.5050495702,-0.422044213
hot_tale__hot_ale3_30c__1,-9.1620054745,0.22775462400000002
hot_tale__hot_ale3_30c__2,-7.1003197529,0.252134594
hot_tale__hot_ale3_37c__1,-0.5343413436000001,0.047784552
hot_tale__hot_ale3_37c__2,-0.4080506414,-0.009955428
hot_tale__hot_ale3_44c__1,-4.519233044,-0.291574443
hot_tale__hot_ale3_44c__2,-1.6439423908,-0.256571469
hot_tale__hot_ale4_30c__1,-1.5659836604000001,0.096342836
hot_tale__hot_ale4_30c__2,-2.1055163355,0.101568641
hot_tale__hot_ale4_37c__1,0.448802429,0.06422083
hot_tale__hot_ale4_37c__2,0.8578928266,-0.020415786000000002
hot_tale__hot_ale4_44c__1,2.328606479,-0.087079134
hot_tale__hot_ale4_44c__2,0.4583742014,-0.20283691
hot_tale__hot_ale8_30c__1,-1.6034835492,0.14373343400000002
hot_tale__hot_ale8_30c__2,-0.28027674080000003,0.095388789
hot_tale__hot_ale8_37c__1,-0.7699150684,-0.09880672
hot_tale__hot_ale8_37c__2,-0.8397817996,-0.045193267
hot_tale__hot_ale8_44c__1,2.0829933066,-0.23776727700000003
hot_tale__hot_ale8_44c__2,1.7109152019,-0.146529699
hot_tale__hot_ale9_mid_30c__1,-2.0461568355,0.253545684
hot_tale__hot_ale9_mid_30c__2,-2.4737943442,0.10742565400000001
hot_tale__hot_ale9_30c__1,-3.9063572977,0.08920444400000001
hot_tale__hot_ale9_30c__2,-3.9118803624,0.138341014
hot_tale__hot_ale9_mid_37c__1,-0.2716087719,0.012815261000000001
hot_tale__hot_ale9_mid_37c__2,-0.22343736490000002,0.147274854
hot_tale__hot_ale9_37c__1,-1.0154084801,0.09094152
hot_tale__hot_ale9_37c__2,-1.601193967,0.155940924
hot_tale__hot_ale9_mid_44c__1,2.1251830133,0.072458165
hot_tale__hot_ale9_mid_44c__2,0.8549971563000001,-0.24131990600000003
hot_tale__hot_ale9_44c__1,-0.1391132132,-0.017124449
hot_tale__hot_ale9_44c__2,-1.1097447978,-0.162821396
hot_tale__hot_ale10_30c__1,-5.2234735496,0.089778812
hot_tale__hot_ale10_30c__2,-2.9764464985,0.10566393900000001
hot_tale__hot_ale10_37c__1,-1.2930255026,-0.143344925
hot_tale__hot_ale10_37c__2,-1.5719263207,-0.068701471
hot_tale__hot_ale10_44c__1,-7.186925766,-0.27796982
hot_tale__hot_ale10_44c__2,-3.5007444853000003,-0.064735558
hot_tale__hot_ale16_30c__1,-3.1789554252,-0.01046308
hot_tale__hot_ale16_30c__2,-2.9143912856,0.008885199
hot_tale__hot_ale16_37c__1,-0.5552741792,-0.075124153
hot_tale__hot_ale16_37c__2,-1.1238881052,-0.12333779600000001
hot_tale__hot_ale16_44c__1,0.7349482930000001,-0.17354054
hot_tale__hot_ale16_44c__2,0.7579015612000001,0.046261383
pdhr_ale__pdhR-13_51__1,-5.7760145931,1.432767734
pdhr_ale__pdhR-13_51__2,-7.1373208544,1.327126014
pdhr_ale__pdhR-14_46__1,-8.5055697061,-0.09758593
pdhr_ale__pdhR-14_46__2,-7.7817273732,-0.5230267670000001
pdhr_ale__pdhR-15_51__1,-8.9896584671,-0.49082750500000005
pdhr_ale__pdhR-15_51__2,-9.7147637164,-0.460418209
pdhr_ale__pdhR-16_49__1,-11.7085306952,-0.613417593
pdhr_ale__pdhR-16_49__2,-8.9851054922,-0.3972825
tcs__del_atoC_LiAcet__1,-1.777229131,0.052201528000000004
tcs__del_atoC_LiAcet__2,-1.9208596459,-0.055920906000000006
tcs__del_atoC_LiCl__1,-2.4443544418,-0.041181683000000004
tcs__del_atoC_LiCl__2,-2.6860886383,-0.12154166100000001
tcs__del_atoC_m9__1,-5.8407624039,-0.007867929000000001
tcs__del_atoC_m9__2,-6.484936479,-0.05216702
tcs__del_baeR_etoh__1,-21.4817872506,-1.245083621
tcs__del_baeR_etoh__2,-21.0733486153,-1.350485216
tcs__del_baeR_lb__1,-21.7032598401,-0.814860103
tcs__del_baeR_lb__2,-22.5857434869,-0.7823763330000001
tcs__del_btsR_01xlb__1,-0.0438888544,-0.6663184790000001
tcs__del_btsR_01xlb__2,-0.3505205534,-0.651533959
tcs__del_btsR_lb__1,-20.7322518711,-0.366630098
tcs__del_btsR_lb__2,-20.654373735,-0.344256439
