,A,Crp
R2,,0.1641850079309788
xmin,,-9.852476477
xmid,,-5.51141304482509
xmax,,1.6003325529999999
ystart,,-18.695871066659524
yend,,3.344344302168576
control__wt_glc__1,-0.0414099573,0.012478646000000001
control__wt_glc__2,0.0414099573,-0.012478646000000001
fur__wt_dpd__1,-12.1465753279,0.077574131
fur__wt_dpd__2,-14.1632096214,-0.090682171
fur__wt_fe__1,0.0102916365,-0.030513673
fur__wt_fe__2,0.47396147510000003,0.05819072
fur__delfur_dpd__1,-8.3245827713,-0.105981984
fur__delfur_dpd__2,-7.5638488789,-0.22346684100000003
fur__delfur_fe2__1,-2.0046782532,0.436429913
fur__delfur_fe2__2,-2.2120157249,0.367563393
acid__wt_ph5__1,-2.581022316,0.345522573
acid__wt_ph5__2,-2.5074378584,0.343136463
acid__delgadx_ph5__2,-1.5850598008999999,0.33938771300000004
acid__delgadw_ph5__1,-1.5622336526,0.383863793
acid__delgadw_ph5__2,-1.5753710424,0.33986178300000003
acid__delgade_ph5__1,-2.0316255574,0.43240872300000005
acid__delgade_ph5__2,-1.9870433586,0.482436193
oxidative__wt_pq__1,-10.2140315779,0.17662370300000002
oxidative__wt_pq__2,-10.5882126687,0.24038529300000003
oxidative__deloxyr_pq__1,-9.2610840435,0.513155013
oxidative__deloxyr_pq__2,-9.0015521875,0.536337303
oxidative__delsoxr_pq__1,-9.3346161482,0.334672533
oxidative__delsoxr_pq__2,-9.3996100184,0.387059873
oxidative__delsoxs_pq__1,-10.1563836941,0.513462963
oxidative__delsoxs_pq__2,-10.1274368738,0.5104807530000001
nac_ntrc__wt_csn__1,-9.0030009461,-0.07279683
nac_ntrc__wt_csn__2,-8.9162661599,-0.093243951
nac_ntrc__wt_cytd__1,-6.5632513072,-0.043119613
nac_ntrc__wt_cytd__2,-6.062890888,-0.07348926
nac_ntrc__wt_gln__1,-9.1103301831,0.16383650300000002
nac_ntrc__wt_gln__2,-9.4862174079,0.11651884600000001
nac_ntrc__bw_delnac_csn__1,-15.1669847646,0.16921202300000002
nac_ntrc__bw_delnac_csn__2,-15.4604445442,0.03216219
