,PA4027a
SRX7442752,-0.32216341800000003
SRX7442753,0.32216341800000003
SRX7442754,2.418874401
SRX7442755,2.469312356
SRX7442756,0.473107249
SRX7442757,1.444609318
SRX7442758,0.606440195
SRX7442759,2.429781746
SRX7442761,2.729487895
SRX7874204,-0.091389255
SRX7874205,0.091389255
SRX7874206,0.089598597
SRX7874207,0.060825564000000006
SRX8639787,-0.052106983
SRX8639788,0.052106983
SRX8639789,-0.055213284
SRX8639790,0.18838019
SRX8639791,-0.470013879
SRX8639792,0.204161807
SRX8639793,-3.006796911
SRX8639794,-2.644132587
SRX8639795,-2.809670783
SRX8639796,-2.977513724
SRX8639797,0.121974865
SRX8639798,0.42761653800000005
SRX8639800,0.5985471440000001
SRX1156127,0.534129202
SRX1156135,-0.534129201
SRX1156136,0.34387550100000003
SRX1156137,-0.663078216
SRX1156138,-0.0045754260000000005
SRX1156140,-0.259816359
ERX2195929,-0.048286444000000005
ERX2195930,0.048286444000000005
ERX2195931,0.207038103
ERX2195932,0.033561015
ERX2195933,1.487628111
ERX2195934,1.227773381
SRX4579961,-0.06590146200000001
SRX4579962,0.332292921
SRX4579963,-0.266391458
SRX4579964,-0.49265776400000005
SRX4579965,-0.900213876
SRX4579966,-0.509124203
SRX5630349,-0.360338571
SRX5630350,0.360338571
SRX5630351,0.532157679
SRX5630352,0.39376198500000004
SRX1411278,-0.02483013
SRX1411287,-0.041346754
SRX1411289,-0.243037846
SRX1411279,0.26342461
SRX1411280,-0.23859447900000003
SRX1411281,-0.19215664100000002
SRX1411282,-0.01392673
SRX1411283,0.038625338
SRX1411284,-0.22613823900000002
SRX1411285,-0.585088505
SRX1411286,0.053388032
SRX1411288,-0.052311209000000004
SRX2711962,0.18154561700000002
SRX2711963,-0.18154561600000002
SRX2711964,-0.22899639100000002
SRX2711965,-0.03132053
SRX2711966,-0.108270827
SRX2711967,-0.298654425
ERX3558798,-0.583922865
ERX3558799,-0.439343929
ERX3558800,-0.6007169640000001
ERX3558801,-0.44567330400000005
ERX3558802,0.154186538
ERX3558803,0.04936023
ERX3558804,0.022608927
ERX3558805,-0.22615569400000002
ERX3593017,1.272658735
ERX3593018,1.393312768
ERX3593020,0.078800854
ERX3593021,-0.026020205
ERX3593022,-0.052780648000000006
SRX7058492,0.208689741
SRX7058494,0.200704517
SRX7058495,-0.054593216
SRX7058509,-0.208689741
SRX2662717,-2.870340342
SRX2662718,-2.862573723
SRX2662721,1.043929597
SRX2662722,-1.043929597
SRX8143226,-0.28926940300000004
SRX8143227,0.28926940300000004
SRX8143228,0.384456256
SRX8143229,0.6684562580000001
ERX2456848,0.44743379
ERX2456849,-0.05795849300000001
ERX2456850,0.289658221
ERX2456851,-0.09778816500000001
ERX2456852,-0.032564506
ERX2456853,0.015912615
ERX2456854,0.201791405
ERX2456855,0.23741144300000003
ERX2456856,-0.058572327
ERX2456857,-0.23081329800000003
ERX2456858,0.049032176000000004
ERX2456859,-0.198849397
SRX540108,0.16236888200000002
SRX540109,-0.16236888300000002
SRX540110,0.787963877
SRX540111,0.26853530400000003
SRX540112,1.056290337
SRX540113,1.288993343
SRX540114,-0.22671743300000002
SRX540115,0.8481825590000001
SRX1737662,0.084469283
SRX1737664,0.22206413500000002
SRX1737665,0.5457693370000001
SRX1737667,-0.063674984
SRX1737668,-0.09854891900000001
SRX1737670,0.162223902
SRX1516139,-0.078333936
SRX1516140,0.078333936
SRX1516141,0.687101053
SRX1516142,0.5498728150000001
SRX591667,-0.09862828700000001
SRX591668,-0.016686512
SRX591669,-0.332437908
SRX591670,0.301954327
SRX591671,-0.249843638
SRX591675,0.09862828700000001
SRX591676,0.145905842
SRX591677,-0.59400486
SRX591678,0.194131406
SRX591679,-0.23635604400000002
SRX2520351,-0.499091873
SRX2520352,-0.21585926500000002
SRX2520353,-0.838172404
SRX2520354,-1.332580492
SRX2520355,-0.44276215500000005
SRX2520356,0.481546595
SRX2520357,0.6761667
SRX2520358,1.159502689
SRX2520359,0.96526243
SRX2520360,0.393685759
SRX2652927,0.28658949100000003
SRX2652931,0.694937005
SRX2652933,-0.23991999500000002
SRX2652935,-0.13770103
SRX2652937,0.377621025
SRX2940624,0.600436831
SRX2940626,0.019318322000000002
SRX2940627,0.041673932000000004
SRX2940628,0.283468588
SRX2940629,-0.325142521
SRX3763712,-0.34526399900000004
SRX3763714,0.34526399900000004
SRX3763715,0.257148804
SRX3763716,-0.069164349
SRX3763717,-0.158034468
ERX2259197,-0.30474142
ERX2259198,-1.174583972
ERX2259199,0.296654095
ERX2259200,-0.296654095
SRX6976948,0.043546713
SRX6976949,-0.132663741
SRX6976950,0.089117029
SRX6976951,-0.23987255600000001
SRX6976952,-0.168592863
SRX6976953,0.051405028000000005
SRX4342817,0.345498055
SRX4342818,-0.228790719
SRX4342819,-0.01138198
SRX4342820,-0.314648172
SRX4342821,0.197940835
SRX4342822,0.8484162160000001
ERX2300159,-0.17871585
ERX2300160,0.17871585
ERX2300161,0.107462107
ERX2300162,0.107781845
ERX2300163,0.048828113000000006
ERX2300164,0.76230857
ERX2300165,0.19281910500000002
ERX2300166,-0.35069956
ERX2300167,0.317819071
ERX2300168,0.626765793
ERX2300169,-0.164548826
ERX2300170,0.28553791700000003
ERX2068556,-0.680330844
ERX2068557,-0.63222366
ERX2068558,-0.157769448
ERX2068559,1.204901818
ERX2068560,-0.56712119
ERX2068561,-0.637780629
SRX6747256,0.142705515
SRX6747257,0.20206706
SRX6747258,0.033459382
SRX6747259,-0.09632483400000001
SRX6747260,-0.28190712100000004
SRX6747265,-0.7722867240000001
SRX6747266,-0.191462707
SRX6747268,-0.028967526
SRX6747269,-0.15338622400000002
SRX6747953,-0.000237034
SRX6747954,0.001257871
SRX6747955,-0.0010208370000000001
SRX6747957,-0.325564866
SRX6747958,0.45268625300000004
SRX7747527,-0.062051734000000004
SRX7747528,-0.196595401
SRX7747537,0.127890621
SRX7747538,-0.040819232000000004
SRX7747540,0.040819233
ERX2813653,0.13921251
ERX2813654,-0.13921251
ERX2813656,-0.0078356
ERX2813657,0.060797452
ERX2813658,-0.053452818000000006
Paeru_0017,-1.388443352
Paeru_0018,-1.198232919
Paeru_0019,-1.571704058
Paeru_0020,-1.540895045
Paeru_0033,-1.161333448
Paeru_0034,-0.848204747
Paeru_0035,-0.91256704
Paeru_0036,-1.068042884
Paeru_0037,-0.8916832990000001
Paeru_0038,-1.171138068
Paeru_0039,-1.248815672
Paeru_0040,-1.76217964
Paeru_0041,-1.237064578
Paeru_0042,-1.211542764
Paeru_0043,-0.8348207480000001
Paeru_0044,-1.64595555
Paeru_0045,-1.9962445400000002
Paeru_0046,-0.957308174
Paeru_0047,-0.838759676
Paeru_0048,-0.758543331
Paeru_0049,-0.812006133
Paeru_0050,-0.336440821
Paeru_0051,-0.383049733
Paeru_0052,-1.778305031
Paeru_0053,-1.462857239
Paeru_0056,-1.0649879
