,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A
0,algU_regulon__empty_vector,-3.700743415417188e-17,3.1261220788656887,3.0,0.0,2.9360118877,2.0,-3.2866633878,4.0,0.3506515001,,,,,,,,,,,,,,,,,,,,,,
1,algU_regulon__algU_overexpression,-12.859782924033333,9.286207209109236,3.0,1.0,-3.5973772007,3.0,-22.1696099951,5.0,-12.8123615763,,,,,,,,,,,,,,,,,,,,,,
2,co_culture__c_viol_40,-4.820011152575001,1.2495596433741316,4.0,6.0,-6.0210301042,20.0,-4.9609835306,40.0,-5.2263751791,63.0,-3.0716557964,,,,,,,,,,,,,,,,,,,,
3,co_culture__c_viol_12.5,-1.691498354925,0.499683418616534,4.0,7.0,-2.3193271135,33.0,-1.6027670076,81.0,-1.1043844237,82.0,-1.7395148749,,,,,,,,,,,,,,,,,,,,
4,co_culture__b_thai_30,-7.887437560975,2.706029712788457,4.0,8.0,-6.6790231579,51.0,-11.248615275,65.0,-8.6675060783,76.0,-4.9546057327,,,,,,,,,,,,,,,,,,,,
5,co_culture__b_thai_25,-6.251293530833333,4.968783248408673,3.0,9.0,-4.3573736932,22.0,-2.5079861112,49.0,-11.8885207881,,,,,,,,,,,,,,,,,,,,,,
6,co_culture__mono_30,-2.056637231,1.0578049854717333,2.0,10.0,-2.8046183094,26.0,-1.3086561526,,,,,,,,,,,,,,,,,,,,,,,,
7,co_culture__b_thai_12.5,-6.450311884366666,2.9578307425446155,3.0,11.0,-6.8386159638,54.0,-3.3175074906,83.0,-9.1948121987,,,,,,,,,,,,,,,,,,,,,,
8,co_culture__b_thai_35,-9.286040657274999,2.5212277388667506,4.0,12.0,-9.0855184045,48.0,-12.1131626628,64.0,-9.9204865029,78.0,-6.0249950589,,,,,,,,,,,,,,,,,,,,
9,co_culture__mono_25,-2.5758198564500003,0.5088812604045758,4.0,13.0,-2.2447276583,38.0,-3.3277454292,67.0,-2.4469995427,72.0,-2.2838067956,,,,,,,,,,,,,,,,,,,,
