,-0.07028580000000001,-0.05947260000000001,-0.048659400000000005,-0.0378462,-0.027033,-0.0162198,-0.0054065999999999975,0.005406600000000011,0.016219800000000006,0.027033,0.03784620000000001,0.04865940000000002,0.059472600000000014,0.07028580000000001,0.08109900000000003,0.09191220000000003,0.10272540000000002,0.11353860000000002,0.12435180000000001,0.13516500000000004
thresh,-0.0756924,0.0756924,1,,,,,,,,,,,,,,,,,
unreg,0,0,7,40,143,713,2134,2045,612,130,41,18,6,3,6,2,4,2,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],['flgI' 'fliH' 'cheZ' 'flgE' 'PSPTO_1946' 'PSPTO_1918'],['flhB' 'fliQ'],['flgJ' 'flgL' 'fliR' 'fliI'],['flgK' 'fliJ'],[],[]
