,-0.3576210894381459,-0.29801757453178823,-0.23841405962543055,-0.17881054471907287,-0.11920702981271519,-0.05960351490635751,1.6653345369377348e-16,0.059603514906357846,0.11920702981271553,0.17881054471907315,0.23841405962543089,0.2980175745317886,0.35762108943814624,0.41722460434450387,0.4768281192508616,0.5364316341572193,0.5960351490635769,0.6556386639699345,0.7152421788762922,0.77484569378265
thresh,-0.3874228468913247,0.3874228468913247,1,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,0,46,4123,41,0,0,0,0,0,0,0,0,0,0,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['ydaF'],[]
