,0
gene_id,Rv3503c
name,fdxD
operon,Op2190
gene_product,ferredoxin FdxD
cog,Energy production and conversion
regulator,"Rv0081,Rv0273c,Rv3066"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv3503c"">Mycobrowser</a>"
