,A,GutM,SrlR,Crp,hns
pal__lyx_ale4__2,2.245891555150469,-0.6472480695000002,0.13890402499999954,-0.07060586499999921,0.4978550199999994
pal__5drib_ale10_f18__1,0.9703389536375506,0.6568594854999996,0.4867717239999996,-0.06913953699999986,0.048606749999999366
pal__5drib_ale10_f18__2,0.8854097402455381,0.0656042444999998,0.6410343989999996,-0.022394786999999642,0.050707469999998984
pal__5drib_ale10__1,3.0020820547375218,0.18098580749999996,1.091056047999999,0.4018362730000007,0.5201929399999994
pal__arab_ale14_f9__1,-0.5321737002829455,0.2993440875000002,0.2878217849999993,0.24554710299999985,0.17950373999999947
pal__arab_ale14_f9__2,-0.6946640919303928,0.12782929649999986,0.3135743299999998,0.4127220729999994,0.3054771399999989
pal__arab_ale14__1,0.8670595558574538,-0.9934194045,-0.0580159250000003,0.3767839330000005,0.08149294999999945
pal__arab_ale14__2,0.4389905935911392,-0.9027812935000004,-0.0370252380000009,0.3756092130000006,0.07819711999999868
pal__arab_ale16__1,0.494273424605078,0.36803667849999977,0.4733403020000004,0.02985453700000029,0.12701640999999952
pal__arab_ale16__2,0.0157347730823836,-0.3648597775,0.44569678700000015,0.10976642500000013,0.18988008
pal__tartr_ale26_f10__1,2.0986905994126985,0.28266748549999976,0.5919698009999994,0.3119472930000011,-0.43513029
pal__tartr_ale26_f10__2,2.13994053326454,-0.19693205650000006,0.42019307499999936,0.19927317299999991,-0.40269031000000055
pal__tartr_ale26__1,2.048232252392807,0.20136045450000006,0.6786664719999997,0.3850793330000002,-0.4894740800000008
pal__tartr_ale26__2,2.4677511232234672,0.5656404084999997,0.502794572,0.334463263,-0.4848480000000013
pal__tartr_ale28_f10__1,1.3530570847201169,0.4116849384999997,0.2088294579999994,-0.003712276999999986,0.0734581900000002
pal__tartr_ale28_f10__2,-0.5971111160336006,-0.04302768950000013,0.3009563499999999,-0.0986905509999989,-0.21992352000000004
pal__tartr_ale28__1,1.8059964120716216,-0.4275482125000001,0.477297887999999,0.27296854300000106,-0.020496330000000285
pal__tartr_ale28__2,-0.4322500220994375,-1.4724403444999998,0.09161882799999964,0.2684948929999997,0.25204556999999994
efeU__delmenFentC_citr__1,1.9115817306512264,-0.027502216500000287,0.6572154039999996,0.4221979430000005,-0.2282866900000009
efeU__delmenFentC_citr__2,0.6824528180410562,-0.5671975945000001,0.5417800210000011,0.5677252629999998,-0.2410755200000008
efeU__delmenFentC__1,-2.1750250822991117,-0.6050789154999999,0.3394649849999993,0.6961985229999996,0.4306445199999995
efeU__delmenFentC__2,-1.8154452726244927,-0.18169160650000027,0.5835158489999994,0.7362106530000005,0.4306177399999989
efeU__menFentC_ale39__1,3.9297277027112174,-0.10562266549999988,1.8899832949999995,0.5420487930000011,-0.12283720000000108
efeU__menFentC_ale39__2,4.005614254598348,0.26291158449999985,1.910497101,0.5730386230000004,-0.14411113000000064
efeU__menFentC_ale29__1,3.4588164203999114,0.06284244449999976,1.838612595,0.9115027730000004,-0.3316870400000003
efeU__menFentC_ale29__2,3.2015447500952576,-0.00619792950000031,1.8776425529999996,0.9432762930000004,-0.32224971000000124
efeU__menFentC_ale30__1,2.6520880294825053,-0.2275766235000001,-0.0264559370000006,0.10668520800000003,-0.14761467000000114
efeU__menFentC_ale30__2,2.4049549399583587,-1.6670297265000005,0.24674050799999936,0.06397155600000026,-0.2583411600000005
efeU__menFentCubiC_ale36__1,-0.7803759332626266,0.19375683049999992,0.2338087779999993,0.8218575829999999,-0.24344014000000055
efeU__menFentCubiC_ale36__2,-0.816706716248095,-0.22639099249999986,0.3259024939999993,0.6481697730000011,-0.3049319100000005
efeU__menFentCubiC_ale37__1,-1.873062420068827,-0.7020258565000002,0.3765702129999999,0.8430776529999999,0.0966475899999999
efeU__menFentCubiC_ale37__2,-1.7173419476897678,-0.2841590645000003,0.3563750989999992,0.8884085729999995,0.11471068999999902
efeU__menFentCubiC_ale38__1,0.5960748152765063,-0.5778376055000001,0.7410279279999994,0.3484389429999997,0.3836897299999986
efeU__menFentCubiC_ale38__2,-0.0156410590773846,-0.6084181955000001,0.4060306889999996,0.30990829299999945,0.19188632000000005
misc2__salc_glc__1,-2.261627281287635,-0.5250897015000002,-0.16438447100000084,-0.03094168600000025,-0.2405828999999997
misc2__salc_glc__2,-2.8736513745944485,-1.5082907744999998,-0.32165770200000043,-0.041858421999998896,-0.2470321900000005
misc2__dbcn_glc__1,0.300037860718217,-1.6539698925000004,-0.20109781500000068,-0.41418928399999894,-0.28858347000000073
misc2__dbcn_glc__2,-0.814367207619927,-2.0509782085,-0.14991663800000055,-0.32218037899999885,-0.13067377000000135
misc2__tyr_glc__1,1.1928139774922684,-0.3124943145000003,-0.11853547500000072,0.4823384130000008,0.3782113299999992
misc2__tyr_glc__2,1.264250191350773,0.04678071149999985,0.02603692999999918,0.5197261330000007,0.4675361599999999
misc2__arg_cytd__1,1.4246740644377267,-0.7785462365000001,0.27717195399999994,0.10509646700000096,-0.1797369600000014
misc2__arg_cytd__2,1.3410913496968662,-0.5015104045000003,-0.06892665600000036,0.09710128400000073,-0.1649194000000005
misc2__delyheO_pyr__1,1.0809610810451529,-0.9950063625000004,0.27186998699999965,1.0004127829999998,0.26459003999999986
misc2__delyheO_pyr__2,0.506024718192461,-0.26622312650000035,0.2690580289999991,1.0134814930000005,0.21013318999999875
misc2__dellon_glc__1,1.613921685040429,-0.3140923315000004,-0.4108220850000004,0.4872481129999997,-0.03238877000000073
misc2__dellon_glc__2,0.9637904535680352,-0.25528965649999996,-0.6542953540000003,0.2154419530000009,-0.5210253200000015
nquinone__delubiC__1,0.4409374902084659,-0.7443082434999999,0.21618167399999955,0.4464799330000009,-0.1348791200000008
nquinone__delubiC__2,0.3257727851599944,-0.2879832685000001,0.2749943959999994,0.6182852329999999,0.2680433199999985
nquinone__ubiC_ale1__1,-0.1372044253834431,-0.30503628549999995,0.15312963299999893,0.4621411030000005,-0.01618583000000129
nquinone__ubiC_ale1__2,0.1241544023865208,-0.1385301345000003,0.5138333419999999,0.5186398529999998,0.20783507999999884
nquinone__ubiC_ale2__1,-0.5098955629114869,-0.4238227885000003,0.4585056129999989,0.4747234030000005,0.03883351999999896
nquinone__ubiC_ale2__2,-0.3058258160910563,-0.021913303500000314,0.35370604499999914,0.4297995330000006,-0.11833546000000085
nquinone__ubiC_ale3__1,2.372442104770297,-0.5717073675000002,-0.04007016000000085,0.026469302000000642,-0.10067609000000033
nquinone__ubiC_ale3__2,2.017859570141442,-1.1430305675,-0.044470729000000375,0.09906102300000086,-0.15854421000000052
nquinone__ubiC_ale4__1,0.0650659899000378,-0.16075234650000025,0.4946751739999993,0.493212583,0.08615908999999887
nquinone__ubiC_ale4__2,0.108171839397997,-0.11919585050000014,0.7066461039999989,0.5086079229999996,0.17780838999999915
nquinone__delpdhR__1,0.7248361091551061,-0.7154930405000002,-0.16209333600000075,0.3856681930000008,-0.035051310000000065
nquinone__delpdhR__2,0.8698078856714012,-0.8480896354999999,-0.15574931000000006,0.36299017299999997,0.10621199999999932
quinone__glu_ale4__1,1.6906953036148746,-1.5436216255,0.2356586149999993,0.3684261329999998,1.0115999899999988
quinone__glu_ale4__2,4.117690356472749,-0.3451695835000001,1.1530855109999996,0.7361257729999995,1.1686438799999994
quinone__delmenF__1,-0.1021067062714411,-0.7258033675000002,0.13715323999999995,0.5532796730000005,0.2964411699999996
quinone__delmenF__2,0.1850882729146735,0.15465120449999992,0.3824928420000005,0.4243016730000004,-0.12114934000000055
quinone__menF_ale5__1,1.952311298534843,-0.4626503825000001,1.6688370849999998,0.9045305230000018,-0.017989950000000476
quinone__menF_ale5__2,2.202006291939969,0.16744319249999995,1.852921262,0.9292543930000008,-0.08386119000000036
quinone__menF_ale6__1,2.9023888628851955,-0.3389322335,2.125589550999999,0.928937233000001,-0.0793795700000004
quinone__menF_ale6__2,2.735573547928427,0.18840384250000008,2.23230767,0.9358953230000004,-0.04388362999999984
quinone__menF_ale7__1,4.918626679311178,1.0306961134999997,2.294348457999999,0.8647486830000002,-0.2726995400000014
quinone__menF_ale7__2,4.921762404018026,0.6536449664999999,2.323059956,0.8297670830000001,-0.26839106999999984
quinone__menF_ale8__1,5.222191405390888,0.5138725714999999,2.8446402410000005,1.0002332430000005,0.27903789999999873
quinone__menF_ale8__2,3.9013046764969546,0.12226061249999988,1.6993281219999998,0.9954071830000012,0.6530912600000001
quinone__delmenFubiC__1,-0.8760354620005819,-0.7241008295000002,0.17463806399999893,0.5032428030000009,-0.03241439000000135
quinone__delmenFubiC__2,-1.4447419796936287,-0.3739723575,0.05854432899999917,0.5733612729999997,-0.015705130000000622
quinone__menFubiC_ale1__1,5.002231576500611,0.3357225774999999,1.9903104629999997,0.6889852029999997,-0.4868080199999998
quinone__menFubiC_ale1__2,4.947278536145064,0.7613521964999999,2.0782626299999998,0.6891632330000004,-0.4717572700000012
quinone__menFubiC_ale2__1,2.8885967038234077,0.6444095914999997,2.0649356470000004,0.5664049030000005,-0.7705665499999999
quinone__menFubiC_ale2__2,2.2012530048422825,-0.08706441450000035,1.8858729039999995,0.587592463,-0.6914404699999999
quinone__menFubiC_ale3__1,1.2847311295609147,-1.4330333295000002,0.1791941570000004,0.1084791789999997,-0.3436069900000014
quinone__menFubiC_ale3__2,1.9551231914222464,-0.23926652650000024,-0.0013744770000005955,0.1436014399999994,-0.2794918800000001
quinone__menFubiC_ale4__1,1.7367703686992442,0.1216600015,1.6586823920000002,1.042582673,0.18520249999999905
quinone__menFubiC_ale4__2,1.813863365662656,0.29842960949999986,1.6562045539999994,1.0279896629999996,0.2787281099999994
oxyR__wt_glc__1,2.051485971240817,-0.9685289365000004,0.12204007499999925,0.09382866099999987,0.10557820000000008
oxyR__wt_glc__2,1.7188709054008973,-0.6694643505000002,-0.10901553500000016,0.13043923000000035,0.15047998999999912
oxyR__wt_h2o2__1,2.0017601482920373,-1.2118796615000005,-0.16447353500000084,0.05757602200000101,0.1789110100000002
oxyR__wt_h2o2__2,1.4375934432712285,-0.21854778650000029,-0.04150512899999992,0.4618741830000008,0.4724367999999988
oxyR__glu_ale4__1,1.04200216366534,-0.3263811645000003,0.277843073999998,0.7723290729999999,1.72657098
oxyR__glu_ale4__2,1.2104027024823392,-0.8831351545000001,0.5748659989999991,0.49579595299999996,1.6569929699999992
oxyR__glu_ale4_h2o2__1,1.0102305812461447,-0.39635808850000004,0.7147005189999991,0.6213283730000008,1.6306581700000002
oxyR__glu_ale4_h2o2__2,-0.5351835736121745,-0.6001216485,0.6075583210000001,0.4863484329999999,1.5797009099999997
oxyR__oxyR_ale17__1,0.6125289969171619,-0.26651061449999996,0.5295001279999987,0.13801763000000022,0.471991749999999
oxyR__oxyR_ale17__2,0.0607487917432264,-0.9128854905,0.4716843789999992,0.15520324300000074,0.3379143500000001
oxyR__oxyR_ale17_h2o2__1,2.0881155317554927,-0.7535032675000002,0.605738036,0.21122745300000112,0.6051612999999989
oxyR__oxyR_ale17_h2o2__2,0.7977475669576628,-1.3417100045,0.06815849599999968,0.156206473000001,0.6299798199999991
oxyR__oxyR_ale18__1,3.773335138692632,-0.5132726075000003,0.020199026999999425,-0.2332659079999999,-0.2487619600000013
oxyR__oxyR_ale18__2,2.8507000970990504,-1.0448020765,-0.3236424600000003,-0.08594182799999928,-0.04567212999999981
oxyR__oxyR_ale18_h2o2__1,0.2339560782216041,-0.5592958675000004,0.2713880239999993,0.027939159000000657,0.3100271699999997
oxyR__oxyR_ale18_h2o2__2,0.821722909489518,-0.8579395255000004,0.21256288200000029,0.09512536300000107,0.3748586500000002
oxyR__oxyR_ale19__1,2.9183117597601456,-0.7056883405000001,-0.16334713800000067,-0.1866830670000006,-0.14847092000000114
oxyR__oxyR_ale19__2,2.983413029488641,-0.4896080625000003,-0.05780308400000056,-0.08065952299999958,0.1152670399999991
oxyR__oxyR_ale19_h2o2__1,2.527414693002296,-0.6604588875000004,-0.28677275900000065,-0.3216936859999997,-0.11060014000000074
oxyR__oxyR_ale19_h2o2__2,2.5472661281740643,-0.8306295825000003,-0.290148114,-0.22926116100000016,-0.06236804000000085
oxyR__oxyR_ale20__1,-0.9280196867493344,-0.9053909015,0.2614770949999992,-0.29073972199999965,-0.08895912000000017
oxyR__oxyR_ale20__2,-1.4476888894905515,-0.6867741945000003,0.2946915719999996,-0.3286302970000001,-0.17289960999999998
oxyR__oxyR_ale20_h2o2__1,-0.5868644511312037,-0.4988309935000004,0.22290175599999973,-0.1032146049999998,0.1253034399999997
oxyR__oxyR_ale20_h2o2__2,-0.2553813588747003,-0.6479063665,0.1979271159999998,-0.05797147799999891,0.1324405199999994
svns_pgi__BmePgi24_15__1,1.102294574614447,-0.5435186894999999,0.11846501700000013,0.20789728299999946,-0.2833936500000007
svns_pgi__BmePgi24_15__2,1.138989114706633,-0.14484248350000015,0.2153028379999986,0.2882144130000004,-0.04200595000000007
svns_pgi__BmePgi24_26__1,1.0446534949086512,-1.0511378935000002,0.029640363999999583,0.16856253300000112,-0.10517051000000066
svns_pgi__BmePgi24_26__2,0.8534061846552414,-0.7738393695000001,0.06872280699999944,0.14498237199999942,-0.029882820000000976
svns_pgi__BmePgi24_41__1,0.9949919807971526,-0.4015013315,0.3729877449999997,0.4958493130000008,0.38759554999999857
svns_pgi__BmePgi24_41__2,1.7847355817708388,-0.2177119424999998,0.11060935300000008,0.08223337899999983,-0.08150224999999978
svns_pgi__BmePgi24_52__1,1.763934197819108,-0.4392024155000001,0.0609662189999991,0.2600776430000007,-0.17518016000000006
svns_pgi__BmePgi24_52__2,1.7446450996059062,-0.6627932015,0.04660363699999959,0.11009234900000033,-0.09743219000000104
svns_pgi__PaePgi2_34__1,-1.2570857414248182,-0.4190094085,0.4980030139999991,0.9464174330000006,0.5349981499999998
svns_pgi__PaePgi2_34__2,-0.73377355532761,-0.5703490925000003,0.450624854,0.980365153000001,0.5423250999999993
svns_pgi__PaePgi2_63__1,-0.2811237782705525,-0.5850836095000003,0.4043482889999997,0.998691483,0.4440760299999997
svns_pgi__PaePgi2_63__2,0.2618283575206086,-0.1351896225,0.6180396959999994,0.974959343,0.4216357599999992
svns_pgi__PaePgi24_54__1,0.1848725381466301,-0.8413650265000001,0.2305945810000001,0.8303385730000006,0.2295991499999985
svns_pgi__PaePgi24_54__2,-0.0991261686551879,-0.5418360585000004,0.3329545799999991,0.9265034130000008,0.36025736999999936
svns_pgi__PaePgi24_90__1,0.2763484537339952,-0.2253007655000001,0.5545127939999999,0.809689723,0.3900634699999994
svns_pgi__PaePgi24_90__2,-0.1884319510914762,-1.2679743445000002,0.462037746,0.9991721830000008,0.5572399199999989
abx_media__m9_ctrl__1,-1.1240565448706343,-0.6171759945000002,-0.6280905820000005,-0.21908725299999965,-0.012051300000001321
abx_media__m9_ctrl__2,-0.4842511305343821,-0.4972481595000002,-0.11559902400000065,0.06872792999999966,0.1466058299999986
abx_media__rpmi_ctrl__1,0.5690413209329876,-1.4423956695000002,0.3912156720000004,0.1818832429999997,0.1768479299999992
abx_media__rpmi_ctrl__2,1.5282074627040203,-0.5788565955,0.808530321000001,0.4604582229999998,-0.06617892000000047
abx_media__camhb_ctrl__1,-1.1193474077735075,-1.5092963295,-1.0018278560000011,-1.4667156490000008,-0.06310980000000121
abx_media__camhb_ctrl__2,-0.2923054784614287,-2.6173884844999997,-1.062862309000001,-1.5642143070000003,-0.3259828599999999
abx_media__m9_mero__1,-1.157387225213557,-2.0783275275,-0.7123267500000008,0.10006032100000084,-0.043695070000000065
abx_media__m9_mero__2,-1.700520076819883,-0.3056327004999999,-0.6349175300000001,-0.24440689100000054,-0.28571884000000125
abx_media__rpmi_mero__1,0.0548015135145307,-1.4175427815,0.13789996599999998,-0.15585906599999966,-0.19421414000000148
abx_media__rpmi_mero__2,0.345138503699588,-2.1621713105,0.6483614319999997,0.12222331400000107,-0.03538430000000048
abx_media__camhb_mero__1,-1.9675155850012265,-1.7865018015000005,-1.8995576890000003,-2.568928611,-0.13490824000000146
abx_media__camhb_mero__2,-1.7503339102366169,-2.3818314115000003,-1.7250655930000005,-2.3720532899999998,-0.34945339000000075
abx_media__m9_trisulf__1,-3.034786823969185,-0.8697986585000002,-1.136630685,-0.13952741599999996,-0.8137616100000002
abx_media__m9_trisulf__2,-3.3312564105748894,-1.2580738425000002,-0.918856421,-0.12156318199999915,-0.7906360700000015
abx_media__rpmi_trisulf__1,-3.010419935923879,-1.6189794665,-0.9601437650000006,-1.1385435739999998,-1.506529950000001
abx_media__rpmi_trisulf__2,-2.429680830159347,-1.4367799685000002,-1.204783507,-1.1257448149999991,-1.6161404900000012
abx_media__camhb_trisulf__1,-2.6455555541898828,-1.2369453205000005,-1.3866980810000005,-0.6163487490000001,-1.281422860000001
abx_media__camhb_trisulf__2,-2.383797838545578,-1.8720585275,-1.4811228900000004,-0.6510849729999997,-1.2689553
abx_media__m9_cef__1,-3.503651438104721,-0.4284065945000002,-0.6223402260000004,-0.4245596339999995,-0.7262940900000014
abx_media__m9_cef__2,-2.832103150944452,-0.9060991905,-0.4636239270000005,-0.35219075799999894,-0.6272356200000004
abx_media__rpmi_cef__1,-1.1986877724590803,-1.0048599955,-0.5137008420000004,0.17718560299999986,-1.30367139
abx_media__rpmi_cef__2,-1.0065135834627383,-1.1404379955,-0.6713875530000006,0.25364192300000177,-1.2589567000000006
abx_media__camhb_cef__1,-0.9959451510808224,-1.2797929425000003,-1.1099184110000009,-0.8382274849999991,-0.512225990000001
abx_media__camhb_cef__2,-1.4981173941339174,-1.7894279055000002,-1.0098956400000008,-0.9034556939999998,-0.5290027100000003
abx_media__m9_cipro__1,-1.8262167483854777,-0.4917202115000001,-0.6228167320000004,-0.29610201100000033,-1.37249192
abx_media__m9_cipro__2,-1.0268399416692682,-0.5980881555000002,-0.4934772120000002,-0.23094071100000055,-1.3623085000000008
abx_media__rpmi_cipro__1,-3.698719684375925,-1.5136811115000004,-1.228922218,-0.7087974589999995,-1.799592907000001
abx_media__rpmi_cipro__2,-2.9698800207056144,-1.5282009735000002,-1.4127058960000003,-0.9681077109999999,-1.4499135600000006
abx_media__camhb_cipro__1,-1.9141347761281036,-2.4123669065,-1.8086163350000004,-1.3565894469999993,-1.928008924
abx_media__camhb_cipro__2,-1.587074680902009,-1.3989948615000003,-1.8045318970000004,-1.1236836730000004,-1.9979766210000007
hot_tale__42c_ale3_30c__1,-1.5011260010676866,-0.9251131425000004,-0.16274578400000014,0.06220796800000095,0.5159980900000001
hot_tale__42c_ale3_30c__2,-0.5834806219997996,-0.5169580715000004,-0.07675631100000048,0.017358810000001057,0.5427964999999997
hot_tale__42c_ale3_37c__1,-0.6437513219776031,-0.8646902555000002,0.3190874029999993,0.4355665230000003,0.4057139899999989
hot_tale__42c_ale3_37c__2,1.0505732890645167,-0.6640062445000003,0.2884543379999993,0.4006368030000012,0.3339483199999993
hot_tale__42c_ale3_44c__1,-0.4682307319624892,-0.14377113650000028,0.7221443809999997,0.3718853430000007,-0.1425970500000009
hot_tale__42c_ale3_44c__2,-0.4080381992639625,-0.10646465450000032,0.6323232659999993,0.3553441930000005,-0.39243138000000144
hot_tale__hot_ale3_mid_30c__1,-2.474881931952743,-0.7500049755,-0.3187513200000005,0.7396188830000003,0.9306839299999988
hot_tale__hot_ale3_mid_30c__2,-1.1212998241069432,-0.8966495465000004,0.09492132999999914,0.5625003330000009,0.7885871499999997
hot_tale__hot_ale3_mid_37c__1,1.7271408375660755,-1.7623236625000005,0.19820498799999875,0.5847484430000005,0.6930410799999986
hot_tale__hot_ale3_mid_37c__2,1.1944817942714738,-0.7092654055000001,-0.0252494530000007,0.1894337430000004,0.18212901999999964
hot_tale__hot_ale3_mid_44c__1,-2.4285247643000867,-1.1930681495000002,0.8399325559999999,-0.07124534099999913,-0.07231907999999976
hot_tale__hot_ale3_mid_44c__2,0.2383191900733448,-0.4423046395000001,0.7204118129999992,-0.002275452999999317,0.14985744999999895
hot_tale__hot_ale3_30c__1,0.0287587518062168,-0.11485739550000007,-0.10591327800000007,0.5150203330000007,0.5602619099999995
hot_tale__hot_ale3_30c__2,-0.5007720157419948,-1.3985512925,-0.3206303110000004,0.5286701730000001,0.6379000599999998
hot_tale__hot_ale3_37c__1,0.704309741919935,-1.0054746345,-0.034945740000000385,0.3493771030000001,-0.09473338000000098
hot_tale__hot_ale3_37c__2,1.612570475787397,-0.6409807785000003,-0.10953879400000056,0.3963193829999998,-0.04669755000000109
hot_tale__hot_ale3_44c__1,0.983386920677084,-0.9386187845,0.8546517029999992,0.28643448300000074,0.03041699999999992
hot_tale__hot_ale3_44c__2,0.6172427192162403,-0.8178798045000004,0.2626744089999997,0.30231870300000097,-0.1257167800000012
hot_tale__hot_ale4_30c__1,0.0011458334596454,-0.7182785745000002,-0.3238479160000001,-0.0598787810000001,0.4745826900000001
hot_tale__hot_ale4_30c__2,-0.0810975920070188,-1.3382913685000002,-0.21320912600000064,0.0276806220000001,0.47728225
hot_tale__hot_ale4_37c__1,0.6188896929835298,-0.9888656345000002,-0.2139969620000004,-0.15436083400000022,-0.036508740000000366
hot_tale__hot_ale4_37c__2,0.6233183178402966,-1.9439381275000005,-0.08351856300000016,-0.04945322999999924,0.006677599999999728
hot_tale__hot_ale4_44c__1,-0.1775353314167062,-0.9126569255,0.4933228949999995,0.16471379300000066,-0.2348072400000003
hot_tale__hot_ale4_44c__2,0.1524984365452731,-0.5423255945000003,0.6592328670000001,0.0758041020000011,-0.02788201999999984
hot_tale__hot_ale8_30c__1,-0.1845564071955849,-0.6290888495,0.10331318699999947,-0.056768664999999885,0.5003851299999997
hot_tale__hot_ale8_30c__2,-1.2161117053747017,-1.1387741105000002,-0.07139476000000045,-0.10699186199999923,0.47754780999999896
hot_tale__hot_ale8_37c__1,0.8139217857424392,-0.5715442645000004,0.10925161099999947,-0.007091699000000062,0.04207808999999863
hot_tale__hot_ale8_37c__2,0.3160995381047964,-0.6805962135000003,0.07404895299999925,-0.04404757799999892,0.05344101000000023
hot_tale__hot_ale8_44c__1,1.1305089790531146,0.2642670884999996,0.7019063020000003,0.07381628000000083,0.04597572999999855
hot_tale__hot_ale8_44c__2,0.9291251207833114,0.2317994025000001,0.7083621610000009,0.1405062560000001,0.016402229999998852
hot_tale__hot_ale9_mid_30c__1,-0.672901461749969,-1.0629674695000002,-0.2220265810000006,0.11993167500000013,0.7667340500000002
hot_tale__hot_ale9_mid_30c__2,-0.5616712458656142,-1.7510315244999999,-0.19153251100000013,0.10594186400000004,0.6895892899999989
hot_tale__hot_ale9_30c__1,0.7041354197469643,-1.0430223565000003,-0.3799983060000001,0.057352916000001024,0.3060992599999999
hot_tale__hot_ale9_30c__2,-0.2668785756368664,-1.7063949135000005,-0.2398380160000011,0.17408408300000033,0.3901168399999992
hot_tale__hot_ale9_mid_37c__1,1.4162644068203054,-0.8301038355000001,-0.01803907900000024,-0.07088768000000023,0.16214704999999974
hot_tale__hot_ale9_mid_37c__2,0.5748516244123357,-0.8617778015000002,0.19090950299999945,0.028525377000001132,0.30251183000000026
hot_tale__hot_ale9_37c__1,0.5837232619688423,-1.1825138195000002,0.054598022999999614,0.032825572000000136,-0.017431540000000467
hot_tale__hot_ale9_37c__2,0.4442056821344178,-1.0871311525000005,-0.05285243600000111,0.03721724300000062,-0.039897570000000826
hot_tale__hot_ale9_mid_44c__1,0.1201851681190762,-1.1246817165000005,0.3448908089999989,0.2861256930000007,-0.006528550000000522
hot_tale__hot_ale9_mid_44c__2,0.2999766622496304,-0.5155110225000001,0.649412721,0.3056119630000005,0.01805195000000026
hot_tale__hot_ale9_44c__1,0.8135869731000771,-0.6193470455000001,0.5194284909999993,-0.02729796100000037,-0.013164540000000002
hot_tale__hot_ale9_44c__2,0.8536002909563531,-1.0773735185000002,0.4982318079999999,-0.08631352099999923,0.055086079999998816
hot_tale__hot_ale10_30c__1,-1.0658412942200504,-1.0598463255,-0.4204409220000001,0.23749544300000025,0.6820298499999993
hot_tale__hot_ale10_30c__2,-0.766439059994425,-0.9022617565000002,-0.15285043000000087,0.4220348329999997,0.8294365299999988
hot_tale__hot_ale10_37c__1,0.668075132399016,-1.3835661265,-0.1217446830000002,0.06875389400000033,0.16366317999999858
hot_tale__hot_ale10_37c__2,1.1444414596986894,-0.8250070015000004,-0.12032615100000045,0.12083432100000024,0.219155709999999
hot_tale__hot_ale10_44c__1,-0.2026036293792927,-0.33544321150000034,0.438029427,-0.03575344399999913,0.19720695
hot_tale__hot_ale10_44c__2,0.4509785094912436,-0.7538687245000002,0.4510891179999987,0.11004349699999948,0.40407201000000015
hot_tale__hot_ale16_30c__1,-1.3526917939726426,-1.5307040465000004,-0.15375382800000106,0.12930916100000012,0.3841273799999989
hot_tale__hot_ale16_30c__2,-1.3695560906717534,-0.5999585405000003,-0.17507151000000046,0.25108644300000016,0.4964038999999989
hot_tale__hot_ale16_37c__1,-0.5890199760725543,-1.2514690705,0.13441923700000036,-0.02264786099999938,0.04751098999999925
hot_tale__hot_ale16_37c__2,-0.054847665766544,-1.0269451134999998,-0.01973390900000016,-0.007290675000000134,0.12086526999999947
hot_tale__hot_ale16_44c__1,0.1004881576971997,-0.23720183249999985,0.5631820710000001,0.039920518000000633,0.04764619999999909
hot_tale__hot_ale16_44c__2,-0.6691392346067369,-0.5770301715000001,0.5499640059999997,0.206041613,0.14272023000000011
pdhr_ale__pdhR-13_51__1,1.1101496434135747,-0.7145770225000003,0.4403146189999996,0.42604259299999997,0.4327722999999999
pdhr_ale__pdhR-13_51__2,1.59107317335604,-0.4481780565000002,0.32394498299999874,0.3453698430000003,0.3703395499999989
pdhr_ale__pdhR-14_46__1,-0.5891885724802935,-1.1071746675000005,-0.0037394070000003055,0.4137442230000001,0.5777341800000002
pdhr_ale__pdhR-14_46__2,-0.6375897812152498,-0.6011992045000003,0.09162372899999928,0.3746890430000001,0.4304925399999995
pdhr_ale__pdhR-15_51__1,-0.4185692713685582,-1.0641617345000003,0.3679393959999997,0.20815125300000048,0.3268723599999994
pdhr_ale__pdhR-15_51__2,-0.365042432092602,-1.1550796975000002,0.2485904209999994,0.29122772299999866,0.4201639099999994
pdhr_ale__pdhR-16_49__1,-0.729656662938198,-0.7410890634999999,0.3566651409999997,0.3586398129999999,0.4786791299999997
pdhr_ale__pdhR-16_49__2,-0.7424668480973814,-0.8556985425000003,-0.11836643400000035,0.2910247429999995,0.7340142800000002
tcs__del_atoC_LiAcet__1,2.1945723385428497,-0.5580700855000003,1.3353319570000002,0.3723211630000005,-0.3126949200000002
tcs__del_atoC_LiAcet__2,2.5986217808566607,-0.03367609749999989,1.3221562999999996,0.5545006830000005,-0.20203355000000126
tcs__del_atoC_LiCl__1,2.266978471570149,-0.10085374050000027,1.5919868489999995,0.7297175930000002,0.017716449999999998
tcs__del_atoC_LiCl__2,2.2820713337468104,-0.1458188905000002,1.5333967769999999,0.803204053,0.3065478800000001
tcs__del_atoC_m9__1,2.414471596250252,-0.0980370245000004,1.4170203899999994,0.6994936329999994,-0.01429938000000064
tcs__del_atoC_m9__2,2.1724582201664417,-0.8158619704999999,1.4207393709999998,0.8078232029999999,0.010779460000000185
tcs__del_baeR_etoh__1,24.678770852878458,5.069371620499999,3.1905137389999996,0.725387413,0.0035595199999995937
tcs__del_baeR_etoh__2,25.254651420726358,5.0815772485,3.4105440489999985,0.8432000029999998,-0.11221258000000134
tcs__del_baeR_lb__1,11.267720692603634,1.6285647555000002,1.1252145299999992,0.452954033000001,0.6464329699999993
tcs__del_baeR_lb__2,10.876163530392295,1.6031942504999996,1.164546607999999,0.5136486629999997,0.6327816300000002
tcs__del_btsR_01xlb__1,7.538078853224415,-0.17323991750000012,-0.5879565280000003,-1.0043266899999992,0.50218688
