,PSPTOA0025
SRX1828913,0.061262160100000004
SRX1828914,-2.4819479074
SRX1828915,-0.047859279000000005
SRX1828916,-2.7987479174
SRX1828917,-0.0134028811
SRX1828918,-2.5771994057
SRX3983989,1.0464164331
SRX3983990,0.396786212
SRX3983993,2.5691071167
SRX3983994,2.0668296932
SRX3983995,0.5721034567000001
SRX3983996,2.0505648422
SRX3983997,2.6429387542000002
SRX3983998,0.0958118079
SRX3983999,0.7168579696
SRX3984000,0.6353867907
SRX3984001,2.9163407684
SRX3984002,3.0866166055
SRX3984003,3.0093103372
SRX3984004,0.6556162949000001
SRX3984005,1.0244653705
SRX3984006,3.1523567828
SRX3984007,2.3048377904
SRX3984008,0.5909903264
SRX3984009,0.3622804416
SRX3984010,3.148489868
SRX3984011,0.5740480127
SRX3984012,0.6690737521
SRX3984013,0.9507764215000001
SRX3984014,0.7198658955
SRX3984015,2.9664584358
SRX3984016,0.8300479357
SRX3984017,3.3473696021
SRX3984019,0.5629201209
SRX3984020,2.9997029128
SRX3984021,2.9272402596
SRX3984022,3.2978294556
SRX3984023,-0.16901832930000002
SRX3984024,0.7083325763
SRX3984025,0.5322848986000001
SRX3984026,1.0907738222
SRX3984027,0.7300710825000001
SRX3984028,0.5807643747
SRX3984029,0.7706341153
SRX3984031,3.128336852
SRX3984032,3.1643380892
SRX3984034,0.061221387200000005
SRX3984035,0.9912940745000001
SRX3984036,4.1648686643
SRX3984037,4.2169491194
SRX3984038,3.9380840379
SRX3984039,4.160627079
SRX3984040,0.6776948427
SRX3984041,3.9218244229
SRX3984042,1.5408887989
SRX3984043,0.7116122476000001
SRX3984045,0.2262461063
SRX3984046,-0.030671717
SRX3984047,3.6008698672
SRX3984048,2.9716892477
SRX3984049,2.946416916
SRX3984050,2.6068294622
SRX3984051,3.4562062655
SRX3984052,0.9584926867
SRX3984056,3.4426222908
SRX3984057,3.6376117074
SRX3984058,3.5117093173000002
SRX3984059,0.3719268965
SRX3984061,0.5020260273
SRX3984062,0.3824538523
SRX3984063,0.4128972648
SRX3984064,0.5507909934
SRX3984065,0.45761125500000005
SRX3984066,0.8100377826
SRX3984067,0.3944811975
SRX3984068,0.6508848671
SRX3984069,2.6522805116
SRX3984070,3.1653112013
SRX3984071,2.9600916684
SRX3984073,0.5420702769
SRX3984074,0.5383961234
SRX3984077,0.9406306116
SRX3984078,0.6842156976
SRX3984079,2.1834333246
SRX3984080,0.1384686591
SRX3984082,0.3998412639
SRX3984084,3.1696827206
SRX6997963,0.3595538236
SRX6997964,0.2877397948
SRX6997965,0.082012661
SRX6997967,-0.1797769118
SRX6997968,-0.1797769118
SRX6997969,0.3651048544
SRX6997971,-0.1797769118
SRX6997972,-0.1797769118
SRX6997973,0.0377107468
SRX3159100,-0.1809257632
SRX3159101,0.40503885
SRX3159102,-0.2083595497
SRX3159103,-0.0157535371
SRX3159000,-0.2385975683
SRX3159001,-0.2385975683
SRX3159002,-0.2385975683
SRX3159003,0.8433752720000001
SRX3159004,-0.2385975683
SRX3159005,-0.2385975683
SRX3159006,-0.2385975683
SRX3159007,-0.2385975683
SRX3159008,-0.2385975683
SRX3159009,-0.2385975683
SRX3159010,-0.2385975683
SRX3159012,-0.2385975683
SRX3159013,-0.2385975683
SRX3159014,0.317246554
SRX3159015,-0.2385975683
SRX3159016,-0.2385975683
SRX3159017,-0.2385975683
SRX3159018,1.057415387
SRX3159019,-0.2385975683
SRX3159020,-0.2385975683
SRX3159021,0.9367243542
SRX3159022,0.9687207792
SRX3159023,-0.2385975683
SRX3159024,0.1159839705
SRX3159025,-0.2385975683
SRX3159026,-0.2385975683
SRX3159027,-0.2385975683
SRX3159028,-0.2385975683
SRX3159029,-0.2385975683
SRX3159030,-0.2385975683
SRX3159034,0.20600895290000001
SRX3159036,-0.2385975683
SRX3159037,-0.2385975683
SRX3159041,-0.2385975683
SRX3159042,0.7064125445
SRX3159043,0.16223457700000002
SRX3159045,-0.2385975683
SRX3159047,-0.2385975683
SRX3159048,0.38355018290000004
SRX3159049,-0.2385975683
SRX3159050,1.007963317
SRX3159051,-0.2385975683
SRX3159052,0.9065305773000001
SRX3159053,-0.2385975683
SRX3159054,-0.2385975683
SRX3159055,-0.2385975683
SRX3159056,-0.2385975683
SRX3159057,0.6554959591
SRX3159058,-0.2385975683
SRX3159060,1.9740558659
SRX3159061,-0.2385975683
SRX3159062,-0.2385975683
SRX3159063,-0.2385975683
SRX3159066,0.7012811240000001
SRX3159069,-0.2385975683
SRX3159070,-0.2385975683
SRX3159071,-0.2385975683
SRX3159073,-0.2385975683
SRX3159074,-0.2385975683
SRX3159075,-0.2385975683
SRX3159076,-0.2385975683
SRX3159080,-0.2385975683
SRX3159082,-0.2385975683
SRX3159083,0.1651509886
SRX3159086,-0.2385975683
SRX3159087,-0.2385975683
SRX3159088,-0.2385975683
SRX3159089,-0.2385975683
SRX3159090,-0.2385975683
SRX3159091,-0.2385975683
SRX3159092,-0.2385975683
SRX3159093,0.39254411850000004
SRX3159094,-0.2385975683
SRX3159095,-0.2385975683
SRX3159096,-0.2385975683
SRX3159097,-0.2385975683
SRX3159098,-0.2385975683
SRX3159099,1.7866830013000001
SRX3158988,-0.5354955899
SRX3158989,0.31960402060000004
SRX3158990,-0.11844716250000001
SRX3158991,0.0052158646
SRX3158992,0.35445859430000004
SRX3158996,0.1810369956
SRX3644656,0.12405345370000001
SRX3644657,-0.028801153700000002
SRX3644658,-0.0952523
SRX3644659,0.01549771
SRX3644660,0.0524562987
SRX3644661,-0.0405897166
SRX3644662,0.7764477901
SRX3644663,-0.9334582225
SRX3644664,0.5834313589
SRX3644665,0.23179240550000002
SRX3644666,-0.8944999833
SRX3644667,0.607152958
SRX3644668,-0.0141047661
SRX3644669,0.8357416834
SRX3644670,0.4194062839
SRX3644671,-0.5902404914
SRX3644672,0.3724289635
SRX3644673,-0.024945069900000002
