,SP5448_00775
SRX1726505,-0.0632405996
SRX1726506,0.42752895760000004
SRX1726507,-0.3642883581
SRX1726508,0.6025427767
SRX1726509,0.5964068541
SRX1726510,-0.1342139501
SRX1726511,0.8973487394
SRX1726512,0.3890643635
SRX1726513,1.1865130613
SRX1081650,0.6667175354
SRX1081651,-0.15754309900000002
SRX1081652,-0.4689118433
SRX1081653,0.5859466877
SRX1081654,-0.5222847476
SRX1081655,0.1156411666
SRX1081656,-0.0571476483
SRX1081657,-0.015521919200000001
SRX1081658,-0.3424260766
SRX1081659,0.5157546922
SRX1081660,-0.1328595263
SRX1081661,-0.3908582285
SRX1081662,0.2714694851
SRX1081663,-0.12897701250000002
SRX1081664,-0.2556253039
SRX1081665,-0.0531424132
SRX1081666,0.4505686117
SRX1081668,-0.116290236
SRX1081669,-0.0843964633
SRX1081670,0.4039265422
SRX1081671,-0.2840402032
SRX1081672,0.8186662515
SRX1081673,0.7230844708
SRX1081674,0.6487653247
SRX1081675,1.6191989803
SRX1081676,0.5522928943000001
SRX1081677,1.3391847858
SRX1081678,0.9574976224
SRX1081679,0.8894460638
SRX1081680,0.5673689692
SRX1081681,1.5923964913000002
SRX1081682,1.3884488214
SRX1081683,0.6401918474
SRX1081684,-0.0602176795
SRX1081685,1.2011140431
SRX1081686,1.1952910906
SRX1081687,0.8179778630000001
SRX1081688,1.0397564799
SRX1081689,1.1503052329
SRX1081690,1.0387761015
SRX1081691,1.5010619744
SRX1081692,0.4290045179
SRX1962715,-0.1347919548
SRX1962716,0.1202459715
SRX1962717,0.0145459833
SRX1962718,3.6775791091
SRX1962719,2.8442655615
SRX1962720,2.6905197435
SRX1962721,3.0362393221
SRX4892146,-0.24253879220000002
SRX4892147,0.5415777597
SRX4892148,-0.752876513
SRX4892149,0.4538375455
SRX4892150,-0.0397292151
SRX4892151,0.3958588883
SRX4892152,0.8029112651
SRX4892153,0.8358036135
SRX4892154,0.6777680983000001
SRX4892155,0.6975647142
SRX4892156,0.1391339303
SRX4892157,0.6126754061
SRX4892158,0.3331678145
SRX4892159,0.07496371930000001
SRX4892160,0.07557778820000001
SRX4892161,0.1511153958
SRX7620814,0.1226786101
SRX7620815,0.3331651397
SRX7620816,0.2820883493
SRX7620817,0.7522126870000001
SRX7620818,0.9021834431
SRX7620819,0.3477681603
SRX7620856,0.7250829554
SRX7620857,0.71518524
SRX7620858,-0.034965613300000004
SRX7620859,0.021812449600000002
SRX7620860,0.1186448241
SRX7620861,0.3569552005
SRX7620862,0.0688342891
SRX7620863,0.2108471768
SRX7620864,-0.49383633060000004
SRX7620865,-0.0388450217
SRX7620866,-0.3129300575
SRX7620867,-0.5570298284
SRX2161502,0.3522585991
SRX2161503,-0.12979003220000002
SRX2161504,-0.222468567
SRX2161505,-0.24954133790000002
SRX2161506,-0.9194876873000001
SRX2161507,-0.0009764992
SRX2161508,-0.3412113587
SRX2161509,-0.42631627510000003
SRX2161510,-0.1807879031
SRX2161511,-0.5253318392
SRX2161512,0.0727586019
SRX2161513,0.12424372850000001
SRX2161514,1.0986023768
SRX2161515,0.6370197809
SRX2161516,1.206488503
SRX2161517,0.244775231
SRX2161518,0.3069982948
SRX2161519,0.3151580651
SRX2161520,1.0194009662
SRX2161521,1.4053089601
SRX2161522,1.4627936155
SRX2161523,0.9322195911000001
SRX2161524,1.5248807893
SRX2161525,1.2072199497
