,BSU25860
M9exp_1,12.9578
M9exp_2,12.6127
M9exp_3,12.5412
M9tran_1,12.9196
M9tran_2,13.0126
M9tran_3,12.8547
M9stat_1,10.9466
M9stat_2,10.6858
M9stat_3,10.4549
MG-0.1_1,12.1075
MG-0.1_2,11.2212
MG-0.1_3,12.4399
MG-0.2_2,11.6232
MG-0.2_3,12.1601
MG+5_1,12.1949
MG+5_2,11.9274
MG+5_3,12.02
MG+10_1,12.6069
MG+10_2,12.0311
MG+10_3,11.6386
MG+15_1,11.8227
MG+15_2,13.0594
MG+15_3,12.3079
MG+25_1,12.2546
MG+25_2,11.7193
MG+25_3,12.3339
MG+45_1,12.2487
MG+45_2,11.3041
MG+45_3,12.5168
MG+60_2,11.7872
MG+60_3,11.8974
MG+90_2,11.4797
MG+90_3,12.1736
MG+120_1,11.9652
MG+120_2,13.0364
MG+120_3,12.2067
MG+150_1,13.130999999999998
MG+150_3,12.8067
GM-0.1_1,11.7348
GM-0.1_2,11.9309
GM-0.1_3,12.1854
GM-0.2_1,11.74
GM-0.2_2,12.167
GM-0.2_3,12.1323
GM+5_1,11.6343
GM+5_2,11.5718
GM+5_3,12.3119
GM+10_2,11.3605
GM+10_3,11.2297
GM+15_1,11.9009
GM+15_2,11.3253
GM+15_3,12.2265
GM+25_1,12.4177
GM+25_2,11.5732
GM+25_3,12.0404
GM+45_1,12.1204
GM+45_2,10.7284
GM+45_3,11.5662
GM+60_1,12.1296
GM+60_2,10.9562
GM+60_3,11.5667
GM+90_1,12.337
GM+90_2,12.5718
GM+90_3,12.3718
GM+120_1,11.901
GM+120_3,12.6373
GM+150_1,12.7121
GM+150_2,12.9437
GM+150_3,12.6411
BT_1,11.7531
BT_2,11.1637
B36_1,10.3064
B36_2,10.5372
B60_1,10.8508
B60_2,11.3295
S0_1,11.1905
S0_2,11.7622
S0_3,11.6585
S1_1,12.3769
S1_2,12.2636
S1_3,12.4162
S2_1,13.1593
S2_2,13.203
S2_3,12.9855
S3_1,12.7297
S3_2,12.7748
S4_1,12.6878
S4_2,12.1353
S4_3,11.8658
S5_1,11.7825
S5_2,12.2462
S5_3,12.2838
S6_1,10.4261
S6_2,7.7545
S6_3,11.0915
S6/t_1,10.3438
S6/t_2,7.8059
S6_4,10.6708
S6_5,10.9829
S6_6,11.1052
S7_4,11.1225
S7_5,10.8004
S7_6,11.1065
S8_4,10.6796
S8_5,9.4069
G135_1,11.0512
G135_3,9.05
G150_1,11.1104
G150_2,11.4944
G150_3,11.3274
G180_1,10.5306
G180_2,10.8115
G180_3,9.7711
T-5.40H_1,13.8762
T-4.40H_1,13.7144
T-3.40H_1,13.7091
T-2.40H_1,13.5436
T-1.40H_1,13.3878
T-1.10H_1,13.4573
T-0.40H_1,13.2581
T0.0H_1,12.9952
T0.30H_1,12.0673
T1.0H_1,12.5784
T1.30H_1,12.3457
T2.0H_1,12.1858
T2.30H_1,13.2231
T3.0H_1,12.8727
T3.30H_1,13.0661
T4.0H_1,13.1228
T5.0H_1,12.4819
LBexp_1,11.0506
LBexp_2,11.3013
LBexp_3,10.9604
LBtran_1,11.6313
LBtran_2,11.3926
LBtran_3,11.3773
LBstat_1,12.4762
LBstat_2,12.1196
LBstat_3,11.9154
LBGexp_1,10.9205
LBGexp_2,11.1197
LBGexp_3,10.835
LBGtran_2,11.3266
LBGtran_3,12.1185
LBGstat_1,10.3918
LBGstat_2,10.6495
LBGstat_3,11.1575
Mt0_1,11.2035
Mt0_3,11.5703
M0t45_1,11.7785
M0t45_2,11.2088
M0t45_3,12.2248
M0t90_1,11.7147
M0t90_2,12.5979
M0t90_3,12.1757
M40t45_1,11.3813
M40t45_2,11.796
M40t45_3,12.1357
M40t90_1,11.7704
M40t90_2,12.649
M40t90_3,12.6702
dia0_1,10.8401
dia0_2,11.2736
dia0_3,11.5686
dia5_1,11.5701
