locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b4744,0.5593389269,ynaM,Rac prophage%3B protein YnaM,No COG annotation,,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-16738
b1557,0.0851411671,cspB,Qin prophage%3B cold shock-like protein CspB,Transcription,cspB,ZraR,https://ecocyc.org/gene?orgid=ECOLI&id=EG12203
