locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
b4025,0.6174558414,pgi,glucose-6-phosphate isomerase,Nucleotide transport and metabolism,pgi,"RpoD,SoxS,RpoS",https://ecocyc.org/gene?orgid=ECOLI&id=EG10702
b0058,0.1380748152,rluA,23S rRNA pseudouridine(746) and tRNA pseudouridine(32) synthase,"Translation, ribosomal structure and biogenesis",rapA-rluA,"RpoD,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG12609
