,PSPTOB0039
SRX1828913,0.0231264471
SRX1828914,0.7282102351
SRX1828915,0.1445831735
SRX1828916,0.4183611291
SRX1828917,-0.1677096206
SRX1828918,0.0005964014
SRX3983989,1.6121270778999999
SRX3983990,1.0755969501
SRX3983993,1.9811672640000002
SRX3983994,1.952982964
SRX3983995,0.9960738041
SRX3983996,2.5275270855
SRX3983997,1.9612085975
SRX3983998,0.7540442041000001
SRX3983999,1.0373789711
SRX3984000,1.3680088941
SRX3984001,1.9361685597
SRX3984002,1.8523874907
SRX3984003,1.8636205797
SRX3984004,0.9867089058
SRX3984005,1.3796702124
SRX3984006,1.8181333655
SRX3984007,1.6533622281
SRX3984008,1.011192715
SRX3984009,0.5245119547
SRX3984010,1.8151698277000001
SRX3984011,0.8792843347
SRX3984012,0.7302285343
SRX3984013,0.6848406751
SRX3984014,1.0506162958
SRX3984015,1.769790884
SRX3984016,1.0085969428
SRX3984017,1.9702752779
SRX3984019,0.694209064
SRX3984020,1.6441075354999999
SRX3984021,2.4275366715
SRX3984022,2.1508728503
SRX3984023,0.0058065815000000005
SRX3984024,0.7937350877
SRX3984025,1.2258541798
SRX3984026,1.3824671827000001
SRX3984027,1.1316930104
SRX3984028,1.0945424473
SRX3984029,1.4309924171000001
SRX3984031,2.0168388979
SRX3984032,1.8930456928
SRX3984034,0.1027576263
SRX3984035,1.2923970740000001
SRX3984036,2.1712669689
SRX3984037,2.9585984929
SRX3984038,2.1564387428
SRX3984039,2.4855553477
SRX3984040,1.2346117096
SRX3984041,1.9368976737999999
SRX3984042,2.3635292034
SRX3984043,1.6091339774
SRX3984045,0.7216469329
SRX3984046,0.16923832360000002
SRX3984047,1.8631499364000002
SRX3984048,1.8974959923
SRX3984049,2.0024930409
SRX3984050,1.839416976
SRX3984051,1.8981526368
SRX3984052,1.115336289
SRX3984056,1.8978107889
SRX3984057,1.998019233
SRX3984058,1.7824326654
SRX3984059,0.457940082
SRX3984061,0.5579644692
SRX3984062,0.6388743864
SRX3984063,0.7745143019
SRX3984064,1.0593403308
SRX3984065,0.9204730702
SRX3984066,1.1194794038
SRX3984067,0.8781778910000001
SRX3984068,0.9852215368
SRX3984069,1.6600939881999999
SRX3984070,1.9470316537999999
SRX3984071,1.8766330588
SRX3984073,1.1034109563
SRX3984074,1.2259232967
SRX3984077,0.8907832281
SRX3984078,0.9246214588
SRX3984079,2.8696210665
SRX3984080,-0.2778025314
SRX3984082,0.9406822542000001
SRX3984084,1.9155871887
SRX6997963,0.6226941813
SRX6997964,-0.4990047139
SRX6997965,-0.6726240819
SRX6997967,-0.5571441837000001
SRX6997968,-0.499224502
SRX6997969,-0.4264806412
SRX6997971,-0.0655499976
SRX6997972,-0.8598857695000001
SRX6997973,-0.5743374360000001
SRX3159100,-0.5198796671
SRX3159101,0.030524554500000002
SRX3159102,0.4006301003
SRX3159103,0.0887250123
SRX3159000,-0.9752485976
SRX3159001,-0.0151934702
SRX3159002,-0.4738678121
SRX3159003,-0.017384021
SRX3159004,-0.0404577391
SRX3159005,-0.3754508079
SRX3159006,-0.4744244745
SRX3159007,-1.2635460161
SRX3159008,-1.1767613192
SRX3159009,0.4326467142
SRX3159010,0.7383455480000001
SRX3159012,0.7615255911000001
SRX3159013,0.4303759152
SRX3159014,0.6817791844000001
SRX3159015,0.0927261826
SRX3159016,0.8563520462
SRX3159017,0.2581237239
SRX3159018,0.14685413760000002
SRX3159019,-0.1208693603
SRX3159020,1.1801095723000001
SRX3159021,0.7627560486
SRX3159022,0.5951267975
SRX3159023,0.7346279893000001
SRX3159024,0.5872550412
SRX3159025,0.061564065200000004
SRX3159026,1.0441077658
SRX3159027,0.8665183064
SRX3159028,0.7339083926000001
SRX3159029,0.5603132068000001
SRX3159030,-1.0668615466
SRX3159034,0.8938122873000001
SRX3159036,0.1173507077
SRX3159037,-0.5598689210000001
SRX3159041,0.0184191333
SRX3159042,0.3223681074
SRX3159043,-0.33492067540000003
SRX3159045,0.8864447938000001
SRX3159047,0.5327913799
SRX3159048,-0.3258807613
SRX3159049,0.2670485393
SRX3159050,0.6503532636
SRX3159051,0.43664472260000003
SRX3159052,0.0655582089
SRX3159053,0.40242384400000003
SRX3159054,-0.650379629
SRX3159055,-0.0340728214
SRX3159056,-0.3275512291
SRX3159057,-0.2714561133
SRX3159058,1.1112913931
SRX3159060,0.5064012338
SRX3159061,-0.9082820575
SRX3159062,-0.28448283420000003
SRX3159063,0.1204112457
SRX3159066,0.2002276596
SRX3159069,-0.3062208032
SRX3159070,-1.7434827221
SRX3159071,0.7870650877
SRX3159073,0.6541765856
SRX3159074,-0.013118847400000001
SRX3159075,-0.8501835008
SRX3159076,0.4374387522
SRX3159080,0.9156701767000001
SRX3159082,-1.0278042265
SRX3159083,0.1321575248
SRX3159086,-0.6476746760000001
SRX3159087,-0.3221887162
SRX3159088,-0.4646383081
SRX3159089,0.9928911227
SRX3159090,-0.055639599000000005
SRX3159091,0.8805423592
SRX3159092,0.3157381119
SRX3159093,0.1959002671
SRX3159094,0.462836093
SRX3159095,0.6928376859
SRX3159096,0.6406465985
SRX3159097,-0.0612818231
SRX3159098,-0.9183954856000001
SRX3159099,-0.20552055200000002
SRX3158988,0.1020721732
SRX3158989,0.12768938200000002
SRX3158990,-1.3235245307999999
SRX3158991,-0.41167762280000003
SRX3158992,-0.3809736127
SRX3158996,0.2789014395
SRX3644656,-0.19369673410000002
SRX3644657,0.0552973495
SRX3644658,0.1383993846
SRX3644659,-0.195090392
SRX3644660,0.1486424693
SRX3644661,-0.1781619552
SRX3644662,-0.2699253719
SRX3644663,-0.0973086722
SRX3644664,-0.1144907012
SRX3644665,-0.24187578510000002
SRX3644666,0.1144862667
SRX3644667,0.0683074145
SRX3644668,-0.3349213613
SRX3644669,-0.4813919736
SRX3644670,0.0992046401
SRX3644671,-0.2762514665
SRX3644672,-0.3331162413
SRX3644673,0.1613045914
