,-0.30211662642000003,-0.25895710836,-0.2157975903,-0.17263807224,-0.12947855417999998,-0.08631903611999997,-0.04315951805999996,5.551115123125783e-17,0.04315951806000007,0.08631903612000008,0.1294785541800001,0.1726380722400001,0.21579759030000012,0.2589571083600001,0.30211662642000015,0.3452761444800002,0.38843566254000017,0.43159518060000013,0.4747546986600002,0.5179142167200003
thresh,-0.10789879514999999,0.10789879514999999,1,,,,,,,,,,,,,,,,,
unreg,2,0,0,0,2,2,137,3935,127,2,1,2,0,0,1,0,0,0,0,0
unreg_genes,['proQ' 'entC'],[],[],[],['ubiA' 'ypjK'],[],[],[],[],[],['yneJ'],['yneG' 'glsB'],[],[],['sad'],[],[],[],[],[]
