,A,Xpf,Xre
R2,,0.7385958522458833,0.1048478084724539
xmin,,-3.634113331921177,-2.7009055781280464
xmid,,2.064437718723228,
xmax,,8.324251704557827,2.6069260634493654
ystart,,-1.8374792349170228,15.460372003365206
yend,,64.15415787417209,-12.152752388108434
amb:ctrl:1,-1.2231281251543842,-0.03429382392667968,0.3001953208488377
amb:ctrl:2,0.14830586801555165,0.017990354371343553,-0.243454715058248
amb:ctrl:3,1.0748222571388633,0.01630346955533568,-0.056740605790590586
amb:amb:1,-0.22198089663115345,-0.24888819196461265,-0.03749971832948162
amb:amb:2,-0.8801945295614351,-0.1531911080036843,-0.2925215785643376
amb:amb:3,1.986826019584066,0.5562133175085493,-0.298041926252874
ave1:ctrl_5m:1,-3.819403352545702,-0.31575722844717496,0.017112747953094143
ave1:vdave1_5m:1,-4.901796317649081,-0.6092650063305496,-0.33247852769074715
ave1:ctrl_20m:1,-0.044542114540814026,-0.25965686533967425,-0.4967433306811371
ave1:vdave1_20m:1,-2.9480122094839967,-0.6201739530194481,-0.6991371993733191
ave1:supernatant_5m:1,3.3675752464317457,0.4691110874944106,-0.2404536143233829
ave1:vnave1_20m:1,5.09701800433125,0.7459435814151947,-0.30682989324309506
ave1:supernatant_20m:1,6.025742865649005,0.9543211221388974,-0.142766162900422
ave1:ctrl_5m:2,3.819403352545663,0.3157572284471746,-0.01711274795309503
ave1:vdave1_5m:2,4.4047188969536935,0.15233307843483868,-0.3252039461106664
ave1:ctrl_20m:2,5.631861327612518,1.0016575608644755,-0.10601672849798137
ave1:vdave1_20m:2,3.9965677554084422,0.6902182752340797,-0.40917353452616206
ave1:supernatant_5m:2,0.32391474199425296,-0.2648466560382152,-0.08695536437554717
ave1:vnave1_20m:2,0.6089339114462621,0.3553763902766276,-0.3638608858305093
ave1:supernatant_20m:2,3.0625570685145638,0.7690291721806917,-0.0001359162339653608
biofilm_time:8h:1,0.08118368912392755,-0.04656670240537286,0.002998837565868051
