,A,CysB
cstr_pfr__str_0120m__1,1.0243520628,0.1367358333
cstr_pfr__str_0210m__1,1.3658309145,0.13310562680000002
cstr_pfr__str_0330m__1,0.7022394798,0.17812401590000002
cstr_pfr__str_1500m__1,0.798752694,0.1217757755
cstr_pfr__str_1560m__1,0.8794625447000001,-0.0427676425
cstr_pfr__str_1680m__1,1.0266866808,0.0304402119
cstr_pfr__str_ref1__1,-0.0686159234,-0.0475145609
cstr_pfr__str_ref2__1,0.1542476642,0.0377598625
cstr_pfr__str_ref3__1,-0.0137320316,0.0937570491
cstr_pfr__pfr_P5_0005m__1,-0.1429661897,-0.2171023973
cstr_pfr__pfr_P5_0010m__1,0.42147193720000004,0.09319170210000001
cstr_pfr__pfr_P5_0025m__1,2.1399495404,0.45634258980000003
cstr_pfr__pfr_P3_0025m__1,1.6558954532999999,0.3611418011
cstr_pfr__pfr_P1_0025m__1,1.4933857941,0.24033327200000001
cstr_pfr__pfr_P5_0045m__1,2.1286451026,0.2992272802
cstr_pfr__pfr_P5_0120m__1,1.4348159015,0.1863164528
cstr_pfr__pfr_P3_0120m__1,1.411731768,0.17360286730000002
cstr_pfr__pfr_P1_0120m__1,0.7685435339000001,-0.0534346819
cstr_pfr__pfr_P5_0210m__1,1.1373781898,0.1455983674
cstr_pfr__pfr_P5_1500m__1,1.8489115536,-0.0033757949
cstr_pfr__pfr_P3_1680m__1,1.0856672337,0.11688534260000001
cstr_pfr__pfr_P5_1680m__1,1.7048760432,0.046402187000000004
cstr_pfr__pfr_P1_1680m__1,1.2453022025,0.1850147321
cstr_pfr__str_0005m__2,-0.47076797140000004,-0.2423795758
cstr_pfr__str_0010m__2,0.024877034200000002,-0.2066927271
cstr_pfr__str_0025m__2,1.1076314378,0.24824521260000001
cstr_pfr__str_0045m__2,1.5235314273,0.35007349060000004
cstr_pfr__str_0075m__2,1.3633831485,0.1931797007
cstr_pfr__str_0120m__2,1.0832418804,0.13825298800000002
cstr_pfr__str_0210m__2,0.9144364619,0.18572446250000002
cstr_pfr__str_0330m__2,1.2441098246,0.20078104830000001
cstr_pfr__str_1500m__2,1.0956578086,-0.0141776416
cstr_pfr__str_1560m__2,1.3543438606,0.21782053810000002
cstr_pfr__str_1680m__2,1.0029970939,0.0460978388
cstr_pfr__str_ref1__2,0.0686159234,0.0475145609
cstr_pfr__str_ref2__2,-0.0844864688,0.09525832590000001
cstr_pfr__str_ref3__2,0.5787612742,0.2277744984
cstr_pfr__pfr_P5_0005m__2,0.1621040043,-0.2247655544
cstr_pfr__pfr_P5_0010m__2,1.0313628617,-0.0937950901
cstr_pfr__pfr_P5_0025m__2,1.7947784480000002,0.2110237003
cstr_pfr__pfr_P3_0025m__2,1.6061028407,0.3110112038
cstr_pfr__pfr_P1_0025m__2,1.1602961963,0.1836693227
cstr_pfr__pfr_P5_0045m__2,2.0067401508,0.26770404130000003
cstr_pfr__pfr_P5_0120m__2,1.8253609954,0.0925489582
cstr_pfr__pfr_P3_0120m__2,1.5550347923999999,0.1748213006
cstr_pfr__pfr_P1_0120m__2,1.2560114692,0.15344621190000002
cstr_pfr__pfr_P5_0210m__2,0.9646790543,-0.0810280693
cstr_pfr__pfr_P5_1500m__2,1.5449459768,-0.0356569236
cstr_pfr__pfr_P3_1680m__2,1.6543461062,-0.0651917937
cstr_pfr__pfr_P5_1680m__2,1.3606222722,-0.0149622869
cstr_pfr__pfr_P1_1680m__2,1.1034712586,-0.0508147877
darobactin__daro_30m__1,0.3055560348,0.3113583308
darobactin__daro_30m__2,-0.4134837522,-0.1217567289
darobactin__solv_1h__1,1.8468682414000002,0.1035476636
darobactin__solv_1h__2,1.2762191616,0.3444308157
darobactin__daro_1h__1,5.0976437669,1.0474587958
darobactin__solv_1h__3,1.8423964963000001,0.4907808333
darobactin__daro_1h__2,3.7513471994,0.6017343748
darobactin__daro_1h__3,4.8196034753,0.5065343581
darobactin__daro_30m__3,-0.7785433168,0.2352676784
darobactin__solv_30m__1,-0.4372605852,0.1995243528
darobactin__solv_15m__1,0.3238109052,0.0266188592
darobactin__solv_15m__2,-0.8306275512,-0.0379501232
darobactin__daro_15m__1,-1.400368364,-0.7556077130000001
darobactin__solv_15m__3,0.506816646,0.011331264
darobactin__daro_15m__2,0.37908918680000003,-0.2531054532
darobactin__daro_15m__3,1.4060190861000001,0.1011756382
darobactin__solv_30m__2,-0.8496771884000001,0.3063736171
darobactin__solv_30m__3,-0.2840650413,0.07821662600000001
ddp__pNT3_aroP__1,0.3643178488,0.9560962631000001
ddp__pNT3_aroP__2,-0.24122086250000002,1.4554897616
ddp__pNT3_bamC__1,5.4882498504,2.1253144091
ddp__pNT3_bamC__2,5.170723527,2.1754951379
ddp__pNT3_cusA__1,7.0324019859,2.6817369909
ddp__pNT3_cusA__2,5.9022429874,2.5161465709
ddp__pNT3_hemX__1,0.5206249424,0.5776222207
ddp__pNT3_hemX__2,-0.1897542679,0.9236987437
ddp__pNT3_empty__1,0.3091123663,0.028231165500000002
ddp__pNT3_empty__2,-0.3091123663,-0.028231165500000002
ddp__pNT3_topA__1,6.3741174008,1.908321605
ddp__pNT3_topA__2,6.9394575242,2.3949463426
ddp__pNT3_yicR__1,-0.7125749898,0.7178806923000001
ddp__pNT3_yicR__2,-0.9604772186,1.229463594
ddp__pNT3_yqjD__1,-0.33197453860000004,0.4439592121
ddp__pNT3_yqjD__2,-0.5449619495,0.5518073477000001
ecomics__del_gabT__1,-0.9368397425,-0.2539878196
ecomics__del_gabT__2,0.9368397425,0.2539878196
ecomics__del_putP__1,-0.028647365100000002,0.12045456140000001
ecomics__del_putP__2,-0.8057628954,0.1744051552
ecomics__del_entF__1,1.9577420693,0.7311076026000001
ecomics__del_entF__2,1.9787252724000002,0.3224412354
ecomics__del_entF__3,1.8843439509,0.5092122376
ecomics__del_cysA__1,1.3840487641,0.8814413745
ecomics__del_cysA__2,0.7386834273,0.6761995632000001
elyC__wt_21C__1,0.7793241077,0.5293776559
elyC__wt_21C__2,0.5962688819,0.4586472594
elyC__wt_21C__3,0.7741801079,0.5062743971
elyC__wt_37C__1,-0.1387264364,-0.0118001101
elyC__wt_37C__2,-0.0059797031,0.0588512115
elyC__wt_37C__3,0.1447061395,-0.0470511014
elyC__delelyC_21C__1,0.6094227921,0.6265342834000001
elyC__delelyC_21C__2,0.9812907430000001,0.6664461293
elyC__delelyC_21C__3,0.909007671,0.5846501819000001
elyC__delelyC_37C__1,0.0537054608,0.11596426550000001
elyC__delelyC_37C__2,0.161670787,0.0848829911
elyC__delelyC_37C__3,-0.0351580299,0.010508383500000001
evo_acid_w__F9_2__1,1.3319968666,0.5263894117
evo_acid_w__F11_1__1,-0.8465969001,0.7489459350000001
evo_acid_w__F11_1__2,-0.5480114647000001,0.8153900303
evo_acid_w__F11_1__3,-0.7883433728,0.7029234955
evo_acid_w__wt__1,0.9077007588,0.18439322900000002
evo_acid_w__F11_2__1,1.4767982589,-0.1107564612
evo_acid_w__B11_2__1,-0.2079808901,0.5947706387
evo_acid_w__F11_2__2,-1.2989788541,-0.2526024411
evo_acid_w__wt__2,1.6549355235,0.3772856961
evo_acid_w__B11_1__1,0.5536255119,0.7664242524
evo_acid_w__H9_1__1,-0.1665733529,1.2708910905
evo_acid_w__H9_2__1,-0.449094639,0.33916543790000003
evo_acid_w__B11_2__2,0.0789695128,0.8229443743
evo_acid_w__wt__3,1.0691297655,0.3891533179
evo_acid_w__H9_2__2,-0.1445905032,0.4337850272
evo_acid_w__B11_2__3,0.2259287693,0.6996215984
evo_acid_w__F11_2__3,-0.8560535161,-0.0883016096
evo_acid_w__F9_2__2,1.7877529732,0.9306840759
evo_acid_w__wt__4,-0.4585180988,0.0449446968
evo_acid_w__wt__5,-0.832380475,0.2503162686
evo_acid_w__wt__6,-0.6981443039,-0.0128175222
evo_acid_w__H9_1__2,-0.1217473738,1.2609475759
evo_acid_w__F9_1__1,1.2786069552,1.09867082
evo_acid_w__F9_1__2,1.2960490971,1.0820606834
evo_acid_w__B11_1__2,0.021393148100000002,0.4043228954
evo_acid_w__H9_2__3,-1.6730303948,0.2275017359
evo_acid_w__wt__7,-0.3127829142,-0.2443899391
evo_acid_w__F9_1__3,1.9552341048000001,1.1364292223
evo_acid_w__F9_2__3,1.1502456351,0.43383711900000005
evo_acid_w__wt__8,-1.1265841538,-0.2786293979
evo_acid_w__B11_1__3,0.26795208670000004,0.3033426224
evo_acid_w__wt__9,-0.2033561022,-0.7102563492
evo_bz__c3_1_bz__1,-0.09734948680000001,-0.033403966800000004
evo_bz__c3_1_bz__2,0.4120258745,-0.6234916025
evo_bz__c3_1_bz__3,-1.2464102628,-0.8482604813
evo_bz__c3_1_bz__4,-1.3220974409,-0.8802769023
evo_bz__g5_1_bz__1,0.5811127060000001,0.1892321958
evo_bz__g5_1_bz__2,-0.829795574,0.2406748844
evo_bz__g5_1_bz__3,0.2731469132,-0.0349811824
evo_bz__g5_1_bz__4,0.7224250784,-0.2801835776
evo_bz__g5_1_bz__5,0.036080441000000005,-0.3603388682
evo_bz__g5_1_bz__6,-0.6207802813000001,-0.4942537024
evo_bz__w3110d13__1,-0.4834725863,0.0387049672
evo_bz__w3110d13__2,-0.14806132200000002,0.2556707064
evo_bz__w3110d13__3,0.249845329,0.0217635096
evo_bz__w3110d13__4,-0.2240294147,0.0633669957
evo_bz__w3110d13__5,0.4509729719,-0.31813111800000005
evo_bz__w3110d13__6,0.15474502210000002,-0.061375061
evo_bz__w3110d13_bz__1,-0.7977874096,-0.2365190757
evo_bz__w3110d13_bz__2,-1.2929916205,-0.1595221299
evo_bz__w3110d13_bz__3,-1.0302286397,-1.2894644305
evo_bz__w3110d13_bz__4,-1.5182098590000002,-0.5414936111
evo_bz__c3_1_bz__5,-0.6762439494,-0.3026008034
evo_bz__c3_1_bz__6,0.0159996755,0.1250956093
evo_bz__g5_2_bz__1,0.5398316566,-0.6605091213000001
evo_bz__g5_2_bz__2,0.3606100969,-0.8564387748000001
evo_bz__g5_2_bz__3,-1.1014832062,-1.193163583
evo_bz__g5_2_bz__4,-0.3507634404,-0.7966430981
evo_bz__g5_2_bz__5,-0.2895716606,-0.745060485
evo_bz__g5_2_bz__6,-0.3168632618,-0.3320398358
evo_bz__w3110d13_bz__5,-0.4979196262,-1.0978592118
evo_bz__w3110d13_bz__6,-1.0639974607,-1.042451106
evo_bz__a1_1_bz__1,1.2804821754,-0.4263846028
evo_bz__a1_1_bz__2,-1.4356080011,-0.4413766054
evo_bz__a1_1_bz__3,-1.4636593227999999,-0.7522944527000001
evo_bz__a1_1_bz__4,-0.5103938809,-0.2103490094
evo_bz__a1_1_bz__5,-1.5716035849,-0.8383850792
evo_bz__a1_1_bz__6,-1.5325831859,-0.8396488825
evo_metab__wt__1,0.8269776107,-0.1950939729
evo_metab__del_zwf__1,4.5287113238,-0.6441962163
evo_metab__zwf_ale1__1,2.1794917603,-0.2735041724
evo_metab__zwf_ale2__1,1.6442504841,-0.326587173
evo_metab__del_ppk__1,5.4596790806,0.6092157898
evo_metab__ppk_ale1__1,5.7369892892,0.8716757131
evo_metab__ppk_ale2__1,2.414049116,-0.1462944045
evo_metab__ppk_ale3__1,0.9890410806000001,-0.13845506200000002
evo_metab__del_dapF__1,1.8693675695,-0.5496520865
evo_metab__dapF_ale1__1,1.4783196199,-0.7839277324
evo_metab__dapF_ale3__1,4.442166972,-0.07393781170000001
evo_metab__del_entC__1,2.9674987317,0.003082908
evo_metab__entC_ale1__1,1.8974249204,0.06386759780000001
evo_metab__entC_ale2__1,0.6820556184000001,-0.3017442676
evo_metab__del_dgk__1,1.985147075,0.24664656440000002
evo_metab__dgk_ale1__1,1.6519234900000002,0.28089234150000003
evo_metab__dgk_ale2__1,0.7350415932000001,0.4520241126
evo_metab__dgk_ale3__1,2.9200272182,-0.0676549392
evo_metab__wt__2,-0.4427842028,0.011696952
evo_metab__del_zwf__2,3.5078134098,0.9247959264000001
evo_metab__zwf_ale1__2,11.8385890388,0.6331033185
evo_metab__zwf_ale2__2,4.8813635011,-0.4709180691
evo_metab__del_ppk__2,0.1331927438,0.08771487480000001
evo_metab__ppk_ale1__2,3.2681593486000002,0.40762706600000004
evo_metab__ppk_ale2__2,8.732097127,1.3149207666
evo_metab__ppk_ale3__2,4.6154095772,1.4147096506999999
evo_metab__del_dapF__2,2.1566093393,0.5027633153000001
evo_metab__dapF_ale1__2,2.0018691126,0.1979457796
evo_metab__dapF_ale3__2,0.6548971808,0.4078212538
evo_metab__del_entC__2,0.6842969932,-0.0067709055
evo_metab__entC_ale1__2,2.0271986032,0.0553577362
evo_metab__entC_ale2__2,0.6210739044,0.11378642700000001
evo_metab__entC_ale3__1,3.2518870132,0.0084549125
evo_metab__del_dgk__2,1.533413782,0.25187472380000003
evo_metab__dgk_ale1__2,0.5413448174000001,-0.4862951582
evo_metab__dgk_ale2__2,-0.5552644895000001,-0.1249451111
evo_metab__dgk_ale3__2,2.378932675,-0.3981880051
evo_metab__wt__3,-0.3841934079,0.1833970209
evo_metab__del_zwf__3,10.0680340155,0.6475254587
evo_metab__zwf_ale1__3,11.7392720255,0.1790366251
evo_metab__zwf_ale2__3,6.8602896011,-0.059908778600000004
evo_metab__del_ppk__3,0.5653834018,0.3343010027
evo_metab__ppk_ale1__3,0.9769711823,0.7717376916
evo_metab__ppk_ale2__3,0.4735307253,0.1697650866
evo_metab__ppk_ale3__3,2.3509059663,0.46114981780000003
evo_metab__del_dapF__3,2.0361369114,0.3543000284
evo_metab__dapF_ale1__3,3.5007469778,0.3015662235
evo_metab__dapF_ale3__3,0.8677529795000001,0.47642879120000003
evo_metab__del_entC__3,1.7553860397,-0.0670659417
evo_metab__entC_ale1__3,0.8241712663,-0.2552975501
evo_metab__entC_ale2__3,-0.077843779,0.30074846310000003
evo_metab__entC_ale3__2,4.1905134938,0.7402157582000001
evo_metab__del_dgk__3,-0.6529965791,0.30420843670000003
evo_metab__dgk_ale1__3,0.5015628316,-0.0421698714
evo_metab__dgk_ale2__3,-0.7280118987,0.0845997939
evo_metab__dgk_ale3__3,0.2918752853,-0.2872799749
flag_reg__wt__1,0.11534332650000001,-0.13964897810000002
flag_reg__del_fliA__1,-1.5244691014,-0.1285434729
flag_reg__del_flhC__1,-1.3155359146,0.08447138180000001
flag_reg__del_flhD__1,-0.9862369414000001,0.0308153884
flag_reg__wt__2,-0.11534332650000001,0.13964897810000002
flag_reg__del_fliA__2,-0.8683668640000001,-0.021596046600000002
flag_reg__del_flhC__2,-0.32418260520000003,-0.1128273364
flag_reg__del_flhD__2,-1.3495537553,-0.19411020850000002
flgM__27C__1,-0.5977725251,-0.4326809386
flgM__27C__2,-0.5719973961,-0.43933115
flgM__27C__3,-0.8076687625000001,-0.6136396724000001
flgM__32C__1,0.3208097354,-0.42960055960000004
flgM__32C__2,-0.2539815387,-0.3044514931
flgM__32C__3,0.37318752390000004,-0.3682069383
flgM__37C__1,-0.0892286199,-0.006626237
flgM__37C__2,-0.18817509470000002,-0.0244767329
flgM__37C__3,0.2774037145,0.031102969900000003
flgM__42C__1,-1.4527959202,-0.1752051942
flgM__42C__2,-1.8764749688000002,-0.1082197753
flgM__42C__3,-1.3807415372,-0.0823473886
histone__untreated__1,-0.5297862378,-0.0593634669
histone__untreated__2,1.6961362615,0.1461674311
histone__untreated__3,-1.1663500237,-0.08680396430000001
histone__10ug_H2A__1,-2.4566431616,-0.3489283046
histone__10ug_H2A__2,-1.6363644386,-0.2646285097
histone__10ug_H2A__3,-2.3285695539,-0.38086545790000004
histone__50ug_H2A__1,-2.6418167193,-0.604986707
histone__50ug_H2A__2,-3.1190823082,-0.6503941727
histone__50ug_H2A__3,-2.9907423585,-0.5826501164
histone__100ug_H2A__1,-2.8821848591,-0.6451957549
histone__100ug_H2A__2,-3.1563055957,-0.6377851969
histone__100ug_H2A__3,-3.5078669352,-0.8187967619000001
hns__del_hns_spike__1,1.2741190877,0.8619314532000001
hns__del_hns_spike__2,3.7758982467,0.9761849924
hns__del_hns__1,1.2946349004,0.8717034406
hns__del_hns__2,2.868379771,0.7620222951000001
hns__wt_spike__1,0.8288323997,0.35914030550000003
hns__wt_spike__2,-0.3536936607,0.0832087023
hns__wt__1,1.1148810344,0.3548272992
hns__wt__2,-1.1148810344,-0.3548272992
hns_stpA__evo100G4_delhns_delstpA__1,1.0783131233,-0.2357714555
hns_stpA__evo100G4_delhns_delstpA__2,1.5308968138,-0.139972343
hns_stpA__evo100G12_delhns_delstpA__1,-0.8451534377000001,0.3070426713
hns_stpA__evo100G12_delhns_delstpA__2,-0.7407478968,0.1407291729
hns_stpA__delhns_delstpA_delrpoS__1,-0.3063189475,0.2221163028
hns_stpA__delhns_delstpA_delrpoS__2,-0.7712911489000001,0.17091104640000002
hns_stpA__wt__1,-0.0377608034,0.2567462947
hns_stpA__wt__2,0.0377608034,-0.2567462947
hns_stpA__delhns_delstpA__1,1.1139894965,-0.9917662596000001
hns_stpA__delhns_delstpA__2,0.8189685841000001,-0.6769534355
hu__wt_log_pH7__1,-3.5530931328,-1.0307295573
hu__wt_log_pH7__2,-2.2983325267,-1.3486656748999999
hu__wt_log_pH7__3,-3.1506800142,-0.9867416524
hu__wt_lag_pH7__1,-0.5488962059,-0.4114651667
hu__wt_lag_pH7__2,-0.1675555946,-0.08850133880000001
hu__wt_lag_pH7__3,0.7164518005,0.4999665055
hu__delhupA_lag_pH7__1,-1.6141412409,-0.0596137589
hu__delhupA_lag_pH7__2,-1.9458741794,-0.5093221549
hu__delhupA_lag_pH7__3,-1.0093535037,0.2839652948
hu__delhupB_lag_pH7__1,-0.6441349022,-0.2940161246
hu__delhupB_lag_pH7__2,-0.7815158613000001,-0.1706453226
hu__delhupB_lag_pH7__3,0.0168974335,0.24591703450000002
hu__delhupAhupB_lag_pH7__1,-4.0628124973,-1.2997135476000001
hu__delhupAhupB_lag_pH7__2,-2.815543965,-1.061420171
hu__delhupAhupB_lag_pH7__3,-2.1198268985,-0.5363609045000001
hu__hupAE34K_hupB_lag_pH7__1,-0.0349452459,-0.0627187318
hu__hupAE34K_hupB_lag_pH7__2,0.11701056280000001,0.0217416383
hu__hupAE34K_hupB_lag_pH7__3,0.3244104364,0.45965646590000003
hu__hupAE34K_delhupB_lag_pH7__1,-0.6448756121,-0.16292012960000002
hu__hupAE34K_delhupB_lag_pH7__2,0.1063003694,0.10814319800000001
hu__hupAE34K_delhupB_lag_pH7__3,0.5278348366,0.4546068344
hu__wt_lag_pH5__1,-1.1741265279,-0.5945744925
hu__wt_lag_pH5__2,-0.9736810494,-0.4646982216
hu__wt_lag_pH5__3,-1.2174118157,-0.49242284960000005
hu__delhupA_lag_pH5__1,-2.3895076648,-1.1112717328
hu__delhupA_lag_pH5__2,-2.337993393,-0.4687838884
hu__delhupA_lag_pH5__3,-2.2519417261,-0.6838119102
hu__delhupAhupB_lag_pH5__1,-2.9987199884,-1.2466412019
hu__delhupAhupB_lag_pH5__2,-2.8572094769,-1.1032941894
hu__delhupAhupB_lag_pH5__3,-2.8330226854,-0.5962529183
hu__hupAE34K_hupB_lag_pH5__1,-0.750130764,-0.5190826269000001
hu__hupAE34K_hupB_lag_pH5__2,-0.7006107122,-0.34928578730000004
hu__hupAE34K_hupB_lag_pH5__3,-0.4154470993,-0.3821524714
hu__hupAE34K_delhupB_lag_pH5__1,-1.6185826452,-0.8100018303000001
hu__hupAE34K_delhupB_lag_pH5__2,-1.2569442741999999,-0.5079280033
hu__hupAE34K_delhupB_lag_pH5__3,-1.6914100724,-0.6796972741
hyperpersistence__low_GFP__1,4.1299376101,0.533990095
hyperpersistence__wt__1,-0.0767233419,0.028216239100000002
hyperpersistence__high_GFP__1,3.101139266,0.6509238012
hyperpersistence__pth_mut__1,-0.9610301704,0.5243238995
hyperpersistence__pth_mut__2,0.4254591278,0.5747675853
hyperpersistence__metG_mut__1,-0.7414959568,0.39531312150000003
hyperpersistence__metG_mut__2,-1.1658290224,0.2068693878
hyperpersistence__high_GFP__2,3.6183274245,0.7108789417
hyperpersistence__wt__2,0.0767233419,-0.028216239100000002
hyperpersistence__low_GFP__2,4.0707466602,0.4229017975
kan_efg__cpxAF218Y__1,0.0614812241,0.3577852492
kan_efg__cpxAF218Y__2,0.2640178592,0.2743275321
kan_efg__cyaAN600Y__1,2.0411301756,0.19694078110000002
kan_efg__cyaAN600Y__2,2.262081463,0.8066877711
kan_efg__fusAA608E__1,1.0870162192,0.11401183590000001
kan_efg__fusAA608E__2,0.6157279718,-0.1171232969
kan_efg__fusAA608E_cpxAF218Y__1,-0.7926573621,0.42384490620000004
kan_efg__fusAA608E_cpxAF218Y__2,-0.7764655500000001,0.2859572298
kan_efg__fusAA608E_cyaAN600Y__1,2.0191710466,0.34740556780000004
kan_efg__fusAA608E_cyaAN600Y__2,1.736165996,0.1762157284
kan_efg__fusAA608E_rpoDL261Q__1,0.5596212405000001,0.1893912804
kan_efg__fusAA608E_rpoDL261Q__2,0.4100429524,-0.0021624627
kan_efg__fusAA608E_topAS180L__1,-0.30966347050000004,-0.23605342310000002
kan_efg__fusAA608E_topAS180L__2,0.030055250000000002,-0.6009639073
kan_efg__rpoDL261Q__1,0.1998689638,-0.017894529200000002
kan_efg__rpoDL261Q__2,0.9870342783,0.0014653575
kan_efg__wt__1,-0.2491853276,0.10672120600000001
kan_efg__wt__2,0.2491853276,-0.10672120600000001
lrp__wt_min_log__1,-0.147996811,-0.07339547660000001
lrp__wt_min_log__2,0.147996811,0.07339547660000001
lrp__wt_min_trans__1,-1.418202055,-1.7586240747000002
lrp__wt_min_trans__2,-2.2020303021,-1.1824086386000001
lrp__wt_min_stat__1,-4.5411632071,-2.9845625581
lrp__wt_min_stat__2,-4.1186567741,-2.317500731
lrp__wt_liv_log__1,-2.6170817867,0.33579202620000004
lrp__wt_liv_log__2,-2.7501869899,0.276937614
lrp__wt_liv_trans__1,-3.0892253861,-0.7384691621
lrp__wt_liv_trans__2,-1.6920916986,-0.5491244918
lrp__wt_liv_stat__1,-4.1245413819,-2.7359987744
lrp__wt_liv_stat__2,-4.2804832894,-2.6653715901
lrp__wt_rich_log__1,-8.3323078732,-0.8145164988
lrp__wt_rich_log__2,-8.0009495661,-0.7002646157
lrp__wt_rich_trans__1,-3.6954414030000002,-1.219051273
lrp__wt_rich_trans__2,0.5376011477,-1.1732039184
lrp__wt_rich_stat__1,-1.4012981108,-1.0909136318
lrp__wt_rich_stat__2,-2.0224401684,-1.2777888549
lrp__dellrp_min_log__1,0.21151027190000002,0.1992899153
lrp__dellrp_min_log__2,0.3750490255,0.3297114438
lrp__dellrp_min_trans__1,-3.7190791501,-0.4889542102
lrp__dellrp_min_trans__2,-3.4864115088,-0.2357990141
lrp__dellrp_min_stat__1,-4.8793365097,-2.5406775147
lrp__dellrp_min_stat__2,-5.032232297,-2.7249804505
lrp__dellrp_liv_log__1,-3.7097871996,0.1265884388
lrp__dellrp_liv_log__2,-2.5556196345,0.10720621990000001
lrp__dellrp_liv_trans__1,-0.6237196107,-0.3632582052
lrp__dellrp_liv_trans__2,-1.4384641075,-0.4466390992
lrp__dellrp_liv_stat__1,-4.561219455,-2.38146946
lrp__dellrp_liv_stat__2,-4.5845718998,-2.2199766029
lrp__dellrp_rich_log__1,-7.4691905221,-0.6840463095
lrp__dellrp_rich_log__2,-7.6922213211,-0.6078618329000001
lrp__dellrp_rich_trans__1,0.3035042261,-0.4224843467
lrp__dellrp_rich_trans__2,-2.1573127991,-0.9865398458
lrp__dellrp_rich_stat__1,-3.9938255444,-0.8413918444
lrp__dellrp_rich_stat__2,-3.6734651391,-0.3652936849
mazF_circuit__t0__1,0.9145044488,-0.136042446
mazF_circuit__t2__1,-0.6237901119,-0.2684062457
mazF_circuit__t4__1,-1.5237850784,-0.6606351846
mazF_circuit__t6__1,1.4405215802,-1.2411872482
mazF_circuit__t8__1,0.5664039348000001,-1.0893350213
mazF_circuit__t0__2,-0.9145044488,0.136042446
mazF_circuit__t2__2,1.6598379244,-0.1391812616
mazF_circuit__t4__2,-0.6488168979000001,-0.9690716476000001
mazF_circuit__t6__2,-0.7654683243,-1.5922418299
mazF_circuit__t8__2,1.3967407911,-1.8661971517
mazF_ribo__emptyvec_mrna_5m__1,0.2577836106,0.0173995625
mazF_ribo__emptyvec_mrna_5m__2,-0.2577836106,-0.0173995625
mazF_ribo__mazF_mrna_5m__1,0.5465086152,-0.6799959438000001
mazF_ribo__mazF_mrna_5m__2,0.8454550711000001,-0.6709802833
mazF_ribo__emptyvec_total_5m__1,3.5144347272000003,0.2642514355
mazF_ribo__emptyvec_total_5m__2,2.4717390661,-0.2992450807
mazF_ribo__mazF_total_60m__1,5.3220603477,1.5197077448
mazF_ribo__mazF_total_60m__2,4.9691782226,1.6370456608000001
mercury__ctrl_t00__1,0.25082917660000004,-0.0675517712
mercury__ctrl_t10__1,1.7436197115,0.19321535010000002
mercury__ctrl_t30__1,1.1289950874,0.3557458331
mercury__ctrl_t60__1,-0.7461133227000001,0.17476424840000002
mercury__hg_t10__1,-3.181194256,-0.9153852037
mercury__hg_t30__1,-6.3805904493,-1.1981765938
mercury__hg_t60__1,-1.2278104253,0.8484578051
mercury__pma_t10__1,-5.5800515811,-1.8520647361
mercury__pma_t30__1,-5.3751867266,-1.2672611192
mercury__pma_t60__1,1.1651988352,-0.1542212107
mercury__ctrl_t00__2,-0.0127994778,0.0867463918
mercury__ctrl_t10__2,1.9964757566,0.07073456210000001
mercury__ctrl_t30__2,0.9739873118000001,0.23340071540000001
mercury__ctrl_t60__2,-1.8500563866,-0.0083751517
mercury__hg_t10__2,-4.8067742347,-1.0070249265
mercury__hg_t30__2,-6.8961755079,-0.8023703146000001
mercury__hg_t60__2,2.8733327522,0.9855656249
mercury__pma_t10__2,-5.5557150714,-1.9106086212000002
mercury__pma_t30__2,-4.7691185954,-0.7549988634
mercury__pma_t60__2,-2.2620259399,-0.5498381059
mercury__ctrl_t00__3,-0.23802969880000002,-0.019194620500000002
mercury__ctrl_t10__3,0.7717488718000001,0.0436274579
mercury__ctrl_t30__3,-0.6601124244000001,0.2913268137
mercury__ctrl_t60__3,-1.792957904,0.0069830379
mercury__hg_t10__3,-2.0423003219,-0.9965804949
mercury__hg_t30__3,-6.1271748559,-1.5360348951
mercury__hg_t60__3,3.5935580367,1.2433590341
mercury__pma_t10__3,-5.6697371766,-1.7820034493999999
mercury__pma_t30__3,-5.0048432212,-0.9927549683
mercury__pma_t60__3,-2.8925220293000002,-0.2976299966
ml_abx__az_lolcde__1,0.4494396967,-0.8401980934000001
ml_abx__az_lolcde__2,-0.3235537804,-1.1370262819
ml_abx__az_lolcde__3,-0.3798342914,-0.8342682560000001
ml_abx__b01__1,0.2758225795,-0.6079493263
ml_abx__b01__2,1.013381591,-0.5246913572
ml_abx__b01__3,0.7121292266,-0.6056695875
ml_abx__cro__1,0.2133690868,0.28185680300000004
ml_abx__cro__2,0.1754162955,-0.4314060222
ml_abx__cro__3,-0.4742349717,-0.3653753205
ml_abx__chl__1,0.2962560812,-0.5360490388
ml_abx__chl__2,0.8193930872,-0.7401986259000001
ml_abx__chl__3,0.5995594898000001,-0.4672596717
ml_abx__cip__1,-0.9500236429000001,-0.2669818282
ml_abx__cip__2,-1.1166444593,-0.7185334519000001
ml_abx__cip__3,-0.4581035725,-0.7208674219
ml_abx__clr__1,-0.45026689400000003,0.652937
ml_abx__clr__2,-0.6066258677,0.049982674000000005
ml_abx__clr__3,-0.7038602792,0.0334782122
ml_abx__cst__1,1.1563475415,-0.0297254724
ml_abx__cst__2,0.44647509550000003,-0.6669718524
ml_abx__cst__3,0.3021024413,-0.5019514125
ml_abx__ctrl__1,0.2707353798,0.4216744925
ml_abx__ctrl__2,0.558925933,0.5381928291
